CED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
CED319,0,0,0,0,9,18,7,13,0,0,0,0,0,0,4,61,0,0,0,0,3,9,57,14,10,0,3,0,0,0,4,106,0,4,16,30,37,39,125,62,10,11,15,10,0,5,5,373,8,20,9,33,104,123,477,246,63,70,45,88,21,9,21,1346,0,9,22,13,7,26,6,4,0,0,0,0,0,0,3,88,0,4,14,5,0,4,11,10,6,3,0,0,0,0,5,63,6,6,19,44,207,173,212,97,5,12,14,18,15,9,14,863,57,58,41,39,63,46,115,45,8,8,6,5,5,0,13,516,8,18,20,11,11,0,6,5,0,0,3,0,0,0,3,93,3,0,15,36,91,103,87,65,13,16,17,26,6,0,16,486,12,5,48,49,133,147,1560,1085,263,279,404,505,140,23,79,4739,4,11,6,11,26,42,92,47,13,3,8,9,7,4,4,287,0,0,0,6,11,11,97,170
CED320,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,23,0,4,34,35,46,39,79,48,6,4,14,6,4,4,7,329,11,13,8,11,17,28,104,63,13,20,24,50,8,0,8,372,0,3,43,8,3,14,4,0,0,0,0,0,0,0,0,85,7,4,3,10,5,6,5,6,0,0,0,0,0,0,5,45,0,5,11,28,94,95,107,56,21,13,17,19,5,0,19,483,105,161,89,71,124,39,81,24,7,0,0,15,6,0,15,735,0,14,13,7,0,0,0,9,0,0,0,7,0,0,3,55,0,0,8,11,16,12,22,31,5,3,12,7,0,0,0,136,8,0,27,20,24,26,264,173,42,31,31,29,26,11,25,739,5,13,20,14,21,16,48,23,4,9,11,18,8,0,5,205,0,0,0,0,9,3,15,16
CED321,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,14,0,7,17,26,21,26,40,36,6,4,10,6,0,0,9,191,0,0,0,0,13,18,52,30,11,6,11,14,9,0,4,163,3,8,21,8,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,22,0,0,5,10,21,21,25,27,4,9,5,5,10,0,5,148,34,101,61,31,48,25,44,16,3,3,10,6,5,3,16,409,0,3,8,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,6,6,0,5,3,5,0,0,0,45,3,8,12,0,0,3,116,101,29,26,38,42,12,3,14,416,0,4,0,4,4,13,18,4,0,4,5,20,7,0,7,109,0,0,0,0,4,0,4,4
CED322,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,8,0,0,0,0,5,0,0,0,16,0,3,38,56,65,70,210,119,28,31,32,33,22,10,13,728,4,11,16,11,141,189,541,403,119,129,142,170,64,4,39,1998,6,23,71,20,17,23,11,0,0,0,0,0,0,0,7,175,10,29,31,18,8,13,9,12,3,0,0,0,5,0,5,143,4,8,14,18,52,34,52,12,4,0,5,0,0,0,0,209,77,161,82,58,93,58,96,58,15,6,17,12,3,3,22,772,0,25,33,9,6,11,4,6,0,0,0,0,0,0,5,112,3,4,9,43,78,101,66,41,8,13,23,8,16,18,6,442,10,6,21,28,42,73,304,131,37,38,34,51,20,11,23,830,0,10,14,18,25,46,62,38,6,7,9,14,13,4,8,282,0,0,0,10,21,13,47,33
CED323,0,0,0,0,3,3,13,10,0,0,0,0,0,0,0,21,0,0,0,4,4,3,28,20,4,7,12,20,6,0,5,113,0,6,21,53,82,103,152,111,32,33,48,70,38,16,8,776,10,16,16,18,163,257,923,679,221,254,268,271,118,9,55,3272,7,59,158,41,20,74,17,9,4,0,0,0,0,0,11,399,12,48,55,28,28,22,36,17,3,0,13,3,0,0,12,286,4,5,17,30,78,54,73,28,3,6,7,7,9,3,14,332,90,224,112,71,133,88,113,66,15,23,18,27,13,3,26,1010,8,65,114,20,7,4,3,12,0,3,0,0,0,0,6,267,3,4,14,48,75,112,104,117,28,32,39,55,41,17,27,711,9,9,32,51,56,91,580,566,199,204,322,371,135,27,59,2700,0,18,14,30,38,56,79,69,16,20,21,21,4,4,13,409,0,0,0,7,59,34,92,101
CED324,0,0,0,0,13,43,167,206,40,36,17,28,11,3,12,576,0,0,0,3,8,31,110,80,14,21,18,18,14,3,0,317,0,0,16,49,53,54,107,76,9,12,17,11,8,0,6,421,10,29,64,67,586,998,3813,2142,536,600,569,743,229,48,226,10659,0,9,81,31,21,75,25,3,0,0,0,0,0,0,4,251,3,8,16,6,11,15,24,19,10,3,9,12,9,3,0,153,0,4,17,39,190,214,171,58,9,13,19,19,13,4,16,781,108,67,42,28,63,60,92,49,4,9,4,7,0,0,12,563,14,87,123,46,17,12,12,22,0,0,0,0,0,0,13,346,3,12,16,103,358,562,358,231,72,51,58,67,55,22,44,1998,3,10,29,66,105,263,2061,1424,354,477,768,962,289,48,158,7017,5,17,20,29,93,134,201,86,11,21,19,31,28,0,12,708,0,0,0,0,30,29,121,275
CED325,0,0,0,0,4,14,116,132,20,15,15,17,11,30,19,398,0,0,0,3,5,50,294,115,18,18,10,0,5,5,0,535,0,4,7,37,37,44,68,54,10,12,6,11,3,0,3,303,5,6,15,15,159,219,748,436,101,59,83,121,37,11,44,2059,0,7,50,24,9,41,12,0,0,0,0,0,0,0,5,144,0,9,8,0,11,16,81,26,5,0,9,8,5,0,9,173,0,5,13,63,324,348,401,147,28,17,24,24,15,9,48,1458,122,108,75,57,93,53,94,33,4,4,10,8,5,0,9,680,0,5,11,8,6,0,3,3,0,0,0,0,0,0,3,42,0,7,17,27,127,115,86,59,5,13,14,23,10,0,8,512,11,8,33,59,89,252,2687,1441,253,303,324,340,150,35,107,6091,5,11,22,23,57,97,132,58,8,11,17,8,11,0,12,480,0,5,0,8,56,73,243,325
CED326,0,0,0,0,10,23,23,22,0,4,6,7,0,0,0,96,0,0,0,0,0,14,79,16,4,0,6,3,0,0,0,123,0,4,19,42,54,40,118,54,9,4,22,6,9,6,8,400,5,8,12,12,72,118,399,241,78,51,39,67,25,4,13,1145,3,6,32,5,4,19,0,0,0,0,3,0,0,0,0,89,8,13,18,7,4,10,25,20,5,8,3,6,0,0,4,124,0,6,21,45,199,230,308,110,12,24,21,28,7,7,22,1034,66,126,84,59,81,55,121,52,10,3,8,9,9,3,20,710,0,32,19,24,0,0,6,5,0,0,3,0,0,0,0,101,0,12,8,32,77,73,35,39,6,5,17,19,11,4,4,345,12,8,42,55,92,174,2553,1347,273,268,328,358,113,19,81,5721,5,11,7,5,23,47,85,41,10,6,5,6,6,0,0,263,0,0,0,5,17,9,90,166
CED327,0,0,0,0,20,80,390,752,107,90,71,63,79,31,21,1709,0,0,0,3,3,18,87,54,8,7,10,9,4,3,3,206,5,0,14,25,36,15,48,31,0,12,3,3,0,0,0,198,3,11,26,29,278,422,2744,1395,298,264,223,387,125,22,123,6354,0,9,119,50,32,128,22,12,0,0,0,0,0,0,4,382,0,3,16,11,34,19,77,59,15,8,7,11,4,0,10,273,0,5,24,65,359,368,513,178,33,35,36,29,10,6,24,1692,77,92,69,57,75,51,61,18,4,0,5,0,0,0,14,524,4,29,43,13,17,8,0,7,0,4,0,0,0,0,4,130,0,5,9,58,266,433,309,168,34,24,30,36,30,0,34,1430,8,9,36,46,91,246,2333,1228,234,208,334,387,131,21,75,5385,9,14,12,14,66,96,180,83,16,12,22,9,4,0,9,546,0,0,0,6,23,24,116,320
CED328,0,0,0,0,5,4,8,14,0,0,0,0,0,0,0,33,0,0,0,0,4,16,64,68,21,23,49,28,9,11,0,286,0,5,29,59,69,80,171,136,36,26,33,31,23,20,8,728,11,18,12,19,133,244,944,816,337,422,447,610,233,28,46,4329,0,6,21,0,7,14,5,3,0,0,0,0,3,0,0,68,3,6,5,0,9,4,10,20,0,0,3,36,20,10,0,143,0,4,17,30,80,63,72,24,7,3,10,4,7,3,3,331,74,59,44,50,94,77,240,67,25,15,23,28,18,5,15,829,7,17,9,5,3,0,10,8,0,0,3,0,0,0,5,69,9,7,17,50,122,158,172,104,44,43,47,53,57,29,15,931,9,6,67,79,114,185,859,675,159,187,249,293,141,53,35,3113,3,16,11,14,40,72,121,78,23,58,34,59,39,10,5,585,0,3,0,13,77,50,232,245
CED329,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,11,3,5,36,57,44,68,78,70,12,11,5,11,7,4,7,410,0,3,7,5,13,10,54,30,3,4,10,7,12,0,5,175,0,6,19,16,4,4,0,0,0,0,0,0,0,0,3,65,4,7,11,4,4,0,3,0,0,0,0,0,0,0,5,40,0,3,7,13,22,21,27,15,0,0,4,0,3,0,5,127,76,193,132,98,143,83,105,49,5,9,13,18,6,3,41,978,0,11,20,10,4,0,0,5,0,0,0,0,0,5,0,57,0,0,4,6,7,10,11,4,0,0,9,0,10,4,4,80,10,4,25,13,19,18,94,83,26,18,18,21,5,4,14,365,9,15,10,10,10,7,22,27,8,4,4,4,6,0,6,142,0,0,0,0,0,5,4,0
CED330,0,0,0,0,0,4,21,23,0,0,0,0,0,0,3,58,0,0,0,0,0,3,29,18,0,8,0,6,3,0,0,71,0,3,16,37,43,45,71,63,3,5,3,3,0,5,8,309,0,9,12,7,32,40,108,83,23,22,36,97,22,3,17,506,0,17,41,24,6,19,7,0,0,4,0,0,0,0,5,119,3,5,10,3,0,6,6,5,0,4,0,0,0,0,0,40,0,4,11,19,52,61,83,42,10,6,15,15,4,0,7,322,47,134,93,82,145,62,96,35,8,8,8,7,0,0,17,742,0,11,3,7,3,0,0,4,0,0,0,0,0,0,3,37,0,0,3,11,11,30,43,19,11,8,18,18,14,0,9,192,0,7,29,17,20,38,400,234,56,57,70,109,50,10,24,1114,0,14,10,6,9,24,45,16,9,11,20,27,0,0,6,205,0,0,3,5,11,10,14,13
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,0,0,0,0,0,90,630,861,93,84,115,194,42,47,47,2211,0,0,0,0,0,7,190,174,44,53,61,70,26,3,12,635,0,5,19,25,46,40,60,54,12,19,21,35,13,13,3,363,4,17,19,53,174,263,1581,1637,627,781,718,1000,266,24,112,7267,5,45,115,48,34,126,37,8,0,0,0,0,0,0,8,431,9,31,22,11,8,3,40,40,17,19,16,20,13,4,0,254,3,4,4,12,39,27,39,14,6,13,7,0,0,0,3,183,184,212,74,55,62,53,76,42,9,14,7,14,17,0,29,832,29,944,1195,213,68,24,19,80,11,9,0,4,6,0,83,2688,0,4,12,38,77,115,191,218,104,106,104,121,148,30,23,1294,6,5,46,48,68,165,3246,2233,764,960,1586,2058,924,79,185,12374,0,9,3,14,28,52,72,85,40,30,38,42,28,0,12,451,0,0,0,9,60,113,191,336
CED402,0,0,0,0,0,14,65,140,13,26,0,19,9,0,13,292,0,0,0,0,0,0,9,10,0,4,4,4,5,0,0,43,0,0,8,8,9,18,35,9,3,0,5,5,0,0,5,118,0,0,6,6,6,7,134,136,49,57,54,71,9,3,13,548,0,27,58,12,3,4,0,0,0,0,0,0,0,0,10,108,0,4,0,0,0,0,3,6,0,0,3,13,0,0,0,32,0,0,4,5,10,7,10,12,0,0,4,12,0,0,0,70,108,273,104,50,57,35,50,21,3,3,6,4,4,0,21,741,5,102,159,24,12,0,4,0,0,0,0,0,0,0,23,344,0,0,3,9,4,8,10,13,6,6,0,5,4,0,5,62,9,3,14,34,42,71,272,163,52,71,89,131,42,5,27,1028,5,7,3,3,11,4,22,13,15,8,16,34,22,0,0,156,0,0,0,0,4,8,8,10
CED403,0,0,0,0,0,10,40,33,9,4,7,36,0,8,4,133,0,0,4,0,6,9,53,108,0,20,20,17,20,0,0,262,0,7,25,50,69,45,87,59,3,20,11,31,16,8,7,447,0,10,17,29,124,175,1265,862,266,241,225,313,92,8,52,3684,0,48,72,24,9,39,6,5,0,0,0,0,0,0,8,216,0,40,27,5,11,13,24,17,15,11,17,11,15,0,5,210,0,4,3,17,20,16,18,7,4,6,0,0,0,0,6,102,157,316,129,52,85,48,116,62,9,14,12,7,19,0,20,1036,16,361,390,93,23,22,21,22,7,0,4,3,0,0,29,986,5,4,14,28,74,81,104,72,30,32,37,49,34,7,13,578,17,16,65,45,54,121,1327,856,226,252,387,438,171,29,58,4066,4,20,0,15,22,35,65,95,12,20,28,29,19,0,8,364,0,0,0,6,90,83,171,197
CED404,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,20,0,4,11,0,0,0,0,39,0,9,12,16,21,7,31,10,0,8,0,0,0,0,5,129,3,0,0,4,3,9,49,44,22,25,20,16,3,0,7,202,0,45,74,34,5,9,0,0,5,0,0,0,0,0,8,183,0,0,7,0,0,0,12,4,0,6,0,8,5,0,0,48,0,0,3,0,7,9,23,13,0,0,0,3,0,0,0,77,81,260,126,58,41,16,31,27,8,0,0,3,0,0,30,671,5,50,88,14,6,7,4,7,0,0,0,0,0,0,17,202,0,0,4,5,0,6,0,12,0,0,0,7,0,0,0,40,6,5,20,22,11,23,243,186,35,64,117,87,35,12,18,879,0,7,3,5,0,11,27,16,8,4,7,16,6,0,6,113,0,0,0,0,0,3,10,14
CED405,0,0,0,0,0,9,98,73,17,21,7,16,0,8,0,251,0,0,0,0,0,0,60,27,10,5,32,3,0,0,0,148,0,6,23,33,40,27,55,40,9,8,19,10,6,4,0,277,3,57,54,68,96,109,526,341,78,85,72,105,21,4,22,1637,8,122,211,59,34,194,58,9,6,4,0,0,0,0,15,723,4,36,24,6,23,17,71,60,3,15,6,26,9,0,10,308,0,0,3,10,22,9,25,11,3,0,0,4,0,0,0,95,276,278,120,44,64,53,82,61,0,9,17,23,11,0,35,1060,23,578,782,179,56,26,41,63,4,5,0,10,0,0,58,1825,0,0,10,11,28,41,53,39,9,13,9,14,5,6,4,250,11,6,74,65,48,82,1549,1063,369,447,618,735,295,36,70,5466,0,3,3,12,15,36,30,36,10,8,15,6,14,0,8,191,0,0,4,0,26,36,74,120
CED406,0,0,0,0,0,4,5,5,0,0,0,0,0,5,0,19,0,0,0,0,0,11,26,22,3,3,3,0,3,0,0,72,0,0,18,29,26,33,61,22,9,9,4,6,4,0,0,234,0,5,13,8,30,43,358,245,44,53,37,51,14,3,13,915,3,23,77,30,12,30,11,0,0,0,0,0,0,0,10,201,5,22,14,15,26,19,57,18,0,4,0,7,9,0,0,195,0,5,3,11,46,36,41,11,4,3,3,0,5,0,3,174,104,309,185,96,132,51,106,32,4,6,3,3,3,0,35,1079,0,57,75,23,11,3,8,14,0,0,0,0,0,0,7,201,0,0,0,12,26,19,16,22,0,4,5,15,11,0,5,136,9,11,61,48,31,71,674,305,69,47,48,59,26,0,13,1475,0,14,6,14,18,23,32,18,6,6,7,3,0,0,4,170,0,0,0,5,70,71,98,105
CED407,0,0,0,0,13,119,775,799,104,138,121,141,37,44,25,2319,0,0,0,0,0,11,130,126,20,27,25,10,17,0,0,376,0,3,13,18,24,24,51,21,8,0,4,0,3,0,4,183,6,15,14,16,91,129,698,407,91,79,83,103,22,0,33,1786,6,40,144,61,7,100,33,6,0,3,0,0,0,0,12,406,7,21,14,0,8,10,30,35,12,17,8,13,7,3,3,188,3,5,5,4,29,50,67,20,3,0,11,5,8,0,0,196,166,369,190,82,52,27,50,14,0,3,0,6,0,0,31,992,3,127,186,48,13,16,10,5,0,0,0,0,0,0,13,426,0,3,3,9,45,38,62,61,20,24,26,33,23,0,13,362,12,8,46,41,37,121,2930,1714,487,456,787,897,338,31,81,7993,0,12,8,11,19,37,69,31,4,3,9,9,4,0,0,222,0,0,3,0,19,81,201,352
CED408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,23,67,66,55,75,47,0,13,8,9,0,0,4,375,4,12,7,3,14,26,140,60,22,35,17,22,3,0,6,373,0,15,20,7,8,5,0,0,0,0,0,0,0,0,0,64,0,9,8,0,5,0,7,5,0,0,0,0,0,0,0,33,0,4,4,8,9,4,7,5,0,5,0,0,0,0,3,52,135,334,171,102,171,84,122,46,0,6,5,18,14,0,27,1233,0,57,40,11,4,4,0,0,0,0,0,0,0,0,0,114,3,0,4,7,13,13,17,17,0,3,3,3,6,0,3,99,12,15,40,22,29,20,168,89,15,28,25,25,6,3,12,510,0,13,3,6,9,11,18,22,0,6,8,5,0,0,3,118,0,0,0,0,18,12,33,15
CED409,0,0,0,0,3,95,843,1031,174,135,118,168,64,49,30,2722,0,0,0,0,0,0,48,83,10,10,17,10,7,0,5,189,0,0,11,15,8,29,25,12,3,6,0,4,5,0,0,117,0,5,8,12,31,24,144,94,24,17,8,15,3,3,4,406,0,18,74,24,15,50,52,0,0,0,0,0,0,0,8,238,3,16,12,3,0,0,32,11,0,0,4,11,0,0,0,93,0,0,5,6,37,35,70,27,0,6,17,11,8,3,10,230,81,257,141,51,34,20,22,9,0,0,0,3,5,0,33,672,5,80,163,43,24,12,5,6,0,0,0,0,0,0,20,354,0,0,4,3,17,10,16,11,6,3,0,0,3,0,0,82,3,9,29,20,10,32,771,459,106,112,183,189,65,0,30,2017,0,3,9,4,16,20,70,48,12,12,3,14,8,3,6,235,0,0,0,0,8,12,100,209
CED410,0,0,0,0,13,35,76,57,3,16,11,4,4,0,0,223,0,0,0,0,3,20,163,137,17,30,35,22,22,12,6,462,0,9,21,42,51,45,98,36,17,9,11,10,18,0,12,371,8,22,15,58,277,415,2871,2257,585,627,549,744,256,32,123,8837,10,42,90,28,20,35,15,3,0,0,4,0,0,0,0,242,12,46,13,8,16,33,72,60,9,21,6,13,7,0,5,315,0,3,10,16,31,18,19,4,0,0,3,8,0,0,3,118,219,355,113,68,70,52,84,40,6,10,11,12,3,3,25,1069,18,361,404,67,32,18,20,25,0,3,0,0,0,0,44,989,4,0,21,54,233,226,247,163,58,52,63,88,73,17,31,1339,12,20,54,86,123,230,2574,1820,616,673,1021,1264,464,51,95,9101,5,8,10,23,32,36,100,53,17,10,24,27,12,0,0,358,0,0,0,12,101,114,200,427
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,0,0,0,0,0,4,10,0,3,7,0,0,0,0,0,28,0,0,0,3,9,3,56,27,3,4,3,0,0,0,0,108,0,8,23,27,35,42,103,61,15,16,8,5,8,3,0,364,0,0,4,4,19,27,189,136,31,24,18,33,15,0,9,503,6,14,72,21,8,63,45,8,0,0,0,0,0,0,7,254,3,10,10,5,4,0,15,31,4,0,0,6,0,0,7,88,0,0,3,6,14,16,43,36,3,0,11,3,0,0,0,139,39,105,97,64,98,41,133,71,3,8,10,8,0,0,10,695,0,3,8,7,0,0,4,3,0,0,0,0,0,0,0,30,0,0,8,10,7,13,44,24,4,3,8,6,6,0,0,128,30,17,76,66,42,89,1052,750,115,116,138,163,58,12,42,2767,0,6,9,6,28,70,157,116,20,18,28,27,24,0,15,523,4,0,0,0,12,10,12,53
CED502,0,0,0,0,29,146,703,654,82,92,58,152,60,40,39,2059,0,0,0,8,9,30,267,197,18,10,13,20,12,0,3,584,0,0,13,19,26,32,55,40,5,3,7,0,0,5,4,215,0,3,9,15,68,146,1227,628,114,73,91,121,34,4,50,2572,3,11,29,12,6,43,16,0,0,0,0,0,0,0,10,123,5,6,8,8,7,16,77,66,11,5,0,8,0,0,0,207,0,0,0,4,29,13,43,24,0,4,5,5,0,0,0,125,76,75,75,38,102,47,53,40,0,3,6,3,0,0,11,534,0,7,11,4,5,0,0,0,0,0,0,0,0,0,0,29,0,0,6,18,30,47,123,74,9,17,13,8,19,0,8,363,19,23,194,241,202,285,3960,3192,493,381,581,703,191,33,138,10638,3,3,3,47,125,380,739,366,42,60,67,65,50,11,25,1984,0,0,0,4,21,23,113,151
CED503,0,0,0,0,5,6,16,21,0,0,0,4,0,0,0,46,0,0,3,0,0,5,12,18,0,0,0,0,0,0,0,45,0,3,28,41,47,35,101,40,6,4,11,16,4,0,0,337,0,0,0,0,19,20,93,70,20,18,11,20,6,0,6,289,4,7,36,13,3,18,3,6,0,0,0,0,0,0,5,99,5,5,4,5,3,0,8,3,0,0,0,3,0,0,0,39,4,0,5,4,9,10,26,27,3,0,6,11,7,0,0,106,81,92,86,65,86,46,66,38,6,5,6,4,10,0,15,602,0,11,13,11,0,0,0,0,0,0,0,0,0,0,4,41,0,0,15,9,10,6,14,14,3,4,0,0,0,0,8,80,22,15,82,58,37,42,526,386,64,37,51,82,32,11,31,1482,0,11,3,8,22,57,109,62,24,22,11,27,9,12,8,385,0,0,0,0,5,7,18,55
CED504,0,0,0,0,22,92,303,353,15,38,45,58,41,17,35,1023,0,0,4,28,9,12,61,39,0,3,4,6,8,0,0,177,0,0,21,38,30,37,56,37,6,10,7,7,3,4,0,262,4,6,7,42,196,287,854,434,74,60,60,113,35,5,58,2233,8,61,161,66,36,196,99,19,0,0,0,0,3,0,19,667,17,15,47,18,19,36,68,27,4,3,0,3,0,0,11,272,0,0,0,5,25,14,11,5,0,0,0,0,0,0,3,65,98,86,51,53,82,82,89,47,3,8,3,15,4,0,11,629,29,186,263,68,32,5,17,48,0,6,0,4,0,0,14,669,0,3,8,55,107,156,123,77,12,14,9,15,19,0,13,616,37,20,381,361,305,296,1632,1230,317,261,370,472,151,19,121,5957,4,9,5,23,62,128,198,113,26,24,32,20,27,0,22,698,0,0,0,8,99,132,258,296
