CED_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
CED322,635,4023,233,4,4899,490,3621,270,14,4392,827,8125,701,42,9697,1222,8652,557,30,10465,1431,8597,557,21,10609,1043,7412,413,22,8891,1147,6460,452,31,8087,614,3720,404,16,4756,102,1231,317,6,1646,7513,51849,3892,194,63443,759,3685,206,10,4656,742,3985,291,12,5026,1142,9174,708,27,11056,1854,9627,632,28,12139,1813,9203,533,25,11576,1414,8533,447,29,10419,1489,7298,461,30,9277,682,4230,545,11,5463,116,1930,636,4,2686,10010,57659,4457,175,72300,1394,7706,438,18,9555,1229,7603,555,24,9415,1973,17304,1409,68,20754,3076,18280,1190,56,22601,3246,17797,1093,52,22190,2454,15949,862,45,19307,2640,13758,908,63,17363,1293,7950,947,26,10222,217,3161,953,8,4338,17520,109510,8355,363,135746
CED323,647,3779,357,10,4801,598,5119,566,36,6320,1134,11798,1546,114,14594,1100,9630,1090,58,11879,1328,9350,939,61,11680,1196,8754,963,80,10999,1138,7903,847,48,9934,655,4770,622,23,6073,91,1489,312,8,1897,7895,62597,7245,444,78180,690,3682,313,12,4700,933,5272,614,34,6854,1368,12221,1433,99,15126,1607,9634,997,47,12282,1747,9664,910,50,12379,1537,9452,924,71,11983,1497,8315,834,65,10713,739,5207,750,19,6718,102,2008,520,6,2641,10218,65468,7298,410,83393,1339,7467,669,30,9500,1530,10393,1181,73,13175,2498,24019,2985,215,29720,2709,19266,2087,99,24160,3080,19007,1852,111,24055,2736,18207,1881,156,22983,2637,16217,1680,115,20651,1396,9976,1372,43,12787,195,3507,837,10,4543,18113,128059,14543,850,161570
CED324,760,3744,182,3,4680,892,5497,410,16,6807,1397,12119,870,60,14448,1554,10455,568,28,12607,1694,7909,416,29,10045,1211,6681,305,25,8226,1018,4848,226,46,6135,509,2702,150,8,3370,73,969,81,0,1128,9112,54922,3193,217,67446,882,3581,176,12,4658,1171,4776,312,19,6272,1814,11362,696,49,13928,2408,10093,498,25,13019,2149,7989,348,39,10519,1457,6886,262,57,8673,1275,5320,220,41,6861,564,3175,216,9,3966,110,1748,164,4,2021,11833,54934,2896,258,69920,1640,7324,360,19,9338,2061,10273,721,31,13079,3219,23486,1568,116,28382,3967,20539,1064,52,25624,3836,15908,760,65,20569,2670,13570,566,91,16897,2294,10166,444,88,12998,1080,5873,363,20,7339,184,2722,246,4,3147,20951,109859,6089,474,137370
CED325,704,5280,404,5,6389,546,5077,676,6,6306,1040,10853,1889,24,13801,1468,10914,1557,16,13962,1268,9412,917,16,11614,1034,7702,505,38,9275,871,4933,300,28,6129,364,2416,142,5,2927,49,693,63,3,805,7336,57274,6454,140,71208,917,4707,340,4,5970,729,4672,359,9,5771,1455,11557,910,21,13941,2061,11296,794,13,14164,1705,9781,475,25,11981,1328,7841,344,47,9560,1018,5396,252,42,6710,406,2893,194,19,3509,55,1219,87,3,1368,9676,59369,3757,183,72982,1619,9986,746,7,12364,1276,9744,1038,23,12079,2488,22413,2801,44,27744,3534,22215,2347,31,28130,2969,19188,1396,41,23591,2354,15540,852,86,18839,1889,10330,550,71,12839,771,5310,335,21,6441,104,1909,152,4,2170,17005,116646,10212,327,144187
CED326,592,4812,208,0,5612,453,4350,257,0,5061,794,9377,568,12,10754,1345,10506,573,13,12445,1310,9520,468,18,11317,1082,7896,348,35,9361,1229,6646,320,23,8224,614,3938,279,16,4856,112,1346,177,0,1630,7539,58395,3211,129,69266,786,4278,219,0,5291,638,4130,236,3,5001,1201,10219,583,14,12022,2039,11070,558,11,13681,1692,10311,450,25,12478,1517,8939,344,46,10850,1658,7747,350,41,9792,823,4806,386,9,6023,118,2203,397,0,2721,10479,63691,3524,153,77849,1381,9085,428,0,10904,1093,8477,490,9,10065,1999,19598,1145,30,22776,3386,21578,1134,25,26123,3006,19829,923,42,23795,2599,16834,691,86,20212,2890,14390,674,61,18014,1439,8743,671,26,10882,227,3549,572,4,4350,18015,122083,6737,284,147118
CED327,632,5508,536,4,6679,514,5249,463,13,6239,961,10921,1021,24,12928,1354,11162,946,20,13484,1128,9107,659,12,10913,898,7637,434,40,9016,742,5733,312,31,6826,342,2656,182,6,3184,29,642,79,0,753,6603,58613,4650,149,70022,768,4966,456,11,6199,719,4616,416,8,5754,1380,11034,1044,21,13472,1956,11444,924,17,14342,1433,9442,644,18,11537,1179,8200,392,57,9828,979,6170,338,33,7521,326,2772,236,13,3345,34,1078,160,0,1272,8774,59719,4614,167,73269,1396,10476,995,13,12883,1232,9858,881,16,11988,2338,21953,2067,44,26399,3314,22608,1872,37,27826,2563,18550,1305,29,22454,2082,15836,830,94,18839,1722,11901,652,68,14343,669,5434,422,15,6529,65,1717,244,0,2023,15379,118336,9260,317,143295
CED328,1230,5208,148,15,6601,1263,5812,320,25,7421,1267,8264,392,50,9977,1807,8769,288,29,10889,2399,8135,239,28,10799,1498,5834,157,33,7527,1359,4414,142,38,5954,804,2675,141,11,3633,126,950,99,0,1179,11756,50062,1935,220,63981,1487,4612,171,16,6285,1595,5045,213,19,6869,1667,8085,386,36,10175,2883,8833,273,20,12013,3046,8256,220,27,11556,1782,6254,180,39,8246,1653,5069,198,45,6965,852,3124,178,6,4156,122,1652,199,7,1982,15095,50930,2016,213,68249,2709,9824,323,32,12882,2860,10854,536,47,14292,2940,16351,784,83,20154,4686,17602,562,48,22897,5450,16386,463,58,22352,3287,12089,335,71,15773,3012,9487,341,82,12924,1658,5796,322,13,7794,251,2605,302,8,3157,26851,100992,3956,435,132230
CED329,539,3547,420,4,4508,310,2646,342,10,3311,558,5222,823,29,6637,949,5669,805,17,7447,1433,7506,783,23,9741,1749,9073,758,27,11608,2320,9377,713,36,12453,1129,5018,461,20,6631,134,1311,193,5,1644,9121,49365,5311,172,63970,652,3123,299,8,4083,353,2389,211,7,2960,809,5286,532,32,6659,1636,6169,614,17,8433,1862,8079,656,31,10630,2543,9710,696,27,12974,2766,8876,676,31,12348,1158,4778,537,11,6492,186,1810,321,5,2323,11966,50223,4534,168,66898,1188,6669,722,9,8586,664,5034,553,19,6268,1365,10510,1358,60,13299,2587,11837,1418,34,15877,3290,15586,1440,48,20373,4288,18783,1454,54,24583,5087,18254,1393,72,24802,2289,9797,1001,35,13121,317,3127,515,6,3965,21083,99594,9849,340,130868
CED330,638,5067,432,0,6137,389,4090,336,14,4832,719,8376,706,47,9851,1364,9057,767,23,11210,1465,9980,731,13,12187,1416,9162,586,12,11179,1364,6983,423,13,8778,625,3358,296,5,4281,81,755,126,0,967,8058,56834,4400,124,69420,860,4691,424,3,5980,590,3821,348,12,4776,1129,9033,818,27,11015,2137,9401,815,17,12364,2064,10102,716,13,12892,1781,9204,519,19,11519,1695,6605,453,21,8772,644,3125,331,12,4111,86,1061,255,0,1407,10994,57038,4683,126,72839,1496,9755,857,6,12119,985,7916,681,25,9602,1852,17411,1528,72,20863,3506,18460,1580,37,23578,3527,20077,1450,26,25084,3192,18366,1110,29,22700,3057,13585,878,35,17548,1266,6486,627,13,8392,166,1821,384,3,2372,19055,113867,9089,254,142259
CED397,0,0,0,0,8,0,5,5,0,8,4,19,40,6,69,3,26,74,6,107,3,25,45,0,77,4,10,16,0,26,0,9,6,4,23,0,0,0,0,0,0,0,0,0,0,14,97,192,17,317,0,3,4,0,6,0,3,4,5,9,4,3,12,7,35,0,3,3,0,7,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,29,10,65,0,8,10,0,11,0,7,8,5,18,5,23,57,15,102,3,30,76,6,114,3,24,45,0,79,4,17,16,0,34,0,9,6,4,23,0,0,0,0,0,0,0,0,0,0,18,117,219,24,380
CED401,725,4033,242,13,5013,1340,7056,509,31,8935,2193,15731,1251,114,19282,1921,11834,913,75,14742,1856,9371,769,40,12032,1604,8374,580,37,10595,1631,6062,417,35,8150,699,3201,247,8,4154,118,1525,133,4,1773,12082,67180,5060,358,84675,962,4042,264,17,5283,1686,6617,449,24,8777,2535,14819,947,89,18386,2385,11023,673,52,14131,2072,9066,502,51,11686,1952,8558,458,54,11031,1936,6607,406,54,9002,818,4104,305,9,5230,140,2860,284,4,3294,14478,67694,4293,357,86825,1682,8078,507,33,10295,3022,13670,964,60,17719,4727,30553,2192,200,37672,4299,22861,1590,125,28870,3926,18436,1273,87,23720,3558,16933,1044,90,21623,3562,12672,821,94,17158,1512,7298,551,18,9380,259,4384,422,10,5069,26559,134872,9355,716,171500
CED402,834,3781,439,7,5054,569,3473,378,86,4516,1256,7299,986,384,9921,1881,6562,1061,166,9669,2349,7762,970,42,11119,2471,8987,894,14,12364,2889,7663,784,13,11348,1413,3928,479,0,5818,214,1425,192,11,1839,13878,50879,6183,715,71654,816,3301,350,5,4467,581,2998,228,8,3822,1405,7143,520,48,9116,2603,6418,539,24,9579,2729,7638,654,16,11039,2837,8775,649,27,12288,3260,6859,681,11,10806,1567,4249,508,10,6332,247,2230,339,0,2820,16036,49607,4469,152,70268,1650,7079,791,9,9522,1153,6475,609,100,8328,2656,14439,1503,432,19037,4481,12981,1591,185,19248,5072,15399,1626,54,22157,5311,17763,1550,38,24657,6150,14518,1459,24,22155,2974,8181,988,14,12152,465,3653,535,8,4658,29916,100483,10656,864,141922
CED403,787,3904,160,8,4865,844,4424,197,7,5469,1375,9377,384,24,11165,1767,8725,310,14,10818,2085,8125,322,24,10557,1840,7897,291,14,10050,2205,6588,259,15,9067,1221,3878,228,9,5346,203,1865,144,3,2218,12334,54799,2298,130,69557,994,3671,122,8,4802,1153,4320,186,8,5671,1664,9612,377,21,11677,2471,9007,325,15,11822,2491,8419,286,12,11210,2212,8818,295,36,11352,2612,7605,304,41,10559,1373,4931,320,9,6634,267,3483,258,0,4007,15240,59857,2473,158,77729,1783,7575,287,20,9668,1997,8743,378,24,11136,3041,18989,762,48,22839,4241,17736,636,32,22637,4577,16549,608,36,21766,4048,16722,587,44,21402,4819,14191,563,59,19630,2600,8805,554,22,11978,476,5345,396,7,6227,27575,114652,4769,280,147280
CED404,720,3473,507,4,4708,584,3434,534,4,4551,1539,7952,1495,33,11029,2091,6880,1384,23,10381,2321,8223,1454,19,12012,2897,10132,1363,14,14408,3153,8083,949,14,12200,1445,4225,611,3,6287,209,1321,231,0,1757,14953,53728,8546,111,77340,781,2996,448,0,4225,622,3121,314,11,4067,1729,7334,855,14,9935,2695,5966,759,11,9427,2709,7592,854,3,11168,3050,9066,912,13,13046,3282,7262,846,9,11397,1640,4148,608,7,6402,224,2010,290,0,2524,16736,49491,5890,72,72195,1499,6477,959,4,8935,1210,6553,844,14,8624,3273,15294,2348,51,20957,4787,12847,2144,30,19808,5033,15815,2309,19,23180,5949,19198,2277,28,27452,6429,15350,1798,23,23602,3081,8372,1224,8,12688,433,3330,525,0,4290,31694,103222,14439,184,149533
CED405,560,3736,189,3,4490,594,4517,225,4,5342,1124,10054,480,22,11681,1347,9068,380,16,10813,1616,8785,404,17,10827,1529,9140,370,30,11056,1470,6692,252,27,8437,780,3842,202,8,4836,141,1849,127,4,2119,9145,57687,2643,128,69605,671,3417,135,4,4224,761,4133,193,4,5090,1360,10157,429,22,11967,1946,9023,414,19,11399,1910,9119,355,22,11412,1788,9558,306,26,11672,1772,7516,297,33,9626,826,5059,324,13,6221,147,3021,192,6,3363,11179,61004,2651,145,74981,1231,7151,328,9,8717,1356,8653,418,13,10434,2479,20218,908,46,23649,3294,18089,798,31,22216,3530,17905,765,39,22236,3310,18691,672,55,22735,3242,14215,550,56,18063,1607,8901,534,15,11056,282,4870,321,9,5485,20328,118691,5293,271,144580
CED406,591,4164,193,4,4959,501,4079,172,5,4766,907,8843,385,7,10146,1377,8657,378,4,10423,1459,8425,350,7,10233,1320,8115,293,12,9741,1523,6848,241,14,8620,717,3407,184,3,4313,92,1205,117,0,1421,8494,53756,2319,55,64621,747,3681,186,5,4610,710,3755,156,4,4629,1243,8951,354,10,10556,2030,8772,383,12,11193,1677,8758,329,9,10766,1580,9033,300,12,10935,1796,7625,292,26,9741,704,4050,284,11,5050,94,1851,226,5,2171,10586,56482,2492,87,69647,1345,7845,374,8,9569,1217,7835,325,9,9389,2154,17801,733,16,20705,3406,17427,763,14,21609,3129,17181,678,19,21004,2901,17153,591,24,20672,3316,14476,536,38,18366,1420,7462,466,18,9368,184,3057,341,0,3590,19078,110231,4815,143,134265
CED407,581,4456,208,4,5244,695,5009,249,6,5956,1111,9945,631,18,11702,1422,9840,562,4,11830,1393,8936,388,12,10732,1141,8174,256,19,9598,1251,6434,202,26,7917,720,3784,202,7,4708,93,1303,142,4,1540,8410,57888,2833,109,69238,689,4002,168,3,4864,731,4272,154,3,5162,1280,9682,453,16,11424,1896,9572,442,4,11917,1672,8943,298,9,10921,1345,8870,221,40,10479,1547,7351,259,34,9184,814,4576,329,10,5730,107,1916,244,6,2275,10080,59193,2564,121,71963,1271,8461,371,7,10112,1424,9280,401,13,11117,2392,19632,1081,30,23128,3318,19411,1005,14,23748,3069,17871,688,23,21654,2486,17050,476,57,20079,2803,13784,462,57,17103,1529,8358,533,17,10439,202,3228,380,8,3812,18494,117080,5400,226,141197
CED408,972,3733,267,5,4979,641,3245,212,5,4110,1143,6016,356,13,7521,1929,6687,398,9,9027,2589,7934,442,14,10980,2562,8499,506,13,11578,3198,7774,457,10,11438,1699,4384,325,8,6412,207,1410,155,5,1781,14937,49687,3118,84,67830,1020,3602,277,4,4901,726,2936,136,3,3802,1419,6325,358,7,8109,2834,7096,385,9,10318,3196,8238,442,3,11883,3044,9006,462,9,12518,3663,8284,486,17,12456,1676,4530,384,7,6594,204,2040,258,7,2503,17771,52060,3188,60,73082,1994,7336,542,13,9875,1367,6190,354,9,7913,2556,12343,713,27,15638,4765,13785,781,17,19348,5783,16170,888,19,22855,5603,17503,969,20,24100,6859,16064,946,29,23893,3373,8912,708,15,13009,411,3449,413,9,4275,32706,101751,6305,148,140908
CED409,502,5209,349,0,6063,511,5572,338,5,6416,942,11756,804,28,13527,1150,10176,734,25,12081,1024,9289,553,15,10888,1065,9011,489,11,10573,917,5916,413,22,7275,422,3045,259,3,3734,58,1115,175,0,1346,6590,61086,4125,112,71910,551,4700,360,0,5618,658,5241,355,4,6261,1217,12183,823,23,14245,1542,10009,623,15,12191,1239,9374,537,23,11170,1345,9224,420,26,11013,1078,6300,398,26,7798,519,3784,383,5,4689,79,1702,309,0,2091,8222,62508,4211,126,75066,1051,9912,712,0,11679,1163,10813,689,11,12683,2161,23934,1635,52,27775,2699,20182,1356,38,24275,2265,18661,1093,40,22057,2409,18237,909,34,21586,1993,12211,808,50,15066,936,6824,647,9,8424,133,2815,483,0,3436,14815,123592,8333,237,146976
CED410,996,4555,164,15,5729,933,4827,184,13,5956,1404,10099,472,21,11998,1830,9852,413,23,12117,2120,8960,337,35,11454,1777,8135,257,29,10199,1930,6427,210,33,8601,1247,4353,182,13,5795,226,2009,161,0,2404,12461,59224,2386,183,74251,1019,3857,144,3,5029,1125,4331,181,0,5639,1726,10075,430,15,12246,2524,10014,346,18,12908,2606,9291,319,17,12234,2131,8986,230,61,11406,2438,7654,262,36,10390,1396,5716,336,18,7472,226,3508,270,4,4007,15197,63442,2518,171,81332,2009,8416,314,18,10756,2055,9155,366,16,11593,3133,20174,900,33,24243,4358,19869,760,35,25028,4724,18257,658,49,23692,3904,17125,490,87,21605,4370,14084,472,68,18994,2645,10069,519,32,13266,453,5518,431,9,6418,27654,122662,4901,349,155578
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,5,19,0,6,6,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,8,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,5,19,0,6,6,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,8,7,40
CED501,678,4840,344,0,5861,454,4541,532,16,5544,871,9952,1247,22,12094,1265,9618,1015,16,11917,1192,8936,633,15,10778,837,7814,405,22,9071,746,5116,279,25,6166,375,2845,231,11,3459,57,816,152,4,1023,6453,54476,4849,137,65912,800,4374,289,0,5462,662,4278,285,4,5231,1396,10910,678,12,12998,2204,10292,574,12,13080,1705,9477,454,12,11648,1232,8059,319,34,9644,1023,5602,300,29,6954,461,3109,308,9,3895,69,1126,251,5,1453,9559,57223,3465,118,70360,1474,9212,632,4,11321,1114,8819,822,17,10770,2260,20869,1929,38,25091,3465,19905,1593,30,24993,2894,18418,1090,31,22428,2066,15865,725,52,18717,1764,10721,576,51,13116,837,5951,544,18,7352,126,1934,405,8,2474,16011,111700,8312,249,136274
CED502,624,4453,313,0,5388,565,4755,354,13,5686,1062,10703,801,25,12587,1585,11898,740,22,14242,1185,8799,573,21,10576,799,7159,388,25,8370,780,5412,286,47,6520,385,2603,216,15,3221,53,744,154,0,952,7036,56517,3826,163,67539,808,4132,301,5,5244,809,4357,326,3,5501,1534,11523,779,18,13853,2282,11515,711,14,14524,1556,8497,480,19,10552,1139,7516,344,66,9069,985,5867,319,68,7239,451,2934,292,19,3695,70,1112,265,6,1454,9627,57455,3819,216,71125,1432,8580,609,6,10629,1374,9114,681,19,11185,2595,22232,1580,39,26444,3866,23413,1455,36,28768,2744,17297,1051,38,21128,1941,14673,732,92,17435,1759,11278,606,115,13758,838,5538,513,32,6918,116,1859,418,4,2401,16663,113974,7640,379,138659
CED503,661,3652,249,0,4568,364,3215,204,0,3782,663,6545,457,8,7674,1140,6670,519,14,8346,1148,7249,502,11,8910,1052,7658,403,12,9128,1318,7091,399,19,8822,769,4222,322,0,5317,112,1245,171,0,1530,7229,47554,3224,70,58077,795,3502,248,0,4545,569,3120,186,3,3879,1120,7556,421,19,9118,1944,7299,442,11,9699,1824,7826,421,13,10083,1671,8232,337,15,10258,1771,7338,340,24,9468,811,4326,409,8,5552,125,1632,339,4,2101,10645,50821,3136,99,64699,1459,7154,495,4,9111,935,6334,386,7,7664,1791,14102,875,25,16788,3087,13973,965,28,18049,2973,15072,919,27,18995,2725,15888,742,31,19380,3090,14428,733,36,18291,1580,8544,734,9,10862,239,2876,512,4,3632,17869,98370,6359,167,122770
CED504,668,4171,248,4,5092,615,4891,373,5,5887,1102,11134,708,15,12962,1267,10306,656,9,12241,1241,8882,496,10,10632,987,8630,391,22,10029,943,6709,292,20,7961,466,3653,221,7,4352,62,1111,108,0,1284,7362,59487,3490,97,70441,810,3796,263,3,4872,887,4416,274,11,5583,1475,11059,708,33,13276,1914,10015,637,15,12583,1628,9111,431,23,11194,1338,9056,371,66,10834,1159,7500,351,37,9051,495,4206,303,5,5003,57,1647,187,0,1893,9767,60811,3507,193,74282,1481,7964,509,5,9961,1501,9305,648,14,11467,2582,22198,1411,50,26238,3186,20323,1289,28,24825,2867,17994,926,35,21823,2324,17688,760,89,20858,2102,14214,645,59,17019,958,7858,520,13,9354,118,2760,292,4,3175,17132,120296,7000,289,144725
CED505,1640,3917,167,16,5735,1223,3720,182,18,5148,1524,8498,532,54,10607,2034,8448,452,25,10958,2733,7618,339,55,10749,2007,6721,284,43,9054,1730,5382,318,36,7473,1020,3429,337,17,4804,205,1430,234,4,1871,14117,49163,2848,269,66394,1916,3412,197,18,5540,1620,3625,225,18,5482,1997,9353,555,54,11955,3075,8709,485,32,12296,3764,7740,331,32,11872,2423,7112,278,42,9853,2020,6037,389,42,8486,1219,4167,419,11,5815,243,2549,419,10,3222,18275,52704,3295,250,74526,3553,7327,364,30,11279,2847,7339,407,41,10636,3518,17850,1083,106,22561,5108,17160,937,57,23257,6500,15359,670,85,22619,4430,13829,559,86,18912,3751,11421,708,77,15957,2234,7601,754,33,10616,446,3974,651,14,5087,32389,101864,6144,518,140914
CED506,641,4235,925,0,5801,588,4623,1454,144,6813,2001,13725,5435,282,21445,2975,13607,5611,156,22341,2847,13441,5189,91,21562,2829,13439,4071,67,20403,2836,10172,1912,36,14948,1071,3819,756,10,5652,118,798,168,3,1092,15896,77854,25513,791,120057,728,3738,767,0,5235,727,4242,1060,101,6129,2523,11695,2826,236,17283,3736,9669,2240,48,15693,3106,9781,2161,27,15080,3241,11013,2020,34,16315,2924,8542,1439,38,12945,1030,3101,659,4,4795,140,958,225,0,1323,18160,62745,13400,494,94799,1367,7977,1686,3,11038,1315,8868,2511,244,12940,4523,25425,8256,512,38721,6708,23272,7847,198,38037,5952,23217,7352,116,36641,6070,24453,6094,103,36723,5757,18713,3351,78,27896,2098,6916,1410,16,10444,258,1756,394,6,2415,34054,140600,38913,1284,214855
CED507,791,3659,293,4,4747,361,2843,236,12,3454,795,6503,759,66,8125,1533,7107,731,35,9398,1870,7278,677,22,9837,1679,7288,585,11,9565,1862,6175,485,8,8532,922,3054,308,6,4295,150,958,165,0,1273,9969,44866,4229,166,59234,955,3274,261,8,4503,445,2551,185,6,3183,1182,7100,547,44,8874,2672,7513,519,22,10723,2600,7726,525,12,10862,2273,7781,515,25,10589,2325,6151,463,11,8956,984,3383,353,6,4728,167,1583,259,0,2009,13600,47081,3641,130,64441,1748,6935,554,10,9256,804,5396,420,23,6637,1982,13607,1303,105,17000,4200,14622,1250,56,20127,4470,15002,1196,29,20703,3953,15070,1096,34,20154,4186,12332,949,23,17490,1910,6440,664,14,9021,320,2544,424,0,3286,23569,91945,7864,298,123674
CED508,750,3533,187,17,4485,624,4013,237,19,4895,1199,9528,591,60,11377,1616,9684,573,24,11893,1684,8396,483,32,10590,1236,7367,353,40,8998,1050,5434,317,30,6830,462,2787,280,6,3540,51,979,181,3,1214,8669,51719,3195,233,63815,1007,3212,177,0,4405,988,3910,226,22,5143,1750,10202,553,53,12560,2477,9692,473,17,12650,2320,8564,403,23,11304,1518,7961,327,35,9842,1358,5854,334,33,7578,524,3183,326,6,4036,66,1536,328,0,1928,12014,54105,3145,191,69450,1757,6748,360,20,8884,1608,7923,463,42,10038,2946,19733,1142,116,23936,4086,19373,1041,43,24540,3999,16957,883,55,21892,2750,15327,683,76,18836,2412,11288,648,60,14410,987,5968,609,14,7578,121,2512,510,4,3143,20681,105822,6337,420,133266
