CED_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED309,..,370,379,125,115,108,47,17,0,1168,..,667,787,200,275,415,287,109,18,2761,..,152,444,493,907,1824,2375,1989,888,9077,174,342,229,139,146,211,184,104,33,1563,6,16,26,12,9,7,16,3,0,92,13870,8420,9034,10722,11564,11373,9865,5564,1720,82126,..,265,5467,11607,12852,12543,11804,6087,1231,61848,..,1319,4591,3309,2679,2197,1140,404,59,15682,..,120,739,1834,2368,1111,481,355,239,7243,28192,..,..,..,..,..,..,..,..,28192,..,6942,..,..,..,..,..,..,..,6942,..,4852,2047,776,543,347,70,0,0,8634,..,559,392,203,236,422,558,388,221,2983,..,686,806,307,268,237,125,44,11,2489,..,1118,1606,510,591,806,613,230,36,5516,..,310,962,1217,1843,3015,3610,2748,1232,14936,319,624,448,322,300,393,359,189,53,2997,9,17,41,16,29,23,23,20,0,179,28521,16821,17089,20099,21701,21080,18778,10475,3077,157651
CED310,..,393,319,94,84,92,61,23,3,1072,..,811,811,200,261,392,254,106,28,2862,..,173,529,476,845,1775,2313,2105,1024,9252,195,364,250,124,150,227,236,103,48,1685,0,11,22,13,15,24,24,4,0,108,13730,9075,9561,10426,11226,11097,10171,6067,2013,83367,..,282,5498,11237,12465,12272,12129,6945,1434,62270,..,1549,5044,3204,2582,1947,1019,334,46,15722,..,122,865,1897,2216,1085,511,363,282,7342,27847,..,..,..,..,..,..,..,..,27847,..,7115,..,..,..,..,..,..,..,7115,..,5143,2100,767,618,379,84,5,0,9090,..,643,458,209,271,493,588,432,242,3335,..,781,743,263,234,210,112,43,14,2395,..,1408,1710,453,581,722,525,223,39,5666,..,338,1059,1078,1719,3000,3504,2945,1448,15093,377,645,511,289,299,381,411,170,69,3149,12,25,30,17,31,30,37,14,3,202,28231,18055,18026,19407,21011,20512,18925,11475,3579,159232
CED311,..,267,162,61,56,51,23,9,5,631,..,395,284,119,241,298,198,64,14,1613,..,396,616,436,805,1354,1341,1014,371,6331,269,345,262,133,198,297,269,113,40,1927,6,4,15,0,0,4,9,3,6,34,14976,7784,8904,9266,9495,9451,6704,3191,808,70591,..,316,5783,10043,10769,11252,8538,3668,518,50884,..,2301,4570,2822,2346,1822,784,216,20,14889,..,317,1339,1761,1559,706,376,286,158,6500,29941,..,..,..,..,..,..,..,..,29941,..,5211,..,..,..,..,..,..,..,5211,..,4304,1450,666,468,276,35,0,0,7203,..,696,362,188,276,488,456,301,150,2919,..,516,396,223,163,147,87,29,8,1569,..,807,768,338,507,644,470,151,17,3710,..,819,1594,1317,2153,3302,2979,1791,607,14557,526,677,641,373,428,552,557,203,59,4009,5,12,28,12,3,15,9,5,3,90,30479,15978,16931,17731,18665,19197,14285,6655,1554,141478
CED312,..,526,293,132,109,99,38,14,0,1213,..,458,460,192,237,307,236,80,8,1974,..,241,643,510,775,1308,1721,1323,513,7040,242,330,269,142,155,170,163,75,30,1571,0,12,20,9,18,25,17,7,0,110,19598,11791,13742,12838,11674,9824,7881,3978,1089,92413,..,586,9126,13973,12915,11115,9010,4148,622,61496,..,2793,6973,3922,2723,1539,604,211,25,18788,..,389,1938,2647,2554,1350,689,380,184,10142,39207,..,..,..,..,..,..,..,..,39207,..,8577,..,..,..,..,..,..,..,8577,..,7115,3380,1145,702,336,49,0,0,12725,..,1250,932,391,488,811,842,554,233,5507,..,1080,865,412,333,235,117,38,5,3081,..,970,1291,573,561,646,509,170,34,4749,..,479,1495,1440,1878,2374,2671,1901,724,12960,497,623,590,354,321,292,271,132,39,3122,12,24,33,18,29,42,31,8,5,205,39715,23888,26616,24868,22509,18742,14788,7546,1870,180552
CED313,..,411,523,122,51,19,19,9,0,1155,..,2910,3016,587,254,217,127,46,17,7176,..,787,2356,1755,1523,1836,1790,1110,617,11769,137,370,361,136,116,141,124,73,29,1487,7,18,39,12,16,24,14,3,0,135,12393,12372,17401,13582,11337,8067,5207,2666,1083,84104,..,286,7243,14062,12559,8587,5175,2353,536,50800,..,2922,10439,4585,2540,1350,509,123,13,22493,..,63,452,1456,2146,1023,388,235,218,5983,25241,..,..,..,..,..,..,..,..,25241,..,8145,..,..,..,..,..,..,..,8145,..,2850,1706,560,396,239,50,0,0,5801,..,1249,1073,302,224,363,350,249,113,3935,..,826,1129,298,127,64,43,10,0,2499,..,5325,6548,1325,628,476,265,90,32,14692,..,1440,4582,3662,3089,3264,2851,1641,830,21358,272,672,732,291,251,265,228,118,42,2865,16,37,74,27,29,41,34,13,0,259,25531,23815,33980,26567,21988,15676,9889,4833,1791,164071
CED314,..,292,142,63,52,34,20,10,6,620,..,635,454,152,162,224,157,59,12,1855,..,398,906,612,936,1704,2101,1940,1061,9652,228,440,234,139,181,189,142,83,42,1679,0,4,14,3,6,16,11,4,0,58,14934,9367,10042,9526,9590,9144,7952,4900,1729,77194,..,535,7221,10769,10783,10543,9495,5214,976,55541,..,2232,4304,2024,1642,1147,517,151,18,12039,..,287,1212,1933,1886,859,447,356,215,7195,29912,..,..,..,..,..,..,..,..,29912,..,6719,..,..,..,..,..,..,..,6719,..,4671,1863,680,550,293,51,0,0,8115,..,886,535,211,238,438,468,277,149,3199,..,640,410,175,140,90,56,26,4,1538,..,1233,1162,379,405,466,313,122,22,4100,..,813,1879,1476,1958,2959,3217,2672,1387,16359,445,806,513,325,341,342,284,137,56,3258,13,9,30,17,11,11,18,11,0,105,30365,18827,19133,17988,17957,17151,14860,8960,2839,148080
CED315,..,350,198,59,54,52,17,6,0,743,..,1126,665,189,252,297,168,65,15,2782,..,509,982,712,1017,1662,1711,1278,570,8441,249,378,302,176,222,287,311,151,41,2121,0,11,19,3,11,13,13,3,0,76,14473,10296,11013,10229,9881,8901,6600,3402,1062,75855,..,358,6078,9680,9677,9105,7091,3178,491,45661,..,3033,6350,3265,2421,1593,673,193,17,17546,..,336,1451,2312,2220,1010,491,323,185,8328,29496,..,..,..,..,..,..,..,..,29496,..,6229,..,..,..,..,..,..,..,6229,..,4596,1892,790,513,284,49,4,0,8118,..,1159,560,296,368,589,529,300,162,3966,..,688,553,198,184,135,61,23,5,1839,..,2054,1644,505,547,626,377,145,30,5932,..,1056,2191,1742,2286,3198,2964,1907,763,16113,528,687,630,394,443,502,568,266,67,4078,8,19,31,17,17,17,21,8,0,152,30035,20223,21381,19201,18681,17058,12816,6342,1717,147464
CED316,..,322,191,71,87,84,48,15,3,821,..,308,361,147,295,465,402,160,32,2169,..,223,434,384,855,1877,2540,2418,1065,9798,219,337,216,152,189,307,265,124,47,1856,4,4,23,11,10,17,3,3,0,81,11556,7108,7181,7802,9134,11329,11814,6986,1984,74899,..,304,4124,7311,8854,11844,14255,7951,1321,55964,..,1613,3313,2144,2182,1989,1411,522,76,13258,..,264,1285,1953,1863,979,571,492,271,7688,23380,..,..,..,..,..,..,..,..,23380,..,4871,..,..,..,..,..,..,..,4871,..,4400,1764,862,771,467,67,0,0,8324,..,676,392,187,308,576,631,504,237,3505,..,603,486,233,246,214,127,33,8,1943,..,590,790,345,592,881,864,342,52,4457,..,442,982,971,1755,3361,4392,3697,1508,17105,441,633,495,371,412,550,534,254,76,3766,10,13,46,13,16,27,7,12,4,147,23831,14403,13673,14399,16990,20883,22858,13809,3555,144403
CED317,..,251,188,61,75,69,31,13,3,692,..,306,385,139,235,314,254,73,24,1727,..,310,568,455,849,1631,1800,1458,635,7705,365,446,328,199,264,395,418,178,57,2650,3,9,19,4,9,14,10,0,0,76,14566,7936,9305,9193,9917,10400,8355,4379,1267,75327,..,261,5256,8647,9882,11197,9790,4803,850,50693,..,2009,5136,3314,2761,2212,1051,300,25,16817,..,330,1355,1900,1900,984,561,408,244,7679,29532,..,..,..,..,..,..,..,..,29532,..,5248,..,..,..,..,..,..,..,5248,..,4889,2033,785,654,360,76,6,0,8794,..,1115,584,271,473,705,566,392,193,4281,..,557,482,191,224,177,127,38,13,1808,..,692,995,376,512,699,549,195,44,4072,..,691,1420,1268,2103,3616,3710,2427,930,16173,736,830,656,434,547,744,858,350,84,5259,12,24,59,22,9,35,16,3,0,184,30283,16646,17974,17225,19067,20724,17313,8911,2390,150535
CED318,..,275,274,95,89,57,35,17,4,837,..,557,818,322,349,432,273,73,11,2839,..,346,847,807,1294,2023,1987,1187,455,8952,302,489,336,199,237,365,342,152,39,2467,7,24,59,21,14,23,15,0,3,158,15015,8808,10580,11245,11527,10296,7442,3344,945,79200,..,196,4380,9501,10586,9815,7509,3280,550,45815,..,1919,6335,4491,3671,2449,1067,235,31,20198,..,320,1446,2319,2474,1270,604,323,154,8917,30121,..,..,..,..,..,..,..,..,30121,..,5919,..,..,..,..,..,..,..,5919,..,4912,1983,769,480,241,45,0,0,8431,..,1213,716,345,468,714,664,386,174,4684,..,550,654,284,254,178,106,29,5,2060,..,1011,1677,746,803,922,658,196,24,6042,..,637,1794,1942,2826,3926,3738,2008,690,17568,645,846,688,462,492,647,634,294,67,4779,12,48,88,28,36,26,33,8,3,281,30772,17580,19764,20886,22088,20187,15059,6757,1708,154807
CED319,..,357,336,87,60,40,31,4,0,911,..,952,1064,227,230,277,183,63,11,3003,..,348,1108,981,1271,1731,2087,1836,1078,10436,129,254,226,107,121,170,140,63,33,1250,12,13,15,11,18,23,17,4,4,122,13289,9086,12622,11924,10536,8495,6587,4364,1864,78769,..,244,7575,13718,11499,8630,6512,3840,973,52994,..,1866,7044,3709,2355,1362,551,154,9,17038,..,113,690,1636,2068,1159,518,395,295,6867,27046,..,..,..,..,..,..,..,..,27046,..,7310,..,..,..,..,..,..,..,7310,..,3829,2276,772,609,368,82,9,0,7940,..,953,958,310,311,556,614,383,210,4297,..,698,809,233,157,108,65,20,3,2097,..,1889,2455,652,604,613,406,142,27,6778,..,650,2253,2128,2534,3183,3300,2533,1421,18002,274,481,488,290,253,319,236,91,61,2490,16,32,23,20,31,40,32,7,6,211,27334,18059,24572,23473,20420,16337,12310,7564,3007,153074
CED320,..,430,377,98,90,83,46,20,3,1150,..,369,517,171,277,381,327,138,22,2204,..,259,516,432,816,1571,2122,1732,598,8048,275,343,236,143,156,210,178,90,39,1673,12,8,48,14,8,14,11,5,0,116,16732,10451,11555,11037,11349,11027,10448,5466,1354,89429,..,407,6951,11193,12147,12519,12621,6264,899,63000,..,2469,5781,3255,2670,1804,1139,379,32,17535,..,374,1837,2500,2485,1206,648,434,222,9702,33771,..,..,..,..,..,..,..,..,33771,..,7503,..,..,..,..,..,..,..,7503,..,6592,2875,1071,747,381,71,3,0,11740,..,985,519,309,438,722,816,540,281,4621,..,838,894,323,314,216,118,36,7,2746,..,738,1162,437,615,784,664,275,49,4720,..,448,1201,1187,1878,2794,3495,2592,896,14485,522,675,545,388,335,353,330,159,63,3364,21,16,88,19,11,20,25,13,6,216,34302,21046,21841,20695,21646,20803,19925,10683,2452,173401
CED321,..,260,169,46,56,43,23,13,5,613,..,417,352,105,167,288,211,79,10,1625,..,403,602,430,826,1558,2011,1671,782,8275,242,415,246,124,180,251,264,118,31,1868,0,5,10,3,3,3,9,4,0,39,12620,6907,7649,7664,8731,9587,8292,4624,1385,67457,..,333,4909,7994,9477,11062,10175,5063,864,49882,..,1988,3674,2113,2034,1595,901,302,37,12642,..,273,1178,1494,1405,812,450,354,217,6175,25540,..,..,..,..,..,..,..,..,25540,..,4153,..,..,..,..,..,..,..,4153,..,3780,1477,695,585,318,62,0,0,6921,..,661,307,142,241,474,480,325,167,2798,..,518,396,166,164,119,80,40,14,1496,..,807,821,289,375,565,490,190,24,3563,..,815,1447,1142,2033,3421,3901,2763,1097,16626,463,777,572,338,386,482,531,208,44,3820,6,6,39,3,11,15,8,4,0,89,26009,14108,14822,14385,16716,18878,17075,9246,2457,133696
CED322,..,335,417,135,86,72,61,21,10,1127,..,1034,1349,328,231,379,222,115,28,3690,..,230,717,647,761,1554,2122,1667,861,8562,139,285,240,143,123,186,194,93,42,1434,5,13,19,7,9,21,17,5,4,108,13504,8992,10338,11477,10965,9719,8403,4691,1744,79830,..,144,4709,11984,12173,10272,9375,4867,965,54488,..,1261,5822,3729,2592,1643,865,266,52,16236,..,73,601,1896,2564,1232,576,400,308,7650,27331,..,..,..,..,..,..,..,..,27331,..,7546,..,..,..,..,..,..,..,7546,..,4797,2346,802,611,433,89,0,0,9082,..,596,521,230,259,465,594,421,280,3369,..,632,877,299,229,183,122,37,16,2396,..,1656,2591,682,555,754,508,249,54,7051,..,455,1385,1380,1658,2640,3153,2330,1199,14197,280,491,464,311,268,335,318,167,54,2683,15,21,43,25,22,37,34,10,0,215,27618,17672,19359,21346,20933,17994,15640,8754,2926,152250
CED323,..,449,586,151,87,99,49,15,0,1443,..,1710,2106,505,389,484,356,165,38,5762,..,494,1204,1006,1276,2147,2650,2242,1061,12082,153,329,289,150,146,197,218,100,39,1618,12,27,48,16,19,35,34,7,6,187,11315,10209,13405,11057,11232,10576,9332,5724,1915,84778,..,279,5842,10361,10827,10352,9686,5692,1081,54127,..,2136,7490,3854,2646,1843,1082,395,67,19520,..,109,733,1876,2621,1418,657,429,320,8166,23092,..,..,..,..,..,..,..,..,23092,..,6748,..,..,..,..,..,..,..,6748,..,4216,2414,865,679,410,119,4,0,8714,..,953,765,301,323,521,608,395,240,4106,..,879,1338,395,284,219,118,46,5,3290,..,3149,4470,1260,952,1052,827,378,90,12166,..,925,2452,2346,3001,3895,4318,3293,1494,21715,307,603,566,336,331,391,376,188,58,3157,12,43,93,35,33,53,50,22,4,351,23416,20041,26176,21638,21692,20158,17835,10829,3364,165155
CED324,..,586,824,216,99,68,44,15,0,1852,..,1428,1549,396,257,274,166,67,6,4143,..,281,943,782,852,1206,1448,1227,721,7462,113,270,285,124,132,136,120,61,27,1272,9,25,42,16,26,52,41,10,4,224,14199,10425,13396,12599,10231,8421,6578,3600,1415,80859,..,331,8350,15238,12094,9816,7625,3794,761,57998,..,1550,5405,2816,1798,1041,408,128,14,13150,..,103,605,1500,1927,1139,556,349,278,6458,28837,..,..,..,..,..,..,..,..,28837,..,8691,..,..,..,..,..,..,..,8691,..,3900,2997,983,666,329,77,5,0,8942,..,1239,1104,385,320,646,692,399,241,5020,..,1217,1975,603,275,188,110,33,6,4403,..,3245,4187,1152,697,641,376,128,25,10447,..,589,1963,1738,1850,2230,2306,1781,948,13406,243,487,569,295,237,233,209,99,35,2404,14,40,88,29,47,78,82,16,4,404,29092,21391,27253,24730,19902,16331,12435,6731,2301,160169
CED325,..,362,283,104,79,68,42,7,0,960,..,390,405,189,233,273,165,57,9,1733,..,200,588,488,740,1234,1374,1138,472,6238,214,303,241,114,120,163,116,54,34,1364,8,13,21,9,19,44,41,15,0,170,19067,11252,13248,13516,11610,9283,6526,3277,1059,88839,..,472,9410,16433,13666,10978,7471,3223,571,62228,..,1764,5678,3091,2140,1164,470,101,11,14413,..,303,1484,2341,2546,1444,645,356,222,9351,39107,..,..,..,..,..,..,..,..,39107,..,10045,..,..,..,..,..,..,..,10045,..,6377,3898,1164,657,296,66,4,0,12458,..,1380,1053,454,471,820,848,497,222,5752,..,771,785,312,287,201,124,21,3,2499,..,851,1117,592,565,598,379,128,14,4247,..,405,1372,1321,1754,2215,2120,1587,651,11434,443,558,500,316,262,299,197,89,41,2711,13,20,35,14,28,75,67,21,0,279,39556,22945,25341,26047,22374,18086,12395,6035,1739,174517
CED326,..,368,232,89,83,81,35,11,5,899,..,395,482,182,273,340,233,84,24,2007,..,219,601,644,1056,1955,2548,2256,1096,10366,187,270,232,146,163,185,161,61,27,1434,5,3,9,8,20,43,30,9,0,124,17160,9925,11569,13222,12076,10492,9397,5518,1851,91203,..,306,7789,15045,12976,11040,10166,5374,1037,63745,..,1977,5616,3639,2605,1585,778,242,29,16473,..,256,1382,2470,2705,1349,697,474,268,9604,34961,..,..,..,..,..,..,..,..,34961,..,8363,..,..,..,..,..,..,..,8363,..,5886,2731,1078,797,388,81,4,0,10970,..,986,816,338,427,656,727,448,194,4583,..,713,641,265,242,193,79,30,8,2172,..,818,1149,508,580,689,474,181,48,4449,..,418,1304,1509,2272,3230,3866,3071,1514,17179,393,524,454,328,348,308,295,129,37,2821,8,6,23,19,32,71,49,19,4,217,35360,20259,21909,25197,22976,19507,17208,9969,3136,175532
CED327,..,408,335,150,84,75,40,5,0,1089,..,359,428,201,280,305,185,63,6,1833,..,187,588,517,734,1210,1445,891,311,5876,222,313,240,126,115,129,127,57,17,1347,13,10,16,12,14,50,32,5,0,152,19607,11322,12632,13588,11030,9524,7183,2992,762,88649,..,520,8747,15665,12433,10804,8352,3253,423,60202,..,1740,4825,3053,2030,1239,509,121,8,13528,..,400,1717,2757,2590,1523,785,412,172,10352,39669,..,..,..,..,..,..,..,..,39669,..,9811,..,..,..,..,..,..,..,9811,..,6935,4108,1434,754,313,47,5,0,13600,..,1412,1124,514,542,852,890,499,218,6051,..,890,941,425,296,198,96,31,3,2874,..,835,1372,672,682,644,412,135,17,4768,..,381,1378,1454,1781,2276,2309,1348,423,11352,452,580,520,337,265,259,210,80,19,2724,23,25,35,23,23,84,62,10,0,284,40144,23531,24769,26335,21408,18180,13666,5900,1282,175219
CED328,..,359,249,73,41,38,19,8,3,788,..,2277,1273,210,121,143,115,58,13,4212,..,458,810,633,707,1155,1529,1346,709,7346,107,351,226,109,85,122,145,72,26,1246,7,15,28,12,23,33,38,0,0,161,14326,11370,9687,11718,11314,8046,6688,3830,1325,78314,..,162,5328,15065,15111,10366,8334,4456,805,59619,..,1454,4954,2780,1976,1078,498,120,18,12873,..,66,304,1285,2109,907,382,217,184,5451,29436,..,..,..,..,..,..,..,..,29436,..,10266,..,..,..,..,..,..,..,10266,..,3536,1991,605,373,192,46,0,0,6748,..,1040,674,187,176,280,376,318,181,3233,..,697,587,178,95,83,29,16,4,1688,..,4653,2946,514,302,286,232,101,16,9045,..,865,1773,1395,1458,1912,2218,1828,971,12413,208,652,440,250,198,211,239,124,44,2369,14,32,60,25,48,64,64,12,6,324,29652,23428,19052,22287,21842,15373,12416,7194,2228,153470
CED329,..,281,200,91,92,88,57,10,0,826,..,233,293,153,287,488,361,143,19,1978,..,136,278,325,815,1831,2284,1924,878,8475,216,366,228,140,170,288,252,115,52,1819,7,3,20,7,7,16,10,4,0,70,10862,6548,5997,7674,9787,11739,10971,5684,1691,70949,..,220,3342,7316,9963,12313,13562,6592,1082,54389,..,1193,2880,2442,2580,2462,1558,429,61,13603,..,227,850,1534,1899,1085,602,435,273,6906,22029,..,..,..,..,..,..,..,..,22029,..,5200,..,..,..,..,..,..,..,5200,..,4345,1877,892,723,422,77,3,0,8338,..,549,299,131,274,523,564,376,229,2947,..,538,455,216,242,218,147,46,8,1877,..,452,664,371,595,955,810,313,50,4213,..,286,719,877,1855,3581,4134,3025,1223,15700,406,638,481,318,370,492,477,229,67,3486,5,15,44,16,18,26,18,7,3,153,22445,13664,11620,14115,18510,22086,21957,11466,2998,138847
