UCL_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
UCL115011,9,8,18,0,4,4,0,8,7,6,14,15,9,37,42,12,20,29,46,16,62,27,22,49,41,19,57,39,11,43,31,13,38,35,3,39,71,6,79,32,0,32,22,0,22,21,0,23,14,3,17,21,3,27,5,0,8,421,190,608
UCL115012,5,9,6,4,0,4,0,3,10,0,15,17,9,38,49,19,19,33,29,13,43,25,18,44,24,11,30,25,9,36,10,0,16,20,5,29,37,8,44,16,4,16,9,0,9,6,0,6,10,6,12,14,0,12,4,8,10,262,164,427
UCL115013,17,24,39,6,12,17,4,36,38,14,51,59,22,151,170,35,79,110,104,55,164,88,61,150,90,63,154,108,28,142,80,23,100,74,20,94,156,27,185,75,3,81,64,4,69,29,0,31,51,16,63,66,6,73,16,39,55,1095,699,1796
UCL115014,5,12,19,7,0,7,0,14,18,11,34,47,20,89,115,16,51,76,63,33,97,61,44,109,82,41,125,80,26,108,45,17,62,58,18,81,104,22,128,62,3,63,43,5,41,35,0,35,41,9,47,40,13,58,9,22,29,793,463,1253
UCL115015,6,7,12,4,0,4,3,8,9,7,25,27,17,57,77,16,45,60,50,44,94,45,25,74,61,26,83,64,20,81,30,13,42,23,8,31,54,13,64,38,4,38,13,3,17,8,0,12,19,14,25,43,0,45,3,12,22,489,326,815
UCL115016,3,9,12,5,0,5,0,3,6,0,12,12,9,26,33,3,15,19,15,8,23,17,11,31,14,14,31,29,11,40,16,8,24,25,16,33,40,3,47,22,4,24,24,3,25,10,0,10,21,3,23,13,3,18,0,5,12,260,163,421
UCL115017,7,11,18,6,8,18,4,5,15,5,11,15,13,63,76,10,31,41,43,33,77,44,36,71,59,30,95,72,15,79,27,14,46,28,7,40,84,12,102,61,0,61,56,6,61,33,0,30,102,15,113,48,3,51,9,27,29,715,330,1043
UCL115018,4,7,15,0,4,4,0,10,9,0,15,15,15,63,80,4,22,31,46,11,59,40,23,64,32,9,39,26,9,34,11,4,14,13,0,13,23,5,27,15,0,15,4,0,4,5,0,5,6,0,3,24,0,22,7,16,24,281,201,487
UCL115019,12,30,39,11,16,23,10,38,47,0,46,50,23,151,177,22,105,129,75,65,147,86,75,162,98,71,171,121,55,182,89,35,126,85,32,122,172,53,226,103,9,112,87,19,109,43,4,51,116,32,146,80,7,84,15,18,33,1249,860,2107
UCL115020,5,15,29,0,3,6,8,12,15,3,29,31,15,89,102,25,53,78,68,30,95,54,33,82,64,27,94,85,23,104,41,17,60,45,21,64,104,23,127,85,0,90,59,7,61,33,0,36,42,4,46,59,4,62,6,15,24,800,407,1201
UCL115021,0,0,0,4,4,0,5,8,10,0,22,22,9,35,41,8,19,25,26,7,38,26,16,38,24,22,39,23,16,40,14,11,29,18,3,24,38,12,49,28,0,28,23,0,23,10,0,5,13,5,16,16,0,17,9,17,22,284,202,485
UCL115022,7,13,21,4,0,4,6,11,19,3,22,27,15,56,68,16,45,61,74,26,101,58,17,78,70,29,93,72,22,92,32,11,47,62,7,70,84,19,111,73,4,75,61,0,61,41,5,42,91,6,101,61,0,56,5,9,14,824,311,1137
UCL115023,5,6,14,0,3,4,0,11,10,0,14,18,10,62,72,9,23,30,32,16,50,35,11,41,26,22,46,25,18,41,20,5,27,22,7,26,41,8,48,32,7,32,21,0,19,10,0,6,17,3,21,26,0,26,10,12,28,330,224,555
UCL115024,4,3,13,0,5,9,3,5,4,4,8,8,5,29,33,5,13,20,30,10,35,16,16,39,14,22,39,16,12,29,13,7,18,17,8,31,44,25,65,25,4,26,27,9,39,11,0,11,22,8,35,40,5,47,10,17,24,321,213,528
UCL115025,0,0,3,3,0,3,0,3,4,0,5,6,5,4,14,5,8,13,13,9,24,8,13,18,11,3,14,24,9,33,21,3,28,29,10,44,69,14,80,49,0,55,43,0,45,30,0,30,61,0,61,23,0,23,3,0,5,412,84,489
UCL115026,0,4,0,0,4,5,4,10,16,0,13,14,3,32,35,5,23,27,29,20,50,16,31,47,29,24,49,33,16,53,24,14,32,14,10,25,44,21,66,24,0,25,30,5,33,19,0,19,42,6,50,21,0,26,4,15,15,354,239,592
UCL115027,12,12,20,0,5,3,3,3,7,4,10,12,11,45,57,4,25,37,42,18,62,45,19,63,46,23,72,46,11,62,35,19,50,50,19,68,100,39,134,94,0,94,81,9,93,57,0,57,84,0,86,52,3,57,12,9,17,794,263,1056
UCL115028,6,10,18,0,5,6,9,9,15,7,18,28,9,56,64,14,41,49,42,24,69,51,32,83,46,27,76,71,36,110,35,25,58,43,8,56,58,26,84,73,8,77,55,6,59,26,0,26,75,18,96,48,4,58,13,15,27,683,375,1054
UCL115029,4,0,5,0,15,13,4,6,10,4,13,15,4,58,65,12,51,60,25,29,51,16,39,56,27,54,82,29,22,52,25,25,50,27,13,42,49,20,73,35,12,41,29,5,38,13,3,16,43,13,55,38,8,49,9,28,32,397,406,804
UCL115030,5,0,6,0,0,0,6,7,10,0,17,17,5,60,65,11,22,36,52,8,61,21,19,43,32,9,37,32,3,33,21,4,22,17,3,25,32,6,37,23,3,23,10,0,10,5,0,5,3,3,4,17,3,20,11,13,19,311,170,480
UCL115031,13,15,25,10,7,18,5,13,18,6,24,31,15,73,87,17,53,73,58,32,96,55,46,100,66,37,102,86,14,103,52,15,65,46,8,56,88,21,109,50,0,57,45,4,46,20,0,26,85,17,105,38,3,40,8,5,17,759,404,1165
UCL115032,6,11,18,3,10,9,8,10,14,3,13,19,7,24,36,13,18,32,28,13,45,32,12,50,34,27,63,41,18,55,24,11,40,31,12,37,82,14,94,51,4,57,38,9,43,39,0,42,105,24,123,39,0,44,7,6,12,590,227,815
UCL115033,5,0,4,5,0,4,0,5,5,0,4,11,6,18,25,9,15,27,17,9,32,30,8,36,35,30,63,43,17,54,32,17,50,32,17,50,147,32,175,114,0,116,137,3,142,112,0,115,328,9,334,61,0,62,3,3,8,1117,199,1309
UCL115034,4,3,9,0,0,0,3,0,8,6,3,9,9,21,23,3,11,11,21,4,25,27,10,33,27,11,42,28,10,41,32,4,34,40,5,48,81,13,90,58,0,58,40,0,42,28,0,28,39,0,41,25,0,25,6,0,9,474,102,578
UCL115035,4,5,13,5,5,12,0,9,9,0,17,19,10,54,60,18,30,44,47,30,81,49,30,82,85,45,131,74,23,98,55,18,74,79,26,104,169,27,201,137,3,143,90,6,95,57,6,59,110,9,114,65,3,74,6,6,14,1055,360,1413
UCL115036,18,20,36,8,7,18,0,15,15,4,17,25,14,84,97,26,53,78,74,30,103,74,35,105,107,29,135,73,33,108,39,18,58,45,21,63,92,22,113,68,3,70,70,7,76,37,0,37,71,26,95,58,3,59,5,3,13,889,421,1315
UCL115037,5,0,4,0,0,4,3,3,9,4,5,6,4,8,11,6,7,11,12,6,21,12,3,17,15,5,21,28,3,35,23,4,27,12,0,12,42,13,51,42,0,47,38,0,38,21,0,27,55,0,57,19,0,19,3,0,7,343,70,413
UCL115038,8,12,18,4,4,4,6,5,9,3,23,25,8,73,85,5,32,42,55,17,74,35,26,60,31,19,52,35,9,47,22,0,26,21,3,22,42,10,48,18,0,18,17,0,17,0,0,0,14,3,20,24,0,24,10,12,23,361,251,614
UCL115039,11,14,23,6,3,6,0,9,9,4,31,33,10,83,99,12,28,43,47,19,67,31,34,67,34,40,76,36,35,68,28,44,72,37,34,65,100,62,160,72,4,79,87,17,105,37,0,37,109,26,133,78,10,85,18,44,60,753,539,1287
UCL115040,3,6,9,0,0,0,0,5,5,3,4,9,4,26,30,6,9,14,25,8,31,14,6,26,19,11,23,40,0,40,32,12,37,31,9,39,55,9,66,56,0,53,31,4,40,22,0,24,46,0,45,35,0,39,7,3,3,417,110,532
UCL115041,11,11,27,9,0,6,7,17,25,0,34,40,17,74,84,13,35,49,60,26,86,36,34,77,37,25,66,42,20,64,52,24,73,51,13,69,78,20,97,45,0,46,35,4,40,10,3,17,38,7,46,43,3,47,16,31,47,603,379,982
UCL115042,6,3,11,5,3,7,0,7,10,0,13,10,10,54,61,5,23,34,42,11,58,35,18,51,41,17,56,52,5,56,25,8,28,32,5,31,66,8,80,41,0,41,28,0,31,9,0,9,29,0,29,41,0,36,0,17,25,467,210,679
UCL115043,5,13,23,0,3,5,5,10,16,9,38,40,24,85,107,20,32,56,64,27,88,51,39,89,50,40,96,50,21,66,45,21,62,31,10,38,63,18,76,31,0,31,21,0,22,18,0,18,19,3,24,27,0,27,13,29,37,532,396,922
UCL115044,4,14,12,5,9,9,3,16,15,9,33,40,14,77,89,21,27,50,46,27,75,43,26,73,40,20,58,50,20,69,40,18,52,31,9,41,62,21,83,33,0,37,18,3,20,14,0,14,30,11,38,28,4,38,25,25,51,517,354,873
UCL115045,4,3,10,0,3,3,0,8,10,0,6,5,0,48,50,3,11,15,37,13,48,22,21,44,30,17,50,20,4,20,17,5,23,20,6,26,28,3,31,19,0,18,11,0,11,4,0,4,16,0,16,20,0,20,0,6,10,254,149,407
UCL115046,0,3,10,0,0,3,0,5,5,0,8,9,12,21,30,10,8,18,33,21,49,24,14,43,36,22,52,41,16,49,31,13,37,32,10,42,62,12,69,55,4,61,26,0,26,22,3,22,31,4,29,36,5,44,5,6,11,450,165,615
UCL115047,10,10,17,4,4,10,3,11,15,6,24,25,19,81,104,10,49,55,55,30,86,49,26,69,36,22,65,53,17,71,45,9,54,40,12,51,81,12,94,46,0,46,20,3,26,17,0,17,23,9,29,42,0,40,14,14,30,569,331,898
UCL115048,20,20,42,3,6,4,10,14,23,10,38,41,16,128,146,21,75,98,102,41,147,72,53,126,81,42,122,108,38,143,58,19,82,69,19,86,111,24,137,78,5,80,65,10,76,26,4,30,81,37,124,57,7,67,9,31,40,996,619,1619
UCL115049,8,5,17,4,3,9,0,9,13,0,11,13,7,43,57,9,12,19,38,14,43,22,17,38,30,19,45,27,10,35,19,4,25,13,4,14,29,7,39,23,0,23,17,0,17,3,0,3,16,0,17,25,3,23,9,6,14,287,165,450
UCL115050,0,5,4,6,0,3,0,3,4,0,6,8,5,7,16,12,4,13,27,5,32,24,4,32,21,12,35,40,3,40,33,6,35,34,4,43,75,6,80,61,0,61,53,0,57,38,0,40,76,8,85,44,9,51,5,3,5,552,93,646
UCL115051,11,4,15,3,5,9,5,11,11,0,24,26,14,72,86,12,56,65,62,31,90,55,27,83,45,14,66,56,19,80,42,12,51,36,8,44,69,10,71,34,6,39,18,9,23,18,4,18,26,6,29,37,3,39,7,12,24,566,318,884
UCL115052,6,5,17,4,0,3,4,7,5,6,16,21,3,49,52,12,20,32,26,9,39,28,17,42,31,20,56,36,14,45,17,14,30,18,14,29,40,20,57,21,0,27,49,3,56,26,0,26,39,0,39,40,3,39,3,15,22,412,227,636
UCL115053,0,5,6,0,3,11,0,6,9,7,25,22,10,54,63,4,28,35,33,21,52,27,20,45,31,11,39,30,12,43,21,6,32,14,4,18,23,4,27,17,0,17,12,4,10,5,0,5,5,6,6,24,0,24,12,11,16,270,216,489
UCL115054,4,4,8,0,0,0,0,0,0,0,0,0,6,7,12,3,8,8,13,3,14,9,7,14,23,3,24,14,3,14,10,3,15,16,4,20,34,4,44,21,0,21,31,0,31,25,0,25,64,3,64,22,0,22,3,3,6,289,55,341
UCL115055,7,3,8,3,0,3,0,15,14,0,17,19,18,88,104,22,56,76,61,27,88,50,37,82,56,28,88,69,19,87,27,15,44,45,5,50,69,13,84,31,0,30,23,3,27,13,0,13,29,10,36,48,0,47,4,12,18,576,350,921
UCL115056,15,16,31,3,12,10,4,17,25,6,47,56,28,102,136,30,71,100,87,34,121,71,38,109,69,38,105,81,27,113,43,20,67,58,14,70,93,15,108,52,6,60,36,3,41,18,0,16,28,6,33,69,8,75,25,51,73,820,525,1345
UCL115057,8,16,25,10,7,23,0,12,12,3,42,44,11,99,116,17,91,108,90,56,150,65,76,143,72,61,131,77,37,117,40,29,66,52,14,68,93,22,117,61,0,65,37,10,47,22,0,21,45,9,57,43,0,44,14,37,51,774,630,1410
UCL115058,12,8,19,4,0,4,6,14,14,3,15,18,8,62,64,11,22,34,61,24,81,46,18,70,53,18,65,65,19,89,24,12,32,32,11,37,48,12,55,19,10,24,23,0,25,8,0,10,29,8,37,34,0,34,6,11,16,486,253,733
UCL115059,3,17,19,0,0,0,8,9,9,3,14,22,10,91,99,13,31,49,63,38,98,39,31,74,36,27,63,48,19,60,28,7,35,31,8,36,59,6,68,27,0,27,16,3,16,12,0,12,17,5,24,22,0,19,7,17,31,433,337,770
UCL115060,3,9,14,5,0,5,0,3,3,0,11,11,7,21,27,13,12,29,32,9,37,28,26,56,38,22,59,57,13,71,33,10,45,49,11,59,99,15,111,73,5,79,47,0,47,23,0,23,24,0,24,37,0,37,11,8,16,580,181,760
UCL115061,3,4,4,0,4,10,0,4,4,0,17,17,6,35,37,10,17,29,39,10,46,36,8,43,26,11,39,35,9,42,19,10,29,18,4,17,41,0,44,19,0,19,6,0,11,6,0,6,9,0,9,13,0,13,7,8,13,292,136,431
UCL115062,0,0,6,0,4,4,0,0,0,5,5,9,5,9,17,0,6,8,13,4,21,9,14,21,25,15,39,17,10,28,25,5,28,23,4,32,49,9,56,46,0,49,37,0,37,19,0,20,55,4,59,20,4,24,5,0,6,362,87,453
UCL115063,4,8,9,0,0,0,0,4,4,8,4,10,4,18,15,5,4,9,11,10,16,11,6,18,17,9,24,15,9,20,10,6,21,12,4,17,39,7,40,45,4,47,45,0,45,23,0,27,71,0,69,20,4,17,5,0,4,328,89,418
UCL115064,6,11,12,3,4,8,0,9,13,3,25,32,11,72,86,18,58,78,62,41,104,57,36,95,74,34,116,100,26,121,45,18,67,65,20,90,147,29,179,119,6,127,113,11,121,65,4,70,220,22,242,83,0,83,14,15,33,1218,442,1667
UCL115065,12,8,17,3,10,17,0,11,19,0,45,43,26,81,106,25,47,70,59,12,75,48,32,83,61,32,90,68,15,84,30,12,46,25,9,34,69,15,84,46,0,46,24,4,26,7,0,9,18,5,27,47,0,48,22,33,55,593,370,962
UCL115066,4,5,11,5,0,3,0,0,0,3,0,8,5,19,24,11,7,17,26,7,37,22,13,35,30,14,47,57,9,66,47,9,58,49,11,58,136,15,153,88,0,84,63,0,63,37,0,37,85,0,87,34,0,35,8,0,9,708,123,830
UCL115067,6,11,16,6,10,13,8,17,21,12,41,58,21,123,141,18,71,92,85,34,123,61,27,89,63,34,98,81,13,92,62,18,80,41,6,46,69,13,82,30,3,34,17,0,18,6,0,5,20,0,24,43,3,46,17,33,53,655,474,1125
UCL115068,9,10,15,0,3,7,0,10,12,0,14,19,9,45,54,12,29,37,33,16,47,35,17,55,35,14,56,37,13,54,24,13,36,22,8,29,40,11,50,25,5,23,17,3,18,3,0,8,13,0,13,20,0,21,5,17,20,352,219,568
UCL115069,4,21,22,6,7,12,3,9,13,4,41,39,13,103,119,14,46,60,79,20,97,54,35,92,52,34,86,67,13,82,31,11,40,23,7,32,51,13,64,40,5,41,18,0,20,10,0,10,14,0,13,36,0,37,15,30,42,531,398,930
UCL115070,8,6,17,0,4,4,3,7,9,0,16,16,9,39,53,22,20,44,44,19,61,45,26,68,38,38,74,59,23,87,37,16,48,48,13,66,135,26,163,100,3,103,92,6,97,39,0,39,102,3,107,51,6,62,10,7,18,853,279,1133
UCL115071,6,18,24,3,3,7,0,9,16,3,17,29,13,66,83,11,26,34,40,18,57,36,23,61,45,21,63,39,14,53,28,17,44,40,15,55,68,13,85,44,0,44,41,5,45,15,0,16,38,8,41,40,0,43,13,20,31,523,299,824
UCL115072,10,0,7,6,3,10,6,3,11,0,6,10,10,17,32,16,3,23,60,9,68,57,11,64,61,6,74,56,10,64,35,5,34,33,3,38,67,3,68,44,0,44,34,0,34,15,0,15,27,0,27,43,0,48,4,3,5,584,80,662
UCL115073,8,6,14,3,5,7,3,8,13,0,26,31,13,63,75,15,40,57,45,21,65,22,22,50,47,20,66,35,16,49,23,17,46,47,6,52,53,12,66,37,0,40,29,10,39,14,0,14,24,0,31,32,0,36,5,35,41,468,316,783
UCL115074,4,9,16,5,0,6,3,12,17,0,18,22,14,69,90,11,30,42,58,56,114,40,24,62,38,24,60,43,15,61,31,6,33,23,10,32,52,11,62,25,7,32,14,0,19,6,0,10,20,3,20,36,0,36,11,25,30,440,324,765
UCL115075,5,8,10,0,0,0,0,3,8,0,15,19,11,39,45,4,24,30,45,21,68,38,20,54,37,11,44,40,12,53,27,3,31,25,4,28,33,5,38,14,0,19,19,0,21,8,0,4,25,3,31,20,0,20,0,8,11,343,184,527
UCL115076,4,11,19,3,5,6,6,5,10,0,37,38,7,90,95,16,24,38,61,27,88,43,25,62,49,25,76,42,13,51,26,15,36,26,7,30,53,11,58,32,3,36,15,0,17,11,0,11,15,4,20,35,0,33,17,24,38,466,318,785
UCL115077,27,19,43,15,9,18,6,14,20,8,41,46,38,145,176,32,79,116,181,33,213,125,42,166,132,37,170,115,23,140,58,11,74,35,11,46,89,9,101,50,0,53,21,0,24,9,0,9,37,11,49,42,4,46,20,40,57,1037,518,1557
UCL115078,0,11,10,4,5,13,0,13,10,0,13,16,10,54,63,10,28,46,41,29,67,39,23,56,35,21,58,43,9,55,27,14,43,19,10,27,31,15,44,18,0,21,20,5,33,12,3,16,30,22,48,26,3,25,4,12,19,387,291,673
UCL115079,11,14,26,0,8,12,0,21,21,0,29,28,17,82,100,16,35,49,45,38,78,45,29,70,39,23,59,53,20,71,32,15,54,30,12,43,83,15,103,40,3,42,24,0,31,12,3,10,33,8,42,53,6,62,19,29,47,553,388,938
UCL115080,7,0,10,0,0,5,0,3,0,0,12,14,12,32,40,10,14,22,27,14,41,28,24,48,32,24,59,50,4,52,39,8,44,42,12,51,102,17,119,87,5,85,56,3,58,31,0,31,41,0,44,47,0,52,9,13,18,612,186,801
UCL115081,0,4,10,0,3,0,0,5,5,4,12,15,0,25,31,7,17,23,11,6,24,20,9,30,21,15,35,28,11,42,20,9,31,19,11,25,30,23,55,21,4,17,15,6,19,12,0,12,12,12,29,21,0,24,5,13,20,261,191,454
UCL115082,3,7,14,6,0,3,0,10,9,0,15,16,6,64,68,11,28,37,35,22,54,19,23,42,20,14,38,39,12,51,20,10,33,16,4,20,26,5,38,17,0,20,11,3,12,9,0,6,14,0,17,36,0,36,9,23,33,309,239,548
UCL115083,0,13,14,4,4,6,5,11,14,0,16,19,19,66,89,23,45,63,89,34,123,52,21,75,55,33,89,75,13,88,52,18,66,59,17,73,103,10,115,69,5,70,46,3,48,19,3,20,20,7,21,54,9,65,15,22,39,761,345,1101
UCL115084,9,10,19,4,5,7,4,12,15,7,31,39,17,108,126,19,62,86,100,32,126,61,48,108,45,48,96,61,27,88,27,6,36,26,13,39,43,15,57,15,9,24,17,0,15,10,0,10,12,10,21,32,7,32,7,31,35,506,470,976
UCL115085,3,3,5,0,0,0,0,0,0,0,9,9,4,12,10,0,4,11,17,8,24,14,4,23,29,6,29,30,13,44,9,0,17,21,5,20,51,7,57,40,0,40,33,0,33,21,0,21,66,3,69,18,0,18,4,4,6,354,85,440
UCL115086,0,12,12,3,5,7,0,7,8,0,13,21,7,32,40,4,31,42,14,37,47,15,50,59,17,41,59,25,40,62,24,40,66,26,36,66,73,79,147,61,36,97,50,40,85,23,15,37,60,90,156,35,32,65,5,20,23,440,648,1090
UCL115087,3,4,5,4,0,0,0,3,5,0,4,4,3,16,18,5,17,15,18,3,22,15,11,28,20,14,29,30,4,35,27,4,31,23,3,30,57,10,65,38,0,38,34,0,34,15,0,15,17,3,16,27,3,34,0,0,6,333,106,441
UCL115088,0,4,10,4,0,4,0,3,0,4,12,18,14,28,43,8,16,21,45,15,55,39,12,49,51,12,65,55,13,66,26,3,30,26,4,31,56,12,67,42,0,38,30,0,33,17,0,17,27,5,30,16,3,20,0,4,7,456,148,604
UCL115089,8,19,30,8,4,15,0,7,12,4,34,35,23,106,128,29,73,102,79,35,115,78,64,143,71,39,116,93,27,118,72,27,101,83,17,94,125,27,150,91,5,101,76,11,83,34,4,34,80,8,86,67,4,72,17,28,45,1024,550,1570
UCL115090,9,14,24,0,6,7,5,19,23,3,28,35,17,102,123,12,39,50,42,20,57,30,21,50,19,12,33,29,10,35,15,7,21,12,3,13,20,3,18,12,0,13,16,0,16,6,0,6,5,0,5,21,0,21,9,29,36,274,308,583
UCL115091,9,7,16,4,6,9,0,3,9,0,15,15,11,34,43,9,40,52,60,16,76,26,16,41,28,22,48,44,7,53,24,9,35,16,4,26,51,0,47,20,0,20,19,0,19,6,0,6,16,0,16,18,0,18,14,24,35,387,205,593
UCL115092,4,3,11,0,4,6,5,3,9,0,18,23,15,44,54,13,23,35,59,16,73,32,28,62,41,30,71,46,11,58,29,9,38,34,10,43,67,8,72,37,0,37,27,0,24,17,0,17,28,0,25,32,0,32,10,14,14,485,217,703
UCL115093,6,0,9,0,0,0,0,4,4,0,7,10,0,16,19,6,3,9,17,5,20,13,15,22,19,9,32,18,11,31,19,0,23,10,4,17,61,8,64,29,0,26,23,7,30,23,0,23,67,6,72,16,0,16,4,4,6,328,110,437
UCL115094,12,14,23,3,3,11,4,16,22,4,41,45,25,132,155,33,68,97,76,38,114,63,43,106,79,38,124,63,15,84,58,15,70,48,9,55,65,13,77,40,5,42,29,0,29,14,0,10,26,0,25,43,8,44,17,26,39,679,485,1168
UCL115095,3,3,8,0,0,0,7,15,16,0,12,17,12,30,41,4,16,18,33,12,45,14,22,41,20,19,39,29,11,39,21,10,25,21,0,25,23,13,39,23,0,23,9,5,9,3,0,3,12,0,14,25,6,28,10,19,27,269,177,449
UCL115096,14,17,29,6,7,19,6,16,23,4,19,28,26,88,110,39,61,98,136,37,168,90,49,143,108,44,156,139,26,163,78,10,82,61,13,74,138,18,156,104,0,104,81,0,80,41,0,46,79,3,80,55,3,59,15,17,31,1229,430,1659
UCL115097,15,24,40,6,4,7,7,8,12,9,33,40,20,95,114,20,44,70,89,17,112,67,42,110,82,34,115,64,20,86,40,13,52,40,14,59,87,13,101,45,0,45,34,4,40,17,0,17,43,7,50,52,3,56,10,14,22,747,390,1135
UCL115098,0,15,16,0,3,3,4,7,12,0,17,13,8,63,71,12,31,40,31,20,48,28,21,48,35,22,61,21,12,32,4,6,14,13,8,21,25,9,40,15,5,19,12,6,19,11,0,12,13,3,17,28,4,33,0,19,22,263,279,541
UCL115099,8,14,27,6,8,12,5,23,31,6,30,34,24,114,139,27,65,94,105,22,124,87,45,138,76,24,100,93,22,120,30,9,43,37,14,47,77,9,83,42,0,41,41,0,43,8,0,8,24,0,29,56,3,57,17,23,45,771,432,1202
UCL115100,15,11,24,7,10,16,6,17,20,6,23,34,15,107,122,12,65,85,88,36,128,86,41,125,64,34,99,62,15,78,59,13,74,41,7,49,68,19,84,41,0,36,26,0,28,8,0,8,32,3,38,46,0,41,10,20,36,691,431,1127
UCL115101,8,3,8,3,3,10,0,6,11,3,22,19,24,49,71,12,27,36,65,16,82,51,34,84,66,28,93,56,21,72,38,16,51,45,14,64,91,26,116,55,10,68,44,10,57,23,3,25,50,18,72,54,3,52,10,15,29,704,321,1025
UCL115102,5,7,12,0,3,4,3,18,18,5,20,27,11,95,104,17,44,63,75,25,102,44,24,68,52,15,64,48,17,62,39,12,43,31,4,31,50,18,66,31,0,31,22,3,26,9,0,9,13,4,18,31,5,40,16,39,51,494,344,837
UCL115103,5,4,13,0,5,3,0,8,7,4,11,18,12,46,54,9,12,22,20,9,29,22,9,31,18,13,32,19,3,25,18,3,17,14,0,18,27,14,43,17,0,19,8,0,9,3,0,3,17,0,17,21,0,21,3,12,16,249,163,406
UCL115104,0,4,6,7,0,3,0,4,4,0,16,15,15,29,41,13,27,37,26,14,36,33,11,38,54,11,62,36,20,54,31,9,40,33,0,34,58,6,66,36,0,36,22,3,24,15,0,15,26,4,29,18,0,20,0,12,12,412,170,581
UCL115105,5,6,12,5,3,9,4,12,14,4,15,20,9,42,52,9,33,40,36,15,54,28,18,43,44,18,66,37,9,45,29,4,35,27,4,37,47,10,58,43,0,42,19,0,23,13,0,13,20,5,19,37,0,39,5,20,22,414,224,637
UCL115106,4,12,13,6,4,10,6,15,18,6,37,43,19,112,124,18,57,73,83,29,112,70,41,108,62,38,96,75,25,104,34,8,48,45,10,59,89,14,105,44,0,45,34,6,40,16,0,16,23,5,24,53,5,55,17,40,56,700,455,1156
UCL115107,13,21,32,5,6,8,3,17,18,5,31,38,9,91,103,24,57,80,61,37,101,69,40,106,73,44,117,82,43,126,72,15,84,67,18,89,106,21,128,86,6,90,48,11,62,33,3,31,59,8,65,62,17,78,3,24,26,874,505,1377
UCL115108,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,8,6,11,4,4,7,12,12,20,14,4,18,21,9,24,17,8,26,20,8,23,47,11,56,55,0,55,69,0,72,56,0,56,231,3,231,36,0,40,3,0,3,592,76,664
UCL115109,17,9,23,8,11,21,3,17,29,6,47,54,25,169,193,20,111,133,131,42,171,93,64,155,87,47,138,93,25,123,59,31,87,54,7,64,98,16,115,68,11,77,26,7,35,24,0,24,31,15,49,60,8,62,16,39,53,917,671,1592
UCL115110,0,19,21,8,9,18,5,25,25,4,41,46,35,129,164,28,75,108,105,56,159,75,46,128,78,56,131,93,35,128,50,20,68,61,10,71,110,16,126,54,3,57,42,3,48,25,0,22,40,7,43,69,9,77,23,33,59,911,588,1502
UCL115111,9,20,31,5,14,14,7,10,25,5,47,52,23,98,116,29,42,68,69,33,103,64,38,101,65,40,100,67,25,91,53,16,70,44,15,59,117,6,129,69,3,70,33,5,43,21,0,23,52,7,58,71,0,76,24,39,58,835,465,1302
UCL115112,11,8,14,0,0,3,3,0,3,0,0,6,4,9,18,6,8,20,21,5,33,17,10,29,21,9,33,51,17,60,26,24,50,44,14,61,92,22,117,86,4,94,64,6,73,52,0,52,87,8,94,38,0,38,13,3,14,639,153,792
UCL115113,6,10,13,4,7,3,0,8,8,0,26,29,9,56,66,15,31,49,29,14,51,24,22,53,29,11,44,23,17,42,32,13,38,26,12,37,61,19,74,43,0,40,28,11,39,17,0,21,51,7,63,46,3,47,12,23,30,451,285,742
UCL115114,6,14,19,5,0,3,5,15,22,6,26,30,26,72,98,15,45,58,58,26,84,40,29,72,43,29,74,48,26,73,48,23,70,42,18,56,80,23,108,54,3,57,41,3,40,30,0,30,27,7,30,42,3,50,12,25,36,623,399,1020
