LGA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
LGA11650,1180,8783,583,7,10555,790,8109,474,16,9390,1381,16024,1106,12,18534,2275,16486,1048,28,19843,2660,17540,1094,26,21319,2545,17612,909,25,21099,2671,15110,923,27,18722,1550,9331,906,11,11802,236,3007,662,9,3909,15287,112009,7711,150,135157,1276,7989,516,7,9790,969,7663,482,4,9116,1721,16768,1084,20,19590,3167,17226,1102,17,21512,3417,18426,967,29,22835,3196,19387,945,41,23572,3527,16962,1127,31,21652,1705,10760,1306,8,13778,264,4907,1422,4,6603,19246,120092,8953,160,148441,2452,16772,1100,12,20344,1762,15769,955,12,18498,3101,32792,2189,32,38123,5446,33716,2150,41,41348,6075,35969,2061,53,44154,5740,37001,1854,66,44662,6194,32069,2059,56,40379,3254,20087,2212,22,25582,502,7915,2083,14,10513,34533,232092,16666,313,283603
LGA11700,3,29,13,0,47,0,45,22,0,69,8,70,35,0,112,14,63,26,0,101,27,86,28,0,143,29,97,43,0,171,28,108,33,0,171,13,47,11,0,63,0,6,0,0,10,120,547,214,0,876,4,32,13,0,50,5,32,18,0,57,22,82,33,0,135,8,68,27,0,103,17,80,23,0,128,32,84,28,0,140,32,67,14,0,109,12,33,12,0,59,0,9,8,0,18,130,486,180,0,796,15,60,26,0,99,9,73,39,0,123,30,151,69,0,251,20,126,51,0,203,41,168,57,0,266,54,176,69,0,302,57,171,58,0,283,24,80,21,0,120,0,19,11,0,24,250,1026,396,0,1671
LGA11720,138,1667,111,0,1924,109,1602,243,0,1957,236,3660,697,0,4594,350,3083,592,3,4039,359,3128,437,0,3930,349,3070,297,4,3720,399,2621,228,4,3248,167,1192,129,0,1486,15,358,41,0,412,2126,20390,2775,12,25304,153,1550,112,0,1814,130,1638,105,3,1873,384,3905,223,0,4513,552,3140,189,7,3889,430,3241,161,3,3835,482,3208,135,4,3826,511,2591,132,3,3240,147,1335,113,0,1598,25,639,79,0,745,2810,21250,1244,28,25332,294,3212,230,0,3739,240,3239,349,3,3829,621,7565,918,4,9113,905,6227,785,12,7922,791,6365,601,7,7762,828,6279,430,10,7548,909,5215,354,11,6490,314,2532,235,0,3078,40,1001,124,0,1159,4935,41637,4021,40,50631
LGA11730,167,1159,146,0,1474,106,929,222,9,1260,218,1880,562,30,2679,372,1875,477,13,2734,435,2383,369,0,3190,679,3175,327,0,4188,795,3329,272,5,4397,393,1815,174,0,2381,46,573,66,0,689,3213,17112,2608,60,22993,165,973,113,0,1256,108,935,103,3,1140,312,2033,265,3,2609,518,1930,257,0,2706,578,2589,248,5,3418,838,3234,254,0,4331,1010,3035,241,0,4283,483,1794,191,0,2468,82,868,134,0,1082,4086,17381,1812,18,23295,337,2135,256,0,2726,206,1858,322,13,2399,528,3908,824,35,5288,889,3803,729,18,5436,1016,4966,617,11,6607,1520,6408,588,4,8521,1808,6366,512,5,8682,877,3606,367,0,4851,126,1443,206,0,1771,7302,34490,4420,77,46286
LGA11750,14,89,25,0,131,17,92,19,0,133,43,244,74,0,357,44,198,63,0,309,41,195,55,0,289,35,258,62,0,354,28,171,40,0,242,13,75,15,0,99,0,16,6,0,24,238,1345,358,3,1944,13,63,27,0,100,4,92,27,0,122,45,205,44,3,300,62,162,51,0,270,38,146,31,0,221,48,198,35,0,279,33,124,26,0,186,23,75,25,0,117,9,34,8,0,48,265,1108,271,6,1649,31,152,50,0,232,24,184,42,3,251,88,453,123,3,659,111,357,112,0,583,78,343,92,0,512,85,459,95,0,632,60,298,63,0,426,33,145,39,0,218,5,51,13,0,76,505,2446,629,3,3592
LGA11800,258,1883,162,0,2299,163,1591,122,28,1899,367,3581,345,49,4336,591,3522,315,19,4446,749,3634,306,18,4709,776,3909,312,8,5014,977,3797,259,10,5042,414,2069,241,9,2726,68,707,150,0,927,4372,24685,2206,139,31405,294,1829,158,0,2285,198,1494,118,28,1838,499,3773,337,42,4650,884,3716,317,19,4932,900,4012,286,10,5213,946,4378,271,21,5612,1192,3897,270,6,5361,561,2265,309,0,3143,69,1053,279,0,1408,5553,26418,2337,129,34434,558,3706,315,0,4583,360,3084,240,54,3735,869,7347,681,90,8990,1481,7236,628,40,9378,1649,7647,594,29,9919,1724,8288,585,31,10626,2166,7696,525,16,10403,976,4333,550,4,5869,140,1762,432,0,2335,9925,51102,4546,262,65841
LGA12000,32,103,13,0,148,16,70,4,0,87,25,162,13,0,197,63,139,13,0,217,68,159,14,0,245,78,192,16,0,286,89,185,24,0,299,40,105,13,0,157,0,43,11,0,55,418,1160,113,0,1688,31,90,12,0,132,20,63,7,0,86,45,179,16,0,233,67,139,9,0,217,82,177,13,0,272,85,209,22,0,310,82,162,21,0,262,51,103,15,0,172,6,65,9,0,77,473,1178,112,0,1768,66,192,25,0,282,36,126,10,0,176,69,336,25,0,435,127,278,26,0,432,154,334,26,0,514,167,397,37,0,596,171,348,44,0,557,89,211,31,0,332,9,108,18,0,130,890,2341,228,0,3457
LGA12150,10,71,28,0,116,14,64,10,0,89,33,138,41,3,206,39,127,40,0,202,41,148,30,0,224,48,185,32,0,270,42,171,20,0,236,15,82,17,0,121,3,22,0,0,32,254,1011,228,3,1488,20,62,20,0,104,9,76,20,0,108,36,201,37,0,273,46,121,34,0,198,44,156,22,0,220,55,185,29,0,272,44,133,36,0,214,25,71,19,0,109,6,46,3,0,54,277,1054,222,0,1551,33,139,48,0,218,22,143,31,0,196,71,339,75,3,483,79,246,74,0,405,89,304,47,0,442,101,374,65,0,541,81,305,55,0,449,40,156,36,0,234,7,66,8,0,85,530,2065,442,3,3039
LGA12160,46,242,47,0,338,22,214,26,3,263,59,389,47,0,504,90,401,58,3,551,134,444,58,0,644,184,590,74,0,855,185,611,57,0,853,119,345,35,0,501,12,120,19,0,151,857,3359,429,10,4652,44,226,27,0,296,23,197,24,7,249,71,412,45,0,521,150,381,46,0,579,167,467,49,0,685,202,588,52,0,845,232,553,71,0,854,144,358,50,0,556,19,185,23,0,229,1054,3370,378,9,4807,90,470,70,0,630,47,410,45,8,514,132,795,94,3,1025,241,782,107,3,1126,308,915,105,0,1325,381,1179,128,0,1698,414,1161,127,0,1708,270,704,90,0,1059,32,308,39,0,378,1911,6727,808,19,9464
LGA12350,42,279,54,0,376,42,257,50,0,346,71,487,60,5,619,92,459,55,0,603,110,595,79,0,778,145,681,67,0,892,196,658,73,0,927,113,364,56,0,535,28,125,15,0,163,839,3894,510,7,5244,61,247,36,0,339,31,246,29,0,307,83,531,72,0,686,161,407,48,0,613,161,580,56,0,799,179,633,52,3,871,259,639,65,0,964,118,398,47,0,561,21,198,21,0,243,1073,3875,420,7,5379,106,520,90,0,713,74,501,83,0,654,153,1018,126,5,1301,250,862,97,3,1214,274,1172,131,0,1578,327,1312,119,4,1768,452,1298,136,0,1888,228,762,105,0,1099,50,323,34,0,409,1909,7767,932,7,10620
LGA12380,491,5460,541,7,6500,607,8474,1010,26,10114,1283,19520,2440,45,23288,1351,15982,1822,48,19201,980,11063,1161,40,13246,742,9899,838,38,11514,571,6695,545,42,7852,221,3646,367,10,4245,32,1138,222,8,1405,6267,81869,8961,269,97366,580,5074,472,6,6126,894,6845,705,17,8461,1406,17016,1823,48,20283,1453,14017,1386,23,16878,1046,10761,897,42,12748,847,9986,813,58,11709,666,7054,532,63,8309,244,3897,380,22,4542,44,1685,311,5,2047,7178,76325,7320,274,91095,1062,10532,1015,11,12629,1498,15316,1714,39,18573,2689,36530,4260,89,43567,2803,29996,3212,73,36085,2020,21827,2056,82,25989,1591,19885,1654,92,23222,1235,13745,1078,102,16160,466,7541,749,33,8790,78,2829,535,14,3450,13445,158201,16283,539,188462
LGA12390,179,1296,200,0,1679,128,1167,203,0,1502,327,3189,525,15,4057,458,2353,442,12,3258,478,2220,323,0,3026,440,2396,278,3,3110,413,1889,211,0,2524,240,1064,138,0,1437,32,359,62,0,457,2705,15941,2376,32,21053,205,1155,157,0,1520,162,1298,147,3,1606,408,3365,404,11,4188,625,2408,303,3,3338,566,2387,280,0,3238,556,2531,232,3,3320,575,1876,194,3,2653,346,1180,171,0,1705,66,579,91,0,726,3509,16769,1979,31,22287,390,2450,358,0,3202,289,2466,348,5,3111,732,6552,923,29,8241,1085,4758,745,8,6602,1044,4606,608,6,6264,989,4926,506,4,6426,993,3766,413,6,5179,585,2245,305,0,3140,97,936,146,0,1183,6208,32712,4358,63,43340
LGA12700,25,213,34,0,272,17,178,10,0,202,42,352,16,0,412,83,418,28,0,538,116,465,16,0,599,145,587,26,0,767,151,475,28,0,649,65,260,24,0,352,13,55,0,0,68,667,3007,183,0,3857,45,185,27,0,254,25,162,4,0,190,75,346,16,0,437,152,391,37,0,575,147,485,30,0,661,169,577,31,0,777,196,387,27,0,608,75,216,26,0,314,15,89,16,0,118,892,2847,204,0,3941,64,399,60,0,527,40,340,14,0,389,124,695,39,0,852,241,811,61,0,1114,262,951,45,0,1263,318,1167,59,0,1549,353,856,50,0,1257,142,477,47,0,666,22,143,14,0,185,1558,5852,379,0,7798
LGA12730,29,168,33,0,225,25,147,18,0,187,52,309,50,0,413,92,265,45,0,401,107,342,62,0,509,114,442,56,0,606,118,412,45,4,574,65,209,27,0,307,15,76,13,0,109,610,2377,354,4,3335,45,186,23,0,256,26,151,26,0,194,54,334,55,0,448,135,243,49,0,435,146,355,42,0,538,161,437,56,3,660,143,345,24,0,517,85,227,41,0,361,18,140,17,0,172,816,2418,341,6,3579,75,353,59,0,478,45,298,48,0,387,111,642,102,0,864,226,512,98,0,835,252,692,105,0,1050,269,880,114,3,1268,259,757,77,4,1090,153,443,71,0,665,35,217,27,0,287,1429,4788,694,8,6914
LGA12750,108,810,123,0,1040,69,587,85,0,735,148,1332,131,0,1610,241,1382,146,4,1767,338,1792,202,0,2332,571,2489,260,8,3329,832,2797,281,6,3911,364,1429,160,4,1957,49,464,61,0,573,2713,13079,1446,23,17253,100,697,107,0,900,68,539,60,0,659,184,1371,137,4,1693,371,1341,181,0,1899,461,1874,187,0,2522,763,2737,230,5,3729,1009,2642,242,0,3894,418,1435,185,3,2037,57,726,140,0,921,3428,13364,1446,18,18259,213,1509,225,0,1948,133,1127,138,0,1399,326,2704,268,3,3303,613,2720,325,6,3662,798,3662,386,0,4852,1333,5226,484,12,7061,1843,5437,519,5,7805,783,2869,340,4,3994,107,1195,196,0,1492,6144,26442,2892,39,35511
LGA12850,398,6569,514,8,7481,436,6546,477,6,7465,651,11983,957,39,13627,557,10309,897,28,11789,588,11548,864,18,13024,625,12299,829,18,13767,499,8638,601,22,9757,188,4148,400,5,4744,19,1379,332,0,1729,3963,73421,5859,129,83373,522,5965,464,8,6964,691,6083,404,9,7187,726,11587,918,22,13249,801,11447,851,13,13107,840,12488,822,21,14170,825,12503,751,46,14119,586,9337,586,21,10535,209,4505,526,5,5250,27,2023,575,4,2626,5214,75944,5899,154,87210,920,12540,978,12,14442,1128,12627,881,13,14646,1375,23572,1875,54,26878,1356,21753,1742,45,24901,1430,24038,1691,37,27191,1442,24801,1580,57,27885,1081,17979,1187,41,20294,399,8647,926,14,9989,46,3401,910,6,4356,9178,149362,11764,284,170587
LGA12870,59,247,22,0,324,36,212,29,0,275,54,443,56,0,549,115,405,36,0,553,147,539,65,0,754,163,710,71,0,941,204,750,87,0,1039,105,415,58,0,574,14,164,26,0,208,898,3874,445,5,5220,41,245,32,0,317,23,212,21,0,250,79,445,47,10,577,138,425,44,7,609,150,564,39,0,770,164,740,62,0,967,237,696,64,0,1000,147,434,67,0,648,22,206,34,0,262,996,3974,407,16,5393,98,496,51,0,640,53,423,47,0,525,127,885,105,10,1124,252,831,78,7,1164,306,1105,109,4,1521,333,1450,130,0,1907,443,1448,147,0,2036,249,846,127,0,1221,35,367,59,0,464,1894,7844,854,17,10611
LGA12900,51,227,28,0,309,19,208,31,0,257,55,378,38,3,483,102,335,49,0,493,91,388,47,0,527,95,472,49,0,624,122,412,47,0,575,62,262,41,0,368,17,81,11,0,111,620,2769,340,10,3740,39,221,39,0,304,21,181,21,0,226,70,415,53,0,535,130,335,42,0,507,119,409,33,0,558,119,434,47,0,599,158,350,32,0,538,93,242,35,0,369,22,129,13,0,165,762,2722,315,0,3797,92,449,66,0,611,38,388,50,0,478,129,795,87,3,1015,232,677,93,0,1002,209,793,82,0,1088,212,906,99,0,1215,280,759,75,0,1114,156,504,71,0,739,36,210,23,0,272,1381,5489,656,10,7542
LGA12930,483,3495,161,7,4143,491,5239,375,20,6119,802,10544,765,32,12136,857,8687,479,23,10045,1000,7600,385,22,9013,850,7756,379,30,9017,731,5542,315,35,6624,357,3110,290,7,3761,75,1337,228,0,1643,5645,53312,3368,179,62501,555,3149,148,5,3851,706,4453,276,5,5438,903,9905,658,21,11488,1296,8765,525,17,10597,1295,8323,403,26,10051,974,8327,349,44,9693,809,6166,334,37,7352,365,3740,387,18,4509,81,1973,588,3,2644,6991,54789,3665,173,65621,1043,6638,306,10,8002,1191,9690,648,24,11555,1708,20443,1423,56,23622,2155,17450,1003,43,20645,2302,15926,788,44,19057,1824,16084,731,74,18713,1540,11711,650,75,13974,725,6844,676,24,8273,154,3311,815,3,4284,12646,108097,7028,351,128122
LGA12950,8,72,16,0,99,4,66,12,0,85,33,143,32,0,215,47,114,25,0,190,56,183,38,0,276,75,210,37,0,320,69,204,40,5,316,42,107,23,0,174,4,41,8,0,53,345,1147,235,3,1730,26,82,15,0,114,11,57,11,0,78,32,164,28,0,223,64,142,38,0,241,59,176,30,0,270,76,226,32,0,342,84,160,29,0,275,49,104,23,0,183,7,52,11,0,76,409,1166,231,0,1801,32,157,29,0,219,15,125,23,0,161,70,309,61,0,437,115,258,59,0,431,115,359,70,0,547,151,440,75,0,664,155,360,71,5,592,93,219,51,0,357,11,97,26,0,133,755,2313,464,3,3534
LGA13010,26,173,37,0,239,17,148,26,0,198,50,300,91,7,444,78,270,68,7,416,114,328,81,5,526,149,496,78,0,726,139,470,65,0,678,80,282,41,0,407,11,72,24,0,113,664,2542,516,9,3735,31,193,38,0,258,18,135,23,0,182,47,325,48,0,417,115,269,48,0,433,109,394,47,0,553,165,467,64,0,693,186,429,51,0,673,92,277,53,0,419,16,124,44,0,188,784,2611,409,5,3808,60,364,70,0,499,39,280,52,0,369,101,622,135,7,860,189,540,112,8,848,226,722,127,5,1079,316,964,142,0,1418,327,903,118,0,1344,173,560,98,0,830,30,201,65,0,294,1455,5155,928,12,7544
LGA13310,90,784,99,3,974,88,850,109,4,1049,179,1700,310,10,2203,213,1467,232,0,1910,257,1522,227,0,2004,316,1698,168,0,2182,335,1344,115,3,1800,164,750,76,0,984,24,251,37,0,316,1667,10370,1367,21,13428,104,665,69,0,842,86,688,48,0,828,221,1700,144,3,2063,282,1456,143,0,1884,323,1555,110,0,1993,342,1642,115,4,2104,430,1376,120,4,1931,176,847,92,0,1115,28,438,42,0,505,1993,10366,890,15,13269,197,1446,167,4,1819,178,1538,158,3,1880,397,3405,456,9,4269,497,2924,373,3,3792,579,3078,336,7,3996,655,3346,288,4,4288,766,2719,238,6,3735,334,1597,165,0,2103,52,691,85,0,823,3663,20741,2260,35,26693
LGA13340,81,285,38,0,408,27,179,23,0,222,76,351,32,3,457,148,377,51,0,580,191,415,59,0,665,237,514,87,0,837,168,519,58,0,744,74,286,37,0,401,6,74,16,0,94,997,3002,402,4,4407,83,230,54,0,371,31,153,15,0,198,90,360,25,0,478,191,421,60,0,676,187,448,63,0,696,217,521,68,0,806,188,421,56,0,664,80,222,35,0,337,15,111,12,0,140,1096,2892,380,0,4366,166,519,91,0,774,61,323,32,0,420,160,712,58,3,938,336,801,112,0,1251,379,864,123,0,1363,454,1036,156,0,1643,356,942,118,0,1413,155,502,76,0,738,22,185,22,0,232,2092,5891,785,4,8774
LGA13450,101,723,89,0,920,55,688,64,5,816,176,1684,207,38,2102,225,1385,165,33,1801,219,1345,180,10,1751,223,1321,135,0,1678,188,857,105,0,1156,105,484,75,0,664,29,176,58,0,263,1316,8663,1083,93,11146,109,648,59,0,815,66,622,74,5,770,206,1643,160,16,2021,281,1262,115,3,1665,287,1338,140,5,1762,209,1259,122,9,1601,255,834,97,3,1190,156,518,84,0,760,34,304,96,0,424,1601,8433,945,41,11020,211,1376,146,0,1730,120,1309,145,14,1587,386,3328,365,50,4124,504,2649,277,35,3465,505,2686,320,14,3518,427,2585,258,13,3280,447,1691,208,5,2349,259,997,160,0,1420,59,478,154,0,688,2919,17093,2026,130,22167
LGA13550,40,270,37,0,347,22,318,44,0,389,82,687,102,11,876,119,547,79,4,751,115,510,59,3,692,140,623,81,3,850,133,460,72,0,662,90,240,37,0,368,9,101,21,0,129,764,3756,519,25,5066,49,258,35,0,339,38,263,33,4,340,126,691,89,0,899,187,531,65,0,782,156,507,63,0,720,150,571,48,0,773,148,393,43,0,593,105,305,61,0,477,18,154,19,0,198,970,3682,457,5,5116,87,527,71,0,691,58,583,72,9,726,207,1377,188,10,1783,308,1071,144,4,1525,276,1018,118,3,1417,290,1197,129,5,1620,287,857,118,4,1258,197,547,94,4,840,27,255,40,0,322,1738,7441,973,29,10186
LGA13660,22,60,12,0,97,11,81,11,0,102,26,143,20,0,189,70,156,30,0,254,70,196,26,0,295,79,282,48,0,405,98,240,29,0,372,54,159,30,0,238,4,50,9,0,62,434,1369,210,0,2018,28,87,15,0,133,8,61,10,0,78,34,136,20,0,188,77,141,24,0,244,92,202,36,0,330,107,238,26,0,377,100,237,34,0,369,53,166,19,0,241,13,85,7,0,110,513,1364,185,0,2060,50,150,22,0,225,23,141,17,0,179,57,284,38,3,376,143,298,54,0,504,164,400,64,0,628,184,514,72,0,773,199,481,63,0,746,105,323,47,0,479,20,142,15,0,170,950,2735,396,3,4080
LGA13800,230,1925,117,0,2269,190,1888,128,0,2212,344,3805,247,16,4412,451,3209,200,4,3871,549,3654,211,3,4420,564,3530,205,5,4297,485,2456,134,0,3073,238,1336,94,0,1668,28,371,50,0,451,3080,22179,1386,31,26680,267,1747,107,7,2123,259,1667,83,3,2013,455,3727,204,5,4394,646,3180,198,7,4033,708,3885,186,4,4788,689,3459,170,3,4319,595,2529,129,3,3259,288,1466,136,0,1881,51,632,91,0,779,3960,22298,1307,30,27590,490,3669,226,6,4392,448,3557,216,7,4222,807,7536,451,16,8808,1104,6394,398,10,7900,1252,7540,403,14,9211,1253,6988,377,3,8621,1084,4991,265,4,6339,522,2802,228,0,3549,77,1006,145,0,1226,7042,44476,2695,56,54271
LGA13850,9,48,9,0,69,13,66,13,0,96,20,130,26,0,175,20,82,19,0,125,55,97,17,0,169,48,174,31,0,252,35,120,21,0,178,27,69,14,0,104,6,32,7,0,43,233,814,164,0,1206,12,47,20,0,78,11,55,11,0,74,33,95,15,0,144,34,89,21,0,140,55,94,17,0,162,79,154,29,0,259,48,105,20,0,169,37,85,16,0,139,0,35,5,0,42,300,760,138,0,1209,21,93,27,0,142,22,123,23,0,171,53,225,37,0,322,56,168,42,0,266,110,196,33,0,330,126,327,58,0,509,83,224,40,0,345,57,152,33,0,249,8,66,11,0,88,540,1580,305,0,2418
LGA13910,65,438,62,0,560,43,345,33,0,428,113,746,99,5,965,172,684,80,0,942,185,821,109,0,1116,243,994,137,0,1376,243,920,88,0,1251,146,532,62,0,741,14,177,11,0,199,1235,5664,677,4,7579,90,411,46,0,547,53,387,44,0,485,145,802,83,0,1028,220,742,92,0,1049,228,857,85,0,1168,262,1009,114,0,1389,329,849,83,0,1266,140,538,65,0,750,29,260,36,0,326,1492,5859,645,8,8003,158,850,110,0,1111,102,738,70,0,914,255,1552,177,6,1993,390,1423,170,0,1987,417,1679,193,0,2285,504,2006,248,0,2762,570,1773,173,0,2520,288,1070,127,0,1483,46,435,50,0,527,2722,11526,1321,14,15580
LGA14000,849,4061,127,12,5043,645,3574,132,5,4349,762,5999,238,18,7013,1505,8745,319,23,10594,2078,8239,248,13,10575,1600,7183,201,23,9007,1325,5155,177,50,6711,787,3054,245,21,4109,157,1218,234,0,1611,9709,47228,1916,164,59019,1081,3438,88,4,4612,834,2989,103,6,3924,865,6265,275,19,7420,2134,9163,316,21,11622,2521,8524,244,15,11304,1716,7684,183,57,9635,1377,5768,255,77,7475,927,3501,327,25,4779,157,2010,514,3,2684,11601,49332,2296,222,63454,1925,7496,215,12,9655,1476,6565,228,9,8278,1626,12265,511,35,14433,3632,17909,629,41,22214,4602,16760,488,25,21874,3309,14863,386,80,18649,2702,10929,428,128,14183,1721,6558,565,46,8887,312,3225,750,4,4291,21310,96565,4207,385,122470
LGA14100,94,393,11,0,497,68,319,16,0,394,50,415,26,0,492,114,541,27,0,684,212,713,32,3,961,190,596,24,0,812,153,505,26,4,689,101,312,47,0,462,17,152,63,0,226,990,3946,276,10,5222,98,350,4,3,460,57,250,4,0,311,62,409,25,5,494,177,624,35,0,838,294,717,31,5,1037,195,644,30,3,870,190,545,49,5,782,88,376,65,0,527,22,292,172,0,489,1175,4199,415,13,5811,192,743,24,3,961,126,569,16,0,705,109,821,51,4,992,290,1170,62,4,1522,501,1431,71,0,2003,379,1241,53,6,1683,342,1047,75,8,1473,195,685,113,0,987,35,442,234,0,719,2171,8145,691,27,11032
LGA14170,633,3037,129,4,3807,708,4335,312,16,5369,1816,14021,893,41,16772,1750,12471,680,22,14920,1988,10078,559,31,12655,1381,7758,496,18,9658,953,5208,331,26,6521,364,2906,269,3,3545,56,1159,142,0,1365,9649,60974,3815,165,74603,645,2725,152,7,3528,1051,4337,308,12,5707,2481,14489,900,29,17900,2563,12114,584,17,15286,2744,9970,454,25,13196,1726,7862,324,35,9948,1323,5886,295,36,7540,422,3580,268,0,4272,53,1863,255,0,2172,13016,62828,3540,162,79543,1273,5767,282,9,7329,1755,8674,616,31,11076,4303,28504,1791,69,34673,4313,24589,1269,38,30205,4727,20050,1015,53,25847,3105,15619,822,61,19609,2277,11099,627,62,14060,787,6488,533,8,7818,115,3021,397,0,3534,22663,123804,7347,326,154144
LGA14220,59,426,70,0,550,32,403,55,0,492,108,753,113,17,988,124,677,116,8,923,196,734,121,0,1052,198,871,99,0,1169,224,782,100,0,1105,125,473,67,0,663,17,134,23,0,174,1082,5246,765,24,7118,66,438,59,0,565,32,366,31,0,423,138,780,100,4,1020,182,650,97,0,936,230,790,115,0,1133,217,901,90,0,1208,252,729,78,4,1069,131,545,67,0,735,26,232,35,0,299,1275,5435,664,13,7385,124,862,128,0,1114,66,765,85,0,919,239,1532,212,18,2004,308,1328,213,12,1857,422,1530,236,0,2186,413,1772,192,0,2377,485,1511,179,4,2173,254,1017,132,0,1401,44,367,61,0,472,2359,10678,1428,34,14506
