LGA_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
LGA13450,29,16,178,101,48,321,29,196,28,957,65,125,247,155,108,155,55,231,31,1163,326,533,485,286,303,188,189,684,92,3084,429,444,376,254,286,134,189,516,74,2711,525,374,260,230,365,192,200,499,48,2696,488,284,241,184,326,162,217,379,38,2315,205,88,79,45,100,54,78,119,20,787,48,13,4,4,22,4,17,12,18,134,11,0,0,0,0,0,0,0,3,12,2137,1875,1872,1266,1554,1208,971,2632,347,13860
LGA13550,7,4,58,60,14,95,8,96,12,355,22,41,119,65,46,54,90,81,7,522,120,234,242,129,121,89,246,147,21,1348,184,217,171,133,127,74,199,89,20,1208,190,154,113,116,116,64,140,129,17,1039,235,135,104,100,111,53,157,129,15,1049,125,40,24,21,42,17,62,42,9,381,36,0,4,0,5,0,8,3,0,69,8,0,0,0,0,0,0,0,0,10,933,832,831,628,570,444,921,714,111,5988
LGA13660,3,0,13,15,3,27,0,16,0,82,12,7,28,19,6,13,4,26,0,124,40,43,36,30,19,15,19,61,0,266,98,55,29,38,44,18,21,46,8,356,128,61,38,43,53,11,31,41,5,424,159,55,14,33,43,15,44,54,5,434,94,12,13,4,22,5,12,25,5,192,36,3,0,0,0,0,6,9,5,61,6,0,0,0,0,0,0,0,0,11,592,244,175,181,189,108,139,282,38,1948
LGA13800,47,52,568,289,111,555,68,457,25,2172,146,341,870,537,330,348,196,382,56,3209,739,1309,1483,784,845,445,605,548,135,6895,1071,1146,1129,575,985,323,530,442,122,6309,1383,1115,1020,688,1284,424,636,561,119,7235,943,924,808,487,981,350,608,450,97,5650,252,293,193,102,261,92,156,159,42,1554,66,34,9,4,25,14,17,23,10,221,3,0,3,0,0,0,0,0,0,16,4653,5215,6081,3472,4825,2559,2815,3031,607,33262
LGA13850,0,0,7,12,0,13,0,26,4,65,8,9,26,26,8,10,4,23,0,122,38,33,37,27,26,23,14,39,5,236,31,22,33,18,21,10,12,38,0,180,68,29,36,21,18,16,16,30,7,244,73,34,35,26,39,28,26,58,7,325,37,10,6,0,10,14,16,8,0,107,9,3,0,0,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,271,136,186,123,137,108,93,218,24,1296
LGA13910,7,9,110,67,20,155,12,121,13,505,37,57,156,106,67,82,24,110,8,640,168,262,278,182,114,107,75,228,29,1437,294,232,188,161,146,122,107,199,24,1472,334,245,223,191,206,113,96,209,21,1637,405,173,160,186,198,111,139,228,26,1628,240,64,47,30,72,34,45,65,15,621,83,8,4,4,11,4,4,16,12,139,12,0,0,0,0,0,0,0,0,17,1573,1048,1162,933,831,724,500,1169,159,8097
LGA14000,40,283,359,653,229,1027,127,642,38,3391,266,1523,840,1111,804,879,162,432,85,6104,1414,4887,1242,1081,1342,717,257,548,176,11669,3677,8143,1351,1118,2287,785,310,466,313,18452,4149,6554,1384,1256,2664,833,402,599,204,18050,2457,4192,1150,872,2169,639,416,665,155,12704,554,1239,297,235,660,207,133,233,54,3620,90,172,39,28,93,29,12,39,17,519,10,19,0,0,5,0,0,0,6,44,12659,27012,6661,6345,10253,5118,1817,3628,1059,74555
LGA14100,3,23,14,77,31,89,10,41,4,297,42,150,41,101,75,56,12,24,12,511,156,353,68,56,87,53,7,19,12,807,371,496,53,42,160,63,11,13,14,1228,551,582,73,57,211,79,24,20,17,1616,304,428,52,52,155,64,16,19,18,1112,113,217,19,15,63,32,8,9,9,482,31,36,5,4,18,8,0,3,6,112,3,7,0,0,0,0,0,0,0,15,1577,2293,327,402,803,441,91,154,96,6178
LGA14170,37,177,199,465,166,800,49,388,22,2302,428,2032,721,1523,1107,1096,204,519,92,7714,4001,13233,2405,2143,3152,1544,554,945,432,28423,6053,10979,1729,1227,2564,1040,451,665,374,25078,5268,8066,1361,1039,2530,957,445,604,272,20543,2400,4959,1006,735,1757,576,454,633,146,12678,536,1537,270,197,497,166,163,210,60,3641,69,169,22,7,51,25,10,32,13,394,4,7,0,0,0,3,0,3,0,25,18791,41156,7718,7343,11834,6205,2335,4002,1426,100794
LGA14220,8,4,76,85,17,159,11,108,8,487,26,53,128,115,40,72,24,137,13,594,120,216,194,185,128,118,70,236,23,1287,209,205,172,168,123,91,66,226,18,1280,299,259,138,207,169,97,88,195,22,1473,257,166,147,198,145,124,102,201,18,1360,165,66,34,40,36,30,32,56,20,470,65,15,6,5,8,9,10,18,3,128,10,0,0,0,0,0,0,3,4,21,1151,988,897,998,660,692,397,1179,131,7099
LGA14300,4,4,35,33,5,32,5,37,0,153,8,16,45,37,10,21,13,47,0,211,43,61,73,72,43,19,32,129,8,478,87,79,55,65,50,21,44,62,4,465,113,83,41,69,55,26,54,78,7,520,113,61,48,70,53,21,49,54,7,477,73,16,21,12,17,5,20,17,0,179,28,0,0,0,4,0,3,3,0,37,4,0,0,0,0,0,0,0,0,7,466,308,312,352,240,150,230,429,31,2519
LGA14350,11,14,107,102,27,244,22,177,10,710,47,66,161,192,71,103,40,137,11,830,148,309,294,336,171,139,93,257,34,1786,247,381,234,301,217,122,115,227,36,1881,322,376,267,419,248,152,163,302,36,2287,334,413,276,406,317,163,195,334,48,2488,164,128,72,79,85,61,46,76,25,732,65,9,6,3,10,4,5,11,10,128,8,0,0,0,0,0,0,0,0,14,1344,1695,1415,1840,1138,985,690,1520,220,10850
LGA14400,6,23,164,189,21,150,26,134,10,730,36,106,178,195,49,81,26,66,12,746,197,589,323,216,140,65,40,84,24,1677,403,784,295,194,204,83,87,72,28,2140,433,678,267,226,306,113,92,120,44,2271,399,580,254,170,326,110,86,123,22,2074,132,190,49,34,78,46,32,32,13,602,24,28,9,0,7,0,7,8,4,87,0,0,0,0,0,0,0,0,0,10,1629,2974,1532,1222,1130,645,398,644,146,10320
LGA14500,27,288,135,627,202,803,102,421,40,2661,254,1572,386,916,720,787,97,233,66,5034,1132,3796,540,467,921,474,69,167,132,7699,3378,6357,602,448,1460,606,122,161,249,13381,4549,6254,577,595,1809,625,139,213,257,15021,2685,4163,460,460,1383,510,141,225,170,10198,728,1512,168,127,591,192,57,113,66,3556,145,325,19,30,103,44,6,22,22,707,22,19,5,0,10,8,0,0,10,68,12923,24274,2883,3672,7198,4048,743,1557,1008,58314
LGA14550,3,0,42,28,3,61,7,57,5,209,8,7,44,24,13,24,11,51,0,191,42,67,71,61,47,24,30,97,9,448,86,122,89,63,55,34,38,79,11,581,137,132,75,102,89,35,63,113,16,761,198,142,77,130,98,50,76,106,21,906,144,39,23,37,37,9,29,44,10,377,31,0,0,0,0,0,3,8,14,62,9,0,0,0,0,0,0,0,3,13,667,524,429,445,345,233,263,550,105,3549
LGA14600,5,0,21,30,3,13,14,32,0,109,15,14,24,46,15,12,14,24,3,171,78,90,68,69,53,30,57,40,13,491,140,80,59,47,43,22,49,38,8,483,154,62,39,54,54,20,50,44,10,483,155,38,58,43,53,29,50,68,9,499,121,10,18,14,25,8,14,21,7,234,36,5,3,0,7,0,0,4,5,59,11,0,0,0,0,0,0,0,0,12,711,302,289,293,245,131,249,271,47,2547
LGA14650,90,126,1013,1160,236,2159,228,1507,81,6600,353,991,1912,1960,778,1265,392,1001,110,8755,1654,4854,3738,2591,2264,1262,1043,1438,307,19156,2827,5832,3158,2340,2768,1053,1269,1366,301,20918,3062,4707,2852,2484,3325,1272,1563,1626,311,21198,1994,3222,2109,1888,2709,1066,1355,1456,226,16025,442,924,389,348,618,258,306,334,74,3689,75,115,36,19,69,25,38,41,25,437,0,5,0,4,8,4,0,0,7,27,10509,20771,15212,12789,12769,8364,6186,8771,1442,96808
LGA14700,4,60,27,157,78,193,18,87,10,632,86,443,142,253,226,199,29,60,19,1461,891,2699,397,343,574,299,46,122,109,5469,1450,2694,323,234,588,223,60,78,94,5742,1183,1842,192,172,520,196,50,84,51,4291,684,1117,143,129,403,152,37,74,46,2781,205,447,50,40,154,61,18,40,14,1034,38,86,7,5,23,8,4,7,5,179,0,0,0,0,0,3,0,0,5,9,4541,9391,1280,1335,2561,1333,257,547,351,21593
LGA14750,14,0,59,59,17,92,23,109,15,397,22,33,101,77,35,41,29,99,0,444,110,148,165,117,91,47,81,212,21,996,143,147,144,98,99,43,78,165,26,947,185,165,122,108,119,60,94,157,16,1021,188,119,104,79,145,56,98,166,20,965,69,29,17,18,34,16,42,31,11,270,23,9,0,0,7,0,3,0,8,43,4,0,0,0,4,0,0,0,0,3,748,657,721,557,553,356,449,936,107,5084
LGA14850,18,21,168,170,48,485,44,373,14,1347,65,138,275,304,144,244,56,286,24,1531,298,753,548,545,379,284,170,449,50,3476,491,1064,522,505,457,231,187,349,63,3872,616,1037,493,607,609,277,235,440,71,4389,589,849,440,528,577,260,264,472,53,4028,271,277,115,122,170,70,81,141,21,1262,76,31,13,5,18,6,5,14,8,177,20,0,0,0,0,0,0,0,4,25,2424,4172,2573,2791,2400,1855,1039,2537,314,20102
LGA14870,11,3,106,75,33,134,18,111,6,501,23,57,172,142,72,85,54,93,10,719,151,245,312,226,198,107,156,157,22,1574,159,223,246,215,211,91,187,138,40,1513,250,276,271,236,254,95,246,186,31,1841,240,258,227,203,247,90,232,213,31,1746,91,100,45,63,60,21,48,42,9,469,40,11,4,4,7,4,7,11,9,92,4,0,0,0,0,0,0,0,0,5,965,1170,1384,1169,1079,635,937,955,154,8451
LGA14900,94,177,591,622,258,1492,275,879,87,4484,451,1687,1295,1441,1397,1334,922,818,226,9572,2068,5959,2434,2361,3158,1337,1772,1276,527,20886,3096,5233,2368,2011,3522,1243,2034,1340,491,21330,2509,3263,2218,1791,3240,1132,2188,1782,381,18506,1439,1706,1571,1157,2118,698,1883,1629,224,12421,300,426,339,205,423,158,333,359,53,2601,44,34,20,5,38,10,17,32,13,205,4,3,0,0,0,0,0,0,5,21,10002,18499,10838,9595,14146,7395,9432,8125,2005,90030
LGA14920,5,0,27,23,7,43,12,46,7,178,10,24,41,24,18,17,18,32,6,204,77,95,67,49,42,17,53,72,4,479,85,88,68,68,56,30,89,70,11,569,151,79,62,71,69,42,96,80,11,659,157,57,65,64,67,24,90,85,9,613,104,31,20,19,28,9,36,29,5,278,30,0,0,0,11,0,4,5,0,56,0,0,0,0,0,0,0,0,0,0,615,380,345,324,295,192,395,420,61,3031
LGA14950,0,0,22,12,4,17,4,19,0,82,10,5,30,17,0,6,4,17,0,95,31,36,33,21,12,14,19,18,3,185,57,43,37,21,29,10,14,19,4,231,87,34,37,30,20,17,23,36,9,286,100,35,28,41,44,13,44,27,4,335,63,13,7,6,8,3,11,12,5,130,24,3,0,0,3,4,0,3,0,44,9,0,0,0,0,0,0,0,0,6,373,164,194,158,129,87,118,143,32,1393
LGA15050,61,56,418,443,112,996,124,722,35,2982,198,382,904,890,415,573,247,500,62,4174,916,2043,2008,1420,1216,766,821,950,165,10304,1233,1994,1519,1137,1249,578,1001,754,171,9629,1199,1567,1189,1063,1274,524,925,702,119,8574,683,1004,787,688,911,429,727,673,90,6001,174,274,120,124,194,86,167,134,30,1304,31,15,14,11,20,13,12,15,10,136,5,0,0,0,4,0,0,0,6,19,4508,7341,6957,5776,5391,3967,4023,4458,689,43109
LGA15240,40,29,348,374,73,808,55,532,62,2323,102,211,491,526,160,343,108,365,38,2349,473,1122,945,863,438,428,275,650,93,5283,820,1201,883,911,658,465,320,636,125,6018,1071,1309,1039,1187,931,605,504,862,137,7655,1122,1398,938,1078,1054,638,603,961,128,7914,521,521,259,220,309,199,188,249,71,2543,146,69,26,7,38,19,24,36,41,405,22,0,0,0,3,0,0,4,10,44,4315,5864,4938,5172,3663,3508,2081,4297,713,34544
LGA15270,8,4,140,150,18,176,23,179,13,701,39,77,251,124,53,90,77,108,12,828,204,398,530,236,187,157,331,229,40,2308,292,393,400,247,232,150,341,206,36,2295,401,370,372,258,301,162,371,238,45,2516,372,274,285,208,273,113,283,273,28,2102,220,97,80,38,52,45,63,64,16,688,78,12,8,0,7,8,10,17,15,160,15,4,0,0,0,0,0,0,0,25,1627,1637,2063,1269,1125,906,1496,1310,203,11624
LGA15300,10,4,36,37,13,66,16,61,9,253,31,58,77,69,50,34,54,75,5,455,144,234,150,125,110,66,123,147,22,1122,189,180,114,103,98,54,78,92,16,928,261,147,90,112,140,64,121,124,12,1068,211,118,97,92,161,62,127,122,23,1015,122,52,38,23,48,22,48,48,10,407,45,4,3,0,3,0,7,7,11,87,4,0,0,0,0,0,0,0,0,12,1010,800,610,557,623,374,579,675,117,5348
LGA15350,6,44,18,132,39,150,11,48,0,458,45,319,55,201,143,130,20,38,23,966,455,1202,177,152,232,185,21,47,48,2516,880,1274,137,103,278,157,18,45,65,2959,1020,1332,95,117,329,155,22,43,93,3215,713,989,66,89,315,126,31,40,53,2422,219,467,35,35,159,69,16,22,24,1047,67,129,4,0,36,24,4,3,23,288,3,9,0,0,0,0,0,0,5,27,3415,5774,594,825,1529,1003,141,289,322,13888
LGA15520,12,7,63,72,10,94,6,59,15,331,33,34,81,72,27,30,14,42,10,339,140,177,183,98,82,44,50,127,16,923,233,205,147,102,119,54,36,129,16,1034,307,184,130,125,162,78,76,145,16,1222,296,153,110,115,145,73,126,141,28,1192,153,47,38,30,57,29,37,54,17,461,57,3,0,4,6,5,7,14,6,96,4,0,0,0,0,0,0,0,0,11,1230,814,763,607,615,421,353,703,113,5616
LGA15560,5,0,17,15,0,8,8,19,0,70,16,5,30,19,11,4,6,24,3,119,73,48,31,26,30,14,41,48,9,305,85,25,28,26,36,7,29,28,3,264,100,32,27,24,32,14,37,44,5,319,123,36,39,28,47,14,43,50,0,388,54,12,10,0,22,0,9,15,3,121,17,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,3,477,154,185,136,181,65,174,223,33,1629
LGA15650,10,5,92,60,12,150,13,144,11,502,16,43,188,81,46,84,72,100,15,645,113,222,393,165,149,107,286,235,32,1696,150,180,315,137,135,95,360,190,37,1596,167,155,265,165,176,78,337,196,22,1564,147,132,186,116,127,58,265,143,19,1193,65,43,27,31,36,10,42,42,4,303,33,3,6,0,9,5,6,4,7,64,3,0,0,0,0,0,0,3,0,4,701,789,1466,754,691,581,1380,1056,149,7563
LGA15700,10,5,79,79,14,145,12,118,19,473,25,30,82,95,41,58,25,74,9,434,100,198,194,178,104,74,58,148,14,1073,155,250,178,201,122,99,56,154,18,1233,194,327,203,271,188,105,94,149,36,1568,266,267,187,280,214,102,130,214,32,1698,129,92,59,55,51,30,37,61,14,521,56,10,4,0,11,4,6,7,10,101,5,0,0,0,0,0,0,0,0,11,946,1178,984,1164,745,618,416,921,148,7124
LGA15750,10,5,60,53,10,97,14,84,7,344,16,46,110,79,31,48,73,80,6,496,129,271,178,111,100,67,234,134,15,1240,175,161,184,103,135,52,177,119,18,1127,221,170,133,122,131,78,182,122,20,1178,236,142,137,110,133,75,201,134,19,1188,162,43,27,19,55,21,54,34,4,418,44,0,0,0,5,0,12,0,0,65,11,0,0,0,0,0,0,0,0,14,1004,824,846,595,599,447,950,717,99,6075
LGA15800,0,0,25,16,7,29,4,27,0,108,11,12,37,19,5,8,15,28,3,142,46,66,62,52,24,31,13,77,10,385,92,70,61,58,40,19,31,62,14,445,84,70,51,62,55,26,45,72,11,475,141,50,48,56,63,29,57,80,9,526,56,21,14,13,22,8,24,24,5,181,16,0,3,0,9,0,3,3,4,33,3,0,0,0,0,0,0,0,0,13,450,292,307,281,226,147,190,380,52,2311
LGA15850,9,0,28,23,3,23,6,41,0,141,5,19,51,44,8,19,21,29,3,201,65,81,81,77,38,26,55,61,6,493,91,85,57,59,55,37,32,44,10,462,148,74,45,48,59,20,45,56,6,506,128,55,60,62,59,27,76,65,10,532,70,25,15,18,19,14,37,22,11,225,37,0,4,0,3,0,0,5,0,50,4,0,0,0,0,0,0,0,0,4,561,342,332,318,245,163,278,327,56,2616
LGA15900,71,159,514,965,192,1642,184,1160,54,4943,462,1634,1431,2764,1010,1558,383,1039,130,10411,2002,7714,3120,2829,2171,1309,901,1211,307,21568,2703,6445,2080,1633,2067,777,811,902,259,17675,2559,4766,1714,1612,2310,831,909,1082,237,16019,1473,3040,1213,1258,1776,705,843,1030,142,11480,357,863,220,230,398,151,178,251,36,2686,55,94,23,11,42,18,15,39,26,331,3,6,0,0,0,3,0,0,8,25,9689,24708,10322,11302,9973,6988,4227,6715,1198,85131
LGA15950,17,74,31,145,60,177,20,87,8,621,191,950,191,407,389,279,44,98,43,2589,2147,6551,792,660,1265,652,93,198,175,12536,2802,4756,487,380,1103,479,67,134,166,10360,2172,2866,273,306,848,290,64,92,91,7001,1284,2013,192,197,684,264,61,95,76,4858,457,885,58,81,321,131,31,66,35,2061,101,186,12,9,63,32,10,9,17,446,10,12,0,0,0,0,0,0,0,24,9174,18304,2034,2194,4732,2303,377,780,611,40495
LGA15990,116,329,948,1507,350,2091,349,1180,64,6934,619,2073,1879,2182,1106,1603,384,714,138,10693,3833,8632,3522,2268,2224,1665,585,987,400,24113,7926,10501,2886,1778,3142,1609,531,865,466,29709,9082,10557,2793,2154,4404,1872,760,1058,453,33122,5122,6619,1973,1528,3624,1494,862,1075,322,22612,1210,2139,558,444,1227,512,332,403,94,6916,216,337,79,45,203,94,32,47,49,1106,15,22,9,0,7,11,0,5,17,89,28137,41212,14647,11898,16286,10959,3829,6324,2000,135285
LGA16100,4,5,23,15,4,43,13,22,4,128,5,11,50,20,13,11,13,37,3,165,42,68,77,49,28,14,45,53,10,385,68,64,56,41,50,15,73,46,21,428,108,82,71,49,62,24,70,57,15,538,105,78,51,40,64,32,82,66,8,527,91,32,27,17,23,8,35,29,7,273,33,7,0,0,3,0,3,9,5,59,0,0,0,0,0,0,0,0,0,0,454,343,365,238,240,150,331,314,77,2500
LGA16150,20,28,213,257,47,438,46,281,21,1352,84,229,382,384,160,203,115,203,32,1784,424,1323,873,629,482,318,331,358,68,4809,582,1226,607,540,551,247,295,348,69,4467,590,967,500,459,620,219,300,360,68,4074,423,662,379,344,516,178,252,354,50,3154,151,244,77,64,157,68,100,103,13,980,41,24,10,7,20,6,14,13,0,132,3,0,0,0,0,0,0,0,3,11,2316,4698,3035,2691,2556,1675,1445,2020,322,20761
LGA16200,7,7,63,68,19,127,26,92,15,417,19,66,121,70,72,70,53,90,7,570,127,265,227,126,117,74,161,127,26,1253,188,224,152,143,120,72,137,107,19,1170,264,181,171,152,160,65,143,106,19,1255,209,172,132,139,146,58,146,120,9,1135,127,59,32,16,39,26,38,30,7,371,46,0,5,3,8,5,7,0,9,77,10,0,0,0,0,0,0,0,0,14,991,965,910,718,688,501,709,673,106,6264
LGA16260,45,275,284,502,268,1110,136,613,44,3263,531,2509,1127,1559,1445,1600,657,1072,210,10714,3828,15138,3030,2775,4456,2370,1680,1813,837,35926,5913,13633,2797,2068,4616,1607,1190,1195,708,33722,3806,6321,2007,1709,3320,1118,1009,1129,356,20781,2081,3744,1456,1151,2472,800,992,1145,213,14054,493,1111,336,276,700,222,237,295,51,3728,48,130,31,23,85,34,22,21,18,405,6,8,3,0,4,4,0,0,6,31,16762,42866,11065,10061,17360,8856,5917,7289,2453,122626
LGA16350,93,132,1045,727,287,1819,280,1256,109,5747,502,1174,2066,1683,1340,1274,896,1117,202,10251,2416,5286,3798,2742,3608,1608,2433,1835,478,24207,3350,5047,2896,2336,4055,1374,2671,1671,502,23888,2942,3121,2277,1968,3714,1243,2580,1603,394,19837,1784,1955,1646,1463,2872,916,1977,1448,263,14322,392,532,375,277,692,241,480,325,53,3372,52,60,20,19,45,28,28,14,14,290,6,3,0,0,0,0,5,0,5,22,11538,17310,14117,11214,16615,8497,11347,9273,2020,101929
LGA16380,43,30,360,643,84,864,73,577,40,2725,117,276,582,754,271,414,111,292,55,2859,489,1511,1082,920,611,466,225,502,87,5900,931,1866,1041,912,829,434,257,493,113,6893,1205,1877,971,1129,1194,562,424,645,135,8142,938,1375,790,953,1077,565,495,715,89,7008,356,450,184,191,292,151,132,203,31,1981,89,45,14,10,33,22,14,21,32,281,5,5,3,0,0,0,0,5,18,36,4176,7441,5033,5514,4396,3491,1728,3451,604,35831
LGA16400,45,39,325,385,78,692,88,529,47,2218,91,174,634,581,213,375,131,348,44,2598,453,914,1165,754,605,378,350,546,117,5291,840,1171,1051,820,798,356,427,506,122,6089,975,1212,1026,914,1005,458,617,635,140,6996,823,972,843,723,888,447,548,664,83,5986,231,311,174,136,226,96,142,130,34,1484,35,45,15,7,36,14,14,16,21,204,4,0,0,0,0,0,0,0,3,15,3494,4836,5239,4323,3839,2829,2319,3380,609,30877
LGA16490,31,53,300,384,119,582,41,308,32,1847,153,323,645,499,451,323,119,251,56,2826,1006,1977,1258,777,1212,441,371,526,179,7745,1675,2053,936,694,1221,306,290,395,177,7743,1901,1802,775,632,1404,289,340,387,178,7711,1046,1104,582,392,981,263,375,399,113,5254,293,291,124,94,223,74,115,94,36,1348,70,26,11,6,18,8,8,9,10,162,4,3,0,0,0,0,0,0,4,20,6189,7640,4637,3475,5631,2283,1660,2377,779,34663
LGA16550,37,182,233,411,161,641,69,310,26,2066,274,1554,603,1043,781,759,167,368,130,5680,2562,8256,2096,1423,1862,1031,445,884,300,18858,3868,6494,1347,891,1670,780,352,485,266,16159,3275,4884,936,902,1785,719,342,420,221,13493,1635,2902,724,692,1531,507,381,435,131,8940,358,924,221,222,478,158,118,159,60,2693,45,126,28,21,64,26,11,21,18,369,3,9,5,0,0,7,0,3,6,30,12068,25333,6187,5603,8335,4619,1893,3081,1165,68286
LGA16610,4,7,94,90,18,179,27,203,14,640,37,49,155,151,81,93,65,193,6,828,142,208,282,222,165,112,121,324,18,1601,214,268,227,211,193,106,128,260,29,1628,283,260,203,295,229,130,164,332,30,1919,243,213,196,267,211,125,191,341,25,1806,136,75,36,62,68,41,64,80,13,568,50,14,5,0,12,4,4,8,12,120,9,0,0,0,0,3,0,0,3,20,1117,1096,1204,1292,975,792,752,1735,146,9122
LGA16700,28,179,136,315,170,696,56,310,24,1917,286,1424,589,937,814,916,145,390,106,5601,2269,8469,1673,1255,2330,1175,369,607,369,18517,3378,6945,1384,869,2181,873,335,443,307,16709,2524,3974,991,760,1811,570,307,502,168,11594,1450,2432,852,628,1466,510,383,551,120,8401,292,719,195,158,434,142,135,214,40,2334,36,81,18,14,50,19,9,10,11,248,4,7,0,0,0,0,0,4,6,21,10274,24223,5848,4942,9247,4900,1737,3033,1147,65343
LGA16900,36,42,455,327,114,771,97,491,32,2357,145,309,823,679,337,431,194,368,54,3345,643,1666,1440,1074,899,505,561,601,119,7499,914,1498,1121,928,1106,492,630,564,139,7393,943,1172,991,1001,1161,557,710,690,105,7332,563,759,758,727,798,393,624,631,82,5344,119,215,126,122,150,85,113,112,29,1080,18,11,3,3,4,6,4,11,12,76,0,3,0,0,0,0,0,0,0,8,3389,5664,5721,4854,4572,3242,2940,3466,578,34435
LGA16950,67,37,456,474,88,904,65,635,67,2797,157,291,855,748,249,460,125,436,52,3378,769,1710,1772,1265,773,609,339,753,122,8097,1246,1806,1434,1125,885,551,362,760,120,8293,1377,1816,1203,1277,1126,617,502,913,145,8971,1275,1675,1012,1213,1148,647,544,874,126,8511,431,561,254,221,338,189,144,235,44,2423,91,61,15,20,46,18,14,29,28,320,3,0,0,0,5,0,0,0,10,29,5415,7959,6991,6336,4657,4007,2094,4645,710,42822
LGA17000,11,18,146,309,25,276,37,194,21,1049,51,82,248,357,96,125,100,147,20,1235,217,406,583,331,234,154,408,221,34,2577,301,372,455,243,281,125,453,184,45,2458,319,342,441,226,339,145,519,223,61,2616,268,235,286,129,255,113,362,167,33,1842,118,51,48,34,64,22,75,42,10,468,41,10,3,3,6,4,7,3,8,79,5,0,0,0,0,0,0,0,0,5,1333,1515,2210,1631,1306,956,1966,1187,224,12331
LGA17040,13,3,117,220,47,219,80,197,21,908,64,96,188,479,98,153,195,231,23,1532,320,527,500,529,219,202,188,403,65,2955,492,541,376,245,271,128,145,177,46,2417,727,613,352,280,381,164,164,210,50,2937,615,470,247,258,323,149,199,252,41,2561,261,152,64,60,71,70,63,81,13,827,89,13,11,3,17,13,5,19,10,181,12,0,0,0,0,0,3,0,4,21,2598,2426,1852,2071,1429,1095,1035,1574,269,14346
LGA17080,9,3,67,64,11,101,8,117,8,385,26,38,122,82,18,36,44,120,7,496,118,220,205,130,75,57,82,188,19,1102,204,205,168,153,125,81,150,161,23,1273,238,189,179,150,165,68,169,216,35,1411,282,157,161,149,162,71,190,223,20,1426,197,49,43,24,47,10,45,67,16,495,53,5,0,4,5,0,7,14,7,91,14,0,0,0,0,0,0,0,3,16,1130,868,947,752,611,435,701,1106,129,6685
