LGA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
LGA35250,368,400,762,88,72,163,22,39,57,8,7,14,7,6,9,122,126,244,210,239,453,5.6,3.2,4.4,33.8,31.3,32.5,31.9,30.3,31.1,4,12,17,5,0,6,17,23,42,9,14,24,44,20,62,3,3,7,0,4,4,48,28,70,381,400,780,67,76,146,255,277,536,104,115,212
LGA35300,8805,7838,16648,4404,2902,7307,557,1320,1879,411,370,782,245,184,431,5621,4779,10393,1579,2053,3631,4.4,3.9,4.1,63.8,60.9,62.5,61,58.6,59.9,190,223,412,75,175,255,533,1091,1628,376,609,989,2582,1066,3642,92,150,233,73,117,187,2740,1324,4067,7301,6803,14104,1885,1885,3767,4530,4045,8579,3934,4020,7957
LGA35600,1768,1861,3630,734,571,1310,148,325,476,94,108,195,32,29,65,1014,1034,2044,531,611,1145,3.3,2.7,3,57.2,55.4,56.3,55.4,53.9,54.6,21,38,64,12,38,51,82,264,345,100,140,237,389,222,607,18,22,40,19,34,56,428,279,706,1561,1620,3186,256,320,577,1094,1099,2190,652,751,1399
LGA35670,305,305,612,44,36,75,7,25,30,15,6,23,10,10,21,75,72,151,136,141,277,13.5,12.2,12.8,24.3,24.2,24.3,21.1,21.2,21.1,0,4,0,0,3,3,0,3,3,6,6,11,34,32,61,13,6,19,0,6,6,40,39,78,321,329,651,25,26,53,259,275,535,48,35,83
LGA35740,23806,26026,49834,7199,4324,11522,3847,6432,10282,1307,1757,3064,679,514,1201,13036,13025,26066,9320,11429,20747,5.2,4,4.6,54.8,50.1,52.3,51.9,48.1,49.9,1132,1118,2251,426,868,1295,3504,4806,8314,2320,3504,5826,6175,2900,9073,226,364,592,436,697,1133,6837,3957,10792,21873,23342,45220,4465,4914,9379,13799,14622,28423,11521,12581,24103
LGA35760,4469,4331,8803,1699,1046,2745,408,885,1290,176,160,337,136,79,222,2418,2170,4591,1503,1694,3201,5.7,3.8,4.8,54.2,50.2,52.2,51.1,48.2,49.7,43,50,90,25,65,85,205,413,619,202,355,558,961,591,1549,67,100,167,56,78,129,1084,764,1845,3957,3821,7779,670,641,1308,2836,2705,5537,1580,1574,3155
LGA35780,1080,1128,2208,302,280,588,95,136,229,105,96,203,79,59,142,581,575,1155,348,431,779,13.6,10.6,12.1,53.8,50.8,52.3,46.5,45.4,46,15,18,30,13,21,35,38,106,143,40,113,149,299,237,541,59,56,113,20,9,29,374,304,681,1229,1263,2491,148,157,301,827,914,1742,345,314,656
LGA35790,679,754,1435,88,109,196,47,78,127,17,26,40,18,20,36,170,231,402,468,460,928,10.6,8.7,9.5,25,30.5,27.9,22.4,27.8,25.2,6,11,19,0,7,13,11,27,39,11,25,37,76,54,133,9,15,27,4,0,3,87,78,165,873,913,1793,51,69,114,709,746,1456,119,151,265
LGA35800,833,826,1662,277,199,477,60,110,174,45,31,70,34,14,49,409,355,767,357,404,760,8,4.2,6.3,49.3,43,46.2,45.3,41.2,43.3,13,13,31,4,23,23,48,87,137,45,91,134,193,86,280,4,8,19,9,11,20,214,109,320,772,768,1535,160,162,328,570,552,1117,294,315,612
LGA36070,339,260,600,139,54,190,7,25,33,3,3,12,50,61,114,206,142,349,66,65,128,24.9,43.7,32.6,60.3,54.6,57.8,45.3,30.8,39,4,7,12,0,3,3,14,8,23,13,12,22,78,32,108,14,9,28,3,3,8,94,42,142,258,245,506,71,34,106,180,166,346,130,70,206
LGA36150,376,350,728,201,124,318,17,61,73,18,23,39,0,0,7,232,209,442,124,121,238,1.3,1,1.1,61.8,59.5,60.7,61,59,60,5,11,19,4,7,11,21,58,81,31,37,65,107,62,175,3,12,15,5,5,14,122,84,204,372,313,688,47,61,110,270,207,475,137,147,281
LGA36250,61891,67367,129257,27709,17129,44842,7944,16623,24563,2748,4176,6926,1974,1586,3562,40380,39509,79888,19313,25257,44577,4.9,4,4.5,65.2,58.7,61.8,62,56.3,59.1,2086,2351,4436,876,1886,2761,6621,10201,16820,5868,8839,14701,18837,9689,28525,768,1065,1831,1059,1668,2733,20666,12418,33080,62517,65931,128448,10703,11485,22184,39632,41297,80926,29857,32569,62425
LGA36300,383,347,728,183,118,303,18,60,81,15,16,31,0,3,9,221,198,423,73,84,154,1.4,1.5,1.4,58.3,58,58.2,57.5,57.2,57.3,3,3,7,4,11,13,16,41,51,14,34,50,94,37,133,4,6,6,5,9,15,100,51,157,300,299,604,57,53,105,204,181,388,135,143,273
LGA36370,31384,33526,64909,13639,9023,22664,3594,7879,11466,1201,1367,2570,1261,1004,2263,19689,19280,38969,9132,11907,21045,6.4,5.2,5.8,62.7,57.5,60,58.7,54.5,56.5,772,780,1555,322,677,997,2278,4243,6522,1601,2759,4361,8552,5056,13603,510,724,1231,421,547,967,9483,6324,15806,30168,31645,61814,6216,6864,13080,19832,20362,40190,14271,16069,30339
LGA36510,17428,18237,35667,6740,3841,10588,2066,4191,6255,892,1187,2081,456,396,850,10160,9623,19778,6036,7352,13390,4.5,4.1,4.3,58.3,52.7,55.5,55.7,50.6,53.1,464,566,1029,195,410,603,1431,2451,3881,1314,2133,3447,4923,2589,7510,187,302,481,289,408,698,5400,3295,8696,16676,17208,33880,2780,3038,5822,10919,11075,21993,7596,8256,15855
LGA36580,10208,10184,20393,3798,2133,5938,1085,2114,3201,469,587,1056,304,273,582,5658,5113,10773,3804,4409,8207,5.4,5.3,5.4,55.4,50.2,52.8,52.4,47.5,50,117,184,295,70,219,282,545,1010,1558,622,1046,1673,2926,1631,4557,145,217,368,178,253,431,3251,2109,5360,9923,9868,19793,1631,1643,3277,6653,6471,13129,4315,4524,8832
LGA36630,13496,13815,27311,4453,2644,7102,1350,2875,4224,444,435,873,411,319,727,6654,6278,12933,5576,6315,11895,6.1,5.1,5.6,49.3,45.4,47.3,46.3,43.1,44.7,155,218,379,101,202,301,647,1362,2010,701,1247,1947,3479,2062,5532,205,317,521,182,281,469,3866,2660,6526,12336,12315,24655,2337,2495,4836,8366,8220,16586,5586,5933,11519
LGA36660,14561,15379,29942,5321,3056,8379,1833,3738,5568,495,575,1071,400,329,727,8052,7691,15747,5307,6541,11849,5,4.2,4.6,55.3,50,52.6,52.6,47.9,50.2,257,322,582,139,286,428,994,1676,2673,815,1357,2170,3737,2367,6104,210,309,522,192,332,527,4139,3004,7154,13752,14253,28007,2398,2577,4974,9473,9680,19154,5921,6483,12397
LGA36720,133385,150299,283688,51548,31609,83155,20066,39549,59616,6778,10146,16923,3908,3514,7421,82294,84814,167109,43897,57469,101369,4.7,4.1,4.4,61.7,56.4,58.9,58.8,54.1,56.3,5328,6239,11566,2247,4530,6779,16666,26250,42911,12218,18714,30936,37603,20819,58422,1398,2397,3790,2304,3586,5891,41302,26798,68099,125300,136481,261782,28626,32238,60862,72392,78129,150526,73951,83241,157194
LGA36820,11239,11893,23132,3612,2306,5914,1248,2640,3891,568,527,1093,353,240,599,5788,5714,11500,4288,4986,9278,6.2,4.2,5.2,51.5,48.1,49.7,48.3,46,47.1,265,314,577,124,302,427,832,1517,2351,741,1211,1948,3188,1595,4782,130,197,321,163,238,395,3478,2026,5506,10249,10568,20812,1846,2039,3891,6985,7090,14079,4568,4959,9525
LGA36910,65860,72683,138538,29395,18618,48011,8300,18106,26405,2021,2536,4558,2226,1978,4202,41938,41241,83181,20022,27517,47534,5.3,4.8,5.1,63.7,56.7,60,60.3,54,57,2586,2693,5286,942,2018,2967,6779,11402,18184,4787,7249,12031,16864,10781,27645,940,1374,2314,918,1392,2307,18724,13542,32267,63895,68959,132852,13599,14762,28360,39300,42020,81323,33778,37414,71196
LGA36950,1389,1404,2794,569,532,1099,159,220,379,119,123,246,46,28,70,894,898,1792,366,408,777,5,2.8,3.9,64.4,63.8,64.1,61.2,62,61.6,28,44,71,20,54,68,119,195,312,95,145,241,369,191,558,36,54,92,20,19,44,432,266,696,1458,1419,2878,266,283,552,994,964,1960,608,613,1222
LGA36960,1325,1343,2669,334,252,582,137,222,358,49,36,89,76,41,116,600,546,1142,650,729,1378,12.4,7.5,10.1,45.1,40.7,42.9,39.5,37.7,38.6,9,5,13,3,29,29,30,53,85,40,96,138,349,280,633,94,91,187,33,28,65,482,403,881,1691,1665,3355,154,179,329,1268,1239,2506,360,401,760
LGA37010,76627,80359,156988,34444,23934,58378,9124,19846,28974,2786,3380,6162,2865,2297,5160,49219,49461,98679,21365,25632,46994,5.8,4.6,5.2,64.2,61.5,62.9,60.5,58.7,59.6,2511,3063,5577,856,2256,3111,7245,12794,20041,5345,7683,13025,21043,11676,32721,989,1404,2396,1021,1382,2408,23058,14464,37522,70910,73266,144177,15682,17325,33004,44033,45125,89158,37599,40957,78546
LGA37300,1880,1595,3473,1062,661,1720,137,300,436,143,143,288,27,27,51,1367,1124,2494,170,285,449,2,2.4,2.2,72.7,70.7,71.7,71.2,69,70.2,21,49,68,10,46,61,115,243,358,99,164,256,741,281,1023,24,27,51,20,31,50,782,338,1118,1529,1361,2895,470,458,928,783,647,1435,1056,1033,2092
LGA37310,15036,13440,28478,7031,3522,10552,1281,3140,4424,566,481,1052,404,328,733,9293,7472,16763,3519,4666,8191,4.4,4.4,4.4,61.8,55.6,58.9,59.1,53.1,56.3,138,185,321,87,232,319,839,1620,2459,797,1176,1978,3976,2088,6065,209,339,547,195,232,425,4381,2654,7032,13336,12467,25801,2650,2646,5300,8644,7762,16407,6359,6465,12822
LGA37340,18705,17414,36118,7411,4461,11874,1912,3974,5889,863,790,1650,484,384,866,10677,9607,20283,5062,5671,10731,4.5,4,4.3,57.1,55.2,56.2,54.5,53,53.8,312,379,693,139,316,455,1300,2167,3464,1218,1692,2908,5371,2459,7830,238,329,563,259,334,592,5867,3120,8991,14832,13859,28691,3826,4085,7907,9487,8659,18144,8308,8503,16812
LGA37400,768,778,1552,267,209,477,36,94,125,39,51,86,9,7,18,356,352,707,250,271,522,2.8,1.4,2.1,46,45.1,45.5,44.7,44.4,44.6,20,22,44,0,18,21,43,86,128,45,68,114,174,90,268,7,6,15,5,18,26,193,118,310,587,607,1193,88,108,200,438,418,861,224,268,488
LGA37550,281,370,653,57,59,114,29,42,75,6,4,14,22,30,54,113,138,251,148,220,368,20.4,21.4,20.9,40.2,37.5,38.7,32,29.5,30.6,4,0,0,0,3,3,3,22,29,7,15,22,44,46,91,8,9,19,0,0,3,51,56,110,366,423,782,73,84,162,224,266,487,144,190,336
LGA37570,94,112,199,15,10,26,5,16,18,0,4,4,9,5,17,31,27,59,56,73,131,30,21.4,25.9,32.6,25.7,28.9,22.8,20.2,21.4,0,0,0,0,0,0,0,0,4,8,3,8,18,26,48,4,6,8,0,0,4,21,35,60,105,124,225,17,19,32,80,93,178,22,24,46
LGA37600,829,917,1743,106,103,209,63,84,148,16,18,35,123,114,234,306,321,630,497,553,1050,39.3,35.8,37.5,37.1,35.4,36.2,22.5,22.8,22.6,0,0,0,0,10,8,12,26,39,21,48,70,187,152,339,26,46,74,26,25,44,238,216,456,1093,1160,2258,70,63,132,898,974,1876,143,148,296
LGA39799,302,53,358,70,9,77,8,0,10,15,6,18,3,0,0,88,15,103,21,11,26,3.3,7.1,3.8,30.1,26.9,29.7,29.1,25,28.5,0,0,0,0,0,0,7,4,8,3,0,9,34,11,37,10,0,10,4,0,6,50,10,56,89,14,103,25,10,32,47,11,52,63,11,79
LGA40070,13898,13330,27229,4549,3158,7703,2176,2892,5076,365,456,815,743,611,1354,7831,7119,14952,4218,4578,8802,9.5,8.6,9.1,56.3,53.4,54.9,51,48.8,49.9,1778,1774,3552,337,447,788,3376,3490,6871,1041,1035,2076,1194,786,1988,97,98,191,129,175,303,1422,1056,2482,8349,8141,16495,4157,4180,8339,3817,3731,7550,8412,8371,16784
LGA40120,15946,16608,32554,7356,4172,11527,2590,5378,7962,497,641,1138,401,338,740,10831,10532,21364,4509,5515,10020,3.7,3.2,3.5,67.9,63.4,65.6,65.4,61.4,63.4,1237,1320,2552,458,779,1236,2998,4033,7023,1467,1938,3407,3507,1655,5164,142,221,356,245,359,603,3891,2234,6125,16883,17364,34249,1761,1926,3690,12340,12623,24964,5449,5833,11284
LGA40150,3988,3810,7801,1842,1013,2849,500,1061,1557,163,150,313,125,84,212,2632,2299,4928,1088,1289,2377,4.8,3.6,4.2,65.9,60.4,63.2,62.7,58.2,60.5,27,61,93,18,64,79,133,299,436,182,362,538,1182,705,1888,51,82,135,48,74,122,1284,862,2144,4129,3868,8002,465,460,922,2946,2750,5700,1389,1381,2768
LGA40220,11534,12553,24086,3685,2010,5693,1649,3218,4867,322,414,738,304,237,546,5964,5879,11842,5050,6104,11155,5.1,4.1,4.6,51.7,46.9,49.2,49,45,46.9,246,364,608,160,325,483,1023,1625,2648,919,1451,2373,3312,1902,5212,143,227,369,236,360,596,3689,2494,6181,11242,11971,23212,1594,1743,3332,7463,7767,15224,4870,5478,10347
LGA40250,859,1001,1863,166,191,354,55,123,180,28,43,72,135,75,218,384,437,819,415,489,901,35.9,17.5,26.2,44.6,43.4,43.9,28.6,35.8,32.4,12,25,35,5,15,20,43,69,110,17,33,44,49,40,93,19,20,38,19,24,47,94,86,174,880,981,1857,149,204,348,698,765,1461,236,301,543
LGA40310,9876,10457,20327,4566,2458,7018,1303,3009,4313,337,412,751,221,209,431,6431,6086,12516,3081,3993,7076,3.5,3.4,3.4,65.1,58.2,61.6,62.9,56.2,59.4,237,286,522,131,299,429,865,1452,2316,750,1203,1958,2904,1586,4483,147,187,333,197,265,457,3238,2037,5279,10283,10618,20898,1266,1378,2647,7316,7447,14761,3741,4058,7792
LGA40430,1130,1111,2232,342,152,495,87,254,334,34,42,74,34,19,55,497,459,960,544,561,1103,7.4,4.4,5.9,44.4,41.4,42.9,41.1,39.6,40.4,10,20,35,8,18,26,39,111,150,63,97,160,275,138,409,10,21,20,20,18,38,300,172,473,1072,1038,2111,129,138,268,809,763,1573,335,371,708
LGA40520,4414,4464,8876,1731,971,2699,545,1102,1648,137,124,262,162,117,280,2572,2322,4890,1575,1872,3446,6.2,5.2,5.7,58.2,52,55.1,54.6,49.3,51.9,75,78,153,30,58,95,257,448,707,198,375,575,1103,697,1809,67,88,153,65,88,155,1234,884,2118,4268,4303,8571,612,607,1218,3131,3077,6207,1558,1603,3160
LGA40700,17775,20096,37865,7628,4813,12441,3135,5636,8768,388,545,933,518,488,1006,11675,11483,23155,5785,8258,14045,4.5,4.2,4.3,65.7,57.1,61.1,62.8,54.7,58.5,2772,2530,5300,630,1013,1645,5212,5911,11120,1499,1951,3451,1717,1125,2844,87,137,223,221,409,631,2022,1674,3697,18221,20112,38335,2914,3157,6071,12100,13513,25616,8189,8986,17169
LGA40910,21677,23738,45413,9571,5940,15512,3699,6725,10420,506,713,1226,773,678,1450,14554,14058,28609,6536,8989,15517,5.3,4.8,5.1,67.1,59.2,63,63.6,56.4,59.8,1938,2039,3981,460,742,1204,4253,5338,9585,1841,2289,4134,3794,2099,5893,156,203,360,328,421,753,4281,2732,7008,21794,23223,45018,3561,3678,7239,14217,15341,29562,9928,10490,20418
LGA41010,1521,1470,2998,600,398,1000,199,326,528,67,65,131,40,40,76,903,832,1735,495,523,1020,4.3,4.7,4.5,59.3,56.6,58,56.8,54,55.4,24,34,58,9,37,47,83,156,234,67,170,234,357,189,548,17,22,38,26,22,47,399,231,635,1473,1430,2910,231,237,470,1098,1033,2129,502,507,1015
LGA41060,49307,52860,102172,21651,14109,35759,7784,14072,21858,1321,1775,3092,1753,1384,3134,32506,31336,63847,15053,19767,34822,5.4,4.4,4.9,65.9,59.3,62.5,62.4,56.7,59.4,2701,3149,5844,873,1501,2370,8068,10333,18404,4246,5075,9316,10546,5710,16253,496,617,1114,693,1060,1750,11738,7380,19116,48220,50823,99040,7813,8242,16057,31959,33841,65802,21395,22668,44062
LGA41140,3757,3921,7676,1566,831,2398,496,1166,1665,142,150,294,76,62,140,2276,2208,4486,1242,1475,2718,3.3,2.9,3.1,60.6,56.4,58.4,58.6,54.7,56.6,85,129,220,49,104,156,359,564,919,237,414,648,960,568,1528,42,74,116,84,81,159,1081,716,1804,3732,3796,7523,461,554,1017,2667,2643,5313,1330,1512,2843
LGA41190,744,678,1423,353,118,475,76,214,290,22,45,70,8,9,16,465,381,852,208,243,451,1.9,2.3,2.1,62.5,57,59.9,61.3,55.6,58.6,6,4,13,5,22,22,27,89,118,31,73,101,195,96,287,3,14,17,13,13,22,210,120,327,744,682,1424,77,81,163,573,522,1102,203,202,411
LGA41330,1100,807,1902,224,153,379,76,104,177,61,54,117,62,18,79,420,334,753,416,295,712,13.7,5.7,10.2,38.4,41.1,39.5,33.1,38.8,35.5,32,28,60,10,16,31,71,104,176,55,72,126,209,73,284,12,12,26,19,15,34,250,97,344,815,602,1414,131,111,240,577,385,958,321,277,601
LGA41560,6200,6525,12722,1749,988,2740,721,1475,2203,180,215,397,233,178,409,2893,2859,5749,2859,3235,6097,8.2,6.2,7.2,46.6,43.8,45.2,42.8,41.1,42,54,79,134,45,113,158,274,553,830,309,561,871,1619,1010,2626,78,122,197,92,114,210,1794,1244,3032,5767,5983,11742,897,964,1866,3966,4025,7997,2430,2625,5050
LGA41750,502,445,949,180,88,266,52,111,173,25,22,39,16,10,22,274,233,505,180,172,353,5.5,4.3,5,54.2,52.3,53.3,51.2,50,50.6,5,4,7,4,8,9,29,53,83,39,46,86,105,64,168,6,8,15,10,5,15,115,78,198,503,428,937,45,41,92,387,330,718,135,126,257
LGA41830,775,828,1604,259,171,435,91,173,266,32,39,66,18,14,34,398,400,802,305,345,648,4.5,3.8,4.1,51.4,48.3,49.8,49.1,46.5,47.8,9,19,30,10,21,29,48,104,157,40,97,140,217,90,306,10,12,22,16,20,35,241,119,359,732,765,1497,70,80,149,544,567,1108,215,245,460
LGA41960,575,516,1089,246,88,330,54,139,197,26,26,51,16,4,16,335,256,588,189,221,405,3.6,2.3,3,58.2,49.8,54.2,56.1,48.6,52.6,3,9,11,6,10,15,29,49,78,15,54,68,179,81,262,5,3,15,20,9,30,200,99,297,521,473,995,90,79,168,404,364,769,192,160,354
LGA42030,9683,10694,20376,4044,2508,6551,1255,2683,3939,274,386,663,397,296,694,5974,5870,11847,3333,4382,7718,6.7,5,5.9,61.7,54.9,58.1,57.6,52.1,54.7,190,239,428,116,234,349,673,1198,1873,694,1149,1846,2741,1838,4577,138,228,365,154,238,394,3027,2306,5331,9671,10436,20107,1608,1768,3377,6267,6675,12940,4455,4985,9440
LGA42110,1728,1690,3420,656,258,910,184,452,640,58,68,118,52,38,89,952,809,1762,642,746,1392,5.6,4.6,5.1,55,47.9,51.4,51.9,45.7,48.8,20,34,53,10,34,44,67,178,244,84,162,249,427,251,679,26,42,70,42,40,81,498,332,827,1662,1607,3270,193,208,402,1232,1192,2425,533,553,1086
LGA42250,3899,3102,7000,1613,746,2363,406,1017,1422,122,153,273,66,53,119,2212,1970,4178,1436,863,2297,2.9,2.8,2.9,56.7,63.5,59.7,55,61.7,58,36,39,75,30,63,91,201,362,571,167,285,454,987,538,1519,29,73,111,61,64,130,1078,681,1761,3320,3095,6414,318,355,676,2500,2238,4746,996,1038,2031
LGA42600,15097,17052,32147,6294,4193,10489,2398,4619,7018,409,541,950,422,325,746,9522,9678,19203,5116,6878,11993,4.4,3.3,3.9,63.1,56.8,59.7,60.3,54.9,57.4,1179,1268,2446,379,708,1083,3029,3883,6907,1613,1946,3562,2983,1513,4500,138,163,299,260,389,646,3386,2061,5446,14370,15877,30245,2591,2845,5435,9360,10461,19819,6988,7650,14639
LGA42750,2171,2068,4243,784,423,1208,354,645,995,88,99,189,50,35,89,1273,1207,2479,686,678,1369,3.8,3.1,3.4,58.7,58.3,58.5,56.5,56.5,56.5,60,81,143,22,72,89,204,353,559,138,215,352,549,242,786,25,30,59,47,34,82,620,313,929,1974,1859,3838,350,341,694,1396,1304,2697,810,804,1613
LGA43080,429,377,808,190,78,269,33,91,126,12,12,22,12,3,16,246,188,427,154,159,313,5.3,2.7,4.2,57,49.2,53.3,54,47.9,51.1,0,5,4,4,9,15,9,34,43,14,40,47,94,72,168,3,9,11,5,5,7,105,84,188,406,354,761,51,57,106,318,282,607,113,114,228
LGA43220,423,391,815,235,97,329,41,124,162,18,10,33,0,4,5,289,234,527,107,127,232,1,1.3,1.1,69.4,59.7,64.7,68.7,58.9,64,7,8,16,0,3,7,15,56,73,19,36,61,99,45,145,3,15,18,4,3,17,111,67,177,455,413,868,47,49,95,369,334,696,109,104,214
LGA43360,974,952,1930,386,157,539,124,293,420,40,40,84,22,10,26,571,500,1071,334,402,739,3.7,1.8,2.8,58.7,52.3,55.5,56.5,51.4,54,9,16,29,6,28,28,42,92,132,50,84,132,227,124,347,16,24,36,15,21,39,255,167,423,925,881,1805,124,159,284,625,601,1227,372,388,757
LGA43650,6080,6313,12398,2998,1581,4579,852,2080,2935,236,268,506,136,124,258,4229,4055,8287,1614,2018,3631,3.2,3.1,3.2,69.5,64.2,66.8,67.3,62.2,64.7,112,125,232,38,157,192,435,890,1325,406,678,1092,1854,1148,3007,78,133,210,78,120,200,2012,1404,3417,6611,6583,13191,735,811,1545,4799,4661,9465,2180,2406,4587
LGA43710,2468,2225,4690,1020,502,1523,327,672,1000,117,117,238,46,39,78,1509,1327,2840,818,761,1580,3,2.7,2.9,61.3,59.7,60.5,59.4,58.1,58.8,25,46,75,13,63,78,141,303,442,148,228,380,665,345,1013,29,48,73,44,43,88,741,439,1179,2423,2263,4688,292,319,612,1804,1633,3435,770,816,1584
LGA43790,4848,4783,9629,2012,1025,3036,556,1228,1780,163,196,358,105,78,186,2835,2527,5360,1647,1939,3586,3.8,3.1,3.5,58.5,52.8,55.7,56.2,51.2,53.7,41,73,116,31,90,114,242,508,753,264,442,708,1202,746,1951,65,92,151,73,79,154,1344,917,2256,4725,4649,9375,599,627,1232,3421,3349,6765,1637,1703,3342
LGA44000,45,44,85,11,10,18,0,5,6,5,5,11,0,0,0,16,20,36,26,22,45,0,0,0,35.7,47.6,41.7,35.7,47.6,41.7,0,0,9,0,0,0,0,3,6,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,44,48,84,4,4,8,28,26,56,12,17,27
LGA44060,37019,41228,78247,16300,10519,26825,6010,11938,17948,1060,1485,2546,1452,1124,2577,24828,25064,49890,11085,15015,26107,5.9,4.5,5.2,67.1,60.8,63.8,63.1,58.1,60.5,2287,2782,5073,699,1298,2000,6242,8660,14908,3363,4178,7539,8378,4756,13140,375,560,935,572,865,1442,9331,6184,15509,37169,40407,77576,5850,6401,12252,24081,26314,50395,16679,18439,35119
LGA44210,4235,3799,8035,1214,574,1787,444,901,1343,153,132,281,120,109,224,1930,1717,3646,1955,1770,3719,6.2,6.2,6.2,45.6,45.1,45.4,42.8,42.3,42.6,27,48,71,23,58,80,178,293,469,188,326,514,1182,599,1783,57,94,156,61,67,132,1303,763,2068,3731,3494,7226,460,451,912,2740,2492,5232,1315,1304,2617
LGA44340,26600,28960,55562,11712,7033,18753,4516,8905,13422,687,1040,1728,852,650,1496,17773,17630,35403,8182,10614,18797,4.8,3.7,4.2,66.8,60.9,63.7,63.6,58.6,61,2765,2765,5530,869,1485,2350,6320,7892,14209,2483,2952,5435,4367,2252,6621,229,291,523,448,578,1026,5052,3118,8163,27810,29569,57384,3693,3895,7590,19445,20604,40047,10595,11441,22039
LGA44550,14675,16172,30848,7023,4096,11117,2375,5035,7412,526,662,1189,382,360,741,10308,10151,20461,3822,5456,9281,3.7,3.5,3.6,70.2,62.8,66.3,67.6,60.6,63.9,532,710,1249,257,603,861,1839,3015,4854,1378,1917,3297,4008,2464,6480,192,280,471,276,353,632,4478,3096,7575,15096,16094,31188,2513,2762,5275,9574,10054,19620,6998,7827,14826
LGA44620,10398,11386,21778,4620,2556,7175,1325,3194,4515,305,398,697,356,256,614,6601,6398,13002,3209,4389,7594,5.4,4,4.7,63.5,56.2,59.7,60.1,53.9,56.9,164,216,385,111,237,347,639,1234,1877,518,896,1418,2842,1874,4720,139,251,387,132,223,356,3116,2347,5464,10214,10935,21149,1780,1887,3663,6685,7045,13729,4661,5165,9822
LGA44830,1359,1337,2691,491,244,737,135,307,438,56,62,109,35,32,65,714,635,1355,481,536,1019,5,4.6,4.8,52.7,47.5,50.1,50.1,45.3,47.7,20,22,43,13,39,56,79,172,252,68,129,202,357,165,526,11,18,30,18,22,40,392,208,597,1246,1229,2472,118,129,246,998,996,1995,322,320,640
LGA45040,8884,8858,17742,3053,1824,4877,1061,2126,3186,266,285,551,339,264,608,4728,4498,9221,3632,3870,7501,7.2,5.8,6.5,53.2,50.8,52,49.4,47.8,48.6,104,105,206,60,160,219,359,719,1079,405,685,1093,2206,1548,3747,128,206,343,121,171,291,2452,1930,4385,8036,8423,16456,1387,1481,2868,5449,5643,11095,3495,3790,7289
