POA_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
POA2161,6428,23306,542,1161,1210,3807,1750,4966,384,704,1028,2418,858,2004,0,0,137,451,2404,5575,0,0,0,0,0,0,9,46,9,46,50,129,10642,34030,909,..,11545,34030
POA2162,4532,15522,290,695,582,1873,870,2569,421,847,185,453,108,267,0,0,130,402,851,1966,0,0,0,0,0,0,12,23,12,23,24,54,6282,20139,399,..,6679,20139
POA2163,2073,6907,61,138,142,468,201,603,479,1007,555,1002,51,107,0,0,34,114,1123,2228,4,6,0,0,0,0,58,114,61,119,11,21,3470,9882,318,..,3791,9882
POA2164,5465,17787,213,533,491,1614,702,2148,384,687,5,9,0,0,0,0,103,293,489,981,87,102,0,0,0,3,3,5,94,111,23,70,6775,21095,347,..,7121,21095
POA2165,8294,28869,418,1103,1748,6191,2169,7291,983,2011,654,1485,1153,2706,604,1428,189,601,3585,8229,0,5,0,0,0,5,15,21,19,27,74,205,14129,44627,909,..,15043,44627
POA2166,9690,34731,242,563,2714,8420,2956,8987,1008,2536,1920,4510,747,1779,0,0,213,592,3888,9410,0,0,0,0,3,0,34,85,39,89,63,147,16635,53363,1076,..,17708,53363
POA2167,2298,7313,451,1074,515,1393,961,2464,16,43,0,5,27,78,0,0,25,69,74,197,0,0,0,0,0,0,7,15,7,15,5,12,3340,9995,153,..,3491,9995
POA2168,11066,38701,446,1189,878,2551,1323,3739,560,905,479,720,134,303,0,0,176,498,1345,2427,0,0,0,0,0,0,0,8,5,8,22,54,13763,44934,787,..,14549,44934
POA2170,22387,75215,892,1920,4265,11152,5162,13070,1284,2428,3998,8651,1761,4445,3506,7893,276,725,10814,24140,0,0,0,0,8,7,42,87,47,100,102,222,38506,112747,2937,..,41443,112747
POA2171,9921,36581,67,201,571,1819,641,2016,17,35,0,0,0,0,0,0,35,108,59,143,0,0,0,0,0,0,0,3,0,3,15,25,10629,38772,255,..,10884,38772
POA2172,845,2759,6,7,31,84,36,89,0,0,0,0,0,0,0,0,8,8,9,11,0,0,0,0,0,0,0,0,0,0,0,0,888,2866,21,..,908,2866
POA2173,4032,12667,12,38,368,1119,381,1154,4,8,0,0,0,0,0,0,11,34,14,41,0,0,0,0,0,0,0,0,0,0,0,7,4435,13873,136,..,4571,13873
POA2174,2903,10618,69,222,164,444,227,666,11,25,0,0,99,207,238,444,28,81,371,758,0,0,0,0,0,0,0,0,0,0,19,67,3526,12113,268,..,3797,12113
POA2175,533,1766,0,3,0,5,5,9,0,0,0,0,0,0,0,0,7,11,7,11,0,0,0,0,0,0,3,6,3,6,3,3,550,1795,55,..,598,1795
POA2176,13405,45114,408,983,623,1963,1030,2952,49,105,0,0,71,142,0,0,285,837,412,1085,0,3,0,0,0,3,4,18,9,25,23,84,14876,49261,463,..,15338,49261
POA2177,4167,14736,233,606,430,1197,657,1808,10,14,26,44,137,280,0,0,55,133,223,478,0,0,0,0,0,0,7,21,7,21,13,20,5070,17056,212,..,5281,17056
POA2178,1144,3960,26,43,0,0,26,43,0,0,0,0,0,0,0,0,27,70,27,75,0,0,0,0,0,0,0,4,0,3,3,6,1195,4091,55,..,1254,4091
POA2179,4684,15094,22,94,118,368,147,463,7,10,26,38,0,0,0,0,20,64,59,107,0,8,96,126,0,3,0,4,97,144,81,254,5074,16064,315,..,5386,16064
POA2190,5114,18690,484,1265,1813,5761,2292,7026,214,373,189,481,62,146,0,0,102,325,558,1329,0,0,0,0,0,0,25,68,25,68,16,56,8012,27171,546,..,8561,27171
POA2191,1500,4711,277,612,255,729,533,1344,92,144,60,121,58,118,0,0,13,24,220,404,0,0,0,0,0,0,13,24,13,24,8,17,2274,6495,138,..,2409,6495
POA2192,2211,6949,150,376,325,879,476,1256,1568,3330,378,812,447,965,0,0,56,162,2445,5266,0,0,0,0,0,0,15,49,15,49,3,14,5151,13533,460,..,5611,13533
POA2193,3157,9168,280,665,299,812,581,1479,629,1226,634,1235,980,2235,827,1937,28,69,3102,6705,0,0,0,0,0,0,113,228,113,228,16,35,6959,17625,623,..,7578,17625
POA2194,2054,6662,260,723,752,2332,1010,3052,2440,5900,2041,4882,2055,4831,48,108,23,76,6606,15798,0,0,0,0,0,0,14,37,14,37,47,123,9746,25676,915,..,10659,25676
POA2195,2255,8331,96,299,287,968,377,1272,3846,10625,1670,4818,424,1333,0,0,36,116,5979,16895,5,8,0,0,0,0,17,36,18,41,30,63,8664,26600,839,..,9501,26600
POA2196,6156,21659,321,837,1535,4928,1858,5762,994,2130,617,1426,781,1962,0,0,93,264,2489,5775,0,0,0,0,0,0,108,265,108,265,15,55,10616,33520,852,..,11470,33520
POA2197,2115,7370,193,562,414,1435,604,1998,162,271,40,96,0,0,0,7,37,118,239,488,0,0,0,0,0,0,11,19,11,19,5,18,2979,9886,198,..,3175,9886
POA2198,2497,8316,44,130,288,902,330,1036,57,92,20,24,0,0,0,0,13,28,82,144,0,0,0,0,0,0,16,32,16,32,0,10,2927,9538,107,..,3038,9538
POA2199,3940,13717,196,558,704,2318,897,2878,494,879,261,632,372,900,5,0,86,276,1215,2693,0,0,0,0,0,0,17,37,17,37,13,34,6085,19359,379,..,6465,19359
POA2200,5938,21213,417,1266,1927,6406,2340,7672,527,1178,3355,8452,1848,4598,1225,3423,146,409,7104,18054,0,0,0,0,0,0,152,401,152,405,49,124,15586,47469,1399,..,16986,47469
POA2203,1771,5014,479,1210,194,497,669,1705,1070,1814,1114,1900,1166,2306,229,405,33,73,3611,6496,0,0,0,0,0,0,200,370,200,370,10,26,6260,13610,625,..,6886,13610
POA2204,3481,10222,1575,3982,433,1219,2009,5197,1381,2490,2072,3699,1570,2840,163,328,94,177,5278,9536,0,0,0,0,0,0,256,553,255,549,18,31,11043,25540,1048,..,12093,25540
POA2205,2134,6985,356,934,173,546,537,1483,225,458,590,1263,1514,3437,5014,11077,24,69,7368,16305,0,0,0,0,0,0,50,142,52,142,59,139,10144,25051,1115,..,11256,25051
POA2206,5467,16162,116,293,510,1336,626,1630,257,530,174,341,279,558,30,67,28,79,769,1575,0,0,0,0,0,0,5,12,8,13,0,7,6870,19388,438,..,7308,19388
POA2207,5799,18095,1282,3184,857,2460,2138,5644,263,494,839,1830,444,931,0,8,105,241,1647,3501,0,0,0,0,0,0,99,201,99,201,16,37,9698,27481,655,..,10356,27481
POA2208,3621,10869,123,312,232,664,354,975,194,379,41,76,124,281,0,0,41,125,401,859,0,0,0,0,0,0,42,86,42,86,6,11,4424,12795,271,..,4694,12795
POA2209,3435,10599,353,862,621,1627,976,2485,455,855,470,994,250,602,0,0,54,131,1226,2582,0,0,0,0,0,0,46,113,46,113,8,10,5702,15794,364,..,6068,15794
POA2210,6887,21058,542,1017,1336,3657,1882,4668,518,688,1640,3588,628,1328,507,927,61,163,3354,6691,0,0,0,0,0,0,90,209,91,213,16,27,12232,32665,762,..,12992,32665
POA2211,4269,12545,311,665,1162,3236,1470,3904,130,241,268,428,39,73,0,0,49,104,483,843,0,0,0,0,0,0,8,25,8,25,7,20,6241,17336,336,..,6577,17336
POA2212,3697,11168,344,835,1312,4077,1660,4912,188,275,42,72,99,179,0,0,51,115,382,645,0,0,0,0,0,0,31,73,31,73,16,40,5784,16840,328,..,6120,16840
POA2213,5676,16914,524,1238,1396,4162,1917,5403,258,336,16,44,83,128,0,0,45,99,400,597,0,0,0,0,0,0,66,127,66,127,10,36,8071,23079,414,..,8491,23079
POA2214,1277,3777,10,35,60,178,72,215,0,0,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,0,0,0,0,0,0,7,1361,4011,46,..,1402,4011
POA2216,3671,11113,469,1101,266,757,733,1862,531,960,991,2112,3173,6974,1767,4257,46,110,6512,14422,77,95,0,0,0,0,84,206,156,303,28,51,11101,27744,1131,..,12231,27744
POA2217,3789,11314,739,1602,484,1330,1217,2927,383,754,1214,2641,3849,8690,549,1346,42,103,6041,13523,0,0,0,0,0,0,81,174,81,174,27,48,11154,27978,1123,..,12277,27978
POA2218,2221,6923,117,278,210,645,326,919,303,690,1057,2403,2031,4854,0,6,44,106,3439,8062,0,0,0,0,0,0,99,179,99,179,4,8,6090,16095,484,..,6571,16095
POA2219,2526,7516,791,1601,654,1609,1448,3212,123,210,632,1110,865,1537,0,0,9,13,1622,2864,0,0,3,4,0,0,31,60,35,66,10,17,5637,13665,395,..,6035,13665
POA2220,3974,12884,340,808,619,1961,956,2770,330,865,1156,3004,2467,6802,2736,6910,76,187,6767,17766,0,0,0,0,0,0,16,50,16,50,26,69,11744,33535,1097,..,12841,33535
POA2221,4212,13353,274,612,471,1237,739,1848,288,616,146,332,220,449,0,0,24,65,671,1464,0,0,0,0,0,0,7,26,7,26,9,26,5642,16713,369,..,6011,16713
POA2222,1921,5954,288,665,340,899,628,1567,199,422,853,1867,1145,2526,0,0,36,95,2238,4911,0,0,0,0,0,0,5,14,6,18,12,22,4803,12464,303,..,5111,12464
POA2223,4419,13444,426,858,681,1940,1104,2794,234,442,970,2000,1070,2077,0,0,38,88,2316,4612,0,0,0,0,0,0,47,107,47,107,10,14,7892,20970,505,..,8398,20970
POA2224,3445,10430,182,387,1033,2237,1218,2618,27,53,288,566,287,449,0,0,15,41,612,1109,0,0,0,4,0,0,20,54,21,59,0,6,5302,14222,406,..,5711,14222
POA2225,1443,4555,148,466,135,389,283,858,33,46,0,0,0,0,0,0,5,14,37,65,0,0,0,0,0,0,0,0,0,0,3,9,1770,5478,62,..,1832,5478
POA2226,3223,9794,410,1003,396,886,807,1884,286,488,148,251,160,313,0,0,17,37,610,1089,0,0,0,0,0,0,18,41,18,38,7,11,4662,12817,227,..,4883,12817
POA2227,3513,10753,130,281,825,2023,956,2303,181,313,733,1311,171,321,0,0,12,28,1100,1972,0,0,0,0,0,0,25,60,25,60,6,9,5599,15095,266,..,5866,15095
POA2228,3768,11277,343,661,987,2298,1329,2959,398,666,713,1487,1585,3037,374,753,22,58,3086,6000,68,103,0,0,0,0,0,5,72,104,21,53,8283,20397,572,..,8852,20397
POA2229,6277,19518,659,1243,2049,4846,2710,6091,206,357,1369,2438,882,1560,275,496,22,50,2759,4906,0,0,5,5,0,0,0,0,3,10,16,29,11762,30548,752,..,12516,30548
POA2230,5021,14984,124,249,867,1990,988,2237,1726,2859,2827,5162,1419,2650,987,1764,34,88,6994,12524,0,0,0,3,0,0,90,180,87,185,27,42,13109,29967,1443,..,14550,29967
POA2231,770,2398,6,11,32,68,32,79,0,9,0,0,0,0,0,0,6,5,3,15,0,0,0,0,0,0,8,20,8,20,5,6,822,2508,38,..,859,2508
POA2232,7028,20952,432,818,1282,2995,1718,3818,626,1150,2299,4319,1934,3611,210,416,19,51,5090,9547,0,0,0,0,0,0,16,32,18,40,31,54,13890,34414,950,..,14842,34414
POA2233,8316,25516,260,505,511,1228,775,1733,379,650,514,958,155,287,0,0,28,46,1075,1940,10,4,46,70,0,0,17,36,63,104,12,19,10245,29321,359,..,10599,29321
POA2234,8509,26816,66,153,1098,2880,1159,3032,0,6,184,286,41,76,0,0,13,23,233,392,0,0,0,0,0,0,0,0,0,0,0,6,9909,30244,272,..,10185,30244
POA2250,19466,53739,2028,3200,1924,3873,3952,7069,1743,2967,756,1309,1636,2991,474,871,80,162,4684,8296,44,58,22,42,0,0,11,16,79,121,76,147,28258,69369,1925,..,30182,69369
POA2251,10817,29441,991,1478,441,857,1432,2333,555,906,103,176,31,49,0,6,44,106,731,1247,133,184,11,22,0,3,16,24,160,232,9,17,13144,33263,1824,..,14972,33263
POA2256,4979,12059,1244,2151,417,780,1667,2931,311,492,57,72,0,0,0,0,44,88,416,649,0,6,91,143,0,7,18,39,116,184,23,47,7196,15876,1022,..,8211,15876
POA2257,9556,24005,1575,2715,681,1329,2250,4043,766,1184,14,24,70,127,0,6,72,146,923,1484,12,15,265,411,0,0,36,63,315,494,57,80,13100,30115,1907,..,15006,30115
POA2258,1533,4463,181,368,157,318,339,682,0,0,0,3,0,0,0,0,9,24,9,29,3,3,0,0,0,0,0,0,9,5,4,20,1892,5202,95,..,1989,5202
POA2259,22115,60089,1110,2012,573,1215,1679,3228,442,758,53,103,53,92,0,0,59,122,602,1068,36,67,189,275,3,12,14,29,236,386,43,103,24685,64872,1655,..,26339,64872
POA2260,7467,21260,331,596,428,920,761,1515,994,2107,212,419,148,247,0,0,46,96,1395,2868,0,0,0,0,0,0,7,11,7,11,16,51,9644,25700,1310,..,10958,25700
POA2261,16121,43519,1901,3024,1603,3164,3507,6193,1019,1572,416,733,688,1176,154,276,36,79,2316,3830,95,135,70,120,6,7,36,74,201,339,45,77,22186,53954,3187,..,25373,53954
POA2262,7929,20240,162,291,20,40,175,332,151,246,25,31,0,0,0,0,29,56,195,336,72,99,33,57,6,4,22,57,127,216,10,19,8444,21147,649,..,9093,21147
POA2263,8274,20179,814,1338,287,521,1100,1858,1064,1687,7,8,56,73,0,0,37,60,1158,1827,36,54,10,13,0,3,0,3,46,74,17,37,10593,23968,924,..,11521,23968
POA2264,5896,14487,322,487,167,403,490,893,59,109,13,14,23,43,0,0,20,38,109,213,4,4,12,14,0,0,0,0,16,22,13,32,6532,15644,725,..,7258,15644
POA2265,2334,6596,261,378,3,14,268,393,96,149,0,0,0,0,0,0,8,20,101,172,9,6,0,0,0,0,0,0,11,11,5,8,2715,7185,190,..,2901,7185
POA2267,1094,2602,68,84,21,31,85,107,27,39,30,44,0,0,0,0,6,10,58,99,8,19,0,0,0,3,10,11,21,29,0,5,1259,2851,159,..,1420,2851
POA2278,892,2507,4,6,0,0,4,6,0,8,0,0,0,0,0,0,6,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,894,2529,31,..,924,2529
POA2280,8619,23058,863,1384,367,685,1231,2065,507,772,73,116,200,320,23,30,29,55,835,1294,33,58,66,78,0,0,32,81,129,221,23,42,10836,26681,587,..,11422,26681
POA2281,5131,13157,381,654,151,282,527,941,488,690,46,63,62,95,0,0,19,34,609,880,43,79,4,5,3,3,10,20,55,104,11,20,6340,15097,882,..,7221,15097
POA2282,4905,13411,811,1274,240,485,1049,1758,118,186,44,80,181,302,0,0,12,27,361,598,0,0,0,0,0,0,4,14,4,14,6,11,6319,15786,295,..,6612,15786
POA2283,8569,21648,490,779,373,676,860,1454,204,272,39,76,54,102,0,0,23,38,318,483,9,12,32,36,3,5,3,4,47,61,11,21,9805,23671,673,..,10478,23671
POA2284,4244,10967,294,434,214,374,512,809,80,113,15,23,12,28,0,0,17,32,122,198,38,42,38,46,0,0,7,13,77,109,13,28,4973,12109,287,..,5261,12109
POA2285,11274,31031,659,1080,204,355,859,1434,288,387,19,23,115,186,0,0,31,62,457,662,0,0,0,0,0,4,15,41,16,39,8,18,12620,33189,485,..,13104,33189
POA2286,1698,4517,23,60,14,18,37,76,5,10,0,0,0,0,0,0,3,3,10,15,0,0,0,0,0,0,7,12,7,8,0,0,1755,4627,63,..,1817,4627
POA2287,12789,35025,1223,2268,744,1611,1970,3877,288,467,48,86,28,41,0,0,76,173,444,761,0,0,0,0,0,0,24,52,24,52,18,30,15245,39748,713,..,15963,39748
POA2289,6448,17702,297,493,412,817,712,1309,323,528,94,150,24,35,0,0,13,30,458,744,0,0,0,0,0,0,11,29,14,27,0,4,7629,19781,397,..,8025,19781
POA2290,11108,29424,974,1564,898,1782,1871,3349,286,459,64,83,76,116,236,420,18,44,683,1119,0,0,0,0,0,0,6,11,6,11,15,22,13684,33927,688,..,14362,33927
POA2291,3560,10106,285,524,773,1662,1061,2191,470,696,467,754,64,108,0,0,10,23,1007,1581,0,0,0,0,0,0,0,0,0,0,8,20,5638,13897,467,..,6106,13897
POA2292,845,2004,74,125,88,193,167,318,52,65,11,28,36,60,0,0,9,8,110,168,0,0,0,0,0,0,8,22,8,22,0,6,1137,2510,100,..,1234,2510
POA2293,611,1490,49,88,430,903,478,986,58,89,107,175,57,95,222,354,0,0,446,719,0,0,21,30,0,0,5,10,25,36,3,8,1563,3234,192,..,1751,3234
POA2294,557,1271,67,130,203,417,270,539,57,75,23,47,0,0,0,0,3,8,77,124,0,0,0,0,0,0,0,0,0,0,0,7,908,1942,80,..,986,1942
POA2295,3049,7284,70,128,80,149,148,278,177,270,9,15,0,0,0,0,10,14,194,302,23,33,0,0,0,0,0,0,23,37,14,27,3429,7928,230,..,3663,7928
POA2296,516,1190,64,138,216,416,286,559,45,67,13,29,57,89,0,0,0,0,114,184,0,0,0,0,0,0,14,21,14,21,5,0,939,1961,97,..,1035,1961
POA2297,612,1545,18,32,40,73,54,101,47,77,0,0,0,0,0,0,0,0,46,80,0,0,0,0,0,0,0,0,0,0,0,0,714,1725,46,..,756,1725
POA2298,3024,7464,196,317,356,685,545,1002,314,437,114,161,17,25,0,0,66,110,501,735,0,0,0,0,0,4,18,25,19,31,7,13,4105,9246,292,..,4394,9246
POA2299,3341,8661,454,866,344,835,792,1702,369,687,189,364,0,0,0,0,49,116,611,1168,0,0,0,0,0,0,5,12,9,12,9,19,4762,11568,290,..,5057,11568
POA2300,737,1960,253,544,1275,2730,1527,3278,625,1033,911,1501,1211,2019,1004,1661,4,4,3752,6222,0,0,0,0,18,20,27,48,46,69,24,39,6086,11562,1236,..,7320,11562
POA2302,8,8,3,6,10,16,7,23,81,117,13,21,402,736,254,376,0,0,752,1248,0,0,0,0,0,0,10,22,10,22,13,18,792,1317,189,..,980,1317
POA2303,2497,6388,228,441,550,1136,780,1580,341,469,459,672,154,221,0,0,7,9,965,1366,0,0,0,0,0,0,34,58,34,58,9,13,4282,9402,419,..,4702,9402
POA2304,4967,12014,729,1163,464,875,1187,2035,312,457,45,60,23,42,0,0,39,86,422,647,0,0,0,0,0,0,68,126,68,126,23,30,6663,14848,461,..,7127,14848
POA2305,4159,11085,352,534,263,495,617,1023,268,415,62,112,8,12,0,0,23,39,362,576,0,0,0,0,0,0,11,21,11,21,3,11,5151,12721,290,..,5437,12721
POA2306,1101,2734,87,175,163,361,246,535,129,160,0,0,0,0,0,0,3,0,131,162,0,0,0,0,0,0,0,7,0,7,0,0,1486,3438,82,..,1562,3438
POA2307,1341,3303,304,540,259,578,565,1111,20,32,13,11,0,0,0,0,9,22,41,61,0,0,0,0,0,0,0,0,0,0,0,6,1948,4486,115,..,2060,4486
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA2311,354,856,0,6,0,0,0,6,3,9,0,0,0,0,0,0,0,0,3,9,10,15,8,20,0,0,0,0,17,38,6,11,384,912,66,..,443,912
POA2312,564,1473,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,12,0,0,572,1486,63,..,632,1486
POA2315,4111,10177,738,1219,992,2094,1736,3311,199,319,155,225,371,647,0,0,9,28,736,1217,15,22,16,50,0,0,3,12,38,84,23,33,6647,14829,2985,..,9631,14829
POA2316,2358,5678,121,236,176,409,298,648,4,3,0,0,0,0,0,0,7,25,14,23,48,85,0,0,0,5,12,10,63,100,25,39,2750,6492,414,..,3166,6492
POA2317,1756,4229,446,745,366,759,804,1506,95,140,83,156,88,148,0,0,4,7,273,451,0,3,89,140,0,0,3,3,92,150,35,59,2962,6384,674,..,3637,6384
POA2318,4599,12931,152,271,26,57,177,324,3,7,0,0,0,0,0,0,14,23,20,29,3,4,7,12,0,0,0,0,13,12,4,4,4817,13307,292,..,5108,13307
POA2319,2636,6257,152,251,71,151,218,405,12,21,0,3,0,0,0,0,4,11,20,37,7,0,19,38,0,0,12,19,29,62,0,5,2908,6759,298,..,3210,6759
POA2320,12791,35611,924,1669,262,438,1181,2105,193,295,0,0,30,57,0,0,22,42,245,399,52,61,6,18,3,10,47,79,113,163,34,73,14352,38349,973,..,15326,38349
POA2321,6440,18401,534,934,24,43,559,979,14,29,0,0,0,0,0,0,26,55,42,84,118,152,6,11,3,9,3,12,132,179,15,45,7189,19687,412,..,7600,19687
POA2322,8277,22912,394,742,59,107,452,846,31,55,7,13,0,0,0,3,28,78,75,149,91,118,0,0,4,0,4,0,96,118,8,18,8909,24049,417,..,9325,24049
POA2323,8486,22631,1014,1699,364,630,1378,2330,472,631,0,0,0,0,0,0,13,27,489,658,11,16,0,0,0,0,0,0,12,13,19,28,10391,25660,551,..,10945,25660
POA2324,8880,22184,749,1247,373,677,1118,1922,92,157,24,32,13,21,0,0,20,53,149,261,71,98,207,358,16,17,27,45,320,522,38,56,10503,24946,1682,..,12180,24946
POA2325,10117,26754,954,1603,126,201,1076,1801,137,194,0,5,0,0,0,0,25,57,166,251,31,42,0,4,9,14,17,30,64,84,33,72,11451,28964,1213,..,12661,28964
POA2326,2800,7562,88,144,0,0,88,144,10,16,0,0,0,0,0,0,13,25,21,43,0,0,0,0,3,8,7,5,9,17,0,9,2921,7773,134,..,3057,7773
POA2327,2718,6865,238,393,127,202,369,599,111,155,0,0,0,0,0,0,11,20,124,177,0,0,0,0,5,0,0,0,3,3,4,9,3212,7650,179,..,3394,7650
POA2328,898,2281,84,135,0,0,87,134,29,41,0,0,0,0,0,0,0,0,27,35,4,5,3,5,0,0,7,11,11,22,14,15,1036,2490,114,..,1148,2490
POA2329,820,2010,24,48,0,0,24,48,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,3,4,4,6,10,8,22,866,2091,190,..,1058,2091
POA2330,7016,19324,432,800,243,419,677,1214,259,384,0,0,0,0,0,0,4,0,263,385,64,85,50,89,9,7,10,29,136,216,19,30,8112,21170,708,..,8823,21170
POA2331,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,..,7,7
POA2333,4758,12351,433,679,185,268,619,945,22,32,13,27,0,0,0,0,3,3,37,67,35,52,9,4,0,0,0,9,48,66,25,40,5490,13479,689,..,6176,13479
POA2334,1141,3187,44,80,3,3,44,82,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,3,0,0,0,3,9,13,1193,3295,88,..,1281,3295
POA2335,2667,7695,168,314,19,33,185,352,10,20,0,0,0,0,0,0,3,10,15,32,5,10,0,3,0,0,0,7,11,12,5,7,2884,8098,219,..,3100,8098
POA2336,1001,2408,44,76,0,0,44,76,0,14,0,0,0,0,0,0,0,0,0,14,0,0,35,51,0,0,4,4,43,56,0,0,1090,2552,109,..,1202,2552
POA2337,2868,7190,314,545,33,45,346,587,37,49,0,0,0,0,0,0,0,0,37,49,18,22,0,0,3,4,6,11,21,38,6,14,3276,7883,420,..,3697,7883
POA2338,632,1341,9,16,0,0,9,16,0,3,0,0,0,0,0,0,0,0,0,3,0,7,4,6,6,0,0,5,13,17,6,7,656,1382,152,..,811,1382
POA2339,288,702,25,29,0,5,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,318,740,56,..,376,740
POA2340,17776,46427,1943,3048,398,682,2336,3726,370,619,29,46,18,40,0,0,19,39,440,748,72,97,108,160,3,3,8,19,187,277,112,189,20859,51371,1702,..,22557,51371
POA2341,636,1388,3,7,6,16,10,23,12,14,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,4,13,7,18,8,9,666,1448,66,..,732,1448
POA2342,172,454,6,14,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,466,41,..,221,466
POA2343,1926,4590,63,76,0,3,67,79,23,44,0,0,0,0,0,0,0,0,23,44,9,22,0,0,0,0,4,15,18,41,3,13,2041,4766,296,..,2333,4766
POA2344,266,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,671,30,..,297,671
POA2345,276,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,4,0,0,0,10,9,0,3,287,701,28,..,316,701
POA2346,1231,2832,44,50,0,3,41,56,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,4,0,5,24,23,44,5,21,1303,2957,187,..,1495,2957
POA2347,852,1764,10,19,0,0,10,19,9,13,0,0,0,0,0,0,0,0,11,10,3,6,0,5,0,0,0,6,10,12,0,0,884,1808,202,..,1086,1808
POA2350,8692,21510,1008,1696,175,298,1188,1992,457,728,60,107,0,0,0,3,9,16,518,853,10,11,56,68,0,3,15,29,82,107,37,66,10513,24533,1192,..,11707,24533
POA2352,1103,2841,32,60,0,0,32,60,0,5,0,0,0,0,0,0,6,0,9,10,0,0,0,0,0,0,3,6,0,6,0,5,1142,2914,88,..,1227,2914
POA2353,414,1024,0,0,0,0,0,0,28,33,0,0,0,0,0,0,0,0,28,33,18,25,0,0,0,3,6,4,21,31,0,0,464,1087,26,..,484,1087
POA2354,1434,3307,0,3,3,3,3,6,47,55,0,0,0,0,0,0,0,0,47,55,0,3,13,13,0,0,0,0,17,21,11,12,1504,3405,353,..,1861,3405
POA2355,279,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,9,284,632,84,..,368,632
POA2356,58,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,127,11,..,65,127
POA2357,1618,3795,6,8,0,3,9,5,64,86,0,0,0,0,0,0,0,0,68,84,32,46,4,5,5,9,0,6,45,65,20,53,1757,3996,247,..,2001,3996
POA2358,1458,3483,60,82,0,0,60,82,20,22,0,0,0,0,0,0,0,5,19,28,9,12,10,11,3,4,11,29,28,50,4,3,1575,3650,203,..,1773,3650
POA2359,264,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,4,12,0,0,273,695,46,..,321,695
POA2360,5410,13454,442,669,85,131,523,796,54,71,0,0,0,0,0,4,8,13,65,87,39,65,24,40,8,5,15,27,79,138,44,61,6121,14538,573,..,6689,14538
POA2361,398,879,9,12,0,0,9,12,0,9,0,0,0,0,0,0,0,0,5,4,13,18,0,0,4,0,4,8,14,23,3,4,416,924,81,..,498,924
POA2365,1460,3520,25,48,3,5,30,53,24,36,0,0,0,0,0,0,0,0,24,36,9,3,25,27,0,0,4,13,36,46,3,18,1553,3670,275,..,1826,3670
POA2369,345,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,12,8,17,4,3,356,870,28,..,382,870
