POA_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
POA3090,16,62,61,104,188,116,17,0,0,561,27,25,16,15,21,29,14,0,0,136,4,6,0,0,4,3,3,0,0,26,0,0,0,0,0,3,0,0,0,5,51,84,80,114,213,149,27,3,0,731,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,5,3,4,0,0,3,0,0,0,21,52,90,77,114,210,156,27,7,0,746,54,5,6,12,13,18,60,45,29,254,0,0,0,3,4,4,3,6,0,22,114,100,87,122,231,181,88,56,35,1015,3,33,40,46,84,52,7,0,0,270,48,54,20,52,89,70,19,0,0,360,3,9,3,6,8,10,0,0,0,40,0,0,0,0,0,0,0,0,0,3,55,91,73,111,191,128,25,5,0,668,0,0,0,5,5,0,0,0,0,4,0,3,0,0,4,0,0,0,0,8,0,0,0,5,4,3,0,0,0,18
POA3091,5,34,47,47,98,88,15,0,0,335,12,14,11,4,11,32,12,9,0,94,7,3,0,0,0,6,0,0,0,18,0,0,0,0,3,3,0,0,0,9,24,57,63,52,111,127,31,10,0,464,0,3,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,12,7,3,0,0,3,4,0,0,0,22,29,56,66,56,116,126,30,10,0,486,33,13,3,9,9,15,52,42,3,168,0,5,9,4,0,8,3,5,0,34,62,70,73,59,123,146,84,55,9,687,0,21,18,30,57,26,7,0,0,154,30,27,22,29,58,50,10,7,0,230,6,7,0,0,5,4,0,0,0,21,0,0,0,0,0,0,0,0,0,3,33,54,38,59,119,76,16,7,0,406,0,0,0,0,6,0,0,0,0,6,4,4,0,0,0,0,0,0,0,3,4,4,0,0,4,0,0,0,0,8
POA3093,11,39,128,160,205,122,31,4,0,709,35,28,13,21,32,40,40,10,3,223,12,4,12,4,7,8,3,0,0,48,0,0,7,0,0,3,0,0,0,15,54,74,156,192,247,166,81,13,3,986,0,0,4,6,12,7,0,0,0,28,15,0,3,0,0,4,3,0,0,22,15,0,11,6,10,8,3,0,0,49,67,75,161,200,253,180,80,13,3,1035,53,12,40,24,22,42,135,124,32,488,3,0,6,12,8,6,3,3,0,49,127,94,212,229,286,225,220,137,39,1570,4,29,91,96,124,67,18,0,0,424,36,51,44,99,101,94,34,3,0,453,9,12,19,15,7,10,0,0,0,68,0,0,4,5,0,0,0,0,0,11,41,89,150,213,227,168,53,3,0,950,0,0,4,0,8,3,0,0,0,16,8,4,0,0,6,5,0,0,0,18,8,3,4,0,9,4,0,0,0,33
POA3094,32,60,316,492,471,266,71,5,0,1715,61,63,53,76,74,77,59,12,0,477,9,8,5,13,14,11,5,0,0,72,0,0,4,10,3,0,0,0,0,24,103,142,380,586,563,359,133,18,0,2289,3,0,3,12,12,12,0,0,0,46,16,4,8,5,3,3,0,0,0,38,18,8,12,11,21,12,6,0,0,83,116,148,394,600,577,375,136,18,0,2376,123,35,36,29,37,96,322,217,65,950,5,0,9,10,13,10,7,3,5,69,248,179,435,643,631,483,468,236,71,3398,8,48,234,264,277,187,34,0,0,1048,104,114,122,307,256,202,84,11,0,1203,15,17,37,46,16,18,12,0,0,158,3,0,5,4,4,0,0,0,0,19,125,183,404,621,557,406,124,8,0,2427,0,5,7,5,5,6,0,0,0,27,17,3,3,10,7,3,0,0,0,56,17,9,10,17,14,12,0,0,0,83
POA3095,86,308,776,1272,1612,1171,239,19,0,5491,289,291,152,164,214,293,237,36,3,1681,44,52,29,30,44,64,34,4,0,304,4,15,7,14,14,12,8,0,0,75,424,665,963,1478,1887,1541,516,71,3,7550,11,29,30,18,22,51,4,0,0,163,71,25,8,6,3,10,3,0,0,133,78,47,38,30,29,58,17,0,0,294,500,717,1003,1502,1914,1600,530,71,3,7841,519,110,100,100,131,324,949,525,131,2888,20,10,21,46,50,30,27,26,15,255,1034,839,1122,1648,2095,1958,1508,622,153,10982,19,176,530,637,1010,568,102,5,0,3040,370,373,292,743,875,769,268,35,0,3729,58,47,105,101,49,80,23,0,0,468,0,6,9,12,10,8,6,0,0,56,449,601,931,1486,1955,1422,404,42,0,7286,3,17,11,13,18,14,0,0,0,77,84,18,7,20,32,22,3,0,0,194,86,38,22,32,50,37,3,0,0,271
POA3096,0,50,83,72,91,96,16,0,0,414,13,14,15,10,15,22,0,4,0,90,5,0,0,4,6,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,20,67,97,87,112,121,19,4,0,526,0,0,0,0,0,0,0,0,0,9,10,6,0,0,0,0,0,0,0,11,12,5,0,3,0,0,0,0,0,24,32,74,102,88,113,121,19,9,0,550,31,9,6,7,9,24,63,55,14,215,0,0,4,0,4,5,0,0,0,15,61,83,109,91,122,152,82,61,16,779,6,21,43,27,62,38,10,0,0,199,30,30,26,46,53,57,14,3,0,269,4,8,5,0,5,11,0,0,0,39,0,0,0,0,0,0,0,0,0,5,40,56,84,79,121,102,13,3,0,504,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,3,4,0,4,0,0,0,0,13
POA3097,9,23,40,54,86,63,23,0,0,294,21,16,4,3,21,20,8,6,0,108,5,0,9,4,8,7,3,0,0,25,0,5,0,0,0,5,0,0,0,12,33,45,53,63,116,91,33,7,0,425,0,0,4,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,9,8,0,4,0,0,0,0,0,0,13,34,45,54,61,116,91,33,7,0,437,28,5,11,0,7,18,54,29,6,161,5,3,3,4,11,0,0,3,0,31,69,48,65,68,131,114,90,37,6,628,0,12,21,26,36,34,5,0,0,130,22,15,16,32,55,38,18,0,0,197,3,3,4,3,7,3,0,0,0,26,0,0,0,0,4,0,0,0,0,8,27,29,40,67,96,77,23,0,0,361,0,0,0,0,0,0,0,0,0,4,4,4,0,5,0,0,0,0,0,13,4,4,4,4,0,0,0,0,0,10
POA3099,28,74,153,193,238,208,46,6,0,953,39,37,37,34,35,57,44,10,0,299,9,5,3,7,10,12,7,0,0,56,0,4,3,0,6,6,3,0,0,17,71,120,201,240,292,285,105,19,0,1326,6,7,0,0,4,4,0,0,0,24,4,0,0,0,3,3,0,0,0,23,8,11,0,3,8,6,0,0,0,43,80,130,204,241,299,291,105,19,0,1377,78,21,20,19,25,67,173,96,12,518,0,0,5,14,8,14,3,8,0,48,160,151,222,273,331,367,285,127,16,1934,3,29,69,77,171,99,18,0,0,471,53,64,74,139,157,146,51,3,0,703,8,6,24,13,5,17,5,0,0,82,5,0,0,0,4,0,3,0,0,21,73,104,173,234,339,263,72,8,0,1277,0,5,0,5,4,4,0,0,0,14,19,3,0,0,8,6,0,0,0,44,21,6,7,4,6,6,0,0,0,56
POA3101,9,245,992,947,1099,821,249,28,0,4391,193,385,295,178,155,211,213,70,6,1705,43,41,33,39,21,24,14,6,0,219,5,10,16,13,14,14,3,0,0,78,254,677,1341,1171,1288,1071,482,105,8,6387,0,26,40,22,26,31,5,0,0,149,36,33,22,9,8,12,10,0,0,135,36,61,63,35,34,42,14,3,0,284,288,735,1404,1205,1320,1112,492,106,8,6669,543,152,127,95,191,319,610,529,253,2816,16,22,59,48,56,62,29,24,18,340,849,914,1584,1351,1569,1492,1135,652,281,9832,6,166,869,613,774,466,108,4,0,3004,241,390,364,445,520,464,236,38,3,2712,35,47,78,83,39,33,28,4,0,346,4,13,25,11,10,11,0,0,0,82,282,616,1332,1150,1346,972,373,53,6,6135,3,13,20,17,22,13,0,0,0,95,43,20,18,15,20,16,5,0,0,145,50,38,38,36,40,28,3,0,0,236
POA3102,6,57,202,282,325,248,47,5,0,1177,81,98,59,48,48,56,44,17,0,444,15,12,10,7,10,7,3,0,0,72,0,4,4,9,3,5,0,0,0,17,102,174,274,341,381,308,102,22,3,1704,0,7,12,6,15,4,0,0,0,52,10,7,4,0,5,8,0,0,0,39,10,12,17,6,20,13,0,6,0,85,108,185,286,353,403,322,105,20,3,1790,147,41,23,20,28,99,149,135,66,704,5,3,7,13,3,15,4,11,5,60,260,226,318,386,430,432,258,167,73,2558,0,40,180,168,250,169,22,3,0,835,71,112,72,161,171,144,44,9,0,777,11,12,19,26,11,14,6,0,0,96,0,0,0,0,0,0,0,0,0,12,88,167,271,360,428,322,73,13,0,1719,0,0,6,3,10,0,0,0,0,23,19,8,3,4,9,0,0,0,0,36,19,8,11,6,14,5,0,0,0,56
POA3103,9,125,464,594,638,494,122,11,0,2467,122,202,144,109,114,156,113,38,3,1001,17,27,14,17,16,20,6,0,3,128,0,3,11,12,10,12,3,3,0,49,149,358,632,728,779,682,250,55,6,3643,0,14,19,20,10,17,5,0,0,94,39,25,17,9,9,4,0,0,0,108,38,42,32,28,15,25,6,4,0,200,187,397,668,754,799,710,256,54,11,3837,366,113,78,72,136,184,455,378,198,1979,11,11,13,27,29,14,17,15,7,149,573,528,760,850,961,905,729,446,220,5967,0,94,395,398,414,249,52,3,0,1614,142,247,177,306,345,312,127,19,0,1670,10,22,24,30,28,26,17,4,0,160,3,9,5,11,0,3,0,3,0,35,156,372,603,745,787,594,192,25,3,3477,0,9,13,17,13,4,0,0,0,59,42,22,15,19,11,11,3,0,0,119,42,30,25,33,26,14,3,0,0,174
POA3104,15,192,587,674,1104,801,171,23,3,3559,221,305,150,132,188,198,156,43,7,1394,43,30,18,20,28,29,14,6,0,178,7,13,12,14,21,5,0,0,0,74,282,530,766,837,1337,1037,340,71,11,5207,4,22,32,24,32,35,10,0,0,156,59,38,5,7,12,9,7,0,0,143,64,63,41,32,39,42,14,0,0,298,349,597,809,868,1376,1080,351,74,11,5506,649,160,105,77,161,294,527,475,202,2645,19,16,31,27,43,29,14,16,10,199,1019,766,943,966,1580,1400,891,559,218,8353,0,140,430,492,647,449,58,6,0,2217,245,298,214,423,581,427,142,19,0,2351,35,35,43,36,34,33,10,0,0,225,5,7,10,21,9,3,5,3,0,62,290,484,696,971,1268,913,210,28,0,4861,6,11,13,23,26,11,0,0,0,83,56,25,18,28,19,19,4,0,0,166,64,36,23,45,47,27,0,0,0,248
POA3105,7,111,407,457,488,370,69,18,0,1929,72,137,90,90,97,94,56,23,0,662,10,17,12,8,9,21,14,0,0,101,3,5,16,7,9,0,0,0,0,47,98,268,521,565,616,486,144,38,0,2735,3,5,16,14,24,21,6,0,0,100,26,15,6,0,8,8,0,0,0,62,27,21,22,18,32,27,8,0,0,167,127,291,544,587,646,514,156,38,0,2904,194,62,54,45,78,157,311,419,213,1537,9,3,14,14,10,12,17,14,15,108,319,357,613,646,732,686,481,476,226,4541,6,88,298,279,300,169,26,3,0,1175,109,129,143,211,272,225,69,8,0,1167,15,12,40,29,14,20,10,0,0,147,0,0,5,3,3,10,0,3,0,32,125,235,491,523,590,431,110,23,0,2525,0,5,9,5,12,11,0,0,0,46,23,10,9,8,7,14,0,0,0,73,23,17,20,13,18,22,4,0,0,117
POA3106,14,161,480,640,677,615,156,34,0,2778,126,163,129,124,114,178,152,36,6,1033,15,30,16,16,21,27,17,0,0,143,0,7,15,12,5,14,4,0,0,57,158,353,643,796,811,835,325,77,5,4004,4,16,27,29,22,20,3,0,0,126,30,17,5,4,9,11,6,0,0,79,35,32,31,35,31,31,7,0,0,207,196,385,674,827,843,865,330,77,5,4216,309,109,88,82,118,237,588,588,217,2351,19,9,29,35,21,29,21,33,31,228,525,503,798,953,988,1132,948,692,255,6791,7,96,375,385,394,302,74,4,0,1647,167,188,192,342,379,372,158,33,0,1826,28,28,37,37,25,41,15,0,0,213,0,5,5,13,3,11,7,0,0,47,207,316,608,779,802,728,249,36,0,3731,0,4,7,9,8,8,0,0,0,48,37,15,7,25,15,22,3,0,0,127,35,22,24,39,25,33,6,0,0,178
POA3107,23,122,420,610,666,398,82,14,0,2330,102,119,121,96,119,140,87,27,0,811,13,22,17,21,24,25,8,0,0,133,0,0,17,4,14,6,0,0,0,52,137,257,573,734,829,570,185,44,0,3329,0,13,29,18,23,20,0,0,0,109,40,18,6,3,7,11,0,0,0,90,48,37,33,26,27,30,0,0,0,199,182,293,610,757,851,601,184,44,0,3528,262,72,66,71,106,163,379,548,235,1906,10,8,19,15,25,17,11,27,21,152,452,375,696,847,985,781,585,620,253,5591,6,68,309,359,411,206,50,5,0,1399,127,131,144,344,378,278,96,17,0,1516,19,23,34,42,16,30,8,3,0,178,0,4,4,8,10,3,3,0,0,30,155,222,502,751,812,513,157,20,0,3126,0,7,17,4,11,3,0,0,0,51,34,14,19,9,16,9,0,0,0,93,33,28,33,17,30,11,0,0,0,149
POA3108,22,234,1044,1085,807,603,146,12,0,3966,132,264,374,231,199,236,129,47,3,1608,17,33,45,31,29,37,17,5,0,217,0,12,42,26,22,16,5,0,0,130,178,544,1507,1380,1061,888,298,66,8,5920,4,26,69,48,35,26,8,0,0,206,43,42,34,17,3,17,5,5,0,173,51,67,101,60,41,42,12,9,0,380,222,616,1608,1437,1099,936,308,69,8,6305,377,200,215,162,202,364,743,791,407,3462,22,33,79,67,55,43,24,32,19,368,622,847,1902,1672,1351,1339,1078,886,435,10127,11,174,920,638,571,349,37,3,0,2701,156,336,468,506,466,405,153,25,0,2516,32,42,70,77,49,29,22,0,0,317,0,10,17,20,14,9,4,0,0,77,197,561,1477,1236,1099,791,211,33,3,5616,3,15,45,28,31,19,0,0,0,139,58,24,42,45,29,25,7,0,0,238,61,43,85,70,54,42,7,0,0,371
POA3109,29,248,1018,1535,1158,821,204,19,0,5027,205,320,266,263,280,292,173,38,3,1849,24,37,45,44,43,63,18,4,0,286,0,5,31,25,18,11,0,3,0,94,259,603,1361,1870,1492,1193,399,67,3,7257,6,26,56,55,60,32,9,0,0,253,57,50,19,13,23,14,13,0,0,198,63,75,77,70,87,55,19,0,0,442,320,682,1434,1938,1580,1244,422,71,3,7700,513,200,172,149,208,381,946,926,397,3892,24,26,50,56,54,28,28,37,14,323,859,912,1655,2150,1846,1649,1393,1032,413,11921,11,201,746,892,728,469,88,3,0,3135,238,340,449,732,681,620,168,23,0,3255,37,47,71,77,33,49,20,9,0,336,3,11,19,25,16,18,0,0,7,97,289,602,1279,1719,1459,1157,276,34,6,6821,0,18,41,45,37,12,0,0,0,153,56,29,33,59,36,38,6,0,0,258,62,48,69,102,72,54,15,0,0,414
POA3111,19,125,340,487,610,428,115,15,0,2141,116,141,84,97,107,113,80,26,0,771,13,15,5,13,19,22,8,3,0,98,0,0,3,17,4,3,0,0,0,43,147,286,433,618,735,564,212,45,0,3046,5,13,13,22,26,23,0,0,0,100,19,14,10,5,8,15,9,3,0,75,33,24,19,23,29,38,9,3,0,171,175,316,456,641,767,601,217,49,0,3219,224,60,43,47,82,182,370,366,205,1580,5,9,18,21,20,12,13,13,16,136,406,378,516,710,874,792,603,428,227,4939,5,75,245,301,386,216,44,3,0,1281,172,180,132,287,310,261,80,11,0,1436,15,24,27,30,23,18,16,3,0,153,0,0,11,4,6,3,0,0,0,38,190,279,415,630,722,504,142,20,0,2901,3,6,11,11,5,14,0,0,0,43,28,12,3,17,16,14,0,0,0,95,30,16,16,27,24,27,0,0,0,141
POA3113,34,92,170,326,547,373,83,7,0,1632,91,96,47,43,90,105,76,14,0,568,20,7,9,11,15,14,8,0,0,92,0,0,4,0,9,0,0,0,0,14,147,201,232,381,657,499,162,27,0,2314,0,5,5,8,15,3,4,0,0,46,30,8,0,0,0,5,0,0,0,45,32,12,6,4,18,11,4,0,0,91,179,210,238,386,677,511,170,27,0,2404,205,45,31,13,48,94,248,173,42,909,7,9,8,15,21,8,11,5,0,77,392,268,277,419,743,617,430,209,44,3391,8,66,125,144,308,174,24,0,0,858,149,144,76,211,304,225,74,5,4,1188,24,12,25,29,22,19,10,0,0,150,0,3,6,4,4,0,0,0,0,19,183,232,231,393,641,422,112,12,4,2221,0,0,8,7,7,4,0,0,0,26,24,6,4,4,4,3,3,0,0,52,27,8,15,14,15,4,3,0,0,77
POA3114,12,54,65,113,258,188,26,3,0,717,68,56,15,20,34,45,30,8,0,274,15,3,0,3,0,7,0,0,0,36,0,3,3,0,3,0,0,0,0,8,94,116,85,137,297,244,60,11,0,1045,0,6,5,5,9,6,0,0,0,30,16,3,0,0,0,0,3,0,0,31,19,12,8,5,9,7,4,0,0,54,115,125,95,136,306,245,63,11,0,1101,91,19,11,7,14,58,109,88,32,427,0,0,0,4,6,4,0,4,3,26,207,145,105,155,331,303,171,99,35,1551,0,39,54,50,144,57,12,0,0,367,68,67,20,77,154,96,40,0,0,518,18,15,9,8,9,10,0,0,0,68,0,0,0,0,6,0,0,0,0,8,90,121,85,139,304,164,52,0,0,952,0,0,0,3,5,0,0,0,0,14,11,3,0,0,3,3,0,0,0,23,11,3,3,6,8,3,0,0,0,35
POA3115,18,85,106,142,225,204,43,6,0,820,48,47,23,10,25,54,39,16,0,259,9,5,4,3,4,3,4,0,0,32,0,0,6,0,3,0,0,0,0,10,72,133,134,151,263,263,89,22,4,1127,0,6,0,0,4,4,0,0,0,14,9,0,0,0,0,0,4,0,0,17,9,7,6,0,4,4,4,0,0,31,84,135,137,151,269,266,92,22,4,1154,73,18,13,4,15,53,117,67,19,383,0,3,0,0,3,6,3,0,0,24,156,162,155,160,286,325,213,90,22,1565,8,28,50,50,130,73,11,0,0,356,59,63,41,100,121,129,49,8,0,570,8,15,15,11,11,12,5,0,0,70,0,0,3,0,0,0,0,0,0,4,79,109,105,165,263,214,61,8,0,1001,0,0,0,0,5,0,0,0,0,8,15,3,0,0,5,4,0,0,0,23,15,5,4,3,3,5,0,0,0,34
POA3116,62,175,545,607,529,366,94,4,0,2374,116,87,74,80,72,100,60,14,0,602,14,11,18,21,18,16,7,3,0,106,4,0,13,18,8,7,6,0,0,48,190,279,649,719,627,486,167,20,0,3139,4,15,26,5,8,8,0,0,0,63,23,8,4,4,0,3,0,0,0,45,28,21,30,9,8,12,0,0,0,113,213,300,680,727,637,499,170,20,0,3245,161,32,46,45,57,104,318,278,65,1108,7,11,28,26,31,10,9,14,0,134,384,344,753,803,723,613,494,312,67,4491,13,104,287,268,290,202,28,0,0,1198,150,167,246,332,293,229,80,8,0,1504,14,22,81,42,24,32,11,0,0,216,0,4,11,13,13,0,0,0,0,39,182,292,619,650,613,460,122,11,0,2949,0,11,6,6,5,0,0,0,0,32,20,6,8,12,6,10,0,0,0,50,18,11,11,18,8,14,0,0,0,84
POA3121,12,454,3554,1949,1173,662,158,18,0,7973,86,357,572,271,211,233,131,32,0,1893,14,52,97,53,41,27,16,0,0,302,9,12,44,22,13,8,0,3,0,102,120,877,4265,2290,1432,934,295,53,3,10275,0,30,80,46,57,30,8,0,0,254,29,22,27,12,16,18,8,4,0,131,31,51,105,62,69,51,9,4,0,383,147,929,4369,2354,1504,990,309,48,3,10655,216,135,208,186,196,369,524,384,141,2349,23,53,243,148,105,122,67,55,32,851,387,1114,4818,2680,1798,1489,900,486,182,13861,8,481,3319,1366,843,453,86,6,0,6569,188,479,842,520,425,344,135,19,0,2949,16,68,186,135,43,42,25,4,0,517,5,10,43,22,12,0,0,0,0,85,216,1034,4391,2046,1324,842,240,32,0,10123,0,17,49,27,38,21,3,0,0,156,37,25,25,14,30,26,7,0,0,170,34,39,78,47,74,43,13,0,0,325
POA3122,6,246,1504,1053,868,571,164,25,3,4446,158,408,413,166,115,124,152,41,0,1585,40,69,59,37,23,23,12,4,0,253,3,8,36,15,13,9,5,0,0,87,210,739,2019,1270,1015,730,328,67,4,6376,6,21,56,41,28,14,0,0,0,174,44,63,32,14,8,8,4,0,0,172,51,92,81,51,37,23,7,0,0,346,253,830,2099,1319,1053,750,338,70,4,6721,432,193,185,106,117,181,375,359,143,2086,17,36,113,65,46,33,31,28,11,380,713,1056,2396,1492,1218,965,742,458,154,9183,8,253,1467,851,616,374,78,3,0,3644,191,464,549,390,386,308,156,32,6,2475,42,80,101,75,39,29,18,3,0,389,0,10,21,12,11,4,0,0,0,64,241,812,2139,1328,1052,715,253,37,8,6581,0,16,36,29,19,11,0,0,0,113,42,43,29,9,19,17,6,0,0,171,41,62,72,40,37,25,6,0,0,284
POA3123,8,180,930,758,633,370,115,13,0,3014,89,202,240,106,87,105,88,27,0,941,15,19,30,27,10,12,14,5,0,130,0,4,13,8,3,3,0,0,0,39,112,405,1214,896,733,492,219,51,0,4120,0,10,29,21,25,14,3,0,0,103,15,26,13,0,0,3,4,0,0,62,16,33,43,24,25,24,6,0,0,166,130,436,1257,921,760,507,225,51,0,4290,241,88,87,61,70,160,272,243,99,1332,13,13,43,31,35,21,8,15,3,181,382,539,1392,1015,858,685,504,315,105,5795,5,180,898,533,476,215,59,0,0,2370,124,277,310,284,276,239,91,14,3,1620,23,34,66,50,18,23,8,0,0,209,0,3,8,5,3,0,0,0,0,27,147,487,1281,879,772,480,161,20,3,4226,0,8,22,20,18,8,3,0,0,82,33,18,16,9,10,11,3,0,0,101,28,26,39,31,31,21,5,0,0,182
