POA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
POA2035,142,735,38,0,914,123,814,43,4,983,200,2179,134,12,2526,248,2140,116,5,2517,333,1772,115,4,2227,244,1544,81,10,1880,148,1104,64,12,1329,83,785,57,3,933,8,329,50,0,384,1531,11403,709,49,13695,166,660,31,0,861,170,778,45,0,989,266,2183,135,7,2596,376,2121,132,7,2637,424,1878,99,4,2408,268,1676,74,9,2026,188,1417,84,11,1697,78,1045,88,3,1217,22,484,108,0,612,1959,12241,801,45,15046,306,1391,74,0,1776,287,1592,85,4,1972,469,4362,273,21,5117,627,4266,246,15,5153,759,3653,213,7,4635,516,3219,157,18,3907,332,2524,153,20,3028,161,1834,150,7,2151,29,813,156,0,997,3491,23647,1515,89,28738
POA2036,122,759,53,0,934,109,896,116,3,1124,164,1964,384,0,2517,222,1885,374,6,2486,257,1735,307,4,2303,204,1578,249,0,2025,156,1195,158,6,1516,74,682,119,0,876,13,211,49,0,274,1321,10899,1812,18,14054,104,647,34,5,792,138,793,71,4,1001,176,2023,160,3,2362,285,2002,151,0,2441,335,1830,117,3,2285,215,1604,83,10,1909,164,1301,73,11,1553,80,808,81,7,973,11,326,99,0,438,1504,11336,868,39,13756,226,1411,88,5,1729,249,1687,184,8,2133,339,3989,542,4,4878,507,3881,525,9,4926,595,3562,421,8,4590,411,3177,336,12,3934,319,2495,236,14,3067,153,1488,200,3,1846,24,538,148,0,706,2830,22240,2683,64,27811
POA2037,44,192,21,0,261,120,541,54,0,716,209,1498,112,13,1830,165,1120,80,5,1368,163,721,70,6,956,150,670,66,5,885,128,489,47,3,671,58,240,19,0,311,5,52,4,0,64,1038,5511,470,35,7052,50,206,15,3,279,169,620,52,6,846,286,1510,117,16,1924,212,1022,83,3,1320,203,751,54,4,1012,178,709,52,4,941,189,548,49,4,787,63,257,22,4,347,10,78,14,0,107,1359,5703,464,42,7560,96,398,41,10,536,287,1156,108,6,1554,493,3010,233,23,3751,382,2143,157,3,2690,361,1470,127,14,1965,327,1376,122,5,1829,314,1041,90,11,1452,125,497,38,4,659,19,132,20,0,168,2398,11212,929,75,14614
POA2038,44,143,7,0,195,50,176,12,0,237,92,624,49,8,770,94,610,44,0,748,138,523,32,0,693,82,344,42,0,473,59,292,33,0,382,19,132,10,0,162,9,46,4,0,58,586,2892,235,3,3719,49,136,21,0,201,53,218,19,4,290,116,681,49,3,842,164,602,38,0,805,176,520,35,0,731,133,407,22,0,563,100,300,19,0,413,24,149,6,0,181,4,64,3,0,70,810,3075,200,9,4096,86,285,24,0,393,100,390,31,4,530,206,1306,98,9,1611,254,1216,80,0,1557,313,1045,67,0,1424,221,755,68,0,1042,158,584,52,0,799,45,282,12,0,343,11,107,8,0,128,1394,5965,439,15,7816
POA2039,26,130,5,0,158,21,129,6,0,155,65,524,13,5,600,81,650,32,0,760,96,524,34,0,652,61,365,10,0,434,64,274,10,0,348,25,116,7,0,143,3,20,5,0,19,446,2717,110,9,3274,30,128,5,0,168,29,147,5,0,176,80,570,22,0,674,135,667,23,0,827,140,514,16,0,671,84,397,10,3,498,83,342,13,0,439,27,153,5,0,183,0,35,0,0,37,621,2944,107,3,3674,56,255,7,0,324,47,274,11,0,335,145,1091,36,7,1276,215,1313,49,0,1584,239,1037,45,0,1321,148,757,21,6,936,147,617,22,0,789,55,269,7,0,333,4,49,4,0,57,1060,5664,214,12,6949
POA2040,93,445,14,0,552,65,389,20,0,478,150,1268,68,0,1490,236,1653,73,0,1962,279,1375,63,0,1720,182,895,44,0,1129,106,579,26,4,720,26,290,41,0,360,6,127,28,0,160,1143,7018,388,16,8566,102,365,17,0,483,114,457,34,0,615,231,1439,83,0,1756,374,1612,74,0,2054,393,1402,61,0,1853,221,982,31,3,1242,160,750,45,3,959,39,407,38,0,489,4,195,63,0,265,1646,7601,444,13,9705,192,802,28,0,1033,183,845,60,5,1093,381,2703,155,6,3245,606,3261,147,6,4018,668,2777,127,0,3569,401,1880,76,3,2367,265,1331,73,11,1675,68,696,83,3,848,14,328,88,0,424,2784,14621,833,26,18273
POA2041,90,265,12,0,367,40,211,14,0,263,103,681,37,3,826,163,914,51,0,1132,256,894,47,4,1205,187,776,44,5,1006,198,528,26,5,759,76,287,25,4,392,12,66,20,0,90,1126,4628,280,16,6051,83,224,11,0,314,52,231,10,3,298,120,777,39,0,940,257,996,47,5,1297,361,915,43,6,1320,236,773,36,5,1046,241,621,31,5,891,106,309,24,0,442,11,100,29,0,138,1453,4936,273,23,6694,174,486,29,0,685,94,434,26,6,566,224,1459,78,4,1768,419,1908,98,6,2434,619,1806,87,12,2525,422,1547,79,3,2056,435,1154,65,10,1654,178,600,49,4,830,17,166,48,0,233,2583,9568,558,33,12746
POA2042,35,212,9,0,260,141,563,46,0,754,339,2102,125,6,2578,202,1441,97,3,1747,200,1047,74,3,1323,149,772,71,4,999,75,403,33,3,513,20,145,11,0,180,0,49,8,0,59,1173,6731,483,24,8414,53,221,19,3,300,212,676,45,10,939,482,1959,117,15,2574,264,1141,56,3,1459,251,858,49,0,1158,154,600,29,3,785,104,371,20,3,504,20,177,15,0,216,3,68,9,0,80,1541,6065,365,30,8000,89,433,36,3,555,348,1242,93,10,1698,822,4060,247,22,5146,470,2580,154,7,3211,452,1905,123,7,2482,308,1374,98,9,1785,173,770,54,9,1010,43,319,24,0,388,3,114,18,0,137,2713,12794,843,61,16419
POA2043,14,73,4,0,97,28,179,7,0,216,175,1252,68,5,1502,137,1005,42,4,1179,112,541,23,0,672,63,327,9,0,409,29,132,9,0,170,9,46,3,0,56,0,9,0,0,11,572,3562,171,15,4314,23,88,0,0,111,53,195,6,0,252,222,1266,54,5,1544,154,836,24,0,1015,103,413,17,0,538,62,292,17,3,378,38,125,7,4,177,8,64,3,4,83,0,22,0,0,22,669,3304,137,15,4120,39,159,10,0,204,83,372,11,3,466,397,2518,123,14,3049,288,1844,63,3,2195,214,954,40,3,1213,130,625,24,5,781,71,252,22,0,349,16,114,11,4,137,0,32,0,0,35,1239,6863,306,30,8441
POA2044,17,127,7,0,148,29,200,8,0,233,85,784,57,4,928,92,714,32,0,835,65,474,19,0,557,44,324,15,0,385,29,236,13,0,270,9,105,3,0,120,0,38,4,0,39,373,3003,148,13,3534,14,113,4,0,132,31,160,7,0,204,113,746,38,0,895,117,658,26,0,806,96,404,12,3,519,53,296,11,0,358,33,247,4,0,294,12,119,4,0,136,0,58,6,0,57,479,2808,118,4,3406,32,240,9,0,283,63,358,16,0,442,199,1534,89,4,1827,207,1374,56,0,1646,162,882,31,3,1082,100,623,24,0,747,62,483,18,5,566,15,224,17,0,255,0,95,5,0,103,847,5816,266,20,6940
POA2045,43,195,9,0,242,31,172,0,0,205,31,233,8,0,273,46,274,10,0,336,91,379,12,3,483,61,364,9,0,430,53,287,3,3,349,17,175,6,0,198,4,105,4,0,115,383,2179,64,5,2627,54,172,4,0,232,42,120,0,0,160,31,195,9,0,243,63,241,9,0,313,120,421,13,0,560,80,409,0,0,495,54,289,11,0,357,16,210,13,0,239,5,155,5,0,161,466,2218,62,5,2755,97,365,14,0,472,69,290,0,0,363,68,424,15,3,513,112,521,12,0,654,209,798,24,4,1038,145,769,11,0,926,109,575,18,3,700,35,382,18,0,438,4,263,12,0,278,850,4399,129,8,5383
POA2046,108,548,17,0,673,66,486,24,0,575,129,1325,63,3,1516,226,1642,90,3,1963,253,1587,44,3,1892,207,1312,48,6,1572,169,1005,55,0,1228,77,594,40,0,710,12,266,39,0,320,1241,8761,422,14,10443,105,545,10,3,669,71,444,29,0,544,195,1338,87,4,1622,317,1762,83,4,2166,382,1745,42,5,2169,262,1502,47,3,1818,216,1208,63,3,1494,90,797,72,0,966,16,407,122,0,543,1654,9757,559,26,12001,216,1091,28,4,1344,145,927,47,0,1121,319,2669,151,4,3142,539,3410,168,5,4125,634,3330,92,7,4063,463,2812,100,11,3387,388,2212,117,3,2725,164,1395,117,3,1677,32,670,159,0,864,2901,18519,983,41,22436
POA2047,42,222,7,0,271,25,235,16,0,283,89,672,36,0,799,106,709,35,0,854,123,605,24,0,753,119,545,17,0,681,98,398,22,0,516,50,266,19,0,335,9,99,14,0,128,660,3753,193,0,4609,43,205,7,0,249,39,212,7,0,266,91,751,39,4,889,139,729,42,0,906,189,716,34,0,945,136,645,22,0,796,136,488,17,0,644,57,307,46,0,411,7,179,84,0,267,837,4239,295,3,5378,80,425,16,0,519,66,453,23,0,543,184,1426,77,3,1685,247,1437,78,0,1762,308,1320,58,0,1691,251,1192,37,0,1479,232,889,41,4,1162,116,567,63,0,748,16,283,96,0,398,1495,7997,486,7,9985
POA2048,38,134,4,0,175,39,200,19,0,254,97,642,39,3,772,79,513,31,0,626,71,474,25,0,573,51,310,18,0,380,35,175,24,0,232,26,105,23,0,149,0,39,9,0,47,436,2583,185,3,3209,28,113,5,0,152,61,221,14,0,301,138,663,28,0,835,100,461,26,3,590,125,440,13,0,573,55,293,11,0,359,43,181,9,0,239,17,133,15,0,166,3,65,16,0,82,576,2570,145,9,3290,66,247,7,0,323,101,420,36,0,554,232,1305,64,5,1610,181,975,56,3,1212,197,911,39,0,1149,111,601,30,0,739,81,354,32,0,471,46,231,36,0,312,0,106,17,0,127,1007,5156,323,13,6503
POA2049,38,193,8,0,244,62,326,32,0,418,159,1115,99,6,1382,118,808,56,4,988,117,622,50,0,784,75,481,52,3,612,54,290,37,4,382,22,161,26,0,209,4,55,21,0,82,653,4043,380,16,5098,42,185,17,0,245,99,351,33,0,477,221,1181,100,4,1506,164,845,67,0,1076,184,625,34,5,849,109,424,26,0,560,63,336,27,4,437,23,180,23,0,222,0,84,28,0,112,905,4217,363,11,5490,85,380,23,0,487,159,676,63,4,900,379,2294,202,8,2891,283,1652,121,5,2061,306,1245,80,6,1629,188,905,81,0,1177,120,627,65,3,821,41,343,50,0,433,4,141,51,0,192,1562,8264,736,24,10585
POA2050,69,153,11,8,235,143,406,27,4,588,160,1067,104,4,1336,117,708,85,0,904,83,467,85,4,632,48,302,69,0,424,43,172,79,0,287,14,71,60,0,135,0,10,58,0,67,676,3351,573,21,4618,87,183,6,0,285,155,407,36,0,600,193,1009,94,0,1302,139,610,74,0,822,103,383,55,4,544,83,280,49,4,414,52,154,59,0,264,17,71,56,0,149,0,31,57,0,92,826,3139,498,16,4475,163,334,16,8,520,301,813,67,12,1193,358,2071,203,3,2634,252,1316,154,5,1733,180,850,139,8,1177,131,584,119,5,839,94,326,137,0,555,30,141,116,0,286,0,43,111,0,157,1502,6488,1066,34,9091
POA2060,54,173,12,0,233,55,308,19,0,388,217,1384,106,3,1708,133,1109,87,9,1333,135,646,58,11,851,151,566,59,3,779,144,415,26,3,588,108,266,22,4,399,16,70,13,0,101,1011,4929,398,35,6370,43,145,15,0,211,95,328,22,4,448,236,1513,104,5,1859,205,1063,74,8,1345,206,672,40,0,918,192,579,29,0,800,175,520,32,10,733,101,332,37,5,477,11,129,32,0,169,1262,5269,387,32,6952,102,317,23,0,437,152,634,43,9,833,458,2895,206,13,3564,340,2167,160,16,2680,339,1317,98,13,1764,339,1142,91,5,1579,318,932,59,10,1319,209,595,66,4,872,24,201,42,0,268,2274,10203,785,67,13325
POA2061,11,36,0,0,45,19,92,7,0,124,80,486,49,0,621,56,361,25,0,447,40,267,27,0,335,69,295,40,0,395,96,208,31,4,335,53,172,17,3,241,8,47,8,0,62,430,1964,202,14,2607,17,42,0,0,60,32,103,12,0,153,102,568,59,4,732,81,374,33,7,494,73,265,35,3,376,81,319,33,0,429,97,267,25,12,397,40,189,35,0,263,4,69,12,0,84,522,2195,245,21,2987,26,74,0,0,105,53,198,22,0,275,182,1055,109,3,1353,133,733,63,7,936,114,533,59,5,715,145,613,73,0,831,190,475,52,13,730,93,359,45,4,503,13,107,21,0,144,952,4158,447,38,5596
POA2062,18,122,4,0,148,10,91,9,0,114,59,378,12,0,446,84,474,5,0,564,85,390,19,0,494,82,269,6,0,354,59,224,9,0,292,28,128,8,0,164,0,31,0,0,37,421,2105,72,5,2606,36,90,5,0,134,16,96,0,0,117,72,485,10,0,570,95,543,13,0,652,130,428,11,0,567,77,308,5,0,387,74,255,9,4,345,34,147,8,0,187,5,45,0,0,49,541,2392,69,5,3010,59,212,8,0,277,33,184,7,0,226,136,861,19,0,1012,181,1017,21,0,1217,212,813,32,0,1059,159,571,17,0,741,134,478,20,4,636,61,277,11,0,354,6,76,0,0,81,967,4494,147,7,5615
POA2063,62,186,8,0,261,25,127,5,0,155,14,145,10,0,171,57,287,8,3,359,114,346,12,5,473,98,308,4,3,417,93,207,8,0,302,38,143,9,0,193,0,79,8,0,92,514,1826,69,8,2420,80,154,3,0,244,24,107,3,0,138,27,152,11,0,198,98,288,9,0,400,153,385,20,0,555,120,287,4,0,414,79,261,13,0,349,41,170,8,0,218,3,162,10,0,178,631,1976,79,5,2689,149,343,9,0,503,52,236,8,0,293,49,298,21,0,367,159,578,20,5,756,266,728,28,6,1026,214,598,15,5,831,169,466,18,0,654,82,314,19,0,415,9,241,20,0,273,1140,3806,146,12,5112
POA2064,52,155,9,0,213,40,193,4,0,238,77,589,40,0,702,102,762,39,0,913,103,493,25,3,619,73,329,10,0,404,59,248,14,6,327,32,103,3,0,146,8,54,6,0,65,550,2927,142,6,3626,49,126,10,0,184,49,173,9,0,226,95,616,35,4,745,164,782,40,0,986,130,442,21,0,596,96,329,13,3,444,59,281,16,4,363,30,155,7,0,198,8,71,7,0,85,688,2985,149,17,3833,103,286,18,0,398,87,366,11,0,463,174,1202,69,3,1446,266,1549,83,5,1904,237,933,41,0,1218,167,659,19,3,847,124,531,29,8,687,68,261,11,3,341,19,124,12,0,150,1237,5913,291,24,7458
POA2065,99,388,15,0,504,109,625,36,0,769,353,2778,147,10,3290,331,2594,156,7,3085,317,1580,105,11,2020,270,1139,102,6,1511,264,858,119,8,1255,123,423,91,3,641,21,141,67,0,227,1886,10521,839,52,13293,115,396,28,0,542,145,637,44,0,833,437,3021,184,15,3659,470,2599,173,15,3263,465,1548,79,3,2097,318,1241,108,14,1678,293,1016,115,15,1440,162,547,120,5,828,18,226,133,0,382,2423,11243,987,59,14716,213,788,45,0,1048,256,1264,78,0,1598,794,5799,336,23,6943,804,5196,329,29,6349,787,3129,184,15,4114,582,2379,213,15,3191,556,1873,233,26,2699,282,974,210,10,1471,35,365,193,0,602,4312,21760,1822,115,28008
POA2066,198,694,18,0,911,140,687,21,5,850,262,2041,97,6,2413,376,2376,103,3,2862,451,1655,52,7,2163,321,1213,39,5,1580,249,918,31,6,1213,159,535,21,0,718,13,172,18,0,208,2175,10304,398,37,12914,216,600,18,0,830,145,563,18,4,724,307,2194,91,0,2594,529,2438,98,0,3071,605,1671,56,4,2335,345,1385,45,18,1796,289,1060,35,5,1390,145,642,30,4,821,35,375,78,0,485,2615,10919,473,36,14041,412,1295,30,0,1746,287,1247,38,9,1577,572,4232,189,7,5004,909,4815,200,3,5930,1054,3322,108,15,4499,666,2600,86,22,3371,542,1982,67,16,2600,302,1177,52,6,1537,51,541,98,0,694,4788,21224,872,76,26961
POA2067,107,578,18,5,709,86,668,47,9,809,165,1751,124,16,2054,196,2024,117,16,2347,231,1353,64,20,1670,171,1040,38,24,1275,172,798,34,17,1019,88,459,17,3,565,16,219,6,0,241,1223,8883,467,111,10679,105,475,26,6,611,145,676,30,4,865,228,1976,116,18,2335,301,2151,97,17,2564,312,1505,77,18,1908,205,1107,47,25,1389,184,1013,44,18,1258,87,539,35,4,665,19,386,25,0,434,1592,9829,496,114,12029,211,1057,40,14,1318,237,1348,76,13,1672,391,3726,238,31,4387,497,4167,216,33,4909,541,2861,140,38,3576,379,2143,86,50,2668,353,1813,79,33,2277,170,1001,54,3,1230,35,610,30,0,671,2818,18717,961,220,22705
POA2068,114,483,13,0,610,68,351,15,0,433,74,532,24,0,626,158,929,29,5,1122,289,1028,25,10,1352,193,811,19,0,1020,158,523,10,4,694,69,313,17,0,402,14,143,17,0,173,1135,5107,161,24,6424,136,434,11,0,585,88,297,6,4,395,82,554,22,4,656,244,1033,42,4,1323,391,1054,32,0,1487,237,839,22,0,1098,181,626,16,0,823,79,373,28,4,481,20,214,48,0,278,1456,5436,227,22,7138,251,922,21,0,1200,152,645,25,0,828,149,1082,43,3,1279,402,1969,73,9,2450,683,2087,53,10,2838,431,1653,35,4,2123,339,1148,27,6,1517,150,684,41,3,885,33,354,63,0,451,2589,10538,389,41,13560
POA2069,140,411,8,0,559,79,353,22,4,453,62,490,21,0,571,142,724,22,0,890,249,782,18,7,1055,174,650,16,8,854,142,489,16,9,654,95,274,13,0,386,21,126,14,0,162,1106,4316,144,31,5592,144,370,3,5,515,89,280,9,4,385,66,526,20,3,622,237,779,25,4,1043,347,784,21,4,1153,182,690,18,4,898,166,551,16,4,733,70,351,26,0,447,9,158,38,0,212,1308,4498,172,26,6004,279,781,10,5,1071,168,638,31,6,839,129,1024,41,7,1198,372,1508,43,3,1926,600,1567,34,11,2212,356,1343,40,13,1754,302,1039,40,12,1389,161,632,37,0,833,36,293,49,0,379,2415,8812,317,53,11598
POA2070,109,398,7,0,518,71,327,6,0,405,63,485,8,0,555,117,766,29,8,920,243,756,28,5,1028,178,599,15,4,803,143,473,12,0,633,80,293,7,0,395,19,128,4,0,157,1034,4234,124,22,5414,136,348,11,3,504,82,295,8,0,389,92,534,14,3,651,246,873,20,0,1138,312,795,29,4,1138,215,670,15,11,907,153,534,18,3,704,84,361,23,4,468,21,220,10,0,250,1341,4633,152,23,6151,249,746,22,3,1023,156,628,10,0,792,155,1018,32,3,1203,362,1638,55,5,2054,550,1549,53,7,2163,396,1274,29,13,1711,297,1003,30,9,1340,169,659,31,6,862,48,353,9,0,410,2374,8868,275,48,11564
POA2071,121,451,13,3,590,65,380,10,0,457,82,473,16,0,566,103,597,24,9,729,191,739,13,5,952,172,613,17,3,798,113,467,16,0,597,76,290,7,0,375,14,122,15,0,152,937,4123,124,28,5220,112,347,13,3,472,99,295,10,4,409,74,474,12,0,560,189,746,21,0,955,294,815,15,11,1134,198,685,19,11,912,135,503,12,4,654,87,329,19,0,443,23,200,55,0,271,1204,4389,174,31,5806,232,800,26,3,1064,166,678,21,6,865,152,942,32,4,1125,292,1342,42,8,1678,484,1557,34,13,2082,369,1291,29,17,1710,249,971,22,8,1250,163,621,30,0,819,37,321,72,0,430,2143,8519,298,62,11021
POA2072,61,257,15,0,334,51,227,10,0,286,65,428,22,0,512,75,512,30,0,609,119,454,17,3,590,95,395,15,0,505,74,250,12,0,335,43,153,3,0,196,8,60,0,0,68,581,2724,121,10,3439,83,210,11,0,306,60,206,17,0,285,66,464,21,0,551,124,532,31,0,683,171,535,26,8,734,110,393,20,3,526,85,316,10,0,418,49,172,9,0,223,7,99,3,0,113,759,2926,141,21,3845,138,464,25,0,637,109,434,27,0,573,129,896,39,4,1062,197,1041,55,0,1293,297,984,37,11,1323,211,790,30,7,1036,160,568,26,0,757,92,326,11,0,423,14,161,9,0,182,1342,5654,263,30,7282
POA2073,133,451,14,0,597,91,390,11,0,494,64,540,19,5,622,170,854,32,0,1055,272,925,22,5,1225,231,832,22,6,1090,173,564,14,3,755,97,294,12,0,403,22,133,4,0,157,1250,4982,155,20,6406,213,494,8,0,713,144,346,11,0,500,85,575,22,6,685,282,973,28,0,1275,390,992,32,0,1418,232,873,24,11,1137,175,610,22,3,816,89,333,13,0,436,23,161,7,0,197,1624,5358,180,20,7180,339,946,26,0,1315,234,735,24,0,997,146,1114,38,7,1311,450,1822,60,0,2333,661,1923,58,3,2645,460,1707,47,14,2226,351,1175,36,7,1570,186,631,28,0,839,40,299,10,0,352,2876,10337,332,37,13591
POA2074,182,699,11,0,892,97,536,8,0,646,101,620,19,0,746,216,1096,22,0,1339,383,1231,18,3,1633,308,1046,26,12,1384,246,735,20,8,1001,208,588,22,9,825,46,367,37,0,456,1795,6916,187,30,8929,208,550,10,0,771,138,425,9,4,576,103,657,26,0,789,337,1221,22,0,1578,498,1282,21,7,1801,321,1105,24,3,1453,299,887,25,9,1223,211,831,53,0,1093,49,573,99,0,716,2161,7531,283,26,10001,389,1250,24,0,1663,237,963,14,5,1222,213,1276,46,4,1530,556,2314,43,4,2919,881,2508,37,9,3435,623,2153,51,18,2840,545,1618,40,15,2224,419,1419,74,8,1919,99,939,133,0,1171,3959,14445,472,55,18924
POA2075,140,560,14,0,715,105,431,7,0,548,69,533,18,0,613,182,1124,17,4,1327,315,1202,36,10,1547,241,1003,17,7,1272,179,771,23,9,989,152,595,12,0,756,30,253,5,0,295,1408,6464,152,26,8055,178,492,3,0,679,115,361,5,3,489,72,587,8,0,672,344,1273,27,7,1646,403,1230,28,5,1671,251,1045,27,5,1331,210,916,25,15,1166,184,704,25,7,919,25,391,24,0,436,1790,6999,177,36,9001,317,1053,22,0,1392,221,790,14,3,1029,135,1116,26,4,1283,526,2401,48,7,2981,720,2428,57,10,3216,498,2048,43,13,2604,394,1695,51,22,2152,332,1296,40,9,1674,55,648,31,0,732,3200,13469,329,66,17062
POA2076,183,733,23,5,945,147,593,13,5,756,121,717,22,5,854,229,1287,41,8,1558,372,1361,45,8,1778,294,1186,38,3,1516,266,787,21,12,1079,200,597,44,6,854,47,388,49,0,484,1844,7649,294,40,9827,253,626,23,0,901,163,437,12,0,612,108,726,34,0,871,361,1350,35,0,1746,494,1517,39,7,2063,301,1189,38,8,1536,258,992,48,14,1311,192,791,72,8,1061,37,613,105,0,753,2175,8232,409,37,10861,436,1362,48,5,1850,306,1031,25,8,1370,232,1442,53,8,1735,587,2629,78,9,3305,867,2876,82,10,3839,593,2376,70,14,3052,524,1776,74,26,2394,392,1390,120,7,1915,86,998,157,0,1238,4020,15880,706,80,20688
POA2077,154,861,29,5,1055,130,982,55,0,1171,263,2500,129,10,2897,420,3440,159,8,4030,407,2206,85,0,2701,278,1701,66,9,2052,238,1299,68,24,1629,137,665,72,8,884,22,218,55,0,297,2056,13875,712,64,16707,205,754,21,0,982,190,887,47,0,1128,308,2740,134,9,3190,546,3392,158,12,4105,547,2249,84,5,2877,328,1905,55,23,2312,274,1497,96,25,1897,164,708,69,8,954,22,380,112,0,513,2582,14517,777,80,17959,359,1620,54,5,2042,326,1868,103,0,2297,566,5242,261,14,6087,972,6834,312,19,8136,951,4448,165,8,5575,602,3609,121,30,4366,514,2800,157,51,3524,308,1374,144,18,1841,49,597,164,0,808,4641,28391,1489,144,34666
