POA_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA2315,105,1832,1937,2527,363,2890,680,68,747,642,35,677,252,18,266,117,4,128,4323,2322,6647
POA2316,36,704,736,1021,136,1162,312,23,335,277,12,292,138,7,145,74,10,82,1855,895,2750
POA2317,52,940,991,1082,124,1205,308,24,328,256,18,269,110,6,110,50,4,58,1853,1114,2962
POA2318,80,830,904,1578,161,1737,748,28,774,767,19,787,389,8,395,217,4,220,3770,1048,4817
POA2319,40,766,801,1041,177,1214,364,33,396,270,13,275,119,8,128,91,4,93,1922,988,2908
POA2320,231,2961,3191,4221,490,4711,2339,144,2478,2258,98,2357,1042,49,1093,489,28,519,10581,3773,14352
POA2321,117,1251,1368,2278,221,2505,1176,63,1238,1213,48,1256,534,21,549,263,4,270,5587,1602,7189
POA2322,133,1686,1827,2657,330,2990,1494,86,1577,1508,57,1560,620,26,646,306,12,314,6717,2196,8909
POA2323,143,2794,2939,3064,387,3453,1523,103,1632,1374,62,1430,579,28,611,326,7,332,7007,3386,10391
POA2324,126,2759,2892,3648,541,4191,1265,127,1390,1055,79,1133,522,37,560,310,18,330,6937,3566,10503
POA2325,169,2898,3070,3268,560,3830,1678,144,1817,1468,84,1555,721,34,757,404,20,429,7706,3743,11451
POA2326,40,682,721,816,110,923,459,35,494,417,21,431,207,14,222,131,3,134,2069,857,2921
POA2327,37,962,1000,921,141,1053,491,28,518,362,25,385,136,6,142,101,4,107,2044,1167,3212
POA2328,18,295,314,315,45,359,131,10,139,113,9,118,65,5,69,28,5,34,668,373,1036
POA2329,14,242,257,255,68,321,86,14,100,91,11,106,46,4,51,27,5,32,526,342,866
POA2330,147,1935,2080,2256,345,2600,1154,105,1256,1169,77,1242,577,27,604,310,8,320,5612,2497,8112
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA2333,94,1595,1685,1463,265,1731,726,64,791,702,43,746,324,22,340,182,8,196,3491,1999,5490
POA2334,11,243,255,318,46,369,196,14,207,210,4,212,98,0,93,49,0,53,880,311,1193
POA2335,55,476,535,841,90,935,502,24,528,478,21,501,249,12,265,122,0,122,2249,637,2884
POA2336,24,308,338,344,47,394,144,13,155,111,6,119,64,0,69,26,0,26,706,383,1090
POA2337,40,902,937,1011,165,1174,411,39,449,410,16,429,209,11,220,65,4,72,2147,1135,3276
POA2338,10,223,233,209,53,262,58,9,71,50,7,57,20,3,22,10,0,10,360,291,656
POA2339,3,91,91,87,31,120,40,8,46,31,4,36,21,0,21,6,0,6,181,137,318
POA2340,292,5801,6090,5944,1019,6964,2741,287,3024,2522,207,2728,1216,114,1335,661,64,719,13370,7487,20859
POA2341,8,230,238,203,37,245,82,11,96,38,0,40,34,0,35,17,0,16,383,285,666
POA2342,5,45,48,47,14,63,24,0,26,26,0,23,16,0,17,9,0,9,120,62,178
POA2343,28,605,633,606,151,754,214,31,249,213,21,235,102,20,121,47,0,53,1211,830,2041
POA2344,9,52,56,101,10,108,35,0,36,37,0,37,16,0,18,8,0,8,202,68,266
POA2345,4,73,74,96,9,110,31,0,38,39,0,39,20,0,22,4,0,4,203,86,287
POA2346,23,407,426,385,90,477,154,16,173,135,12,152,48,12,59,27,0,27,772,531,1303
POA2347,15,327,339,279,69,346,77,13,85,55,10,61,31,3,33,17,0,17,470,413,884
POA2350,137,3262,3403,3077,565,3641,1219,182,1399,1119,98,1214,496,35,530,305,12,323,6358,4156,10513
POA2352,14,260,281,373,44,416,173,12,186,145,10,153,62,3,70,48,0,42,815,328,1142
POA2353,6,128,134,141,29,164,59,6,73,53,6,52,30,3,31,4,0,4,291,164,464
POA2354,23,443,470,527,78,608,144,24,164,135,19,150,74,11,83,32,3,32,928,576,1504
POA2355,4,99,103,89,21,104,23,3,28,24,3,23,11,0,12,11,0,11,165,120,284
POA2356,0,17,17,15,8,25,5,0,9,3,0,4,6,0,6,0,0,0,33,33,59
POA2357,21,543,563,516,156,674,183,40,218,126,31,161,69,8,85,50,6,58,966,787,1757
POA2358,15,464,477,536,70,611,174,15,191,153,9,159,79,5,85,45,4,48,1004,569,1575
POA2359,3,63,68,82,24,109,32,7,40,29,3,29,12,0,12,9,0,12,172,100,273
POA2360,81,1737,1819,1848,360,2208,779,106,887,598,73,670,299,40,337,184,16,198,3783,2339,6121
POA2361,7,127,138,132,37,172,46,9,52,22,4,26,15,4,18,11,0,11,240,177,416
POA2365,17,470,486,461,106,567,151,36,187,148,22,171,77,20,94,43,4,44,899,658,1553
POA2369,9,94,100,108,21,133,42,11,48,32,4,38,22,0,25,12,0,12,226,136,356
POA2370,44,1178,1225,1067,211,1280,335,54,388,282,39,323,150,16,166,51,6,62,1942,1506,3447
POA2371,8,223,228,190,41,234,42,5,48,27,8,36,19,0,17,10,0,10,295,274,570
POA2372,35,774,804,776,159,937,204,36,236,158,11,171,78,7,81,38,0,42,1289,982,2270
POA2379,0,26,26,29,8,33,19,3,18,18,0,20,3,0,3,4,0,4,73,35,115
POA2380,62,1288,1352,1206,257,1461,540,65,607,541,56,597,292,28,316,133,10,146,2766,1700,4472
POA2381,0,124,123,171,47,213,66,8,76,53,6,58,36,0,42,19,0,19,336,187,521
POA2382,6,202,208,168,57,224,72,12,82,53,6,62,29,5,34,6,0,9,334,282,615
POA2386,0,32,29,40,17,53,10,4,14,13,0,11,4,0,4,7,0,10,76,53,122
POA2387,3,25,20,20,8,25,12,4,19,10,4,11,3,0,3,3,0,3,43,39,78
POA2388,14,316,332,245,91,335,140,26,163,90,18,105,50,13,71,39,8,47,580,476,1047
POA2390,57,947,1005,1025,216,1242,420,61,476,349,36,386,213,28,238,110,9,118,2178,1290,3467
POA2395,5,122,136,98,32,131,26,10,33,23,5,28,13,0,13,4,3,10,176,167,344
POA2396,3,123,125,91,32,128,42,6,50,27,5,31,22,5,28,14,0,14,195,172,362
POA2397,0,40,40,30,9,40,14,0,13,9,0,9,8,0,14,0,0,4,63,56,116
POA2398,0,16,17,18,17,36,6,6,7,8,3,12,4,6,8,9,0,9,43,43,87
POA2399,4,63,66,68,33,100,31,3,33,22,8,29,19,0,19,0,0,5,137,108,251
POA2400,51,1209,1262,956,397,1353,441,125,565,389,89,480,202,61,264,114,24,142,2150,1912,4064
POA2401,0,27,30,29,3,35,19,0,19,14,0,14,11,0,11,5,0,5,84,30,117
POA2402,8,224,235,242,51,291,69,6,72,60,8,63,37,4,36,26,3,28,442,292,733
POA2403,12,54,68,83,28,109,27,6,41,36,3,39,14,8,21,9,3,10,179,98,286
POA2404,14,246,264,297,59,356,59,5,62,52,6,55,26,0,28,16,0,18,463,317,780
POA2405,0,83,87,42,28,72,12,6,16,17,13,27,6,5,6,9,4,10,86,137,224
POA2406,9,124,133,78,30,103,26,3,32,28,9,35,15,0,16,9,0,9,159,171,327
POA2408,3,29,24,37,20,55,13,3,16,10,4,13,13,4,13,4,0,5,74,53,124
POA2409,0,99,96,64,43,110,27,22,45,40,21,60,16,9,29,28,8,38,185,200,378
POA2410,0,29,29,33,4,39,8,4,18,3,3,4,4,0,7,0,0,3,53,47,100
POA2411,0,12,12,5,5,13,9,0,8,3,5,8,4,0,4,3,0,3,21,17,42
POA2415,4,33,37,50,12,62,15,4,20,24,3,32,10,0,11,4,0,8,105,56,169
POA2420,25,497,523,557,77,639,219,22,240,151,10,167,88,0,88,45,0,51,1095,611,1704
POA2421,12,140,149,246,32,275,114,12,119,118,3,121,66,0,71,22,0,22,575,187,761
POA2422,39,760,805,890,156,1047,284,25,309,191,17,202,113,5,113,53,9,61,1560,977,2534
POA2423,25,386,412,467,141,608,173,28,197,111,20,134,58,13,70,34,5,39,872,589,1458
POA2424,0,63,59,54,12,67,24,4,26,24,0,23,8,8,15,14,0,12,120,78,200
POA2425,3,204,211,247,46,299,95,12,107,79,11,91,57,3,61,25,3,27,513,287,799
POA2426,7,78,86,102,26,125,36,4,36,29,5,36,23,3,20,19,3,21,216,109,331
POA2427,18,516,530,818,87,908,155,12,162,67,6,72,39,4,40,18,0,18,1108,624,1732
POA2428,165,4065,4229,4172,782,4960,1093,125,1220,871,66,940,376,41,415,180,11,191,6858,5095,11955
POA2429,61,1108,1166,1364,217,1583,469,53,519,387,24,409,195,21,219,131,3,137,2604,1429,4035
POA2430,201,4497,4700,5152,816,5973,1771,184,1957,1481,111,1597,693,76,777,434,50,483,9746,5739,15486
POA2431,33,749,776,1029,301,1324,241,30,272,197,15,211,77,7,89,50,11,53,1624,1110,2736
POA2439,11,330,341,672,81,754,206,17,225,161,6,168,94,6,102,47,0,51,1196,445,1636
POA2440,98,2428,2524,2617,615,3229,1155,133,1289,868,97,968,471,53,525,368,39,402,5573,3367,8941
POA2441,24,442,466,542,131,671,193,16,214,199,14,215,80,11,93,79,6,82,1117,613,1734
POA2443,47,1425,1465,1607,277,1883,375,36,409,247,21,266,115,9,119,62,3,63,2448,1770,4219
POA2444,284,6552,6835,7231,1138,8365,2516,286,2805,2291,128,2418,983,47,1033,447,28,478,13754,8180,21929
POA2445,43,648,688,1211,127,1341,353,21,372,359,10,373,153,0,155,80,0,82,2190,819,3003
POA2446,56,1238,1292,1935,245,2176,769,58,826,727,41,769,385,27,411,225,9,233,4098,1612,5709
POA2447,49,849,897,1055,246,1306,395,47,443,312,27,333,169,20,189,99,10,108,2080,1193,3273
POA2448,38,1688,1726,1374,364,1739,446,53,496,337,26,363,152,16,169,90,19,100,2433,2168,4595
POA2449,11,260,271,265,72,338,98,13,107,84,7,90,53,5,54,34,5,39,540,357,902
POA2450,272,5190,5459,5730,1048,6783,2388,266,2651,2121,145,2262,975,69,1043,663,42,702,12147,6759,18905
POA2452,89,1876,1968,1935,341,2276,863,85,951,677,43,721,332,23,354,164,10,170,4057,2382,6439
POA2453,17,442,459,426,85,508,126,13,135,108,16,123,40,0,40,21,0,23,744,551,1298
POA2454,51,803,856,953,220,1172,403,60,463,376,38,419,168,20,190,97,4,103,2050,1150,3203
POA2455,30,472,495,473,186,658,150,11,163,126,21,144,50,3,58,20,0,22,845,694,1534
POA2456,100,1551,1649,2091,501,2595,869,103,975,840,56,898,408,32,439,247,36,283,4555,2283,6831
POA2460,159,3502,3663,3837,734,4566,1570,167,1736,1222,88,1310,634,46,690,385,23,409,7808,4554,12369
POA2462,22,324,343,407,101,506,112,22,132,82,8,91,41,5,47,32,0,32,694,463,1152
POA2463,51,848,907,1281,216,1500,387,32,415,353,16,373,152,9,165,95,4,96,2321,1137,3460
POA2464,62,996,1056,1248,383,1624,307,52,349,265,27,286,83,9,99,53,3,57,2007,1471,3475
POA2465,3,39,37,44,10,56,16,0,24,16,0,16,9,0,9,3,0,3,87,49,141
POA2466,10,333,340,359,164,529,70,5,75,48,0,52,12,0,13,8,4,7,511,512,1021
POA2469,25,634,662,639,166,806,170,31,201,130,23,157,70,15,85,45,12,54,1078,878,1959
POA2470,78,1789,1870,1920,332,2245,729,88,811,639,60,702,353,42,393,229,30,256,3941,2341,6284
POA2471,9,199,212,301,84,392,123,16,144,114,20,135,70,13,83,52,8,59,673,349,1024
POA2472,14,223,236,238,58,302,96,20,113,95,12,106,37,3,48,21,0,21,507,319,820
POA2473,20,521,542,523,219,739,138,17,158,105,8,114,47,6,54,29,0,30,867,775,1642
POA2474,53,898,949,882,212,1093,302,45,349,231,18,258,130,15,142,67,5,75,1667,1200,2866
POA2475,0,68,71,54,14,66,20,7,21,12,5,14,8,0,8,4,0,4,93,93,186
POA2476,4,134,139,133,37,166,34,8,40,18,4,27,8,3,17,13,0,12,217,188,399
POA2477,72,1305,1378,1721,230,1954,709,43,751,623,21,645,300,7,309,149,12,158,3572,1624,5195
POA2478,191,4020,4212,4331,797,5125,1625,194,1822,1513,107,1624,591,46,637,273,13,290,8530,5182,13706
POA2479,44,377,418,605,179,781,302,50,350,302,54,354,128,16,150,79,5,89,1458,682,2139
POA2480,270,5630,5897,5403,1178,6585,2399,356,2755,2008,199,2209,907,81,989,552,56,606,11542,7500,19041
POA2481,79,1474,1556,1318,586,1902,641,236,876,552,177,730,228,63,294,110,31,143,2929,2573,5498
POA2482,42,772,808,657,234,890,364,113,476,293,54,347,133,35,168,86,10,94,1577,1218,2788
POA2483,86,1260,1346,1251,500,1756,629,136,769,547,71,619,208,26,238,105,19,122,2832,2020,4853
POA2484,111,2097,2213,2367,498,2861,1000,128,1121,902,81,990,456,44,502,260,22,285,5096,2874,7970
POA2485,102,2764,2871,2240,596,2834,745,137,887,529,45,575,190,22,205,86,7,98,3894,3577,7466
POA2486,176,3705,3881,4303,771,5071,1728,162,1885,1541,87,1620,676,42,712,365,21,390,8783,4779,13562
POA2487,79,1691,1770,1863,415,2276,714,88,799,803,50,852,361,18,378,142,4,151,3965,2266,6225
POA2488,24,335,358,384,61,450,174,34,208,218,10,234,82,3,88,30,0,30,906,449,1356
POA2489,42,690,731,977,176,1154,381,34,414,496,30,528,180,12,194,68,0,68,2135,949,3085
POA2490,4,45,56,75,14,85,38,10,43,39,0,42,14,3,16,11,0,16,186,67,254
POA2500,206,6187,6395,5297,1494,6793,2001,566,2570,1604,283,1884,671,102,770,281,52,331,10054,8690,18744
POA2502,44,1417,1462,1297,229,1525,667,65,732,570,36,602,305,13,321,229,3,238,3112,1774,4887
POA2505,27,662,678,592,95,687,295,24,318,255,10,266,88,8,97,56,4,63,1311,795,2111
POA2506,33,832,864,818,123,940,430,37,472,398,22,423,186,16,203,117,5,129,1989,1040,3026
POA2508,42,458,500,895,78,974,561,25,581,697,13,706,277,5,285,99,0,103,2575,577,3145
POA2515,59,793,851,1320,137,1459,642,54,694,801,33,838,326,5,329,107,8,112,3253,1030,4281
POA2516,26,509,535,631,60,689,399,17,416,500,13,513,205,5,206,68,9,74,1828,607,2434
POA2517,56,1421,1479,1547,138,1682,769,54,826,888,24,909,354,10,366,102,0,105,3712,1659,5370
POA2518,106,2589,2695,2376,397,2774,1113,111,1218,1072,44,1113,386,12,400,163,12,182,5215,3164,8379
POA2519,85,1803,1882,1967,306,2274,981,123,1103,953,84,1040,362,25,383,167,13,183,4515,2350,6864
POA2525,36,884,922,1230,118,1353,679,35,717,883,19,895,339,8,351,144,4,149,3311,1069,4385
POA2526,53,1169,1222,1759,164,1927,1018,48,1068,1133,25,1156,414,6,419,200,3,202,4572,1420,5990
POA2527,128,1562,1691,2861,251,3113,1589,78,1670,1640,47,1685,691,27,718,343,17,361,7255,1984,9242
POA2528,125,2999,3126,2978,450,3427,1353,98,1454,1089,73,1159,504,24,531,261,16,276,6311,3663,9968
POA2529,99,1957,2057,3379,343,3720,1679,68,1754,1898,92,1983,747,27,766,323,11,335,8123,2497,10615
POA2530,135,2683,2816,3994,368,4360,2105,93,2199,2104,76,2187,937,37,974,418,14,430,9689,3271,12964
POA2533,90,1478,1571,2472,292,2762,860,55,914,915,35,955,398,14,411,161,9,167,4888,1889,6782
POA2534,36,483,518,768,136,901,253,24,278,298,18,317,157,6,160,51,5,61,1559,671,2233
POA2535,51,969,1023,1363,192,1554,345,38,379,336,33,368,147,13,159,67,5,80,2304,1251,3558
POA2536,113,2618,2726,3017,574,3587,828,100,933,731,75,808,331,45,374,191,19,214,5211,3425,8632
POA2537,81,1711,1787,2119,406,2525,581,79,661,515,43,560,202,18,219,104,14,118,3597,2276,5873
POA2538,12,226,242,379,64,441,107,11,117,108,6,118,59,0,57,32,0,34,694,311,1010
POA2539,126,2617,2751,3303,571,3873,994,112,1112,828,78,903,351,28,381,149,20,162,5751,3421,9174
POA2540,277,5290,5565,6994,1128,8121,2398,215,2610,1962,178,2139,924,82,999,533,26,560,13078,6908,19986
POA2541,154,3466,3617,3379,558,3942,1471,163,1637,1233,120,1352,569,62,628,311,36,351,7117,4412,11528
POA2545,5,126,133,198,47,240,50,5,56,37,8,44,17,0,17,10,0,8,313,184,497
POA2546,73,1495,1563,1743,365,2110,397,69,470,293,39,332,134,23,157,88,8,97,2731,1996,4731
POA2548,71,1299,1369,1393,232,1623,407,37,448,286,33,314,111,3,117,59,0,58,2323,1609,3930
POA2549,34,434,465,570,91,660,196,17,218,199,11,211,73,3,80,40,0,40,1114,557,1671
POA2550,110,2010,2121,2428,429,2859,833,100,936,697,53,751,334,24,350,186,12,197,4580,2628,7209
POA2551,26,532,558,555,123,683,144,21,171,127,14,137,60,3,65,43,8,46,955,703,1658
POA2555,0,10,10,15,4,18,4,4,4,8,0,8,6,0,10,4,0,4,41,16,55
POA2556,6,110,113,198,32,227,95,8,102,107,7,114,77,6,85,80,8,91,562,178,736
POA2557,48,639,696,1467,149,1617,1224,64,1288,1400,48,1450,701,32,728,393,12,408,5237,943,6180
POA2558,37,532,564,959,122,1088,702,33,732,668,28,701,327,10,339,225,15,236,2925,735,3659
POA2559,11,189,199,152,38,189,143,29,174,151,19,169,96,16,106,85,14,98,630,306,939
POA2560,279,6441,6723,7595,1131,8723,4870,359,5229,4294,231,4529,2190,136,2322,1660,93,1755,20885,8390,29282
POA2563,0,12,15,23,8,28,12,0,13,12,0,12,13,0,10,4,0,10,64,30,91
POA2564,40,1049,1091,1084,201,1290,880,61,944,870,59,935,354,23,382,279,20,298,3511,1419,4932
POA2565,77,1656,1729,2303,305,2604,1967,106,2072,2071,94,2164,929,38,962,667,23,691,8008,2218,10224
POA2566,74,1443,1518,2091,273,2366,1596,92,1683,1776,85,1860,851,52,905,613,29,642,7003,1973,8976
POA2567,112,1606,1722,3056,275,3327,2282,68,2355,2998,75,3080,1585,30,1617,734,20,752,10770,2080,12851
POA2568,4,94,104,146,13,164,35,8,41,64,3,70,32,0,32,20,0,22,304,122,429
POA2569,3,63,68,129,12,137,60,7,65,90,3,92,42,3,42,32,0,35,359,84,443
POA2570,208,3143,3347,5471,493,5967,3638,168,3802,4286,139,4425,2137,75,2209,1097,38,1133,16830,4059,20887
POA2571,41,664,713,1240,114,1354,696,31,729,849,45,896,431,17,455,229,7,243,3500,884,4388
POA2572,24,429,451,639,51,688,280,14,296,284,17,298,153,6,157,90,4,90,1470,516,1979
POA2573,23,450,474,578,65,644,319,26,345,322,19,341,193,5,202,82,5,93,1511,580,2090
POA2574,23,419,445,597,62,656,306,16,324,292,9,296,199,8,211,132,3,135,1553,512,2068
POA2575,86,1589,1680,2059,288,2343,986,67,1051,966,42,1006,448,18,461,246,14,259,4784,2020,6808
POA2576,70,1665,1742,2259,248,2506,598,46,638,645,40,683,287,24,314,128,16,143,3985,2033,6018
POA2577,88,1673,1755,2265,413,2678,836,88,923,809,60,869,385,27,407,205,13,210,4576,2268,6849
POA2578,10,372,383,516,58,571,117,7,127,101,3,109,45,0,43,25,0,28,817,444,1263
POA2579,24,432,452,591,120,712,233,23,263,219,25,247,114,10,126,68,7,77,1250,621,1873
POA2580,162,3804,3972,3877,647,4523,1511,153,1666,1450,99,1551,660,44,706,361,36,397,8030,4777,12805
POA2581,17,193,212,285,55,342,129,12,140,136,7,152,58,8,68,40,5,42,669,278,943
POA2582,66,1097,1162,1600,185,1777,722,41,754,757,35,792,394,25,418,169,0,170,3699,1371,5072
POA2583,28,611,639,703,111,818,212,19,224,174,13,190,86,6,96,53,6,62,1255,766,2023
POA2584,4,66,71,68,26,96,22,4,23,18,6,24,8,0,8,7,0,9,139,96,239
POA2585,0,30,30,20,4,29,8,5,14,12,6,13,5,4,12,0,0,0,49,43,98
POA2586,12,393,406,392,90,478,125,21,146,85,14,101,56,6,70,43,5,44,711,531,1244
POA2587,18,389,408,423,81,508,128,16,142,124,6,129,63,4,68,29,0,36,787,500,1289
POA2588,0,31,29,55,8,57,13,0,12,11,0,16,7,0,4,3,0,7,90,37,128
POA2590,38,1036,1073,1086,133,1224,323,31,356,274,17,293,124,11,142,69,3,76,1921,1234,3153
POA2594,70,1432,1503,1452,247,1703,578,54,632,527,33,561,298,14,316,181,3,181,3105,1790,4892
POA2619,49,411,460,827,57,885,626,21,643,766,17,778,305,7,315,100,4,103,2670,513,3182
POA2620,245,4897,5144,4734,736,5471,2640,200,2834,2489,128,2619,1023,65,1084,533,25,559,11668,6057,17717
POA2621,51,316,367,740,67,807,398,11,411,450,20,465,180,9,190,77,4,78,1901,434,2333
POA2622,37,542,572,627,145,770,173,32,205,170,17,186,78,9,87,31,0,34,1113,745,1857
POA2623,4,72,79,90,10,98,28,0,26,29,4,27,14,0,15,7,0,7,163,88,250
POA2624,0,29,29,0,11,11,0,0,3,3,0,5,0,3,3,0,0,0,3,42,49
POA2625,0,72,73,24,62,82,7,33,38,8,16,25,0,22,28,3,19,19,47,222,271
POA2626,5,29,35,82,11,90,30,3,35,20,5,27,8,0,8,3,0,3,149,49,199
POA2627,26,460,486,423,298,715,243,133,376,255,118,371,136,65,201,72,69,142,1161,1136,2294
POA2628,21,249,267,271,61,337,123,21,150,108,15,129,50,6,55,17,0,17,591,351,941
POA2629,5,135,142,85,41,122,17,7,30,10,8,18,3,0,5,3,0,3,124,191,317
POA2630,74,1219,1292,1134,220,1349,438,48,486,370,27,395,170,12,179,84,8,89,2271,1523,3795
POA2631,0,98,96,81,20,103,17,4,18,27,3,31,9,0,11,9,6,14,146,122,272
POA2632,4,286,289,281,42,322,67,8,76,83,8,94,38,0,37,15,0,15,491,350,836
POA2633,0,66,68,51,5,57,5,0,6,11,0,11,7,0,5,5,0,5,83,78,155
POA2640,224,4836,5060,4872,771,5642,2064,249,2314,1977,120,2099,865,46,911,318,31,349,10323,6049,16376
POA2641,113,2450,2567,1958,379,2337,819,97,915,728,51,779,320,25,344,204,15,219,4137,3025,7155
POA2642,32,401,429,579,94,677,260,29,286,259,28,285,139,14,161,107,8,117,1371,577,1950
POA2643,22,329,355,477,58,540,129,12,142,141,16,150,60,6,58,18,0,18,847,423,1274
POA2644,28,326,346,347,48,397,117,14,128,79,9,84,49,5,51,27,5,34,642,398,1043
POA2645,7,44,50,52,4,63,14,7,23,13,0,13,7,0,7,0,0,0,94,57,150
POA2646,43,1048,1090,1013,150,1160,279,26,310,268,14,283,118,11,130,62,5,68,1784,1257,3042
POA2647,16,310,325,406,78,481,100,8,110,86,6,96,51,8,55,19,0,23,680,418,1095
POA2648,20,383,399,347,67,414,121,29,151,77,20,97,52,10,59,18,8,26,631,520,1146
POA2649,0,5,8,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,7,5,14
POA2650,367,6832,7199,6860,1138,8002,3206,398,3606,2987,202,3189,1501,84,1585,764,65,834,15693,8723,24407
POA2651,16,181,196,220,36,254,152,4,159,168,8,177,53,0,53,37,0,37,646,227,877
POA2652,29,420,451,583,103,682,232,25,254,228,16,239,127,15,139,61,3,65,1263,574,1836
POA2653,20,308,323,387,41,427,114,15,121,97,7,106,51,3,50,24,0,29,679,376,1058
POA2655,4,131,136,163,27,190,64,4,64,62,0,59,26,0,32,37,0,37,352,167,522
POA2656,7,166,169,195,24,218,55,5,63,41,4,48,34,3,42,18,0,13,347,204,549
POA2658,9,198,205,212,27,239,53,8,57,37,3,41,52,4,60,19,0,19,384,235,617
POA2659,11,89,98,119,23,146,37,3,39,33,8,40,16,0,16,6,0,11,225,121,349
POA2660,8,182,187,192,30,223,65,5,72,77,4,85,39,9,41,30,0,28,412,228,641
POA2661,0,0,8,21,0,17,7,0,7,12,0,12,8,0,8,8,0,8,49,3,52
POA2663,25,518,547,513,75,586,228,16,244,214,22,235,106,12,117,53,13,63,1133,654,1782
POA2665,9,276,288,285,35,317,86,3,88,79,3,81,44,7,51,27,0,27,532,327,856
POA2666,34,725,760,781,100,877,252,17,266,238,4,242,108,9,120,88,4,87,1492,860,2355
POA2668,6,52,52,50,7,60,20,3,24,15,6,20,12,0,12,6,0,6,105,67,169
POA2669,12,225,233,170,48,221,83,7,85,52,6,58,28,8,36,27,0,24,373,294,665
POA2671,26,593,620,522,88,612,185,21,203,158,19,180,94,4,104,42,0,44,1034,731,1764
POA2672,9,205,217,161,46,209,80,8,88,50,0,53,39,11,53,18,0,17,363,276,638
POA2675,10,202,213,178,62,246,68,19,91,61,14,80,40,8,43,8,3,11,374,312,687
POA2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2680,96,2272,2369,2502,485,2984,1298,154,1454,1298,105,1400,665,58,724,397,38,441,6263,3114,9369
POA2681,6,165,170,202,32,230,98,7,104,87,5,98,48,3,52,35,0,32,475,210,683
POA2700,35,635,661,575,122,698,244,26,267,173,20,196,101,21,120,61,9,69,1185,822,2010
POA2701,10,235,243,325,28,358,121,6,122,98,7,110,76,9,83,35,3,35,666,282,952
POA2702,4,105,106,105,15,121,35,4,40,21,0,27,25,3,25,13,0,9,209,123,331
POA2703,8,47,57,61,9,71,29,0,29,17,0,17,14,0,14,8,3,9,137,61,199
POA2705,49,1158,1208,1182,212,1398,511,72,581,474,50,521,277,26,298,121,20,149,2618,1529,4145
POA2706,3,147,154,136,40,179,52,7,59,38,5,44,17,3,22,12,0,12,262,199,460
POA2707,7,148,155,166,17,185,60,0,61,38,0,37,25,0,26,15,3,15,306,176,482
POA2710,65,1445,1509,1324,240,1562,392,62,453,398,40,434,183,22,208,92,14,106,2455,1818,4272
POA2711,26,460,481,433,102,526,159,20,181,113,21,137,54,0,59,35,4,39,813,611,1422
POA2712,12,184,200,202,21,226,62,6,68,53,0,52,26,3,29,15,0,15,364,217,583
POA2713,14,390,408,371,87,462,105,15,125,98,22,117,53,6,60,23,4,28,675,521,1196
POA2714,15,406,421,435,76,508,121,12,132,95,11,101,52,16,67,18,3,22,739,514,1260
POA2715,7,194,196,169,51,222,53,14,70,43,8,57,31,4,32,18,0,21,324,270,596
POA2716,9,148,154,124,28,159,46,4,53,31,5,38,19,5,20,7,0,7,241,194,441
POA2717,3,128,127,141,37,183,54,14,68,44,9,55,26,7,31,15,4,19,284,195,484
POA2720,61,1043,1105,1067,165,1235,436,47,486,395,39,429,180,14,194,85,5,89,2223,1314,3539
POA2721,0,30,32,20,0,23,20,0,20,5,0,5,7,0,5,3,0,3,62,35,94
POA2722,20,416,436,388,85,476,161,27,188,123,22,145,89,7,101,44,0,48,827,562,1391
POA2725,5,49,52,60,5,66,16,0,16,12,0,12,9,0,9,0,0,0,105,53,159
POA2726,0,28,32,28,12,41,10,3,12,11,0,11,6,0,6,3,0,5,65,45,104
POA2727,3,37,43,35,5,46,10,5,14,7,3,14,13,4,19,10,0,10,77,54,133
POA2729,11,174,185,226,32,261,88,11,99,68,6,74,28,0,26,20,0,24,444,218,671
POA2730,0,176,179,214,32,248,60,6,63,47,3,52,22,4,26,13,0,11,356,229,578
POA2731,44,774,816,1101,136,1237,340,22,363,325,17,344,194,6,196,51,3,55,2055,959,3015
POA2732,9,288,300,307,61,361,68,4,73,65,6,67,28,4,32,16,4,18,493,360,851
POA2733,0,84,79,74,22,96,23,4,26,22,3,22,10,3,14,10,0,12,137,111,252
