POA_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
POA3012,785,238,214,36,52,32,41,7,7,40,1447,1173,367,418,137,165,236,239,62,8,59,2850,431,31,55,18,20,22,33,8,3,25,652,3,0,0,0,0,0,0,0,0,0,16,1605,403,474,154,191,261,274,72,9,77,3513,0,0,0,0,0,0,0,0,0,8,10,2395,641,683,194,235,294,317,75,18,127,4975,731,160,183,30,43,38,26,6,0,13,1228,1245,357,421,123,101,157,149,39,10,37,2637,702,66,87,12,27,27,35,11,3,22,998,5,0,0,0,0,0,5,0,0,3,12,1949,418,504,141,121,185,188,52,17,62,3645,3,0,4,0,0,0,0,0,0,8,14,2688,578,691,170,165,218,216,61,18,85,4892,1517,396,396,73,88,66,74,14,8,54,2674,2414,726,837,267,263,394,386,98,23,94,5483,1135,102,141,27,49,55,74,21,12,47,1648,10,0,0,0,0,0,5,0,0,8,26,3558,822
POA3013,512,170,146,18,26,23,18,13,8,12,952,378,74,83,22,25,28,34,7,0,9,663,147,4,0,0,0,5,4,6,0,0,172,0,0,0,0,0,0,0,0,0,0,0,526,78,88,23,22,32,38,12,0,11,832,0,0,0,0,0,0,0,0,0,0,0,1037,253,228,41,51,51,55,22,8,25,1778,518,137,159,28,25,33,24,9,5,10,942,469,103,85,34,20,24,26,6,0,15,785,264,8,14,0,5,0,3,0,0,5,300,0,0,0,0,0,0,0,0,0,0,0,735,116,94,33,20,30,29,6,0,14,1079,0,0,0,0,0,0,0,0,0,0,3,1251,248,251,59,51,64,56,16,3,20,2024,1021,309,304,51,54,55,47,21,11,23,1886,850,181,163,48,47,57,61,16,0,21,1444,414,9,16,0,6,4,4,0,0,3,471,0,0,0,0,0,0,0,0,0,0,3,1264,194
POA3015,612,199,172,26,16,29,23,10,8,25,1127,385,106,99,33,44,51,33,9,4,17,784,106,4,7,3,0,3,0,0,0,17,142,3,0,0,0,0,0,0,0,0,3,4,498,107,107,37,50,57,38,15,4,29,928,0,0,0,0,0,0,0,0,0,3,3,1111,308,276,62,64,82,58,27,11,57,2055,659,169,145,29,10,35,23,9,5,22,1101,501,118,134,30,53,38,48,18,5,24,969,150,9,15,5,4,4,5,0,0,23,220,0,0,0,0,0,0,0,0,0,0,4,655,131,150,31,59,48,51,17,0,47,1190,0,0,0,0,0,0,0,0,0,0,6,1313,293,295,60,73,84,78,26,4,71,2298,1271,365,314,49,35,60,44,22,13,46,2228,891,224,236,59,96,89,81,29,4,40,1750,258,16,23,8,4,11,6,6,0,36,363,8,0,0,0,0,0,0,0,0,3,8,1153,234
POA3016,738,168,128,23,14,13,19,3,5,13,1119,318,58,77,8,14,12,13,10,3,11,535,45,3,0,0,6,0,5,0,0,4,64,0,0,0,0,0,0,0,0,0,0,0,366,67,77,8,11,14,15,8,3,9,594,5,0,0,0,0,0,0,0,0,0,5,1108,239,202,34,27,28,30,13,10,28,1715,771,146,117,21,23,12,11,3,0,7,1132,378,101,100,22,19,17,17,10,6,7,682,79,10,8,6,0,6,4,4,0,11,113,0,0,0,0,0,0,0,0,0,0,0,458,108,103,23,19,18,28,19,6,20,802,3,0,0,0,0,0,0,0,0,0,3,1234,255,227,47,47,31,37,24,8,28,1932,1514,308,241,49,39,25,29,8,11,23,2252,703,163,176,33,35,27,32,26,8,18,1217,125,14,8,6,6,4,7,8,0,10,179,0,0,0,0,0,0,0,0,0,0,0,824,178
POA3018,626,120,112,24,22,18,23,5,6,12,970,345,89,102,23,35,26,35,8,4,7,673,58,9,3,0,0,4,3,0,0,6,81,0,0,0,0,0,0,0,0,0,0,0,402,93,105,28,36,26,36,8,4,11,756,0,0,0,0,0,0,0,0,0,0,0,1030,216,226,46,59,41,64,8,12,17,1724,675,116,138,18,30,17,36,4,0,8,1056,460,117,116,24,44,30,46,9,0,6,853,84,13,4,0,0,6,5,6,0,5,116,0,0,0,0,0,0,0,0,0,0,0,539,129,121,27,44,41,47,12,0,9,968,0,0,0,0,0,0,0,0,0,0,0,1218,245,262,49,74,54,82,18,7,14,2020,1308,234,254,38,53,37,60,8,5,17,2022,807,203,221,48,77,60,73,16,8,12,1521,138,21,10,8,0,8,6,6,0,8,200,0,0,0,0,0,0,0,0,0,0,0,942,227
POA3019,172,58,43,15,16,22,21,6,3,8,369,695,220,235,70,108,131,156,24,6,48,1690,351,49,65,8,23,24,28,18,0,15,581,4,0,0,0,0,3,0,0,0,3,9,1048,267,306,82,131,153,187,44,6,61,2282,3,0,0,3,0,0,0,0,0,6,15,1226,326,346,99,149,177,208,52,8,79,2671,157,37,35,13,6,14,13,0,0,5,279,624,221,250,66,66,74,74,32,9,25,1431,558,95,100,30,28,17,41,16,6,23,908,0,3,0,0,0,0,0,0,0,0,7,1191,320,351,92,93,92,110,45,11,46,2349,5,0,0,0,0,0,0,0,0,0,3,1350,356,384,108,95,101,125,48,13,51,2635,331,96,79,28,22,36,38,4,4,13,650,1325,435,486,134,181,201,228,53,8,66,3122,911,151,168,38,45,41,62,30,8,37,1488,6,3,0,0,0,3,0,0,0,3,16,2235,587
POA3020,956,178,172,37,39,47,45,18,0,46,1538,3163,924,1222,244,333,452,444,127,19,198,7122,1366,259,400,61,72,82,88,43,18,98,2493,12,6,5,0,0,0,4,0,0,8,31,4542,1189,1628,303,408,534,540,173,36,305,9646,3,0,4,0,5,4,0,0,0,21,42,5500,1366,1800,345,446,580,582,180,39,374,11226,861,145,139,41,30,35,27,9,6,48,1341,3157,891,860,235,260,291,323,98,22,140,6281,2137,361,450,91,95,112,116,69,27,148,3605,19,3,3,0,0,0,4,0,0,6,46,5323,1250,1308,333,354,404,436,165,49,300,9927,6,0,0,0,0,0,3,0,0,16,27,6190,1398,1455,376,382,430,470,182,53,365,11297,1818,315,316,78,70,75,75,24,6,95,2881,6325,1815,2078,480,589,743,770,223,38,347,13403,3505,618,845,156,163,193,203,111,41,249,6090,31,6,10,0,0,4,3,0,0,17,76,9861,2437
POA3021,1194,166,170,32,33,47,51,18,0,60,1788,4437,1311,1331,343,380,476,598,126,16,240,9256,2104,465,540,121,113,116,188,77,21,182,3929,22,6,0,0,0,0,3,0,0,13,54,6568,1785,1875,463,493,596,790,210,35,434,13240,8,4,4,0,0,0,0,0,0,22,41,7769,1947,2049,499,528,648,834,231,39,522,15066,1036,169,120,35,33,29,24,16,7,53,1529,4071,1214,1255,344,358,389,468,137,21,208,8467,3044,718,755,169,161,156,211,109,31,223,5584,11,8,5,0,0,0,7,0,0,9,42,7124,1936,2016,516,519,549,691,253,55,439,14091,15,0,3,0,0,4,0,0,3,19,52,8174,2113,2140,548,558,577,721,265,61,514,15670,2226,337,297,71,69,78,74,33,6,115,3313,8505,2524,2586,692,736,862,1070,260,38,449,17721,5147,1182,1296,283,271,278,403,197,54,404,9514,40,16,0,5,0,0,9,3,3,21,99,13696,3718
POA3022,89,17,16,3,0,0,3,0,0,5,133,165,64,91,19,10,21,21,10,0,16,418,66,0,25,0,3,7,0,0,0,9,107,3,0,0,0,0,0,0,0,0,0,3,228,73,111,19,19,28,25,6,5,24,529,0,0,0,0,0,0,0,0,0,0,3,313,90,126,25,17,30,29,6,5,32,670,75,11,21,0,0,0,7,0,0,0,121,181,55,60,21,9,18,22,8,0,9,398,107,20,26,10,0,3,11,3,0,7,188,0,0,0,0,0,0,0,0,0,6,8,293,73,92,33,16,22,31,4,3,21,591,0,0,0,0,0,0,0,0,0,0,0,367,84,109,32,16,20,35,7,3,20,711,166,30,38,3,3,0,5,3,0,10,257,343,120,155,39,30,39,43,14,6,24,816,167,24,52,13,8,11,11,3,0,15,299,9,0,0,0,0,0,0,0,0,7,11,517,145
POA3023,1607,381,282,46,38,48,41,16,13,53,2525,4923,1797,1371,376,322,316,405,102,21,136,9772,1174,259,316,73,52,56,137,54,21,61,2195,12,8,0,0,0,0,0,3,0,10,39,6108,2058,1694,453,369,372,541,156,45,207,12004,7,0,4,0,0,0,0,0,0,482,493,7722,2445,1973,499,410,419,588,172,59,737,15019,1603,320,267,45,54,35,38,20,15,46,2439,4979,1821,1395,406,348,325,365,103,35,140,9919,1635,415,385,122,89,93,182,83,24,84,3103,15,6,4,0,0,0,0,0,0,3,36,6627,2239,1782,527,435,418,548,183,61,228,13057,13,4,4,0,0,0,0,0,0,149,170,8243,2562,2053,577,488,457,591,196,73,423,15669,3212,699,549,91,84,83,84,32,29,99,4968,9904,3617,2770,787,668,641,770,199,59,275,19690,2807,669,696,199,142,148,316,131,46,151,5300,28,13,8,0,0,5,4,3,0,11,76,12739,4299
POA3024,688,341,251,59,45,41,44,5,7,45,1531,860,1704,1311,349,310,305,318,66,23,52,5296,55,128,93,21,19,31,74,20,8,13,467,0,3,0,0,0,0,5,0,0,0,19,914,1835,1406,372,333,338,402,91,30,63,5778,0,0,0,0,0,0,3,0,0,4,17,1610,2176,1653,437,378,383,443,99,38,117,7327,709,338,236,79,43,47,43,9,3,41,1548,755,1351,1556,428,372,318,314,84,36,62,5275,90,205,127,38,41,46,97,31,5,15,690,3,0,0,0,0,0,4,0,0,4,13,842,1557,1683,468,412,367,410,117,39,84,5972,0,0,0,0,0,0,0,0,0,13,18,1552,1893,1922,544,454,410,456,122,43,138,7537,1402,678,487,134,90,87,86,21,14,86,3083,1614,3053,2866,773,686,622,630,149,56,113,10568,143,332,218,63,59,80,170,53,14,32,1159,4,3,5,0,0,0,3,3,3,3,32,1756,3390
POA3025,327,93,79,15,8,13,11,9,0,22,579,722,138,140,24,25,36,44,3,9,29,1162,276,23,21,5,3,4,11,7,0,23,369,3,0,0,0,0,0,0,0,0,0,3,995,161,157,31,30,39,53,14,6,49,1526,0,0,0,0,0,0,0,0,0,3,4,1321,252,237,49,36,52,69,21,7,81,2115,316,68,78,10,17,11,14,3,3,32,557,800,138,148,32,30,39,32,8,0,38,1265,431,14,38,12,0,6,15,3,0,38,555,3,0,0,0,0,0,0,0,0,6,10,1235,159,183,38,36,42,42,11,4,80,1835,0,0,0,0,0,0,0,0,0,4,5,1550,228,257,50,51,61,59,16,4,115,2391,642,159,157,28,25,28,29,9,3,59,1137,1521,278,285,59,60,71,74,10,5,66,2425,704,39,55,9,6,11,22,11,3,57,923,9,0,0,0,0,0,0,0,0,6,14,2232,314
POA3026,198,84,47,12,0,0,15,0,0,5,365,717,325,187,42,38,44,45,6,15,28,1444,153,38,37,3,3,11,13,3,0,10,279,0,0,0,0,0,0,0,0,0,0,3,871,363,227,42,42,56,61,14,15,37,1722,0,0,0,0,0,0,0,0,0,5,0,1071,449,274,59,46,57,72,10,10,39,2090,171,60,44,8,5,3,10,3,7,16,315,674,304,198,41,35,33,40,15,10,19,1370,219,68,57,8,12,7,20,12,0,15,416,0,0,0,0,0,0,0,0,0,0,4,894,373,255,49,41,41,62,29,8,33,1786,0,0,0,0,0,0,0,0,0,3,9,1069,430,296,56,46,41,78,32,11,46,2107,374,142,86,23,4,6,26,0,3,15,679,1391,630,393,82,78,68,86,21,19,40,2813,370,108,95,10,9,23,33,19,0,20,695,0,0,0,0,0,0,0,0,0,0,3,1765,740
POA3027,186,104,93,14,17,23,26,9,3,14,488,624,508,435,118,126,157,160,63,16,23,2224,33,29,40,11,12,20,26,11,6,3,180,6,0,3,0,0,0,0,0,0,0,4,654,537,480,121,140,171,181,75,23,24,2408,0,0,0,0,0,0,0,0,0,5,5,838,640,564,142,155,198,209,86,24,40,2895,149,88,78,15,13,22,28,9,0,4,407,449,519,436,107,113,116,141,51,9,22,1961,52,37,74,14,19,16,29,15,3,3,264,0,0,0,0,0,0,0,0,0,0,3,504,561,510,118,130,130,173,68,13,27,2232,0,0,0,0,0,0,0,0,0,0,5,654,651,590,131,141,150,201,75,15,32,2642,330,197,170,29,33,39,53,17,7,19,896,1072,1029,873,219,240,269,299,114,22,42,4184,88,66,118,21,30,32,49,25,6,9,444,6,3,0,0,0,0,0,0,0,0,10,1158,1096
POA3028,975,163,170,41,30,40,25,12,3,28,1496,1302,435,482,137,160,173,192,29,10,53,2973,311,31,51,29,33,13,54,8,0,12,550,6,0,0,0,0,4,0,0,0,0,15,1630,466,534,168,185,188,246,40,7,73,3537,0,0,9,0,0,0,0,0,0,4,13,2603,629,716,210,217,226,274,57,14,112,5048,1043,160,169,28,23,31,38,8,5,27,1535,1447,416,470,140,136,182,187,41,12,62,3090,462,57,89,30,23,10,53,18,3,18,764,3,0,0,0,0,0,0,0,0,3,10,1919,474,555,171,162,197,242,58,19,77,3865,0,0,0,0,0,0,0,0,0,0,8,2955,638,727,202,190,227,278,66,21,115,5400,2016,322,346,71,50,71,65,29,8,59,3027,2755,849,952,276,297,354,380,73,21,109,6061,778,87,141,59,57,27,111,25,3,32,1319,15,0,0,0,0,3,0,0,0,4,26,3545,939
POA3029,2482,1052,905,178,212,193,216,78,44,165,5517,5260,8566,5348,1287,1361,1894,1937,578,135,355,26719,510,389,373,73,108,147,299,112,36,65,2109,19,13,10,5,0,12,7,5,0,7,82,5793,8968,5732,1361,1471,2052,2240,688,166,427,28912,12,6,9,3,5,7,8,0,0,274,314,8287,10026,6643,1543,1691,2245,2463,769,211,868,34742,2364,971,880,174,170,159,183,57,47,108,5132,4470,6785,6180,1294,1429,1548,1600,522,185,285,24306,727,574,621,155,169,202,401,193,34,101,3171,7,10,13,0,3,8,7,5,4,9,75,5210,7368,6819,1444,1604,1751,2011,721,227,389,27554,3,5,15,0,5,5,0,0,0,33,63,7578,8349,7714,1623,1778,1917,2198,776,278,528,32747,4845,2022,1786,356,387,355,404,135,93,272,10652,9732,15354,11533,2578,2792,3439,3536,1098,322,638,51023,1241,966,992,224,279,350,697,304,69,163,5275,28,24,24,4,3,16,22,9,3,16,153,11003,16339
POA3030,3061,1239,1351,231,209,218,260,80,46,116,6804,4311,4402,3755,972,957,949,940,324,108,212,16932,443,386,432,120,128,137,241,110,27,48,2071,3,8,3,0,3,4,8,0,0,6,41,4763,4793,4188,1098,1090,1091,1190,443,130,263,19044,3,0,6,0,0,0,4,0,0,17,36,7827,6030,5546,1327,1300,1313,1442,527,176,397,25885,3055,1229,1199,248,223,217,258,74,37,114,6663,3938,4191,4185,1064,1030,980,949,347,129,187,17003,716,549,611,196,153,186,381,147,28,77,3051,13,4,8,0,0,0,4,0,0,4,33,4664,4745,4799,1266,1187,1171,1332,502,162,272,20092,5,7,10,3,0,0,7,0,0,27,58,7730,5981,6008,1517,1409,1382,1592,574,197,411,26809,6115,2466,2550,479,431,434,518,155,87,234,13463,8256,8594,7938,2043,1989,1928,1889,675,239,396,33939,1157,937,1044,320,289,323,620,257,51,126,5119,15,12,12,3,3,3,15,4,0,6,79,9426,9540
POA3031,567,165,156,40,36,33,39,12,13,15,1078,558,162,206,49,61,72,75,33,7,17,1236,212,32,29,6,4,15,8,4,3,3,313,7,0,0,0,0,0,0,0,0,0,12,785,189,230,51,70,82,76,35,8,24,1557,0,0,0,0,0,0,0,0,0,0,4,1348,355,387,96,106,116,121,48,16,46,2641,601,146,147,32,43,36,34,12,7,15,1077,660,216,228,51,61,68,72,40,7,27,1426,398,72,53,9,10,11,13,10,3,15,588,0,0,0,0,0,0,0,0,3,0,5,1055,281,287,61,73,81,87,49,12,42,2023,0,0,0,0,0,0,0,0,0,6,11,1652,436,435,96,117,114,123,60,20,58,3111,1169,317,303,76,77,69,79,24,19,34,2154,1217,376,434,100,126,139,144,73,12,49,2665,611,99,83,17,16,25,18,16,3,18,903,10,0,0,0,0,0,0,0,3,0,16,1832,472
POA3032,935,194,216,38,48,55,47,23,6,22,1578,1321,390,463,130,145,183,187,48,5,51,2917,370,37,45,7,7,29,24,9,3,30,565,3,0,0,0,0,0,4,0,0,0,6,1692,424,506,139,157,213,210,51,14,84,3492,0,0,0,0,0,0,0,0,0,5,10,2631,618,725,172,207,265,257,81,15,103,5077,861,193,194,53,32,50,48,7,7,24,1481,1445,435,505,129,151,175,179,55,16,45,3128,539,80,77,22,24,29,47,16,4,47,889,4,0,0,0,0,0,0,0,0,0,12,1990,511,586,144,172,203,221,71,27,86,4023,0,0,0,0,0,3,5,0,0,5,13,2853,702,778,199,208,259,283,81,35,118,5515,1795,383,405,86,84,102,101,35,7,50,3053,2765,817,971,257,291,355,364,101,23,93,6047,914,117,126,31,34,59,72,22,8,76,1456,7,0,0,0,0,0,5,0,4,0,20,3683,935
POA3033,411,62,34,9,10,3,13,0,0,17,569,829,124,87,32,25,25,27,3,3,29,1189,201,8,12,3,0,3,12,3,3,12,251,4,0,0,0,0,0,0,0,0,0,8,1032,137,100,33,25,28,39,4,9,42,1441,0,0,0,0,0,0,0,0,0,0,0,1445,198,132,45,32,31,48,6,10,59,2016,392,50,52,14,10,5,7,0,0,24,567,943,161,98,30,20,24,32,8,5,19,1340,349,8,12,9,5,3,12,0,4,21,423,4,0,0,0,0,0,0,0,0,0,6,1297,174,114,40,24,26,43,9,3,37,1767,0,0,0,0,0,0,0,0,0,0,0,1692,225,165,57,29,29,50,8,3,67,2331,802,118,90,22,20,11,19,6,0,43,1135,1779,295,186,64,40,48,57,10,5,46,2529,548,14,24,12,5,6,19,4,4,30,670,4,0,0,0,0,0,0,0,0,0,10,2332,311
POA3034,338,60,37,11,6,3,11,0,0,10,470,993,115,125,20,22,41,42,6,0,37,1395,286,17,24,4,6,0,9,0,0,15,363,3,0,0,0,0,0,0,0,0,0,3,1284,134,150,29,24,41,50,7,0,47,1763,0,0,0,0,0,0,0,0,0,0,4,1624,190,187,38,32,43,56,7,0,60,2236,359,40,36,11,5,0,4,0,0,13,472,1205,127,142,29,19,20,26,11,0,40,1616,464,20,27,8,7,3,7,0,0,18,557,5,0,0,0,0,0,0,0,0,3,13,1677,140,173,35,29,25,34,13,4,60,2189,6,0,0,0,0,0,0,0,0,0,6,2042,180,212,43,32,26,35,17,4,73,2662,697,101,76,18,7,6,13,0,0,25,936,2199,235,269,48,40,64,66,18,3,75,3017,746,35,52,17,13,6,17,3,0,33,924,9,0,0,0,0,0,0,0,0,3,18,2963,266
POA3036,235,12,18,0,4,0,0,0,0,5,278,273,9,12,0,6,10,0,0,0,4,313,22,0,7,0,0,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,292,11,17,0,6,13,0,0,0,4,346,0,0,0,0,0,0,0,0,0,0,0,527,21,32,0,8,15,0,0,0,12,626,248,8,17,0,4,0,0,0,0,5,283,286,20,18,0,10,7,0,0,0,6,353,42,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,327,27,18,6,7,7,0,0,0,9,406,0,0,0,0,0,0,0,0,0,0,0,578,39,42,6,7,7,4,0,0,12,690,486,24,36,0,4,0,4,0,0,9,559,558,34,37,0,9,19,0,0,0,7,667,65,5,11,0,0,4,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,626,37
POA3037,1440,281,168,42,29,27,28,10,4,46,2082,3456,1028,695,145,155,181,164,58,15,101,6008,725,106,85,33,27,26,32,16,0,40,1100,4,0,0,0,0,0,0,0,0,4,11,4194,1138,786,178,179,207,191,81,16,152,7116,6,4,5,0,0,0,0,0,0,14,29,5642,1425,956,221,210,233,220,89,22,209,9224,1411,249,168,36,33,23,24,10,4,47,2009,3518,1043,766,155,158,171,179,52,23,86,6157,1030,191,138,57,27,31,65,27,5,66,1640,13,0,0,0,0,0,0,0,0,4,18,4560,1233,905,212,192,198,243,87,26,161,7816,4,0,3,0,0,0,0,0,0,17,24,5974,1486,1083,255,216,225,264,99,26,228,9846,2853,535,335,81,66,51,47,18,10,90,4089,6979,2068,1463,303,312,347,344,120,36,192,12163,1758,298,227,87,58,57,93,48,9,111,2735,18,0,0,0,0,0,0,0,0,8,29,8752,2373
POA3038,930,99,61,12,17,12,10,4,0,18,1160,2126,221,197,45,43,55,59,9,4,41,2800,486,21,21,8,9,12,16,10,0,13,584,6,0,0,0,0,0,0,0,0,0,11,2623,242,222,51,43,67,70,18,4,54,3394,0,0,0,0,0,0,0,0,0,0,7,3554,340,287,61,64,76,75,23,4,72,4555,914,100,67,7,13,10,4,4,0,26,1146,2192,255,216,50,39,49,52,13,5,43,2914,727,38,49,16,11,14,21,12,0,14,901,3,0,0,0,0,0,0,0,0,0,7,2930,285,262,64,51,65,70,20,6,57,3825,3,0,0,0,0,0,0,0,0,0,6,3846,383,325,73,68,77,74,26,10,87,4978,1838,198,133,24,32,23,14,7,4,39,2305,4324,473,414,92,78,107,105,23,6,91,5711,1218,54,69,24,20,26,39,16,0,23,1489,11,0,0,0,0,0,0,0,0,5,17,5550,530
