POA_CODE_2021,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85_yr_over,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85_over,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85_yr_over,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85_yr_over,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85_yr_over,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85_yr_over,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85_ov,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85_over,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85_ov,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85_yr_over,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85_yr_over,M_Inad_desc_Ns_Tot
POA2284,0,0,5,0,8,5,0,0,0,16,0,0,30,56,31,24,3,0,0,151,4,14,64,58,60,63,6,3,0,276,0,0,18,11,19,22,0,0,0,64,36,54,131,103,105,70,4,0,0,509,0,9,21,25,22,24,13,0,0,119,31,38,42,45,36,20,4,0,0,214,48,32,31,14,16,7,4,0,0,155,0,7,30,37,44,46,8,0,0,182,0,3,7,3,5,0,0,0,0,15,0,3,21,11,7,11,4,0,0,59,0,4,7,12,12,4,0,0,0,37,0,8,32,32,32,36,11,4,0,154,0,10,26,24,25,19,0,0,0,101,0,10,29,35,54,48,9,0,0,183,0,6,28,27,21,10,9,0,0,102,7,21,66,63,42,36,8,3,0,243,4,8,6,3,0,0,0,0,0,27,9,10,26,25,21,26,9,0,0,125,8,9,37,27,33,26,10,0,0,147
POA2285,3,7,11,12,7,8,0,0,0,42,4,11,117,132,67,42,3,0,0,372,33,78,208,224,229,131,24,3,0,921,0,3,31,37,49,19,0,0,0,143,64,178,392,323,254,153,29,6,0,1398,9,14,67,71,74,41,14,0,0,293,114,117,169,132,87,79,18,0,0,714,183,67,97,59,25,17,3,0,0,444,15,20,68,138,154,124,23,6,0,543,4,11,17,21,10,7,5,0,0,72,0,5,51,50,34,23,0,0,0,172,0,13,13,28,21,13,5,0,0,88,5,39,128,149,66,44,15,3,0,449,10,21,69,55,62,30,7,0,0,256,3,20,107,146,150,97,17,0,0,550,6,23,84,121,66,43,14,5,0,352,16,50,183,207,154,93,26,0,0,736,5,9,22,16,4,8,0,0,0,77,32,48,90,82,90,66,12,0,0,421,11,41,92,88,78,45,10,0,0,362
POA2286,0,0,0,0,0,0,0,0,0,5,0,7,27,23,16,8,0,0,0,79,6,6,33,26,35,21,0,0,0,123,0,0,4,6,4,3,0,0,0,19,22,29,69,37,41,36,9,0,0,242,0,6,11,5,5,3,0,0,0,37,3,15,25,15,14,11,0,0,0,82,19,4,11,3,0,0,0,0,0,38,0,6,13,8,14,22,0,0,0,66,0,0,0,0,4,0,0,0,0,9,0,0,4,0,5,5,0,0,0,16,0,0,0,0,3,6,0,0,0,10,0,5,17,20,3,8,0,0,0,47,0,11,10,6,12,7,3,0,0,51,0,3,19,19,13,12,0,0,0,65,0,4,11,0,7,8,5,0,0,33,0,3,18,15,19,10,9,0,0,72,0,0,6,0,3,0,0,0,0,9,3,4,23,13,14,6,0,0,0,68,3,13,9,19,11,9,5,0,0,61
POA2287,4,3,11,9,4,10,6,0,0,49,0,10,93,112,90,40,5,0,0,356,21,69,184,223,237,175,24,5,0,939,0,5,43,64,65,29,4,0,0,212,71,197,387,299,231,157,33,4,0,1376,5,24,75,84,79,49,11,0,0,324,131,202,198,136,90,77,19,0,0,855,243,182,147,65,47,41,11,0,0,738,13,34,119,144,162,144,46,0,0,664,6,4,27,19,14,6,3,0,0,79,0,13,62,55,36,20,5,3,0,205,4,9,15,23,20,10,4,0,0,89,8,53,173,185,122,63,21,3,0,635,5,36,58,76,73,53,17,0,0,317,4,18,142,161,162,103,21,0,0,604,12,44,146,134,99,79,29,6,0,542,13,102,282,235,180,129,23,4,0,969,13,23,22,12,20,6,3,0,0,100,19,39,99,79,86,62,12,0,0,400,20,59,125,94,97,54,18,0,0,473
POA2289,4,0,4,9,0,6,0,4,0,17,0,8,39,63,40,12,6,0,0,177,4,24,54,74,83,62,12,0,0,306,0,3,25,31,27,18,0,3,0,104,44,100,196,191,148,85,21,3,0,787,11,8,22,28,34,22,4,0,0,132,69,80,92,62,61,42,4,0,0,405,132,86,74,39,38,12,7,0,0,396,8,14,36,51,80,74,20,6,0,290,7,4,17,10,11,10,0,0,0,61,0,5,40,48,47,27,0,0,0,166,0,7,11,11,16,11,3,0,0,55,8,36,98,163,87,60,17,3,0,471,7,12,20,27,28,27,8,0,0,124,4,11,93,130,137,71,9,0,0,458,3,25,65,83,100,65,17,3,0,366,5,46,132,123,109,76,16,0,0,512,21,5,8,14,16,4,0,0,0,82,14,13,34,31,30,21,17,4,0,160,13,23,41,53,29,30,3,0,0,182
POA2290,0,6,7,0,4,3,0,0,0,23,4,12,73,100,57,37,8,0,0,294,16,42,109,145,140,129,20,0,0,599,0,6,26,47,54,35,8,0,0,181,118,202,426,329,248,208,33,3,0,1578,3,13,38,56,70,52,13,0,0,241,101,127,152,77,100,56,19,6,0,644,155,103,109,50,51,24,18,0,0,508,0,29,72,115,134,109,24,11,0,500,0,6,15,14,11,6,0,3,0,54,0,10,37,66,63,28,11,0,0,226,0,8,22,32,23,18,9,4,0,109,0,40,135,204,110,103,23,7,0,629,12,26,43,43,64,34,10,3,0,229,9,23,100,139,157,98,11,0,0,535,8,24,92,100,111,83,27,0,0,448,6,72,180,196,169,130,37,4,0,805,33,13,23,21,12,9,4,0,0,119,22,37,62,66,64,53,11,11,0,331,12,25,72,82,79,45,12,0,6,341
POA2291,0,3,4,0,0,3,0,0,0,18,0,11,34,45,33,30,3,0,0,147,8,14,28,48,56,54,4,0,0,217,0,3,20,18,22,14,5,0,0,72,50,70,135,82,86,58,10,9,0,506,0,3,19,17,22,16,8,0,0,87,40,47,46,30,27,36,13,0,0,233,90,63,50,28,27,18,0,0,0,280,4,6,22,33,49,38,9,0,0,161,0,5,9,10,17,16,0,0,0,55,0,10,31,40,48,21,6,0,0,150,0,3,13,12,15,28,11,0,0,86,3,43,87,108,81,77,31,6,0,439,3,6,17,16,23,8,4,0,0,83,3,13,48,58,75,45,9,0,0,250,7,20,64,44,51,35,13,0,0,240,9,52,117,88,133,96,28,6,0,532,13,9,12,20,8,5,3,0,0,69,3,15,16,11,11,16,9,0,0,81,3,17,24,32,22,34,3,0,0,141
POA2292,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,19,0,3,14,5,9,5,0,0,0,38,0,0,3,5,9,4,0,0,0,14,4,14,34,23,17,7,0,0,0,102,0,0,0,5,7,0,0,0,0,13,10,9,11,18,12,4,0,0,0,62,19,13,13,7,3,0,0,0,0,63,0,0,10,4,13,3,3,0,0,36,0,0,7,0,0,0,0,0,0,7,0,0,5,10,0,0,0,0,0,17,0,0,0,3,0,8,0,0,0,9,0,3,22,23,9,6,0,0,0,66,0,0,0,8,5,4,0,0,0,21,0,3,12,8,9,7,0,0,0,38,0,9,18,9,16,8,0,0,0,56,0,8,31,7,16,7,3,0,0,67,0,0,8,3,4,0,4,0,0,11,0,0,8,3,3,6,0,0,0,17,0,4,4,0,4,4,0,0,0,26
POA2293,0,0,0,5,0,0,0,0,0,4,0,0,8,6,3,0,0,0,0,20,0,11,17,15,19,14,0,0,0,72,0,4,7,3,6,5,0,0,0,19,3,17,41,14,13,14,0,0,0,104,3,0,8,10,4,5,0,0,0,26,8,11,20,5,7,0,0,0,0,49,10,18,31,4,5,0,3,0,0,75,0,0,4,18,8,16,0,0,0,49,0,0,5,4,5,0,0,0,0,15,0,6,15,4,4,3,0,0,0,32,0,0,5,4,0,4,0,0,0,13,0,12,23,27,11,16,5,0,0,97,0,0,7,3,0,8,0,0,0,18,0,18,43,13,19,10,3,0,0,97,0,5,19,19,15,13,5,0,0,71,0,6,42,28,14,14,3,0,0,107,0,5,4,0,7,0,0,0,0,9,0,3,5,3,5,4,0,0,0,23,0,0,15,6,0,3,6,0,0,33
POA2294,0,0,4,0,0,0,0,0,0,4,0,0,3,5,4,4,0,0,0,15,0,3,8,7,9,5,3,0,0,32,0,0,0,3,0,5,0,0,0,7,0,9,23,20,8,6,4,0,0,71,0,0,9,0,0,0,3,0,0,15,0,6,3,3,7,4,0,0,0,26,5,14,12,3,0,4,0,0,0,40,0,0,3,3,13,11,0,0,0,40,0,0,0,4,5,0,0,0,0,8,0,0,8,3,3,0,0,0,0,20,0,0,6,4,0,0,0,0,0,6,0,5,21,14,9,3,3,0,0,53,0,0,0,0,0,6,0,0,0,8,0,0,8,7,9,4,0,0,0,29,0,0,8,3,4,5,0,0,0,22,0,4,19,17,4,3,0,0,0,53,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,9,0,3,4,6,10,6,0,0,0,33
POA2295,0,0,3,9,6,7,0,0,0,21,0,3,7,30,16,13,0,0,0,74,6,8,37,33,26,27,3,0,0,142,0,0,4,9,5,0,6,0,0,26,16,23,64,77,47,38,5,0,0,274,0,0,8,16,21,6,0,0,0,50,21,11,20,9,6,12,7,0,0,76,45,17,9,9,12,8,4,0,0,98,6,6,23,25,27,39,6,0,0,137,0,0,5,0,6,0,0,0,0,14,0,0,0,0,3,0,0,0,0,11,0,0,0,4,0,0,0,0,0,16,0,0,24,36,26,23,4,6,0,118,0,3,12,5,8,9,3,0,0,41,0,31,57,73,38,22,7,0,0,231,0,6,18,28,22,22,13,0,0,105,0,10,16,23,22,21,8,0,0,101,4,4,3,4,6,5,0,0,0,24,0,3,11,18,17,5,5,0,0,54,0,4,9,17,18,7,5,0,0,59
POA2296,0,0,0,0,0,0,0,0,0,3,0,0,8,5,3,3,0,0,0,17,0,4,13,11,10,3,0,0,0,36,0,0,0,0,3,0,0,0,0,7,0,5,30,25,7,5,0,0,0,75,0,0,3,5,3,0,0,0,0,13,3,9,11,5,7,5,0,0,0,42,6,22,18,9,3,0,0,0,0,53,0,5,4,0,6,6,0,0,0,23,0,0,4,7,3,0,0,0,0,13,0,0,4,4,5,0,0,0,0,14,0,0,0,7,0,3,0,0,0,8,0,10,17,19,10,10,0,0,0,57,0,3,3,0,0,0,0,0,0,13,0,3,18,9,7,6,0,0,0,47,0,8,11,8,15,3,0,0,0,43,0,5,28,14,8,8,0,0,0,72,0,0,0,0,3,0,0,0,0,10,0,5,7,8,0,0,0,0,0,21,0,0,8,4,8,0,0,0,0,22
POA2297,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,10,0,0,7,7,9,3,0,0,0,21,0,0,3,3,0,0,0,0,0,10,0,10,26,19,12,3,0,0,0,69,0,0,0,4,0,3,0,0,0,8,3,8,17,3,3,4,0,0,0,43,4,7,11,11,3,0,0,0,0,35,0,0,3,4,3,3,0,0,0,18,0,0,0,8,4,0,0,0,0,12,0,0,0,8,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,15,20,6,6,3,0,0,59,0,0,3,0,0,0,0,0,0,6,0,5,13,10,11,8,0,0,0,36,0,0,11,8,14,9,0,0,0,41,0,3,24,12,10,13,0,0,0,52,0,0,4,4,0,5,0,0,0,10,0,4,12,0,0,7,0,0,0,25,0,0,4,3,5,0,0,0,0,19
POA2298,0,0,4,0,3,0,0,0,0,13,0,0,28,25,9,7,0,0,0,67,5,13,50,40,42,43,0,0,0,198,0,4,13,10,4,4,0,0,0,39,21,41,95,83,48,35,9,0,0,335,0,3,22,12,7,8,9,0,0,63,26,68,75,31,24,8,0,0,0,231,47,57,65,24,14,4,4,0,0,215,3,6,28,30,33,42,3,0,0,141,0,4,5,12,3,0,0,0,0,23,0,8,21,16,10,8,0,0,0,57,0,5,0,7,0,6,0,0,0,21,5,30,77,54,19,13,3,0,0,204,0,14,17,12,12,9,5,0,0,72,5,11,35,39,40,22,3,0,0,142,3,24,66,46,32,14,4,0,0,192,0,34,116,51,41,30,12,0,0,283,7,9,7,9,5,0,0,0,0,27,0,16,22,16,18,11,3,0,0,85,5,15,29,18,19,23,0,0,0,104
POA2299,0,0,3,5,0,0,0,0,0,11,4,3,21,25,18,7,0,0,0,81,5,19,40,44,39,25,3,4,0,188,0,8,7,15,15,10,0,0,0,57,26,59,112,73,55,41,11,0,0,380,3,6,16,20,18,10,0,0,0,74,33,75,71,28,26,13,5,0,0,255,63,67,58,29,23,9,5,0,0,260,3,16,44,43,27,29,4,0,0,172,0,0,10,8,3,5,0,0,0,24,0,4,21,23,13,5,0,0,0,71,0,0,8,5,6,3,0,0,0,26,3,23,72,45,30,15,12,0,0,207,0,9,23,19,14,14,3,0,0,87,5,8,41,39,42,34,11,0,0,174,4,22,62,54,29,28,6,0,0,212,9,42,96,74,49,53,7,3,0,326,7,0,9,9,5,0,0,0,0,35,5,14,24,25,22,14,0,6,0,110,6,23,44,24,28,20,0,0,0,146
POA2300,0,0,0,0,4,0,4,0,0,17,0,4,37,25,20,20,6,0,0,105,3,17,51,40,43,23,5,3,0,195,0,0,7,14,14,5,0,0,0,46,12,62,136,47,50,52,14,0,0,367,3,3,15,11,16,7,8,0,0,63,13,53,78,34,17,15,5,3,0,226,56,75,66,36,17,12,9,0,0,270,0,15,24,13,18,30,3,0,0,97,3,6,11,16,8,0,0,0,0,53,0,13,49,32,29,18,5,0,0,136,3,4,24,16,18,19,11,3,0,87,4,42,137,87,82,56,35,6,0,453,0,11,18,19,17,6,7,0,0,76,0,44,85,56,46,47,11,4,0,289,3,25,64,48,53,44,14,3,0,257,3,37,169,87,89,76,39,3,0,508,11,7,10,9,9,4,0,0,0,48,3,7,21,5,7,11,8,0,0,64,5,11,35,21,24,10,9,0,0,113
POA2302,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,8,0,5,3,8,3,6,3,0,0,23,0,0,6,3,3,0,0,0,0,5,0,0,11,7,5,5,3,0,0,35,0,0,7,0,0,3,0,0,0,10,0,3,19,3,0,0,0,0,0,33,3,9,15,3,0,0,0,0,0,38,0,0,3,0,6,8,5,0,0,27,0,0,0,0,3,4,0,0,0,8,0,0,5,6,0,0,0,0,0,17,0,0,0,0,0,5,0,0,0,6,0,3,27,9,9,12,7,0,0,62,0,0,5,3,0,0,0,0,0,9,0,7,27,7,6,5,3,0,0,59,0,3,5,0,4,3,0,0,0,15,0,3,18,8,0,8,3,0,0,44,0,0,3,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,6,0,6,5,0,0,7,0,0,0,15
POA2303,0,0,0,3,0,0,0,0,0,6,0,4,20,16,26,9,3,0,0,71,5,8,35,24,33,25,3,0,0,134,0,3,8,4,16,10,0,0,0,44,8,51,74,37,50,38,9,0,0,276,7,0,8,7,17,9,5,0,0,56,19,41,36,16,23,19,11,0,0,164,61,60,63,27,20,12,0,0,0,234,0,6,11,21,25,30,5,0,0,110,0,0,3,0,3,7,0,0,0,21,0,5,12,26,20,11,0,0,0,81,0,3,6,13,10,3,9,0,0,46,0,23,49,60,54,47,15,0,0,248,3,7,14,15,10,10,9,0,0,61,3,9,27,35,42,31,4,0,0,156,3,21,36,36,30,41,11,0,0,178,0,27,73,56,54,45,20,0,0,273,0,9,5,4,3,3,5,0,0,40,0,9,8,11,9,11,5,0,0,51,3,10,19,20,22,16,7,3,0,98
POA2304,0,7,5,0,5,6,0,0,0,25,0,3,32,26,12,10,0,0,0,96,8,21,83,69,64,52,8,0,0,299,0,4,16,14,5,3,4,0,0,53,19,45,197,109,57,50,13,0,0,491,0,11,43,42,22,17,5,0,0,140,30,47,83,55,37,28,10,3,0,302,63,54,82,58,11,21,4,0,0,291,3,16,47,52,45,74,11,0,0,244,0,5,23,8,16,4,0,0,0,53,0,9,30,32,11,10,0,0,0,92,0,8,16,11,3,5,0,0,0,47,5,15,124,101,33,17,13,0,0,305,0,7,32,16,23,19,9,0,0,109,0,22,102,74,55,36,0,0,0,300,0,23,87,59,48,27,8,0,0,260,7,28,138,100,59,56,12,0,0,399,0,4,14,17,7,3,0,0,0,47,9,8,22,23,22,25,5,0,0,124,6,22,54,36,32,21,3,0,0,181
POA2305,0,0,4,0,0,0,0,0,0,6,0,5,22,44,26,11,3,0,0,117,10,12,25,43,63,61,7,0,0,221,0,0,9,16,21,13,4,4,0,69,35,56,98,94,96,60,13,0,0,456,4,3,7,33,22,15,0,3,0,95,61,58,46,28,34,24,8,5,0,262,91,41,27,24,18,11,7,3,0,221,4,9,14,34,35,40,12,0,0,146,0,3,15,7,9,9,0,0,0,45,4,10,15,36,26,17,0,0,0,100,5,0,5,9,18,7,7,0,0,43,5,32,56,90,83,41,21,3,0,329,5,3,19,20,14,12,3,0,0,82,0,8,28,58,75,48,16,0,0,226,5,17,39,55,60,37,11,0,0,233,4,18,75,85,95,71,25,3,0,384,14,10,9,6,4,9,0,0,0,51,0,12,20,14,21,15,4,0,0,87,4,13,18,24,27,11,3,0,0,94
POA2306,0,0,0,0,0,0,0,0,0,3,0,0,11,5,5,0,0,0,0,14,6,5,4,13,8,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,5,4,13,17,13,15,0,0,0,70,0,0,5,4,0,0,0,0,0,14,7,5,13,7,3,0,0,0,0,35,9,4,6,6,0,3,0,0,0,23,0,4,4,8,7,11,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,8,5,0,7,0,0,0,16,0,0,0,4,4,5,0,0,0,23,0,0,0,3,0,0,3,0,0,10,0,4,8,12,7,6,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,5,13,3,5,4,3,0,0,26,0,3,9,3,11,7,0,0,0,37
POA2307,0,0,5,5,0,0,0,0,0,4,0,0,8,10,5,0,0,0,0,19,3,8,27,23,17,12,0,0,0,89,0,0,7,3,3,3,0,0,0,21,9,21,70,25,21,19,0,0,0,165,0,5,8,6,6,4,4,0,0,41,7,34,36,19,14,3,0,0,0,126,17,36,25,8,3,9,0,0,0,103,0,6,24,22,19,16,3,0,0,84,0,3,0,0,5,0,0,0,0,11,0,0,14,4,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,7,0,10,36,15,9,7,0,0,0,73,0,3,11,14,4,9,0,0,0,42,0,3,18,17,10,8,0,0,0,59,0,6,15,13,4,6,0,0,0,47,0,14,34,24,11,10,0,0,0,95,0,0,0,0,0,3,0,0,0,9,0,5,14,12,10,4,0,0,0,46,0,12,28,10,0,7,0,0,0,62
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,36,0,0,0,0,0,0,0,48,20,23,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA2311,4,0,8,5,5,16,12,8,3,60,0,0,0,10,6,0,0,0,0,25,0,0,0,3,0,3,0,0,0,13,0,0,3,0,0,0,0,0,0,4,3,0,5,10,0,3,0,0,0,26,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,5,8,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,15,0,5,0,0,4,0,0,0,0,18
POA2312,0,0,3,0,5,6,4,0,0,23,0,0,0,0,0,3,0,0,0,4,5,0,0,4,5,7,0,0,0,18,0,0,0,0,0,0,0,0,0,9,5,8,12,21,12,15,0,0,0,75,0,0,3,4,4,0,0,0,0,10,9,0,3,4,8,0,0,0,0,29,3,3,0,3,7,4,0,0,0,19,0,0,3,6,9,9,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,4,9,5,0,0,19,0,0,4,0,10,6,0,0,0,13,0,0,5,0,3,0,0,0,0,7,0,0,0,4,4,3,0,0,0,14,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,11,0,3,4,6,0,5,4,0,0,18
POA2315,0,0,5,9,9,9,9,3,0,32,0,0,12,15,18,6,0,0,0,55,6,12,29,38,53,46,7,0,0,199,0,3,9,3,17,14,0,0,0,42,38,50,85,87,107,85,26,6,0,485,0,5,6,12,18,22,5,0,0,75,51,20,26,35,40,46,13,3,0,237,95,57,78,51,41,54,26,0,0,399,0,11,17,19,47,50,25,4,0,169,4,0,5,3,3,4,6,0,0,24,0,0,0,11,18,18,8,0,0,61,0,0,4,8,8,11,3,7,0,50,0,0,24,36,59,50,24,4,0,201,6,6,14,14,26,40,6,4,0,115,0,9,39,81,89,82,10,0,0,319,0,4,13,17,29,33,15,0,0,121,0,6,24,26,36,44,20,5,0,157,10,7,4,3,3,10,3,6,0,43,4,16,11,19,21,19,3,0,0,100,12,9,19,25,25,23,5,4,0,122
