POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA2065,395,635,1023,1347,1634,2976,5,9,13,108,132,235,0,0,0,2740,3404,6141,5,12,14,174,221,393,15,9,23,11,3,16,25,33,63,36,40,83,57,51,106,49,88,137,214,247,459,6,3,12,5,20,24,188,254,439,233,324,556,9,14,20,5221,6492,11717,555,539,1096,164,148,319,140,168,310,0,3,3,36,33,71,69,65,135,106,101,212,7603,7402,15011,101,82,188,23,43,67,7729,7529,15258,1214,1371,2589,56,68,128,15590,17055,32644
POA2066,343,538,883,1510,1845,3358,3,6,10,125,148,268,0,4,6,4137,4479,8612,10,14,29,328,385,709,9,17,26,4,5,7,36,55,87,97,93,188,49,71,117,107,121,225,220,272,491,7,6,17,10,16,25,216,298,514,257,354,611,5,16,18,7122,8195,15312,531,526,1057,270,273,543,174,186,361,0,0,0,36,46,87,88,101,190,124,150,276,6787,6293,13082,59,64,123,29,33,60,6870,6395,13263,776,804,1577,41,39,82,16246,17101,33350
POA2067,743,1115,1854,641,838,1479,4,5,14,170,240,412,0,0,4,2057,2328,4388,6,3,12,98,99,194,9,7,13,9,4,12,15,34,51,51,74,126,67,79,151,74,96,171,319,385,704,7,8,13,7,9,26,165,244,409,286,387,673,0,10,9,3996,4853,8852,640,593,1234,194,178,373,83,78,158,0,0,0,25,25,49,59,76,133,80,101,177,6347,6384,12731,55,33,88,16,25,37,6418,6439,12854,757,794,1552,124,118,240,13027,14271,27301
POA2068,161,257,414,1000,1124,2125,3,5,16,43,53,93,0,0,0,2085,2378,4465,4,11,12,207,197,405,10,9,23,8,4,11,13,22,35,121,133,254,38,42,84,37,55,96,119,135,256,0,0,0,6,4,10,93,156,249,124,174,297,5,0,8,3909,4510,8421,89,124,214,72,76,150,100,100,201,0,0,0,3,11,11,27,43,67,31,51,85,3439,3379,6821,48,31,86,7,20,28,3500,3434,6933,329,377,707,28,23,45,8210,8952,17160
POA2069,178,258,436,972,1083,2054,6,0,4,51,60,111,0,0,0,1446,1550,2999,0,8,8,94,83,177,5,9,13,0,0,3,17,23,43,73,75,143,31,28,59,48,56,111,143,162,302,0,0,3,0,7,7,173,193,363,139,170,307,5,7,17,3217,3511,6722,109,110,221,56,47,100,88,98,184,0,0,0,9,11,18,37,45,83,47,53,101,3030,2913,5943,31,24,56,13,17,24,3072,2951,6028,298,346,645,30,24,54,7085,7404,14491
POA2070,236,388,629,937,1113,2051,0,4,6,65,81,140,0,0,0,1135,1281,2415,11,4,20,80,87,169,3,7,4,0,5,6,6,19,29,11,18,33,37,42,78,31,45,77,191,209,394,6,7,10,7,18,25,173,237,409,111,129,242,10,3,12,2818,3296,6111,126,119,242,63,61,126,114,112,230,0,0,0,21,15,43,40,36,71,61,53,112,3185,3173,6358,39,20,64,5,6,15,3232,3200,6434,277,309,591,25,30,56,6955,7568,14521
POA2071,227,346,567,741,871,1616,0,0,0,77,92,167,0,0,0,959,1052,2010,0,5,12,79,73,156,9,13,18,9,10,16,17,16,26,15,9,23,22,28,53,42,50,90,182,183,369,0,6,0,7,3,12,188,258,450,110,151,261,0,3,7,2457,2820,5280,168,174,348,91,86,180,127,141,270,0,0,0,39,26,62,30,32,58,63,53,122,3063,2982,6046,18,16,35,0,10,14,3084,3010,6096,246,305,552,31,39,68,6497,6983,13481
POA2072,151,240,391,416,493,910,0,0,0,73,99,171,0,0,0,509,588,1102,0,0,0,45,45,93,0,6,5,3,3,3,9,5,13,3,14,17,18,23,40,37,36,76,139,153,295,0,0,7,0,3,9,121,183,304,117,130,247,3,0,8,1504,1791,3294,103,91,196,59,56,118,52,62,114,0,0,0,15,8,20,19,28,43,36,35,65,2029,2007,4033,14,17,30,5,7,12,2043,2031,4077,224,267,492,13,20,31,4190,4584,8778
POA2073,208,322,535,1254,1471,2726,0,0,0,101,134,232,0,0,0,1441,1555,2997,0,0,0,73,79,150,9,10,19,10,10,11,11,15,31,36,30,63,38,35,72,50,75,130,195,228,416,5,6,3,0,3,3,280,417,696,118,179,291,5,10,5,3624,4237,7858,216,268,485,86,110,199,110,93,201,0,0,0,43,47,92,29,31,55,76,73,145,3426,3480,6905,33,22,55,10,11,23,3463,3515,6985,308,308,619,20,20,37,8115,8950,17062
POA2074,186,279,460,1882,2295,4177,0,0,0,85,132,213,0,0,0,1818,2165,3977,16,12,22,103,113,220,6,10,19,5,7,13,24,43,71,26,25,55,45,47,94,65,92,157,259,283,538,9,10,20,38,41,81,440,637,1078,249,265,510,13,11,23,5083,6185,11268,311,307,620,89,113,202,89,106,194,0,0,0,62,55,122,30,42,71,97,95,188,4810,4379,9190,33,40,77,10,18,33,4854,4439,9295,428,491,921,36,26,58,11170,12039,23212
POA2075,233,364,599,1436,1651,3089,0,0,0,114,128,242,0,0,0,1442,1824,3266,12,13,24,107,119,231,0,12,12,3,3,6,19,39,55,33,38,75,37,40,74,80,96,176,225,249,473,6,4,17,15,16,31,290,412,698,204,258,462,10,10,20,4039,4915,8950,232,236,470,89,110,204,887,828,1723,0,0,0,52,55,105,60,71,134,112,129,240,4367,4122,8490,24,26,54,12,16,25,4407,4164,8570,381,406,783,30,38,64,10408,11199,21606
POA2076,278,420,699,1795,2141,3939,0,0,0,192,235,425,5,4,5,2395,2720,5118,17,8,25,110,120,226,4,19,23,15,8,23,21,33,54,30,26,62,44,55,99,94,111,202,257,305,565,5,6,9,125,157,283,457,538,996,285,323,610,11,6,15,5844,6841,12683,465,479,937,128,136,260,64,85,151,0,0,0,62,67,128,55,56,113,119,125,241,4835,4269,9104,41,37,76,19,17,36,4888,4333,9217,554,661,1219,46,41,85,12379,13122,25501
POA2077,687,1004,1691,1750,1971,3720,3,0,3,327,424,746,0,3,5,3244,3640,6882,25,21,46,159,189,351,34,35,73,32,31,64,42,48,90,56,50,107,92,136,231,144,164,304,368,434,800,21,29,52,90,129,213,385,516,905,553,660,1212,12,17,28,7327,8501,15826,2288,2283,4573,608,556,1167,77,85,157,0,0,0,145,134,278,100,122,217,243,254,498,8366,7828,16198,68,70,136,28,43,69,8457,7945,16405,1223,1220,2440,68,83,150,20987,21929,42914
POA2079,73,104,177,460,526,987,0,0,0,49,54,101,0,0,0,796,830,1627,9,14,24,18,32,51,12,11,23,4,6,12,8,11,16,0,0,8,9,16,26,33,42,72,60,82,141,5,12,17,46,38,82,123,140,262,83,84,169,5,4,7,1732,1889,3620,157,143,295,75,81,159,11,19,33,0,0,0,31,21,50,15,22,35,44,42,84,1633,1467,3106,11,15,28,0,12,12,1654,1494,3145,144,118,260,10,19,33,3904,3900,7803
POA2080,14,22,32,120,128,248,0,0,0,22,20,42,0,0,0,142,165,312,4,6,5,6,6,12,5,6,7,0,0,6,0,4,3,0,0,0,3,8,7,14,21,34,14,20,33,0,0,3,10,9,19,30,33,68,33,36,69,0,0,7,405,461,868,41,42,83,7,6,15,3,0,6,0,0,0,0,3,3,0,0,0,0,3,3,334,309,645,6,5,7,0,6,3,339,315,657,39,37,79,0,0,0,855,884,1737
POA2081,23,39,65,438,461,899,4,0,0,47,68,113,0,0,0,518,544,1064,0,0,3,28,24,50,8,10,17,8,7,14,3,4,6,7,9,14,9,12,23,17,18,41,27,44,81,4,7,4,16,22,35,85,102,190,78,87,161,0,6,5,1295,1426,2721,52,62,108,41,35,72,17,21,40,0,0,0,3,3,3,4,10,14,3,11,17,1128,1002,2126,9,15,19,0,3,7,1141,1018,2160,85,74,153,6,0,3,2661,2686,5343
POA2082,18,39,62,473,485,957,0,0,0,50,52,101,0,0,0,525,586,1114,0,0,3,12,21,37,9,15,25,0,0,3,3,9,16,0,0,3,11,15,19,8,8,11,32,52,88,0,0,0,11,13,23,82,106,188,62,73,139,8,4,12,1297,1448,2747,12,11,26,11,11,20,5,12,14,0,0,0,0,0,0,3,3,12,3,3,12,1235,1087,2318,9,11,16,8,11,20,1249,1110,2357,84,80,154,0,0,0,2682,2717,5399
POA2083,10,10,22,124,114,239,0,0,0,8,12,21,0,0,0,87,122,206,0,0,0,12,5,15,0,0,6,0,0,0,0,3,8,0,0,0,5,0,4,0,0,0,15,13,29,0,0,0,5,6,7,18,17,34,24,22,42,3,0,5,295,317,608,0,0,0,7,3,4,10,6,9,4,0,3,0,0,0,4,11,9,4,5,12,462,392,855,3,10,16,5,3,5,468,403,875,54,63,122,0,0,0,840,815,1660
POA2084,17,20,38,348,389,738,0,0,0,21,15,28,8,0,9,347,369,714,0,0,0,32,22,58,3,5,14,0,0,0,8,9,17,6,3,15,11,4,21,23,19,41,35,32,70,0,0,0,0,0,0,44,60,105,34,53,90,0,3,0,929,989,1914,6,8,9,8,6,16,17,6,27,0,0,0,0,0,0,5,8,12,5,8,12,840,739,1581,9,8,13,0,3,3,852,747,1595,77,57,135,4,7,6,1908,1846,3752
POA2085,32,66,100,920,1198,2109,0,0,4,55,47,101,0,0,0,1225,1389,2616,6,10,17,76,90,169,0,8,14,8,3,11,20,30,50,104,115,224,23,32,55,75,75,151,110,136,247,6,6,9,4,0,4,180,218,401,158,196,354,0,0,3,2979,3566,6543,47,45,90,18,19,38,20,15,37,0,0,0,8,12,25,5,8,11,15,25,35,2207,1974,4179,21,9,34,6,9,15,2234,1992,4224,141,144,280,5,12,11,5492,5879,11376
POA2086,66,106,171,1029,1135,2159,0,0,9,81,75,155,0,0,0,1554,1697,3254,4,5,8,110,102,214,9,15,18,8,14,19,15,21,32,102,105,207,39,45,81,85,107,191,105,125,224,7,0,6,8,11,16,142,169,304,202,208,408,0,4,4,3481,3828,7310,52,46,91,26,36,63,22,26,48,0,0,0,16,20,33,30,36,65,42,52,97,3038,2733,5766,21,5,30,6,18,27,3069,2755,5825,369,408,776,10,9,18,7136,7260,14396
POA2087,89,129,224,806,970,1782,21,25,41,53,75,125,0,0,0,1378,1466,2845,4,6,9,116,143,257,10,19,28,0,3,5,13,14,25,146,159,308,42,42,80,58,82,135,87,117,206,3,4,14,4,3,6,146,192,339,176,210,386,6,3,9,3071,3535,6607,44,43,87,34,46,82,40,47,93,0,0,0,16,5,18,28,37,67,43,43,89,2730,2486,5216,18,20,40,16,18,35,2763,2524,5289,275,321,594,9,12,18,6377,6709,13082
POA2088,125,267,391,2200,2561,4765,0,0,0,67,84,149,0,0,0,2779,3606,6381,0,0,3,267,328,601,13,23,32,9,12,17,36,57,91,23,17,46,45,49,95,42,65,106,251,312,561,5,4,4,3,14,17,202,280,482,151,227,381,11,14,20,6093,7641,13741,139,148,289,84,75,159,107,122,224,0,0,0,10,12,16,46,50,93,54,58,107,5376,5814,11186,70,57,117,18,45,64,5462,5912,11371,641,673,1315,34,41,81,12735,14936,27675
POA2089,110,165,269,612,709,1324,0,0,0,26,29,53,0,0,0,991,1323,2310,0,0,0,69,93,163,3,11,20,4,4,10,12,18,28,7,6,14,11,17,30,25,38,63,74,101,179,0,0,0,9,3,10,76,112,183,49,87,136,3,0,3,1966,2570,4533,113,107,223,26,32,57,64,68,133,0,0,0,15,9,18,8,25,36,22,30,57,2527,2579,5115,34,26,59,13,23,37,2573,2634,5204,316,356,671,14,13,33,5207,5974,11186
POA2090,101,201,301,787,991,1778,0,0,0,38,37,77,0,0,0,1255,1521,2778,4,3,8,103,145,254,5,12,13,7,7,15,8,21,33,3,3,8,20,33,52,18,20,34,110,124,233,0,0,4,0,3,4,80,111,195,83,125,206,0,3,4,2530,3169,5699,120,104,226,48,52,104,79,99,176,0,0,0,4,9,18,10,27,38,14,38,57,2895,3060,5955,29,45,68,16,19,36,2940,3122,6059,317,356,675,19,20,44,6173,7168,13339
POA2092,21,61,82,548,640,1188,0,0,0,14,18,34,0,0,0,879,932,1811,0,0,0,100,99,200,17,12,28,0,5,6,11,13,22,4,6,17,17,11,25,9,7,18,51,42,90,3,7,9,3,7,4,49,57,111,42,58,98,0,0,4,1747,1921,3670,7,10,19,20,18,37,11,13,22,0,0,0,6,5,17,13,9,29,21,19,43,1582,1468,3048,5,0,11,0,5,8,1591,1477,3068,167,154,321,7,10,22,3592,3683,7277
POA2093,99,151,247,1569,1855,3426,0,0,0,71,62,133,0,0,0,2457,2866,5316,3,3,12,183,233,420,17,14,31,10,11,31,37,34,69,13,17,25,44,37,73,41,46,79,198,222,417,0,10,8,0,5,11,138,209,349,158,201,354,3,8,10,4936,5829,10768,117,91,208,71,76,149,47,54,96,0,0,0,16,18,30,24,35,58,40,51,89,5373,5202,10571,26,35,59,15,29,46,5416,5268,10685,491,443,934,20,23,38,11230,11983,23209
POA2094,12,24,40,394,477,867,0,0,0,14,21,36,0,0,0,524,673,1199,0,0,0,17,27,47,5,9,14,6,0,5,12,11,17,0,0,0,13,12,32,12,14,24,45,62,101,0,0,0,0,0,0,37,43,83,23,46,68,0,0,0,1098,1398,2499,19,8,21,5,4,10,12,16,28,0,0,0,0,3,4,4,5,4,8,9,15,1478,1553,3039,13,4,20,4,15,18,1500,1575,3073,135,147,278,10,11,20,2796,3189,5985
POA2095,68,106,163,854,1000,1851,0,0,0,44,58,96,0,4,4,1546,1768,3320,4,0,3,83,108,192,12,12,19,7,10,16,14,22,39,4,3,12,23,39,66,20,39,64,105,120,223,0,0,0,4,10,19,82,104,188,108,116,226,5,7,11,2923,3434,6352,21,19,39,26,17,45,37,41,78,0,0,0,5,6,12,15,14,37,23,24,45,4234,3948,8183,30,31,56,19,27,46,4283,4002,8282,517,467,981,50,48,103,7938,8155,16096
POA2096,51,61,117,832,916,1750,0,3,3,52,52,107,0,0,0,1610,1737,3352,7,0,7,54,49,103,15,21,39,8,11,23,19,17,33,4,6,11,21,12,28,23,29,51,82,79,156,0,3,3,8,6,14,104,147,250,73,97,163,8,4,6,2919,3191,6104,34,20,44,18,17,43,17,16,28,0,0,0,0,0,0,9,19,34,15,19,38,3808,3722,7528,42,24,69,19,34,47,3872,3776,7651,337,277,617,11,13,20,7275,7391,14661
POA2097,49,84,136,1123,1343,2463,0,0,0,70,78,143,0,0,0,2028,2184,4220,0,0,0,114,104,215,17,28,51,13,18,26,24,26,46,11,6,18,25,22,48,32,48,78,111,149,251,14,15,31,4,0,6,159,197,349,130,164,289,4,3,5,3865,4384,8254,32,23,52,38,20,56,18,17,37,0,0,0,8,6,13,19,21,39,23,27,58,3300,3111,6411,38,18,56,9,18,24,3348,3141,6489,363,344,708,12,18,32,7740,8068,15809
POA2099,610,752,1363,2120,2583,4706,3,0,4,175,206,379,0,0,0,4992,5442,10436,3,5,4,401,457,866,60,70,136,49,59,114,45,67,113,37,28,67,92,94,185,144,174,316,276,361,639,23,31,48,10,20,33,285,406,683,401,468,869,9,14,24,9126,10498,19622,622,500,1119,267,202,462,53,71,121,0,0,0,151,138,293,70,90,157,220,234,449,8724,8281,17004,66,49,110,41,89,132,8829,8419,17251,1038,1011,2049,37,40,77,20798,21723,42518
POA2100,163,223,389,1295,1527,2819,0,0,3,93,117,210,0,0,0,2792,3060,5849,0,4,4,194,196,389,33,37,66,22,23,49,22,28,50,33,44,77,32,28,62,83,92,178,169,193,362,0,3,3,4,4,8,196,231,425,193,225,422,0,12,9,5158,5826,10984,119,95,211,83,85,164,23,27,49,0,0,0,25,17,40,28,50,80,58,61,123,4560,4155,8713,34,24,64,20,31,47,4610,4215,8825,489,488,980,18,17,37,10717,11033,21755
POA2101,47,101,146,1415,1725,3138,0,0,0,160,176,334,0,0,0,2134,2472,4606,3,0,0,112,112,218,34,44,80,4,3,8,22,20,39,15,18,37,27,27,56,121,144,264,141,165,301,6,7,11,5,4,14,193,266,461,213,222,430,0,6,11,4596,5413,10014,38,28,65,15,11,29,29,29,62,0,0,0,10,7,14,22,45,72,35,52,84,4270,3882,8150,42,30,68,24,25,48,4334,3933,8260,510,521,1031,12,15,26,9614,10100,19716
POA2102,25,48,70,593,735,1328,0,0,0,46,44,94,0,0,0,921,1109,2029,0,0,0,83,86,167,0,8,4,3,6,6,10,3,16,6,7,11,7,19,28,41,51,96,45,56,102,3,4,9,0,3,3,92,97,185,92,115,210,4,3,4,1946,2336,4285,18,19,38,4,7,13,9,9,23,0,0,0,17,13,26,14,17,27,30,27,57,1632,1561,3198,4,7,11,4,10,16,1644,1577,3219,245,332,575,0,4,7,3920,4366,8281
POA2103,35,56,91,809,988,1797,0,0,0,47,45,86,0,0,0,1116,1323,2434,0,0,0,84,100,182,14,16,27,0,0,0,10,11,21,5,6,9,20,23,36,66,67,128,83,87,173,0,0,5,5,7,8,154,179,332,87,111,202,4,4,3,2498,2957,5460,22,26,56,20,20,37,15,16,34,0,0,0,9,0,8,11,10,21,12,14,25,2236,2065,4305,18,19,41,6,13,22,2268,2098,4363,367,357,723,11,13,21,5256,5559,10808
POA2104,4,8,12,365,489,858,0,0,0,12,17,30,0,0,0,336,408,743,0,0,0,23,29,43,0,0,3,0,0,5,4,7,15,0,0,0,3,6,9,13,15,31,39,42,84,0,5,3,0,4,3,49,78,125,41,39,80,0,0,0,888,1154,2045,0,0,0,10,3,9,4,10,10,0,0,0,3,3,9,0,0,0,3,5,13,726,725,1452,7,5,4,9,8,16,733,739,1474,77,107,179,0,4,0,1727,2026,3752
POA2105,8,10,18,164,137,303,0,0,0,14,6,20,0,0,0,111,130,237,0,0,0,12,12,22,5,3,3,0,0,0,0,0,0,0,0,0,0,6,6,3,10,10,21,17,35,0,0,0,4,0,6,13,24,40,11,11,19,0,0,0,355,353,714,0,3,3,0,0,3,0,0,7,0,0,0,0,0,0,0,3,9,0,3,9,556,502,1057,12,9,18,4,6,9,567,511,1081,75,73,149,9,3,11,1022,967,1983
POA2106,23,53,79,779,871,1649,0,0,0,36,34,70,0,0,0,833,965,1799,0,3,0,33,48,82,27,23,48,0,0,0,14,14,31,3,3,5,15,17,29,28,35,62,78,112,192,4,3,4,5,0,6,98,118,216,87,102,195,0,0,0,2041,2354,4393,11,16,29,11,19,30,13,12,26,0,0,0,9,4,10,6,11,15,14,14,25,2325,2187,4515,11,8,21,11,25,39,2353,2221,4571,207,196,401,6,4,11,4675,4895,9570
POA2107,43,81,124,1162,1247,2412,0,4,4,29,38,68,0,0,0,1178,1426,2597,0,0,0,61,61,122,19,23,40,0,0,0,16,28,50,0,0,0,16,23,35,42,60,103,111,112,233,0,0,6,12,10,18,122,204,327,97,118,220,0,0,5,2865,3354,6224,6,10,19,11,12,22,34,34,71,0,0,0,0,0,3,21,21,43,18,21,42,4074,3830,7904,31,25,56,24,29,55,4128,3892,8020,347,350,694,26,15,43,7476,7777,15252
POA2108,12,9,21,180,209,396,0,0,0,4,5,6,0,0,0,163,184,346,0,0,0,11,9,20,0,0,0,0,0,0,9,5,8,0,0,0,0,0,0,7,6,11,25,20,43,0,0,0,0,0,3,18,28,47,11,14,25,0,0,0,423,489,919,0,4,0,3,7,8,9,11,19,0,0,0,0,0,0,0,0,0,0,0,0,395,360,758,5,0,8,0,8,7,406,368,772,67,56,127,3,0,6,920,952,1876
POA2110,46,90,134,522,591,1112,0,0,0,18,18,37,0,0,0,1580,1784,3363,4,4,8,221,198,422,3,9,16,0,0,0,12,17,28,33,44,79,12,14,25,34,45,75,74,88,165,0,0,0,13,8,24,73,94,168,64,50,117,0,0,3,2657,2974,5633,46,47,93,48,60,110,26,23,51,0,0,0,11,5,20,15,12,26,26,19,43,1410,1316,2721,6,6,19,9,9,19,1425,1332,2756,330,432,767,12,17,35,4616,5004,9623
POA2111,116,198,320,668,768,1445,0,0,0,49,62,109,0,0,0,2374,2634,5008,5,7,8,365,401,761,10,12,23,0,0,0,11,16,24,40,41,75,30,21,51,25,56,86,103,175,283,3,0,0,5,3,10,124,129,261,125,141,263,3,11,16,3937,4479,8416,118,105,225,123,107,227,14,24,37,0,0,0,21,21,39,29,41,65,43,64,109,2661,2487,5145,22,25,42,8,21,33,2691,2530,5218,366,390,755,3,16,20,7421,7901,15321
POA2112,586,880,1469,1099,1279,2382,29,30,52,237,287,520,5,7,9,4667,5300,9966,8,6,13,623,659,1284,28,39,74,9,9,16,19,22,44,366,384,749,79,99,184,133,168,306,410,469,876,3,11,11,38,66,102,227,285,521,532,586,1123,11,8,20,8530,9707,18233,680,569,1246,780,764,1542,47,52,105,3,0,0,77,72,149,84,82,161,163,153,314,6443,6163,12606,51,34,88,18,32,53,6516,6239,12751,1070,1076,2147,40,68,109,18408,19500,37915
POA2113,465,641,1112,821,895,1717,12,19,39,200,228,433,0,0,0,2410,2852,5263,13,16,35,231,238,475,14,24,45,9,4,14,19,25,41,195,224,420,62,76,139,126,148,279,280,357,640,5,8,11,18,21,39,154,235,387,342,394,731,5,11,19,4934,5775,10709,887,836,1720,541,451,996,111,87,203,0,0,0,68,75,142,73,79,150,143,153,295,5411,5118,10529,57,36,96,19,19,42,5487,5177,10662,1176,1023,2198,57,69,127,13799,14214,28015
POA2114,448,665,1112,758,889,1646,10,9,17,209,239,445,13,18,28,2782,2988,5767,8,9,11,235,250,481,17,21,39,11,9,11,20,26,52,80,81,159,53,67,124,104,122,226,429,497,921,4,0,11,26,28,51,204,266,474,347,387,734,14,9,23,5322,5902,11226,754,740,1494,354,285,644,12,16,28,0,0,0,46,58,99,39,58,96,84,113,203,4758,4301,9059,44,25,71,16,23,35,4821,4347,9165,640,686,1328,35,46,76,12474,12802,25279
POA2115,185,253,439,425,470,894,5,4,8,91,106,193,30,35,71,1588,1674,3263,0,0,0,143,141,292,7,5,12,19,13,33,15,8,24,97,92,187,32,39,73,68,75,150,209,249,456,6,7,14,6,3,8,95,122,216,211,219,427,0,0,5,3060,3268,6327,161,165,323,359,342,703,7,3,9,0,0,0,15,21,40,31,36,66,49,60,104,2042,1763,3811,27,9,37,9,11,19,2076,1786,3870,414,382,797,14,10,25,6325,6277,12600
POA2116,87,136,219,207,266,474,6,5,12,63,89,154,3,3,7,891,1005,1893,3,5,7,81,61,148,8,12,19,8,0,4,6,6,10,54,54,111,16,19,38,23,35,58,160,166,329,3,0,3,3,3,8,52,66,116,127,140,263,0,7,17,1720,1937,3654,109,91,207,243,217,459,0,4,4,0,0,0,10,13,25,17,16,39,28,37,61,1125,1016,2138,10,10,14,6,7,12,1141,1026,2162,258,205,465,4,12,11,3589,3657,7250
POA2117,374,499,878,740,826,1566,3,23,23,274,303,577,41,48,87,2642,2855,5503,21,27,48,237,228,470,14,25,38,6,24,33,14,10,24,87,99,187,57,54,111,109,148,258,483,520,1001,3,19,24,7,25,37,233,262,501,315,374,696,5,5,14,5309,5872,11182,340,315,655,450,421,871,9,7,17,0,0,0,34,34,72,125,160,287,162,197,355,3564,3176,6743,27,17,49,8,25,35,3606,3216,6823,643,588,1224,24,27,50,10927,11132,22057
POA2118,716,914,1628,820,995,1816,4,3,10,356,415,762,22,29,56,1960,2181,4140,26,30,57,166,162,328,6,7,10,33,35,65,16,12,28,42,46,92,116,111,221,130,127,257,546,588,1133,10,9,15,16,16,32,283,369,654,419,446,855,7,7,16,4973,5578,10554,798,793,1587,787,736,1520,3,9,9,0,0,0,53,50,98,76,78,153,128,131,253,5700,5151,10854,26,18,48,9,12,25,5735,5189,10922,643,605,1245,35,50,84,13817,14000,27814
POA2119,157,259,417,780,926,1707,0,0,0,127,150,270,61,62,124,993,1200,2198,12,13,25,61,64,126,4,0,7,7,5,14,7,14,21,8,7,20,33,33,65,57,64,123,213,282,494,9,7,14,9,10,19,198,224,422,122,154,275,0,8,5,2700,3210,5912,285,375,662,88,90,172,6,8,17,0,0,0,39,47,79,29,37,63,68,81,141,2208,2219,4431,22,26,49,5,7,17,2236,2255,4493,239,239,475,21,20,42,5798,6533,12334
POA2120,222,316,534,1235,1436,2668,6,0,4,301,368,672,0,0,0,2055,2319,4373,15,17,30,124,128,255,13,17,28,0,0,0,36,33,64,13,17,33,70,56,130,75,81,155,236,248,482,4,3,9,69,98,164,295,370,668,302,336,636,0,12,12,4854,5533,10389,430,443,876,163,147,307,24,20,39,0,0,0,29,32,59,39,49,85,67,76,149,4057,3627,7677,51,39,94,19,24,45,4125,3688,7813,364,331,693,32,27,55,10280,10576,20861
POA2121,756,997,1753,1134,1287,2418,0,0,0,477,531,1009,45,52,94,2080,2367,4445,17,20,38,101,105,208,9,18,25,10,26,36,34,42,72,56,49,109,130,153,285,168,198,365,761,916,1680,14,13,25,28,32,57,288,388,673,453,526,978,4,5,10,5813,6725,12540,1569,1531,3100,435,442,877,12,13,24,0,0,0,77,62,140,69,94,164,146,156,302,6991,6833,13824,41,25,70,16,29,48,7050,6891,13937,751,748,1498,54,76,130,16586,17578,34165
