SA3_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
31101,32,42,37,37,11,0,173,8,27,33,20,34,23,4,3,145,43,150,175,154,131,119,52,9,841,38,109,158,219,184,136,53,8,910,228,423,489,495,511,314,121,14,2587,44,22,32,29,29,17,0,0,183,19,22,44,41,36,40,16,3,223,288,465,567,573,577,365,137,16,2996,0,0,7,8,12,19,13,7,72,136,136,147,170,141,187,140,107,1172,515,904,1121,1187,1122,888,418,155,6307
31102,208,121,71,55,14,0,709,19,136,94,94,53,39,15,0,450,218,901,699,455,326,256,108,24,2990,279,753,712,630,501,309,127,32,3333,1062,1896,1482,1333,1108,725,356,71,8037,240,151,99,72,44,37,17,3,669,80,117,110,121,114,99,57,10,704,1379,2171,1695,1529,1274,858,423,86,9411,17,25,18,32,30,28,25,8,186,593,725,594,506,373,338,284,100,3518,2514,4941,4018,3362,2629,1881,998,255,20599
31103,476,239,158,95,36,8,1582,37,209,181,174,109,60,16,0,789,524,1852,1568,946,583,383,108,19,5981,584,1482,1455,1140,880,430,115,28,6118,2032,3578,2960,2585,2208,1184,387,84,15020,479,283,207,134,103,49,14,4,1269,172,221,256,258,231,153,49,13,1347,2687,4078,3427,2974,2539,1388,451,99,17637,36,73,82,53,51,54,27,8,384,1171,1329,1103,790,597,520,405,164,6075,5061,9578,8284,6321,4918,2926,1152,323,38562
31104,249,205,118,84,10,0,819,21,160,205,174,86,61,11,0,727,262,980,1150,756,431,255,77,13,3924,323,891,1083,1072,701,339,109,17,4543,1301,2747,2771,2308,1655,864,289,55,11984,295,167,141,90,59,46,6,0,804,94,140,168,200,166,114,37,6,930,1692,3053,3081,2595,1876,1027,338,61,13716,11,26,39,43,29,42,9,0,203,485,530,549,509,373,276,148,32,2900,2809,5780,6353,5350,3619,2088,696,128,26823
31105,438,312,203,130,30,3,1461,25,157,176,194,141,89,21,4,816,374,1519,1540,972,673,472,175,31,5763,430,922,1095,958,751,497,183,30,4868,1237,2277,2153,1933,1550,1061,412,103,10729,286,158,133,89,72,59,14,3,813,95,143,207,199,157,140,74,19,1035,1615,2578,2489,2227,1781,1259,500,123,12581,12,23,52,41,33,42,39,9,249,626,755,671,536,450,529,483,341,4381,3098,6286,6462,5241,4033,3018,1437,543,30115
31106,815,427,240,140,55,19,2233,24,234,276,196,157,88,31,4,1000,473,1877,2104,1298,756,544,192,33,7263,423,1042,1246,1079,780,565,214,38,5393,1390,2275,2106,1953,1482,1110,471,88,10866,399,202,151,116,88,45,18,0,1018,126,138,197,217,211,182,60,21,1160,1918,2620,2451,2283,1779,1338,553,112,13048,33,64,88,63,49,57,40,16,407,948,1094,936,800,567,580,409,198,5533,3828,7439,7917,6152,4330,3309,1483,416,34874
31201,145,95,63,43,13,0,517,9,73,68,83,66,44,6,0,356,217,864,621,420,254,214,44,11,2637,69,321,472,481,404,260,77,5,2094,609,1955,1959,1650,1407,662,219,22,8482,139,105,94,70,59,24,0,0,490,37,75,99,83,95,70,35,0,491,785,2139,2150,1801,1555,756,253,20,9468,9,14,19,22,25,19,10,3,125,1320,2986,2766,2811,2256,785,313,61,13304,2410,6555,6232,5717,4629,2126,721,109,28498
31202,461,375,322,163,34,5,1746,38,255,289,338,277,119,34,8,1360,590,2254,2328,1701,1166,689,205,58,8989,214,949,1387,1586,1413,767,279,56,6647,1976,5124,5002,4487,3937,2321,759,129,23733,512,296,251,185,122,81,23,4,1467,164,173,272,324,296,207,88,12,1536,2649,5597,5521,4989,4348,2606,869,149,26738,38,53,67,70,68,62,42,7,409,1290,1485,1498,1445,1444,1215,949,475,9798,4844,10959,11549,10505,9037,5623,2410,764,55686
31203,98,70,83,92,20,0,507,0,48,64,55,76,72,8,0,323,171,800,494,345,343,287,70,12,2517,116,385,405,413,400,288,92,9,2109,434,991,956,961,919,592,201,35,5087,126,64,65,47,42,38,5,3,395,32,41,67,78,83,76,26,0,391,588,1090,1089,1090,1041,705,235,41,5875,9,28,24,25,16,26,21,0,148,331,683,465,466,655,586,198,36,3427,1214,3173,2635,2467,2616,2066,642,91,14908
31301,81,115,168,192,83,11,692,6,28,53,85,112,146,39,4,477,84,242,370,451,492,670,346,67,2718,74,228,384,509,714,776,374,69,3134,417,693,884,1087,1457,1523,819,147,7026,75,57,58,49,74,84,33,5,441,40,44,61,96,141,225,118,16,753,536,794,1008,1231,1673,1832,972,172,8216,7,11,10,22,36,79,56,16,233,178,138,181,250,331,605,572,287,2539,893,1481,2085,2665,3525,4293,2440,625,18009
31302,199,156,124,130,26,7,784,32,188,170,169,126,74,39,0,796,309,1356,1152,751,541,459,190,31,4784,397,1197,1194,1072,864,577,216,36,5564,1842,3572,2921,2537,2067,1242,547,119,14857,419,288,199,123,100,70,17,0,1229,147,197,224,233,219,196,71,14,1307,2413,4058,3348,2897,2394,1508,631,137,17389,18,59,50,41,50,57,26,14,322,872,954,769,680,569,611,536,351,5339,4048,7935,6882,5768,4662,3422,1670,580,34978
31303,36,34,42,30,5,0,186,0,29,33,30,40,39,3,0,172,50,216,257,189,145,126,50,9,1027,32,124,174,206,195,152,53,5,939,175,464,495,491,434,316,96,17,2483,45,27,26,17,21,9,10,0,159,12,34,34,41,49,40,8,0,218,228,528,552,546,505,371,110,21,2860,3,18,14,15,9,18,9,0,86,155,148,205,183,215,202,120,47,1271,467,1086,1269,1205,1148,937,350,79,6536
31304,262,215,149,96,41,0,899,24,158,217,180,138,90,24,3,841,361,1130,1265,1022,610,403,180,34,5009,312,927,1168,1275,904,513,197,35,5331,1636,2657,2679,2668,1942,1251,523,101,13453,374,169,145,99,66,63,16,3,927,131,137,202,230,199,135,59,7,1102,2134,2959,3025,2996,2206,1447,596,111,15482,22,38,31,38,54,71,27,13,288,516,536,516,483,383,416,390,210,3447,3378,5879,6491,6214,4439,3035,1456,404,31295
31305,343,325,345,273,89,19,1558,13,124,200,255,246,222,70,12,1133,280,932,1260,1337,964,842,362,80,6073,214,603,935,1258,1139,908,402,94,5549,969,1565,1917,2115,2027,1471,718,205,10984,230,105,103,102,99,92,22,9,756,84,96,155,211,207,253,116,25,1147,1284,1769,2168,2432,2335,1811,854,237,12886,22,25,27,44,65,76,68,15,347,415,468,545,589,596,644,626,487,4362,2233,4078,5476,6239,5689,4781,2470,937,31909
31401,1065,1172,713,403,101,12,3916,42,307,537,674,447,260,72,13,2354,776,2516,3789,3303,1856,1078,377,54,13752,445,1036,1688,2291,1682,940,311,71,8470,1468,2407,2607,2812,2233,1260,521,88,13398,332,132,111,123,83,68,24,0,865,126,118,223,317,283,210,102,12,1394,1921,2657,2940,3258,2597,1537,647,103,15661,18,37,52,80,67,77,43,3,380,287,271,353,427,293,298,254,83,2256,3509,7262,10421,11208,7653,4595,1807,346,46790
31402,1038,484,249,108,32,6,2531,49,312,389,311,175,77,29,5,1346,587,2611,3055,1818,765,415,175,38,9462,478,1747,2036,1610,944,510,205,41,7576,1978,3524,3117,2537,1674,887,401,81,14195,463,279,167,106,94,44,15,5,1167,157,229,284,306,177,153,48,15,1372,2593,4029,3576,2951,1942,1081,458,97,16733,24,44,99,88,53,39,43,4,411,483,802,680,476,309,318,300,253,3609,4244,10133,10877,7745,4435,2551,1242,445,41666
31403,259,150,132,65,13,0,807,23,112,146,129,99,73,19,5,607,208,979,1005,620,382,246,93,14,3550,193,640,802,630,502,293,101,14,3174,861,1638,1526,1286,921,655,230,45,7156,206,123,76,67,57,47,9,0,583,74,92,98,116,126,95,39,11,649,1140,1852,1702,1465,1104,791,274,57,8381,13,17,21,29,28,29,18,8,165,262,337,289,277,196,176,145,79,1761,1852,4112,4230,3307,2444,1674,659,171,18443
31501,109,101,109,82,13,0,506,3,66,70,87,102,73,6,0,404,99,583,450,375,449,273,50,5,2289,80,244,308,461,492,298,57,3,1939,548,1328,1160,1126,1040,659,120,10,5997,203,193,109,111,91,39,6,0,749,56,69,67,83,109,70,17,0,470,795,1587,1337,1316,1239,767,149,8,7209,7,12,9,5,13,9,8,6,65,737,965,705,787,850,620,206,23,4894,1730,3528,2996,3135,3258,2125,489,50,17303
31502,180,91,124,59,7,0,648,8,102,94,67,93,53,14,0,439,261,894,606,324,336,262,50,4,2736,94,288,355,361,433,250,51,0,1818,630,1495,1282,1175,1083,653,172,18,6503,156,77,57,48,48,33,6,0,415,26,65,55,74,65,63,20,0,368,812,1641,1393,1293,1197,745,189,17,7283,0,12,11,16,22,13,3,0,83,774,1044,975,1027,1017,871,292,52,6054,1960,4153,3623,3179,3213,2252,611,77,19061
31503,59,56,76,72,7,0,329,10,50,48,59,64,62,13,0,293,112,383,289,226,258,258,67,5,1605,33,131,177,279,360,255,62,8,1319,322,652,506,499,647,548,147,17,3331,68,41,27,38,37,35,5,0,248,18,22,45,43,68,65,11,5,287,412,723,573,579,748,648,162,25,3859,0,5,6,13,25,19,12,4,81,259,293,267,337,530,533,253,98,2567,826,1640,1419,1544,2066,1845,581,137,10048
31601,574,583,362,267,108,21,2339,19,126,289,321,244,190,54,21,1264,416,1622,2011,1784,1044,805,411,112,8206,260,619,958,1185,942,758,353,139,5208,1094,1371,1639,1713,1517,939,573,152,9001,275,113,61,67,59,52,24,0,655,89,80,137,183,162,166,98,42,952,1458,1561,1838,1958,1733,1159,687,206,10607,24,31,25,44,54,59,57,20,315,453,393,341,346,262,345,409,371,2921,2657,4763,6039,6223,4644,3578,2082,886,30862
31602,700,595,533,435,168,26,3039,25,248,351,406,392,292,96,8,1823,651,2574,2725,2186,1560,1285,625,127,11736,355,1068,1604,1882,1579,1208,622,157,8461,1597,2709,2938,3048,2819,1983,1029,333,16450,349,151,130,110,112,118,32,13,1012,149,157,199,282,306,351,176,54,1682,2098,3016,3261,3439,3236,2455,1237,401,19142,31,30,59,82,95,102,116,37,539,552,721,711,671,708,835,961,616,5775,3739,8210,9406,9261,8099,6602,3822,1372,50514
31603,550,450,447,377,137,24,2536,18,191,264,269,284,248,92,6,1373,425,2195,1925,1555,1365,1126,473,108,9164,292,907,995,1108,1276,1045,462,106,6190,1031,1788,1707,1965,2103,1569,624,174,10959,182,83,82,82,105,90,31,9,662,76,103,143,193,245,290,123,39,1218,1289,1973,1936,2243,2455,1953,779,216,12840,13,38,54,56,63,74,60,25,381,528,748,671,675,804,963,869,454,5706,2586,6578,6393,6356,6704,5782,2866,934,38196
31605,420,441,395,420,173,13,2073,9,72,159,243,267,240,83,18,1082,163,1011,1616,1538,1200,1206,573,107,7410,145,453,786,1041,992,915,518,119,4973,483,837,1170,1340,1367,1084,505,126,6907,91,46,69,61,75,67,29,9,439,54,53,94,157,196,235,103,33,928,631,939,1328,1562,1640,1389,636,163,8279,8,24,50,53,61,93,75,28,386,229,350,395,394,418,515,576,383,3259,1199,3036,4754,5267,4977,4787,2635,833,27470
31606,340,437,381,356,136,21,1871,16,110,208,254,258,240,71,9,1173,257,1192,1353,1342,1194,945,358,76,6721,228,632,922,1139,1110,887,351,86,5345,1021,1814,1923,1997,1940,1320,536,106,10649,227,98,81,82,78,68,32,0,669,67,89,142,165,216,195,96,19,994,1317,2003,2140,2241,2233,1581,668,127,12310,9,20,31,48,70,69,31,10,295,396,441,491,553,521,542,432,182,3555,2235,4591,5481,6019,5758,4633,2048,516,31271
31607,267,294,272,187,59,7,1252,14,106,176,209,176,131,46,0,862,173,1065,1306,1034,771,531,224,47,5154,171,596,870,936,816,585,247,58,4283,811,1715,1823,1705,1600,1006,452,100,9216,245,94,87,59,70,62,18,3,642,67,94,111,156,147,131,63,28,800,1122,1900,2024,1917,1820,1203,534,135,10658,13,16,24,38,47,49,34,6,233,276,315,393,405,394,347,370,237,2733,1770,4159,5073,4838,4291,3037,1518,485,25168
31608,109,146,179,163,50,5,713,0,27,66,123,127,99,30,4,495,63,301,578,722,561,427,153,20,2835,54,174,361,520,571,448,156,10,2302,318,493,714,917,904,653,256,56,4306,86,28,39,43,53,35,11,0,290,22,33,46,76,108,119,41,9,446,431,546,790,1035,1059,805,306,62,5045,8,3,19,28,36,31,23,5,141,159,160,215,245,280,243,200,114,1611,718,1269,2147,2829,2815,2223,921,223,13135
31701,1312,1110,884,578,213,23,5394,75,521,587,608,566,376,124,21,2886,1200,4507,4165,3126,2227,1727,723,168,17849,677,1873,2071,2366,2105,1419,647,164,11321,3447,5763,4767,4303,3827,2356,1028,235,25719,876,488,286,225,151,124,39,4,2200,248,265,303,409,368,343,166,63,2174,4566,6514,5357,4937,4351,2827,1231,302,30090,67,116,92,99,83,99,91,27,671,1376,1375,1213,1139,1132,1143,1149,622,9157,8040,16118,14790,13383,11348,8172,4183,1328,77367
31801,83,77,102,59,21,0,456,11,55,64,75,78,78,19,6,385,147,589,499,477,389,340,96,16,2554,66,231,314,414,429,365,144,34,2006,606,1265,1230,1346,1470,1104,412,65,7502,182,81,68,69,52,40,13,0,511,42,57,55,101,96,105,32,4,493,838,1401,1349,1514,1617,1250,462,71,8497,12,15,14,23,35,33,24,9,170,661,582,593,707,702,696,508,235,4687,1727,2990,2913,3288,3359,2820,1268,371,18750
31802,1414,1204,943,564,188,21,5577,113,628,762,663,523,339,74,14,3108,1447,5466,4589,3664,2536,1602,632,107,20041,631,2187,2591,2974,2472,1547,537,97,13030,3550,7102,6476,5723,5291,3169,1187,228,32728,932,522,296,259,200,127,48,6,2396,246,325,389,453,467,348,152,35,2408,4732,7948,7162,6438,5950,3649,1380,265,37533,68,98,79,119,104,109,80,17,678,2610,2502,2015,1861,1750,1628,1085,574,14025,9662,20005,18613,16928,14282,9439,3968,1101,93993
31901,276,312,258,207,66,15,1375,20,154,236,231,254,182,54,7,1133,304,1461,1558,1358,1135,963,365,70,7211,190,666,828,1142,1314,1030,465,72,5717,1442,2743,2700,2905,3207,2742,1236,243,17225,472,309,194,165,143,128,49,6,1455,139,141,182,234,280,271,158,23,1436,2055,3191,3078,3303,3630,3141,1442,272,20112,24,44,36,45,68,93,86,18,416,733,860,724,878,1013,1267,1099,462,7043,3339,6602,6734,7272,7669,6881,3582,921,43008
31902,100,101,95,91,28,0,509,8,56,75,96,95,79,24,0,429,155,541,567,560,485,418,129,31,2886,78,313,392,608,698,539,194,28,2850,703,1320,1233,1428,1621,1320,478,79,8175,229,156,117,106,109,70,10,0,791,62,71,79,132,150,159,36,5,702,991,1548,1428,1665,1885,1554,527,86,9679,7,21,33,35,37,66,34,8,230,661,584,550,713,874,934,667,204,5184,1904,3144,3145,3784,4171,3678,1600,354,21773
31903,109,143,142,115,38,4,644,9,66,103,123,151,122,41,3,614,101,532,686,674,660,575,182,35,3445,81,379,566,710,892,650,251,38,3569,815,1595,1699,1871,2104,1554,560,115,10308,256,146,100,129,117,81,31,0,862,66,70,111,165,211,201,74,10,905,1138,1812,1912,2163,2429,1838,661,123,12076,17,13,16,27,47,50,25,13,217,459,486,520,634,702,733,586,184,4302,1802,3380,3914,4478,5029,4083,1777,401,24864
31904,247,239,254,224,83,12,1246,17,92,149,170,191,206,63,8,902,209,872,1070,964,873,783,288,63,5122,92,409,693,926,1167,1041,390,85,4801,844,1611,1735,2056,2366,2322,1100,203,12231,228,121,119,109,111,131,43,0,860,62,92,122,164,223,260,132,35,1092,1136,1821,1979,2326,2694,2711,1273,242,14186,8,14,28,39,60,89,71,14,322,407,376,415,549,710,1035,1132,482,5098,1877,3764,4573,5207,5951,6097,3302,908,31674
31905,72,102,130,104,42,3,497,4,47,58,118,109,101,20,0,461,98,345,477,490,535,463,152,22,2583,74,262,406,573,813,652,209,40,3023,727,1243,1388,1609,2008,1766,613,88,9449,255,133,104,97,101,60,21,0,777,54,64,88,127,172,188,68,8,771,1039,1442,1588,1839,2280,2009,699,100,10996,14,18,15,26,30,45,29,12,192,446,353,414,462,681,822,531,216,3926,1673,2515,3024,3605,4574,4205,1685,391,21674
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,6,3,4,0,3,0,0,0,9,4,20,6,9,0,5,0,0,37,0,0,8,0,0,0,0,0,10,0,0,0,4,0,0,0,0,6,4,17,15,15,3,3,0,0,56,0,0,0,0,0,0,0,0,0,13,57,78,46,16,6,0,0,223,20,79,96,65,27,12,0,0,308
40101,741,425,362,322,153,40,3552,22,183,143,114,128,139,45,4,788,1140,2530,1120,610,567,571,260,64,6871,388,396,291,274,287,281,140,27,2076,378,419,314,294,314,168,70,36,1988,65,30,32,22,26,9,4,0,191,28,19,29,45,64,60,35,12,303,478,471,376,364,398,245,109,39,2482,71,49,30,24,24,25,20,8,236,675,829,606,537,477,375,245,220,3964,2895,5846,3307,2337,2245,1954,972,405,19964
40102,822,951,709,549,179,27,3766,26,234,412,528,422,367,93,14,2084,551,2092,2689,2547,1806,1442,559,108,11792,141,703,1148,1567,1444,1131,433,107,6670,1128,2183,2152,2229,1994,1290,515,123,11602,156,182,138,132,107,82,26,3,826,67,117,151,229,255,248,118,36,1224,1351,2477,2440,2592,2354,1616,661,163,13652,22,40,49,55,66,68,45,20,373,466,376,453,486,511,504,403,245,3441,2582,6430,8024,8730,7304,5670,2366,681,41775
40103,1393,1185,868,682,331,63,5300,22,146,297,349,376,320,115,19,1645,641,1819,2276,2323,1700,1408,750,200,11120,102,273,446,666,657,693,456,152,3451,369,391,390,450,560,379,213,91,2844,48,26,23,37,31,28,22,6,223,30,24,59,111,125,137,109,42,631,445,449,475,591,717,548,337,138,3697,14,24,42,50,30,53,42,26,283,100,131,165,175,142,205,246,176,1342,1363,3595,5091,5339,4494,3909,2279,780,26840
40104,1300,667,397,239,86,20,4012,18,195,306,255,204,174,55,12,1217,776,2669,2488,1640,971,656,362,100,9677,200,608,796,880,765,550,282,82,4158,535,1008,975,1189,1050,628,401,143,5931,70,58,76,53,56,39,13,5,367,49,81,97,157,147,121,77,29,759,655,1150,1150,1398,1248,788,490,173,7059,19,52,59,41,55,35,28,10,305,228,300,237,235,240,234,369,262,2097,1957,6212,6333,5116,3890,2682,1680,655,28528
40105,945,635,491,357,156,23,3703,16,200,231,226,273,233,68,11,1257,638,2306,1846,1403,1029,808,351,105,8487,149,410,482,484,513,474,246,71,2831,367,552,471,560,574,359,192,102,3188,54,52,40,22,30,18,10,8,240,22,41,60,72,120,101,48,25,485,443,643,567,663,730,477,248,136,3915,11,34,45,29,28,23,26,8,200,145,246,201,178,164,189,200,160,1474,1451,4884,4318,3623,3226,2565,1291,517,21873
40106,764,487,352,222,106,25,2759,12,166,206,206,189,157,48,7,991,521,1704,1532,1118,796,624,219,63,6582,112,329,427,471,466,349,122,45,2326,349,463,448,477,523,319,124,62,2762,33,43,33,26,22,14,5,3,195,9,27,45,75,78,61,30,16,347,390,535,526,582,623,400,167,79,3302,11,39,25,21,30,25,18,7,176,108,224,153,140,140,150,105,108,1140,1192,3777,3634,3028,2591,1926,778,338,17270
40107,1049,794,653,471,203,54,4106,17,191,301,336,311,245,82,15,1492,602,2061,2047,1712,1218,1111,444,154,9347,95,325,430,555,550,522,278,115,2880,319,443,408,469,466,361,176,68,2710,45,36,38,44,39,30,10,0,247,21,26,37,88,107,103,66,20,467,380,501,485,604,610,493,249,90,3427,8,29,37,21,27,35,29,15,207,65,144,121,129,125,191,214,232,1241,1240,4080,4476,4151,3496,3083,1509,675,22701
40201,153,147,103,46,24,6,611,12,88,102,110,95,74,16,0,496,241,637,573,531,338,249,93,25,2686,70,361,554,646,595,331,129,31,2716,689,1522,1364,1323,1142,652,319,78,7078,113,142,102,65,67,34,9,4,541,38,52,101,114,102,87,45,16,556,834,1716,1569,1505,1314,777,377,94,8177,14,22,13,21,23,17,21,3,142,212,194,205,225,261,243,267,198,1812,1405,3144,3167,3175,2727,1734,921,358,16634
40202,322,173,124,60,13,3,967,39,191,165,129,119,53,15,5,719,460,1560,1139,714,471,296,104,27,4764,222,1174,1161,1070,897,478,128,31,5165,1909,4559,3342,2619,2131,1155,468,139,16319,345,625,350,196,144,66,22,4,1757,127,263,222,236,222,127,65,19,1279,2377,5451,3911,3056,2497,1347,551,157,19353,26,65,53,41,48,47,26,4,314,986,1145,947,791,737,764,630,372,6382,4118,9840,7711,5977,4899,3047,1469,601,37663
40203,1914,646,298,177,46,13,5525,23,347,388,258,182,135,33,9,1365,979,4352,3559,1576,834,568,231,53,12156,381,1229,1282,989,778,583,206,42,5490,855,1946,1623,1486,1158,765,443,129,8403,129,194,138,123,94,39,21,0,734,64,99,138,186,164,137,59,26,870,1046,2241,1904,1789,1421,941,521,154,10012,31,124,105,76,42,38,52,13,480,500,726,552,497,335,368,328,196,3496,3144,11272,9696,5826,3889,2801,1412,478,38524
40204,1389,561,240,142,39,3,3977,49,289,419,240,212,123,37,3,1377,1224,3869,3319,1703,1016,637,203,52,12029,450,1727,2018,1701,1366,838,276,44,8423,2186,4515,4262,3761,3205,2044,967,261,21202,374,565,379,257,218,113,16,8,1931,154,220,363,367,312,218,100,27,1771,2713,5301,5006,4385,3741,2375,1087,290,24903,57,129,117,92,80,86,30,10,606,937,1135,1090,933,823,864,764,496,7045,5534,13943,13359,9619,7495,5064,2437,907,58351
40205,1062,588,387,253,102,21,3353,39,301,419,353,295,226,71,14,1717,860,2963,3064,1952,1307,964,394,90,11599,289,1132,1630,1819,1627,1197,470,83,8246,1392,2920,2888,2980,2610,1879,1011,258,15939,251,227,195,172,108,100,30,8,1084,106,129,221,311,331,288,169,60,1609,1743,3283,3305,3461,3046,2269,1205,322,18634,20,46,96,70,59,78,57,23,444,314,368,410,420,369,470,629,413,3392,3317,8971,9986,8667,7086,5462,2928,966,47380
40301,532,463,429,315,114,35,2360,13,125,183,213,222,213,76,12,1048,361,1357,1443,1127,978,869,368,125,6636,79,285,500,687,795,658,302,96,3404,374,626,598,698,812,630,329,118,4195,62,49,36,39,36,33,14,9,272,24,47,50,103,116,164,75,37,622,463,718,697,832,970,826,419,162,5085,8,18,28,26,25,50,42,20,220,95,115,166,184,217,291,298,189,1546,1047,3060,3546,3518,3637,3223,1625,638,20292
40302,1675,794,502,348,92,24,5151,31,414,501,398,333,250,86,15,2029,1194,4687,3917,2256,1488,1093,406,96,15133,335,1131,1564,1513,1516,1083,402,130,7686,1257,2645,2429,2356,2195,1550,712,264,13413,197,198,183,137,113,97,28,11,954,87,121,226,283,272,282,143,44,1456,1538,2963,2837,2777,2584,1925,886,318,15828,44,88,74,83,80,79,68,24,536,423,553,503,469,455,507,444,290,3645,3651,11467,11068,8295,6964,5293,2383,895,50001
40303,1384,1212,906,665,290,52,5429,12,251,445,557,523,370,124,23,2302,836,2793,3169,2802,1911,1542,734,205,13978,146,521,839,1127,1077,959,473,158,5313,713,955,1049,1258,1162,718,440,163,6460,119,89,72,69,67,53,32,12,504,45,48,109,187,204,222,124,65,1009,881,1091,1225,1519,1434,993,602,238,7974,20,27,37,48,68,57,64,15,344,216,263,246,245,280,318,379,297,2247,2156,5826,7340,7506,6197,4908,2665,983,37580
40304,1140,838,683,484,173,29,4191,41,418,600,612,557,441,161,8,2845,990,3929,4080,3129,2186,1783,664,132,16888,321,1731,2732,2937,2642,1999,772,154,13292,2879,6503,6251,5928,5254,3779,1638,456,32683,599,587,503,342,260,191,64,16,2554,195,330,450,591,563,551,255,73,2997,3670,7418,7204,6855,6079,4516,1953,542,38235,58,89,118,121,145,153,117,41,849,897,956,1049,1045,1040,1156,1129,682,7957,6022,15352,16924,15531,13336,10533,4980,1595,84262
40401,1649,869,616,373,115,25,5616,41,484,524,446,409,294,71,4,2278,1398,5713,4260,2737,1817,1303,417,103,17749,422,1499,1765,1887,1765,1135,427,115,9020,1435,3124,2693,2920,2659,1749,906,304,15795,225,265,168,144,142,91,34,5,1082,75,150,244,364,344,327,136,50,1696,1735,3541,3105,3433,3149,2170,1069,364,18570,47,96,94,99,93,92,53,30,607,591,831,658,715,702,678,658,401,5231,4339,14028,12062,10189,8553,6047,2812,1032,59067
40402,599,358,281,152,38,11,2152,9,152,217,210,200,131,23,0,950,549,2139,1690,1083,805,500,149,44,6968,184,793,843,910,859,521,127,26,4263,881,1790,1761,1587,1622,925,328,113,9004,143,173,144,113,84,59,5,0,716,65,119,123,176,181,130,53,11,861,1086,2088,2031,1877,1882,1114,388,117,10582,23,34,48,43,47,39,18,11,263,353,471,488,430,490,431,318,186,3170,2255,6340,5927,4914,4559,2886,1067,395,28344
