SED_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
SED10024,616,2370,66,0,3058,383,1911,45,4,2347,287,2209,64,12,2569,715,3813,102,16,4644,1331,4531,116,28,6000,954,3687,93,22,4754,735,2758,80,17,3590,549,2001,65,9,2624,115,806,53,0,977,5697,24082,684,98,30554,740,2047,49,13,2846,472,1530,39,10,2047,344,2374,64,18,2804,1218,4339,122,12,5686,1735,4755,115,14,6621,1008,3807,107,27,4949,823,3164,83,16,4090,561,2475,107,14,3154,90,1241,139,0,1470,6989,25727,828,120,33667,1357,4418,116,12,5903,858,3441,85,13,4395,633,4583,126,27,5373,1935,8150,223,23,10329,3065,9282,234,41,12621,1959,7491,200,47,9699,1563,5921,166,36,7682,1112,4475,170,16,5774,204,2048,191,0,2448,12684,49813,1514,216,64226
SED10025,297,1537,66,4,1903,219,1788,106,7,2121,509,5289,325,12,6132,633,5220,285,15,6149,707,4225,203,9,5142,602,3665,175,19,4464,518,2850,231,6,3610,258,1701,181,5,2148,44,656,123,6,830,3786,26938,1698,70,32495,327,1547,64,4,1942,280,1730,109,5,2120,633,5770,349,11,6770,841,5272,283,12,6416,1004,4666,182,9,5858,720,4300,173,28,5217,628,3373,195,18,4216,273,2055,232,3,2563,49,1021,322,0,1394,4760,29728,1908,101,36498,622,3088,130,9,3848,499,3518,219,9,4237,1143,11061,679,26,12905,1477,10489,569,28,12567,1708,8894,382,16,11003,1325,7964,346,48,9683,1145,6223,430,23,7823,526,3753,413,7,4711,90,1682,443,6,2220,8546,56664,3603,175,68989
SED10026,288,1946,296,0,2534,194,1729,266,5,2201,491,4520,670,14,5692,694,3573,612,12,4885,748,3526,485,5,4766,751,3743,433,3,4926,711,2982,343,0,4037,413,1692,217,0,2319,65,545,105,0,704,4352,24261,3422,43,32070,320,1727,218,0,2267,223,1794,197,4,2219,605,4751,544,16,5918,968,3574,450,3,4995,928,3618,407,0,4950,902,3822,378,10,5103,904,2916,297,3,4120,540,1836,283,3,2660,95,869,154,0,1115,5487,24895,2921,36,33349,610,3674,513,0,4802,416,3529,461,11,4417,1098,9268,1219,34,11620,1661,7144,1062,8,9875,1678,7142,883,3,9711,1648,7563,809,9,10031,1619,5903,636,6,8156,955,3523,500,3,4984,154,1407,260,0,1820,9842,49159,6339,79,65418
SED10027,243,2490,144,0,2875,235,2278,125,3,2642,365,4282,338,12,4986,504,4574,300,3,5384,515,4398,213,9,5141,391,4260,210,4,4863,360,2955,167,3,3484,165,1597,147,9,1913,26,688,155,0,873,2804,27524,1788,46,32162,247,2185,126,4,2555,303,2087,112,3,2508,488,4488,324,8,5305,684,4833,300,0,5815,586,4623,236,3,5443,441,4423,172,27,5065,369,3186,161,9,3724,183,1885,202,3,2276,35,946,294,5,1286,3335,28652,1928,63,33977,488,4667,268,5,5432,539,4366,237,8,5147,848,8774,654,19,10288,1183,9405,601,8,11203,1100,9026,448,14,10586,837,8679,381,28,9933,729,6136,324,20,7211,353,3478,348,5,4188,67,1639,446,5,2155,6134,56177,3712,108,66137
SED10028,476,2309,69,5,2859,426,2198,64,3,2700,482,3911,184,7,4589,774,5107,180,11,6065,1099,4426,114,17,5659,906,4121,104,22,5151,747,3092,87,19,3954,366,1590,121,19,2089,104,785,153,4,1048,5390,27541,1072,114,34117,639,2018,44,3,2705,591,1836,62,11,2498,568,4078,176,11,4838,1180,5471,203,9,6863,1307,4645,109,9,6066,987,4516,112,51,5670,747,3367,106,55,4270,497,2035,192,15,2739,120,1316,340,0,1777,6638,29284,1347,158,37428,1115,4328,112,6,5569,1021,4035,127,9,5191,1054,7996,362,21,9432,1952,10575,380,21,12928,2406,9067,230,24,11729,1897,8634,208,72,10816,1492,6462,193,77,8219,862,3623,317,33,4832,227,2099,494,4,2823,12025,56827,2423,273,71548
SED10029,164,2957,254,0,3380,195,2859,248,3,3311,302,5499,520,18,6339,259,4814,494,12,5574,242,5136,431,10,5828,282,5143,403,9,5826,186,3435,316,4,3938,72,1815,216,4,2102,8,555,167,0,736,1714,32206,3050,57,37032,202,2634,241,3,3076,283,2655,210,3,3159,342,5347,485,9,6181,341,5246,435,10,6034,348,5407,422,11,6185,308,5217,368,19,5914,221,3738,300,11,4272,108,1905,256,7,2270,16,866,271,5,1151,2170,33016,2988,74,38248,364,5596,500,3,6460,484,5518,464,4,6468,645,10841,1006,19,12521,597,10058,933,22,11608,595,10545,859,21,12015,587,10357,769,20,11743,411,7169,613,22,8205,176,3719,465,9,4370,27,1415,432,6,1887,3885,65216,6040,132,75277
SED10030,246,1705,131,0,2083,192,1787,119,7,2096,356,3841,322,9,4524,551,3979,235,7,4770,635,4109,288,9,5048,641,4156,266,6,5063,635,3372,259,10,4277,352,2160,205,4,2723,73,705,120,0,893,3688,25807,1943,48,31476,255,1593,119,0,1964,225,1722,132,0,2076,417,3919,280,3,4622,804,4059,283,4,5150,827,4084,247,8,5171,813,4541,274,15,5641,866,3895,295,9,5068,402,2516,265,6,3184,69,1260,265,0,1599,4683,27586,2160,49,34473,504,3290,243,0,4047,419,3505,249,7,4178,771,7766,602,14,9149,1359,8030,516,7,9917,1466,8198,540,19,10216,1456,8697,542,18,10708,1502,7265,555,14,9344,754,4680,468,9,5910,144,1964,385,6,2494,8366,53389,4105,91,65952
SED10031,302,1995,202,3,2499,212,1749,214,3,2181,450,3472,489,12,4418,724,3307,383,3,4421,1006,3964,481,4,5450,1144,4317,435,5,5903,1133,3661,345,6,5146,573,2021,245,0,2839,73,617,110,0,801,5617,25102,2904,40,33666,359,1766,164,3,2294,218,1538,117,4,1875,537,3583,288,9,4419,1001,3452,305,7,4761,1173,4087,315,0,5569,1204,4300,349,5,5863,1394,3681,339,9,5414,581,2133,269,4,2986,89,944,143,0,1175,6551,25477,2292,35,34356,660,3761,369,4,4791,431,3287,328,7,4054,990,7055,777,21,8837,1723,6753,696,11,9181,2175,8048,796,8,11027,2348,8617,787,11,11767,2527,7341,687,11,10561,1154,4155,516,4,5829,158,1564,249,0,1973,12167,50577,5199,78,68025
SED10032,218,2360,258,0,2836,250,3606,491,6,4346,613,8660,1202,15,10490,620,7429,885,18,8946,406,4640,507,19,5572,277,4018,356,20,4666,234,2756,212,20,3215,86,1495,131,8,1723,15,493,45,3,557,2722,35454,4077,107,42351,246,2157,244,0,2648,366,2969,296,5,3644,669,8148,976,17,9806,640,6439,709,6,7799,448,4622,424,10,5507,358,4169,352,26,4897,250,2870,208,44,3371,110,1636,143,11,1901,19,768,65,0,853,3097,33784,3415,122,40419,465,4522,496,0,5489,619,6573,790,10,7993,1278,16809,2178,28,20295,1256,13861,1593,32,16747,854,9262,928,32,11077,632,8189,697,42,9559,487,5624,416,60,6581,195,3138,274,18,3626,32,1262,102,9,1410,5817,69235,7481,228,82764
SED10033,274,2313,132,0,2729,228,2199,138,0,2559,380,4186,271,16,4848,539,3658,224,7,4430,694,4379,239,3,5322,685,4123,227,7,5039,592,2910,149,0,3647,270,1597,108,0,1974,33,448,49,0,537,3701,25806,1542,31,31081,332,2063,112,7,2512,298,1925,96,8,2324,508,4064,226,3,4803,779,3656,226,7,4664,865,4588,217,4,5676,814,3993,194,3,5000,709,2968,144,0,3828,334,1702,138,0,2177,57,708,97,0,860,4698,25661,1454,38,31845,602,4379,246,6,5236,531,4122,236,3,4890,886,8246,492,16,9653,1320,7313,445,12,9092,1560,8965,456,14,10998,1505,8116,420,4,10043,1297,5873,299,9,7473,608,3291,248,0,4148,90,1155,148,0,1395,8401,51467,2995,66,62931
SED10034,290,2165,43,0,2497,240,1967,56,3,2260,435,3611,113,7,4163,733,4196,137,5,5066,834,4206,112,3,5150,707,3729,105,3,4540,628,2819,78,3,3527,290,1611,103,0,2009,36,503,117,0,655,4197,24806,849,20,29870,442,1795,58,0,2293,310,1723,45,0,2079,506,3804,109,11,4430,999,4432,125,4,5557,1037,4438,110,6,5595,726,3964,88,5,4781,654,3069,91,9,3820,296,1812,157,0,2264,61,732,332,0,1122,5034,25776,1113,35,31955,734,3964,92,0,4795,550,3683,96,3,4342,935,7417,225,11,8593,1730,8625,261,8,10627,1874,8646,219,4,10746,1431,7687,198,10,9323,1282,5892,163,15,7349,589,3422,257,8,4271,98,1237,449,0,1782,9229,50579,1960,54,61824
SED10035,285,1596,181,20,2077,762,5106,483,84,6435,1463,15624,1277,117,18479,1036,9245,638,76,10992,767,5157,369,53,6346,496,3620,273,54,4441,276,2369,170,30,2848,112,1314,96,13,1538,25,495,40,0,555,5218,44525,3523,452,53718,314,1545,153,16,2025,947,4715,472,69,6209,1717,14651,1130,100,17595,1122,7893,505,26,9550,841,4458,278,39,5606,517,3541,224,64,4342,314,2563,150,29,3050,157,1547,115,13,1828,34,657,52,0,742,5953,41560,3081,358,50954,596,3143,333,26,4099,1713,9822,957,146,12640,3181,30271,2404,221,36074,2157,17140,1144,105,20549,1598,9617,646,94,11956,1009,7163,490,119,8787,586,4929,325,61,5895,269,2863,216,27,3372,55,1146,91,0,1301,11172,86091,6606,810,104673
SED10036,248,2852,210,0,3312,273,2827,216,6,3319,391,5054,434,3,5879,535,5221,391,4,6152,565,4909,271,7,5746,404,4384,200,4,4999,248,2728,150,17,3139,120,1348,177,3,1653,21,387,118,4,523,2808,29703,2168,47,34722,334,2574,167,0,3068,331,2392,149,3,2878,495,5092,402,6,5998,687,5455,354,9,6507,579,5304,254,0,6139,379,4369,190,11,4951,297,2841,171,18,3324,127,1570,198,8,1907,7,686,265,0,956,3235,30279,2149,67,35726,583,5428,376,0,6382,608,5219,368,9,6198,885,10149,833,16,11879,1220,10677,738,14,12659,1142,10208,521,8,11883,784,8754,393,18,9947,539,5569,318,30,6462,252,2913,376,9,3555,28,1069,380,3,1481,6047,59988,4318,108,70449
SED10037,466,2221,68,3,2759,331,2076,70,0,2477,427,3475,130,12,4042,879,4819,180,13,5885,1177,4721,163,3,6063,900,4068,106,15,5089,757,2825,97,32,3708,455,1668,104,8,2234,57,525,66,0,640,5452,26387,970,89,32902,575,1963,51,4,2590,424,1720,60,0,2196,503,3574,160,9,4243,1227,4951,161,14,6346,1456,4866,142,10,6474,950,4241,87,33,5310,771,3148,140,39,4097,495,1770,112,7,2390,56,745,125,3,924,6455,26983,1033,114,34576,1036,4187,116,6,5343,755,3792,123,4,4676,930,7047,290,22,8288,2101,9767,340,22,12230,2638,9592,301,11,12542,1856,8306,193,44,10399,1531,5971,238,65,7808,949,3436,213,24,4623,109,1265,190,3,1565,11904,53370,2006,201,67473
SED10038,433,2153,144,0,2726,340,2300,181,3,2827,458,3849,181,6,4495,745,4060,182,5,4995,934,4119,167,9,5228,744,3913,131,3,4794,744,2836,128,3,3713,353,1821,132,0,2307,51,717,91,0,858,4803,25774,1339,29,31944,442,2057,170,0,2672,463,1989,117,0,2567,564,3742,158,6,4474,982,4304,194,6,5486,1058,4403,157,3,5618,829,4178,119,4,5134,824,3288,139,6,4261,387,2173,208,3,2770,52,1201,265,3,1511,5604,27338,1531,32,34509,874,4204,314,0,5398,801,4286,297,4,5395,1021,7598,340,13,8970,1725,8368,379,7,10477,1995,8522,324,12,10851,1576,8093,255,9,9928,1571,6128,266,8,7981,740,3997,336,3,5074,96,1920,354,3,2373,10406,53110,2867,60,66450
SED10039,252,1898,122,0,2273,202,1770,186,0,2162,381,3753,510,4,4648,575,3524,431,5,4536,727,3472,338,5,4542,825,4116,248,10,5197,1151,3475,245,10,4872,536,1969,155,0,2666,75,652,131,0,859,4728,24630,2364,36,31755,315,1798,123,0,2240,226,1610,92,0,1929,458,3909,197,10,4575,819,3520,186,10,4528,828,3798,200,9,4833,1082,4344,176,8,5599,1310,3655,195,8,5165,548,2126,189,5,2871,110,988,233,0,1337,5702,25761,1584,42,33088,572,3699,244,0,4513,425,3383,275,7,4094,844,7665,698,9,9217,1397,7046,617,11,9066,1555,7273,538,12,9380,1898,8458,424,20,10799,2457,7135,436,17,10038,1081,4096,352,4,5536,190,1641,365,0,2202,10429,50395,3950,76,64843
SED10040,208,2010,108,3,2326,286,3672,301,14,4273,529,7802,584,22,8943,438,5759,352,13,6565,435,4375,260,20,5092,378,4479,260,27,5136,304,3328,231,22,3882,121,1877,215,6,2219,32,810,152,0,991,2733,34109,2462,125,39425,241,1662,87,6,1991,401,3032,214,9,3654,597,7257,505,19,8371,656,5633,391,10,6686,558,4956,255,18,5790,444,4849,249,29,5578,362,3690,244,28,4323,150,2183,244,10,2590,38,1172,341,0,1548,3438,34434,2525,129,40522,449,3667,198,10,4320,678,6707,517,19,7922,1122,15060,1091,38,17313,1098,11390,743,26,13254,999,9331,511,38,10880,823,9322,506,56,10708,669,7011,473,52,8201,269,4061,461,19,4808,64,1982,492,0,2541,6177,68534,4989,246,79945
SED10041,585,2295,73,8,2967,398,1933,68,8,2409,454,3245,136,7,3845,807,5034,186,22,6049,1206,4480,118,11,5812,943,3706,115,31,4785,771,2632,81,32,3513,572,1799,103,13,2482,136,1029,104,3,1269,5861,26156,988,130,33132,764,1966,58,6,2786,529,1616,68,6,2213,463,3533,165,6,4167,1243,5382,181,9,6812,1652,4809,139,25,6625,1031,3965,121,33,5150,862,3152,128,37,4183,568,2312,158,12,3042,127,1648,239,0,2009,7237,28377,1253,126,36996,1347,4259,132,11,5751,933,3551,134,9,4630,918,6777,304,11,8014,2045,10417,369,30,12857,2856,9292,251,35,12432,1975,7670,233,56,9941,1633,5784,211,69,7700,1142,4104,257,28,5530,259,2676,340,3,3275,13099,54533,2244,258,70128
SED10042,227,1924,107,0,2258,175,2016,106,0,2301,332,3748,209,0,4298,550,3531,215,8,4297,590,3922,192,0,4701,656,4099,179,6,4941,801,3679,167,0,4657,495,2257,197,0,2953,94,780,120,0,995,3921,25966,1494,19,31396,269,1858,100,0,2225,245,1725,85,0,2057,484,3834,178,5,4501,813,3472,194,0,4481,741,3987,167,3,4897,787,4532,155,3,5485,956,3979,234,10,5178,483,2626,284,3,3391,68,1275,199,0,1548,4847,27294,1588,31,33758,501,3781,205,0,4490,424,3746,194,3,4359,819,7588,386,3,8803,1361,7008,409,10,8775,1336,7906,356,3,9600,1452,8634,333,10,10426,1755,7657,402,10,9833,977,4880,484,3,6341,161,2056,319,0,2536,8768,53260,3084,50,65158
SED10043,190,2566,274,7,3038,294,2944,348,7,3593,504,6728,823,23,8073,503,5756,634,12,6911,369,4467,396,8,5236,315,4289,381,11,5000,190,3132,239,18,3579,87,1760,167,3,2018,20,628,74,0,718,2462,32278,3336,92,38161,248,2453,255,7,2958,331,2520,224,3,3079,559,5857,621,16,7050,538,5300,523,11,6368,393,4574,404,11,5377,322,4399,349,24,5097,242,3054,233,12,3543,89,1801,180,3,2065,21,837,145,0,1010,2735,30800,2930,87,36543,435,5021,533,11,5995,625,5461,573,15,6667,1060,12581,1442,36,15126,1041,11064,1158,29,13285,761,9042,799,16,10621,637,8688,737,34,10093,428,6192,469,26,7118,168,3557,341,3,4084,40,1469,214,5,1728,5192,63074,6263,177,74707
SED10044,447,1876,62,3,2393,354,2011,89,9,2460,633,5487,304,10,6433,875,5806,310,21,7006,1088,4537,217,24,5867,844,3546,201,17,4609,658,2700,220,21,3602,376,1536,211,5,2138,54,565,219,0,840,5341,28070,1833,107,35347,496,1708,60,3,2271,399,1723,79,4,2212,734,5792,293,21,6840,1235,6032,311,16,7602,1430,4540,202,15,6188,899,3958,199,30,5087,768,3019,233,22,4033,371,1877,274,12,2528,86,1003,545,5,1630,6418,29650,2200,123,38394,947,3591,125,4,4663,758,3731,175,13,4673,1364,11275,596,28,13271,2111,11845,619,32,14604,2516,9074,422,41,12052,1745,7504,399,47,9703,1421,5725,449,44,7637,751,3410,489,15,4663,134,1562,767,5,2472,11762,57720,4033,230,73740
SED10045,259,1769,239,0,2277,188,1478,195,13,1875,400,2814,334,57,3602,659,2948,395,50,4059,848,3570,460,19,4905,1128,4449,533,9,6130,1191,3810,472,0,5470,439,1693,244,3,2386,87,577,148,3,816,5211,23116,3029,161,31520,292,1580,254,0,2133,201,1340,175,5,1722,512,2935,367,39,3851,959,3187,428,32,4610,1098,3796,419,11,5321,1359,4410,463,12,6235,1437,3457,424,0,5321,566,1831,296,0,2700,95,921,275,0,1293,6514,23462,3098,104,33184,554,3350,498,3,4405,388,2819,368,20,3595,909,5750,702,96,7454,1625,6137,818,85,8665,1947,7366,880,30,10229,2492,8863,1000,21,12365,2630,7270,891,0,10790,1007,3532,542,8,5082,186,1499,425,5,2111,11730,46582,6132,269,64705
SED10046,189,3076,272,0,3533,223,3160,288,0,3673,362,5881,626,10,6878,328,5739,624,20,6699,344,5230,446,13,6033,274,4941,459,6,5672,154,2858,277,14,3302,53,1298,169,0,1524,8,352,65,4,423,1928,32528,3218,64,37741,205,2865,206,3,3278,311,2972,276,0,3564,469,6284,668,9,7429,491,5921,593,7,7014,384,5422,419,8,6236,321,5017,412,29,5776,172,3043,288,14,3523,54,1535,207,7,1798,10,536,100,4,648,2409,33604,3166,72,39257,389,5946,478,6,6815,529,6130,571,9,7237,824,12167,1289,23,14309,815,11655,1220,20,13714,731,10653,866,18,12270,591,9954,865,32,11448,329,5901,566,29,6824,105,2834,373,10,3318,19,891,156,6,1069,4333,66130,6382,142,76991
SED10047,261,3043,371,4,3679,239,3233,374,3,3851,514,7615,970,8,9109,758,8288,876,16,9932,506,5678,626,5,6816,334,4470,399,18,5220,298,3215,246,27,3789,131,1565,153,4,1851,22,317,54,0,389,3059,37428,4066,87,44633,317,2902,277,0,3502,312,3089,343,4,3748,691,8713,915,9,10329,818,8205,814,7,9842,550,5502,494,8,6555,431,4648,317,44,5441,365,3541,277,30,4215,142,1742,197,3,2084,22,503,147,0,672,3656,38848,3788,107,46396,575,5945,650,5,7182,547,6318,722,9,7599,1208,16333,1885,17,19442,1578,16492,1691,19,19776,1058,11176,1118,16,13367,765,9123,719,61,10667,665,6756,521,60,7998,274,3310,342,5,3935,41,820,202,0,1062,6709,76274,7843,198,91027
SED10048,239,2997,226,0,3457,264,3075,197,0,3541,537,6699,465,12,7711,797,7926,480,14,9222,594,5571,331,10,6501,496,4949,239,23,5702,359,3412,158,36,3962,125,1338,149,3,1625,14,294,80,0,382,3428,36256,2332,92,42108,284,2744,227,0,3255,368,2829,174,13,3378,669,7788,521,13,8992,851,7952,523,4,9323,640,5472,333,11,6462,536,5219,243,45,6033,397,3629,196,40,4253,119,1497,220,13,1839,23,486,202,6,720,3884,37610,2628,134,44265,522,5740,450,4,6720,637,5903,370,12,6919,1210,14485,986,24,16708,1646,15879,1000,19,18547,1236,11040,667,17,12963,1024,10165,482,65,11736,751,7041,353,66,8217,246,2835,364,15,3464,37,777,280,4,1097,7316,73866,4961,228,86368
SED10049,232,2468,134,3,2833,215,2392,101,0,2709,419,5471,280,6,6178,601,4900,253,6,5763,591,4430,194,6,5223,482,3971,170,3,4620,552,3107,132,5,3788,263,1610,110,0,1985,24,435,71,0,531,3376,28781,1441,33,33636,306,2352,111,3,2778,270,2370,114,0,2760,557,5884,272,12,6718,841,5077,268,0,6184,751,4777,162,4,5693,638,4370,158,10,5173,699,3374,164,0,4230,305,1884,156,7,2351,40,795,135,4,970,4415,30873,1532,34,36856,540,4820,245,6,5614,487,4764,211,6,5474,973,11353,554,12,12896,1440,9971,523,12,11940,1349,9208,360,9,10919,1122,8335,319,16,9795,1245,6479,291,10,8019,570,3498,262,4,4337,67,1229,205,4,1499,7793,59656,2976,72,70493
SED10050,449,1832,77,7,2366,261,1667,65,8,2001,619,4804,232,29,5685,842,4982,243,23,6085,1324,4624,189,9,6150,1024,3559,134,19,4741,621,2234,85,9,2956,330,1348,47,8,1739,68,514,30,0,613,5545,25566,1113,104,32329,545,1679,48,5,2288,336,1602,71,8,2016,750,5291,284,33,6354,1199,5035,205,17,6456,1670,4547,174,15,6407,1002,3604,113,10,4735,658,2491,90,14,3252,362,1555,79,0,2003,56,815,68,3,946,6586,26627,1139,106,34463,994,3512,132,9,4651,599,3270,135,16,4023,1366,10098,515,58,12037,2045,10011,453,35,12538,2993,9173,362,30,12557,2034,7164,248,28,9476,1277,4732,178,20,6209,690,2908,128,6,3735,129,1328,103,3,1564,12129,52199,2251,213,66791
SED10051,330,1909,116,0,2354,293,2202,182,9,2672,475,5318,630,17,6437,619,5262,582,14,6473,763,4625,470,9,5864,571,3950,378,14,4911,364,2905,264,14,3554,179,1817,225,10,2227,20,648,117,0,790,3613,28627,2957,84,35286,370,1698,88,4,2167,406,2016,145,10,2575,572,5423,403,14,6411,862,5385,350,14,6612,967,4800,267,11,6048,616,4156,205,18,4995,424,3428,204,24,4080,188,2302,221,8,2719,40,958,276,0,1271,4438,30164,2158,109,36872,701,3606,201,4,4512,694,4216,324,19,5250,1045,10744,1031,32,12847,1475,10646,935,24,13081,1726,9424,738,22,11915,1183,8106,586,34,9903,790,6333,473,36,7636,368,4109,445,19,4946,60,1611,396,0,2065,8049,58794,5114,194,72161
SED10052,273,1993,87,0,2360,223,1914,86,0,2223,362,3994,189,4,4550,603,4365,231,3,5207,780,4290,213,6,5286,560,3873,153,9,4597,498,3069,134,8,3703,313,1891,155,0,2362,66,814,139,4,1020,3684,26193,1384,45,31306,356,1839,68,0,2264,291,1683,55,0,2022,429,4125,194,4,4748,824,4581,211,15,5627,863,4533,155,6,5558,644,4193,129,11,4969,582,3404,149,11,4136,342,2429,208,0,2977,72,1276,281,0,1634,4394,28051,1447,54,33941,632,3833,161,3,4624,516,3594,143,0,4248,786,8118,383,10,9302,1430,8947,442,18,10830,1642,8814,370,16,10845,1202,8064,278,17,9562,1075,6472,277,18,7841,649,4321,364,7,5338,137,2087,426,7,2654,8071,54247,2836,95,65247
SED10053,412,2066,177,5,2654,290,2262,223,13,2783,661,5288,609,53,6602,925,4670,503,16,6116,1271,4762,450,12,6486,1257,4484,481,6,6232,931,2934,324,14,4199,379,1360,151,0,1891,48,417,53,3,527,6175,28230,2962,110,37489,477,1814,161,5,2455,332,2081,165,17,2604,817,5272,443,44,6574,1236,4460,348,8,6058,1472,4656,339,9,6478,1243,4091,350,19,5708,951,2623,254,9,3835,426,1407,155,0,1992,47,598,83,0,722,6992,26995,2312,113,36413,884,3880,336,5,5111,624,4339,392,27,5384,1476,10555,1054,93,13178,2161,9130,853,23,12171,2738,9417,788,23,12960,2500,8574,834,29,11933,1876,5548,582,19,8025,807,2771,310,0,3884,102,1012,137,0,1252,13169,55233,5275,227,73903
