SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL10290,0,0,0,0,8,5,0,3,0,19,10,7,10,8,29,28,22,25,0,140
SAL10291,3,0,4,0,0,0,0,0,4,11,60,31,22,28,26,27,32,14,6,251
SAL10292,6,0,0,0,5,0,0,0,0,11,31,11,8,17,17,19,9,0,0,109
SAL10293,12,6,7,6,8,5,5,4,0,53,42,19,15,11,20,9,10,8,0,140
SAL10294,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,0,0,16
SAL10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10296,0,0,3,0,0,0,0,4,0,12,20,6,12,7,10,7,6,6,0,73
SAL10297,19,24,9,20,15,14,12,7,0,122,539,290,171,316,402,348,282,109,20,2476
SAL10298,0,0,0,0,5,0,3,0,0,11,37,23,21,21,23,40,45,23,4,226
SAL10299,113,74,127,94,89,68,35,21,11,630,1364,1126,1571,1101,1141,1136,763,346,165,8718
SAL10300,0,0,6,0,3,4,0,0,3,9,15,16,9,12,16,22,15,4,3,112
SAL10301,48,37,40,26,19,26,12,13,6,226,551,355,518,383,365,353,339,289,71,3221
SAL10302,0,0,0,0,4,0,0,0,0,10,32,12,11,18,25,38,37,13,0,182
SAL10303,170,86,86,85,97,85,42,31,24,700,1483,947,975,915,989,1061,764,424,208,7781
SAL10304,145,88,67,74,72,85,55,74,62,722,1878,1074,1240,1157,966,1081,826,465,215,8905
SAL10305,15,136,414,374,190,68,31,13,0,1243,187,255,540,482,315,223,142,60,9,2213
SAL10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10307,40,12,25,19,25,27,34,19,6,208,245,130,138,150,196,346,425,200,70,1903
SAL10308,41,37,8,28,20,25,22,12,0,187,999,632,346,614,789,670,382,250,55,4723
SAL10309,51,39,10,23,36,28,9,7,4,213,1132,652,317,757,892,600,543,273,71,5237
SAL10310,0,0,4,0,4,0,0,6,0,15,19,11,6,8,31,39,29,17,0,158
SAL10311,9,10,0,0,14,0,0,4,0,31,73,57,60,53,57,68,66,42,11,480
SAL10312,0,0,6,0,6,16,15,4,0,40,36,18,30,16,43,76,71,34,9,333
SAL10313,0,0,0,0,0,5,0,0,0,8,8,9,7,3,13,16,12,11,6,84
SAL10314,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,8,3,6,0,28
SAL10315,16,27,20,14,22,17,12,10,5,134,234,143,150,155,185,215,165,73,38,1358
SAL10316,5,0,0,3,0,0,0,0,0,12,9,0,7,4,0,8,6,0,0,36
SAL10317,25,24,13,3,15,17,17,10,3,130,178,117,95,104,133,194,210,134,70,1236
SAL10318,6,0,3,4,4,4,8,0,0,26,26,24,20,20,27,41,22,25,6,217
SAL10319,17,13,0,12,16,20,20,18,0,120,128,80,43,74,138,142,155,87,18,860
SAL10320,0,0,0,0,0,0,0,0,0,3,4,0,0,3,10,6,0,4,0,22
SAL10321,27,28,12,25,30,38,37,22,14,237,467,214,210,300,318,450,552,413,243,3166
SAL10322,0,0,0,0,0,0,0,0,0,3,15,14,10,14,14,4,10,8,0,80
SAL10323,0,0,0,0,0,3,0,0,0,8,4,0,0,5,4,9,9,8,0,36
SAL10324,4,0,0,4,0,0,0,0,0,8,13,17,15,10,19,33,40,30,4,176
SAL10325,0,5,0,4,4,0,0,0,0,15,15,11,8,10,8,8,4,0,0,62
SAL10326,5,4,0,0,3,0,0,0,0,15,23,14,11,3,13,24,21,3,0,113
SAL10327,0,0,0,0,0,0,6,0,0,9,9,12,20,12,22,42,23,8,0,137
SAL10328,4,6,0,3,5,5,0,5,0,19,4,6,0,4,11,12,7,5,0,45
SAL10329,37,11,21,24,28,20,24,59,86,306,478,301,265,351,374,303,225,209,192,2691
SAL10330,102,66,91,85,92,71,50,26,18,599,1732,1211,1422,1438,1327,1349,1074,569,292,10413
SAL10331,0,0,0,0,0,0,0,0,0,0,14,0,14,12,13,10,12,3,3,79
SAL10332,20,3,10,7,10,7,4,0,0,65,102,33,74,63,71,87,69,14,4,530
SAL10333,276,173,169,193,153,123,140,115,127,1463,3530,2287,2478,2738,2459,2263,1856,1167,775,19556
SAL10334,58,27,25,47,28,28,19,24,4,261,750,480,487,585,583,493,395,333,144,4238
SAL10335,10,0,6,0,3,0,0,0,0,15,21,9,11,13,18,16,9,0,0,83
SAL10336,0,0,0,0,0,0,0,0,0,4,19,8,0,11,13,15,13,3,0,85
SAL10337,6,0,3,0,5,0,0,5,0,27,33,4,7,16,17,17,6,14,0,118
SAL10338,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,8,7,3,0,28
SAL10339,245,109,115,90,67,58,32,11,6,726,1141,653,565,425,469,455,339,131,24,4206
SAL10340,0,0,0,0,0,0,0,0,0,10,14,6,8,7,11,27,18,13,3,113
SAL10341,3,6,0,0,6,3,4,3,0,24,7,10,3,10,14,15,7,8,0,76
SAL10342,0,0,0,0,0,0,0,0,0,0,13,4,5,8,11,10,3,4,0,60
SAL10343,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,4,0,16
SAL10344,0,4,0,0,3,4,0,0,0,11,25,25,9,4,23,24,17,11,5,137
SAL10345,0,0,0,0,0,5,7,0,0,20,41,17,17,19,32,61,43,20,4,248
SAL10346,4,6,0,4,5,9,3,0,0,41,75,43,38,55,55,68,56,31,10,438
SAL10347,59,29,43,48,41,33,21,9,6,286,609,331,394,443,441,493,461,205,101,3478
SAL10348,4,11,5,0,18,5,21,0,4,75,98,70,74,50,89,92,65,25,5,566
SAL10349,4,0,4,4,0,0,5,0,0,10,39,24,16,24,35,43,45,31,5,256
SAL10350,37,24,13,13,26,16,26,5,0,155,713,405,178,397,572,537,446,254,67,3566
SAL10351,0,0,0,0,5,0,0,0,0,4,0,10,6,0,6,8,4,0,0,26
SAL10352,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,11
SAL10353,6,0,0,0,4,4,0,4,0,24,16,10,16,12,18,14,21,11,4,117
SAL10354,13,0,4,9,6,3,7,4,0,60,52,16,24,45,38,43,35,7,5,260
SAL10355,4,0,0,3,7,0,0,0,0,21,11,9,6,3,11,19,15,0,0,76
SAL10356,4,0,0,0,3,0,0,0,0,10,45,17,19,25,32,37,19,3,0,194
SAL10357,17,6,4,12,16,12,3,6,0,73,114,65,38,61,117,122,84,35,9,647
SAL10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10359,0,5,0,0,0,0,0,0,0,3,18,8,0,10,14,10,12,6,4,68
SAL10360,0,0,0,0,0,4,3,0,0,13,29,11,7,18,14,17,13,6,0,110
SAL10361,17,4,4,14,8,9,10,0,0,68,114,42,42,73,73,86,69,45,11,555
SAL10362,10,3,3,4,6,3,12,6,0,38,66,24,26,35,28,57,47,14,9,300
SAL10363,0,0,0,3,0,8,0,0,0,12,0,0,0,3,0,14,16,4,0,36
SAL10364,14,10,0,11,6,15,28,17,8,105,145,98,58,102,141,222,289,203,89,1342
SAL10365,0,5,0,0,0,0,4,0,0,11,0,6,0,0,13,10,5,4,0,39
SAL10366,0,0,0,3,3,11,0,0,0,24,14,12,5,14,25,60,40,24,3,208
SAL10367,0,3,0,0,0,0,0,0,0,8,6,3,4,3,0,13,0,0,0,31
SAL10368,8,0,5,4,6,5,0,0,0,31,41,12,32,16,17,22,15,12,0,165
SAL10369,9,5,4,0,3,4,5,6,4,33,61,33,18,31,47,61,41,23,10,326
SAL10370,7,0,0,9,0,3,0,0,0,22,48,27,35,39,25,38,24,5,7,243
SAL10371,13,14,7,10,17,15,24,6,0,105,90,59,44,53,87,121,144,51,7,660
SAL10372,3,0,0,0,0,0,4,0,0,12,35,12,7,22,11,16,17,8,0,116
SAL10373,24,17,17,21,29,28,19,3,5,171,559,268,289,417,515,460,397,191,37,3130
SAL10374,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,8,4,0,34
SAL10375,0,0,0,0,0,4,0,0,0,5,10,6,5,14,8,10,3,3,0,59
SAL10376,25,71,60,22,21,17,6,3,4,236,335,688,609,287,217,199,111,69,49,2565
SAL10377,0,0,0,0,0,0,0,0,0,0,11,3,0,9,9,9,10,3,0,41
SAL10378,65,45,28,38,31,28,16,0,3,256,641,470,462,397,411,448,267,128,77,3299
SAL10379,3,0,4,0,0,4,5,0,0,19,47,28,13,28,28,30,35,13,0,220
SAL10380,0,0,4,0,0,0,4,0,0,15,30,11,21,9,23,31,27,13,4,163
SAL10381,0,0,0,0,0,3,0,0,0,0,4,9,0,4,3,18,9,5,0,48
SAL10382,0,0,0,0,0,0,0,0,0,0,11,0,4,7,0,0,0,0,0,16
SAL10383,0,5,5,4,0,8,4,5,0,33,91,56,49,50,90,142,251,194,41,962
SAL10384,3,0,6,0,9,5,0,0,0,32,91,85,33,49,91,69,67,26,6,522
SAL10385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10
SAL10386,3,5,3,4,10,0,0,0,0,35,53,37,30,33,46,38,36,18,7,296
SAL10387,0,6,0,0,0,8,0,0,0,16,50,36,13,26,42,21,29,7,0,235
SAL10388,5,0,6,3,14,3,4,3,0,48,45,3,32,22,24,33,38,14,4,220
SAL10389,22,26,21,22,29,20,24,15,3,172,470,327,340,293,317,366,377,215,71,2776
SAL10390,32,23,32,24,24,32,29,13,4,213,537,447,377,353,494,454,400,175,64,3302
SAL10391,222,101,112,91,68,31,25,18,0,670,942,528,502,409,414,352,254,165,15,3592
SAL10392,75,35,34,36,67,60,58,25,6,408,648,295,366,504,648,854,805,443,104,4677
SAL10393,0,0,0,0,0,0,0,0,0,3,3,0,4,5,0,0,7,0,0,23
SAL10394,0,3,0,0,0,13,6,0,0,30,13,11,19,7,22,48,40,10,6,178
SAL10395,23,24,15,17,15,27,21,13,7,150,260,221,150,184,253,312,270,170,62,1881
SAL10396,902,591,873,687,501,430,276,249,154,4656,9824,6632,9330,8076,5613,4962,3517,2130,1007,51092
SAL10397,7,3,4,4,10,12,5,4,0,48,20,13,17,9,23,20,15,10,0,126
SAL10398,37,24,17,17,16,22,15,12,6,162,322,204,221,230,269,260,225,168,46,1944
SAL10399,45,34,18,18,24,25,7,3,0,179,476,459,322,383,397,376,222,62,17,2715
SAL10400,12,9,6,8,6,6,3,0,0,49,96,49,67,55,41,52,32,16,4,407
SAL10401,0,4,0,0,0,0,0,4,0,5,23,21,5,16,15,29,15,15,0,134
SAL10402,70,64,35,47,62,49,37,40,60,464,1170,912,624,758,925,910,661,385,277,6618
SAL10403,6,0,0,3,4,0,0,3,0,14,19,5,12,8,22,10,9,7,0,91
SAL10404,7,0,0,10,0,0,0,0,0,20,24,6,7,6,5,10,0,0,0,65
SAL10405,5,4,3,0,5,4,3,3,0,33,21,23,24,21,28,39,31,20,5,203
SAL10406,101,44,46,58,38,48,41,13,9,398,1484,826,775,1003,943,909,890,418,108,7358
SAL10407,0,0,0,0,0,4,5,0,0,14,20,9,0,13,17,28,24,7,0,107
SAL10408,6,5,3,3,6,3,0,0,0,31,124,85,53,79,77,97,55,16,7,587
SAL10409,60,41,27,30,29,40,26,13,11,273,714,410,439,344,386,464,367,228,91,3447
SAL10410,98,73,73,57,43,48,24,7,0,421,1422,835,1099,830,726,735,370,139,44,6206
SAL10411,6,0,9,0,0,6,0,0,0,23,50,15,21,24,19,23,12,11,0,189
SAL10412,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,7
SAL10413,8,11,9,8,7,14,10,0,3,85,124,100,117,96,142,192,183,81,38,1074
SAL10414,115,74,46,59,61,49,25,19,6,461,1519,865,967,783,828,658,463,323,79,6475
SAL10415,0,0,6,0,4,8,8,5,0,43,16,14,23,14,25,67,45,11,0,217
SAL10416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10417,0,0,0,0,0,0,0,0,0,0,7,0,3,5,6,3,0,3,0,28
SAL10418,3,0,3,6,0,0,0,0,0,16,25,7,10,13,13,6,5,0,0,86
SAL10419,5,4,0,0,0,3,16,3,0,31,19,18,14,18,26,51,68,28,12,255
SAL10420,24,20,9,16,34,15,15,3,0,141,309,210,140,171,292,258,253,103,20,1761
SAL10421,92,46,48,40,29,50,21,10,0,327,1038,583,606,607,655,671,627,350,113,5257
SAL10422,3,3,0,0,4,0,0,0,0,13,19,10,8,19,15,0,3,0,0,75
SAL10423,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,4,0,0,19
SAL10424,10,4,8,0,9,10,4,7,0,53,177,113,74,97,153,172,140,51,20,1000
SAL10425,0,3,0,0,0,0,0,0,0,3,0,8,0,3,6,7,3,0,0,33
SAL10426,3,0,6,0,3,0,0,0,0,15,17,8,7,12,20,33,31,7,3,139
SAL10427,0,3,0,0,4,3,0,0,0,14,25,13,6,14,17,20,15,8,6,127
SAL10428,4,7,0,5,8,4,12,5,0,63,74,60,46,56,77,100,149,71,15,647
SAL10429,0,4,0,0,3,0,0,0,0,3,9,4,0,5,4,3,3,0,0,35
SAL10430,0,0,0,0,3,0,0,0,0,0,8,0,0,4,3,0,0,0,0,16
SAL10431,4,0,0,0,4,9,5,0,0,18,23,9,6,21,22,20,26,12,0,129
SAL10432,0,0,0,0,0,3,3,3,0,12,10,11,9,7,9,12,12,4,0,60
SAL10433,18,13,10,16,13,14,21,6,0,108,95,88,61,77,102,147,159,61,7,799
SAL10434,0,0,0,0,4,0,0,0,0,8,13,3,13,4,8,17,8,7,3,80
SAL10435,0,0,0,0,0,0,0,0,0,3,19,12,8,8,14,13,7,3,0,86
SAL10436,0,0,0,0,0,0,0,0,0,0,10,4,4,8,3,8,0,0,0,44
SAL10437,10,0,7,3,10,6,4,0,0,45,64,21,32,22,38,36,30,21,5,267
SAL10438,62,36,35,42,53,48,22,11,10,320,687,324,354,453,454,517,315,145,60,3312
SAL10439,6,7,0,0,0,3,4,0,0,25,10,11,9,11,15,15,16,5,4,98
SAL10440,65,54,31,37,52,51,30,9,0,333,221,162,111,112,149,149,99,30,10,1037
SAL10441,22,20,24,27,39,32,29,6,7,220,219,156,168,163,201,157,141,97,48,1347
SAL10442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10443,7,13,6,9,16,12,5,0,0,62,33,26,16,25,40,38,22,0,0,207
SAL10444,3,3,0,0,0,0,3,0,0,17,11,18,0,9,7,12,19,0,4,85
SAL10445,0,0,0,0,0,0,0,0,0,3,7,0,0,3,6,9,3,3,4,28
SAL10446,0,0,0,0,0,0,5,0,0,10,5,7,10,3,6,15,27,3,0,80
SAL10447,4,0,0,0,0,0,0,0,0,4,15,7,5,13,9,17,15,3,0,84
SAL10448,42,26,20,16,25,13,15,13,3,169,369,256,229,221,244,274,198,217,67,2082
SAL10449,37,12,6,14,13,15,6,0,0,105,284,153,135,165,153,186,152,90,15,1334
SAL10450,63,31,21,38,24,24,12,8,0,223,848,421,333,507,470,375,279,148,24,3402
SAL10451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10452,151,79,78,67,83,52,41,34,9,597,1092,712,797,695,748,854,947,602,224,6671
SAL10453,0,0,0,0,4,0,0,0,0,8,3,0,0,9,12,11,0,5,0,34
SAL10454,33,17,18,10,18,26,16,15,3,149,240,128,144,149,157,186,204,121,49,1380
SAL10455,0,0,0,0,4,5,4,3,0,15,29,12,7,12,30,15,29,8,0,136
SAL10456,9,3,0,5,5,6,4,0,0,34,127,34,43,75,79,69,45,20,9,504
SAL10457,0,0,0,0,3,0,4,0,0,9,25,30,16,19,35,13,20,3,4,174
SAL10458,4,4,0,3,10,4,4,0,0,33,40,30,14,23,55,38,51,24,10,284
SAL10459,0,3,0,0,7,4,0,0,0,13,5,6,3,5,6,9,8,4,0,53
SAL10460,0,0,0,0,0,0,0,3,0,3,5,7,0,3,3,6,0,6,0,39
SAL10461,6,5,0,3,8,3,5,4,3,25,40,16,23,22,55,86,60,31,8,346
SAL10462,84,70,282,166,78,60,31,47,10,835,1307,784,3295,1815,1076,740,605,447,172,10239
SAL10463,79,68,342,140,95,77,47,29,47,926,1216,773,4072,2150,1237,786,524,299,145,11207
SAL10464,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7
SAL10465,73,95,273,147,81,75,76,58,22,903,1256,893,2832,1750,1104,860,759,531,236,10224
SAL10466,59,38,30,23,30,24,22,11,0,245,752,447,466,468,453,522,491,328,79,4012
SAL10467,20,17,3,15,17,16,12,5,3,99,416,245,157,302,330,304,294,128,22,2214
SAL10468,32,27,7,22,31,24,24,19,5,188,444,331,175,286,440,491,491,305,67,3026
SAL10469,195,122,101,94,79,104,56,20,7,781,1872,1400,1276,1223,1237,1335,924,358,181,9799
SAL10470,97,84,61,65,62,64,37,11,4,486,1272,1100,1021,807,965,1062,768,275,82,7344
SAL10471,0,0,0,4,4,0,4,3,0,26,18,10,6,12,20,30,24,9,0,130
SAL10472,49,31,7,25,20,30,13,14,0,184,563,331,283,330,398,414,370,196,44,2932
SAL10473,0,0,0,3,0,4,0,0,0,12,16,9,13,15,19,30,17,10,0,136
SAL10474,3,11,5,4,0,5,6,4,0,27,28,21,8,6,18,18,7,15,0,126
SAL10475,14,7,4,14,19,16,19,13,0,114,210,89,111,186,137,189,256,209,36,1428
SAL10476,0,0,0,0,0,3,4,3,0,13,23,14,13,11,17,20,17,15,0,135
SAL10477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10479,6,5,0,5,8,0,0,0,0,18,14,8,3,4,26,18,14,9,0,102
SAL10480,13,13,13,19,12,20,14,5,0,108,276,179,242,201,184,214,167,112,24,1597
SAL10481,0,0,4,0,0,0,0,0,0,7,9,0,10,0,3,6,0,0,0,27
SAL10482,0,0,0,4,0,3,0,0,0,8,26,8,12,16,10,17,10,10,0,101
SAL10483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10484,6,0,0,0,0,0,0,0,0,7,34,9,13,18,14,14,5,4,0,107
SAL10485,0,6,0,0,10,9,5,4,0,32,98,36,33,55,78,86,76,29,0,492
SAL10486,5,0,0,3,0,4,0,0,0,9,31,0,9,19,7,15,12,0,0,97
SAL10487,11,13,8,13,16,6,7,9,0,81,35,37,19,19,39,28,32,17,5,232
SAL10488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,14
SAL10489,0,0,0,0,0,0,0,0,0,0,12,6,4,5,6,6,4,4,0,47
SAL10490,4,0,0,0,3,0,0,0,0,11,16,8,10,8,6,4,0,0,0,58
SAL10491,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,7,3,0,13
SAL10492,9,3,3,5,0,0,0,0,0,18,25,14,14,19,21,27,16,3,4,139
SAL10493,40,14,11,19,21,18,27,80,94,321,236,173,167,122,184,177,198,204,146,1609
SAL10494,14,3,6,3,7,9,8,0,0,46,89,44,48,46,74,73,48,22,6,451
SAL10495,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,3,3,4,0,27
SAL10496,3,0,0,0,0,0,0,0,0,6,7,0,0,8,0,3,0,0,0,18
SAL10497,0,0,0,0,0,3,0,0,0,14,14,9,10,9,8,15,3,10,0,68
SAL10498,0,0,0,0,0,0,0,0,0,3,0,6,0,6,3,0,4,3,0,16
SAL10499,22,23,24,17,5,0,0,0,0,99,456,321,423,268,140,69,48,19,3,1737
SAL10500,0,0,0,0,0,0,0,0,0,7,7,0,7,8,5,5,4,0,0,38
SAL10501,73,31,26,35,35,69,32,32,10,342,330,165,183,175,220,303,287,173,61,1902
SAL10502,4,0,5,0,4,0,0,0,0,12,18,12,17,14,14,40,37,17,3,178
SAL10503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10504,0,0,0,0,3,5,0,0,0,10,12,9,15,6,11,18,11,5,0,85
SAL10505,0,0,3,4,3,4,0,0,0,17,25,9,11,18,12,16,12,5,0,106
SAL10506,0,3,0,0,3,0,0,0,0,10,0,7,9,0,6,0,5,0,0,27
SAL10507,3,0,0,0,0,4,0,0,0,14,24,6,12,9,24,24,22,9,0,126
SAL10508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3
SAL10509,0,0,0,0,0,0,0,0,0,0,19,13,12,17,18,12,5,3,0,100
SAL10510,5,3,0,3,4,6,5,0,0,20,44,15,20,20,24,40,27,8,6,201
SAL10511,9,7,7,5,3,5,8,3,4,41,100,63,40,46,75,69,64,25,8,488
SAL10512,0,0,0,0,6,8,0,0,0,17,10,13,9,10,21,26,5,4,0,103
SAL10513,257,166,114,153,174,125,114,48,18,1165,2707,2079,1774,1758,1909,2112,1765,874,376,15351
SAL10514,4,0,3,3,0,0,8,0,0,15,21,11,9,9,24,25,22,4,6,126
SAL10515,162,91,162,176,126,88,55,32,9,895,2452,1372,2082,2194,1849,1338,890,480,156,12821
SAL10516,3,0,0,3,8,0,0,0,0,18,36,7,8,27,17,11,5,3,0,123
SAL10517,0,0,0,0,0,0,0,0,0,0,6,3,4,0,11,11,3,3,0,41
SAL10518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SAL10519,3,0,0,0,0,0,0,0,0,7,8,5,8,4,0,8,5,0,5,46
SAL10520,91,45,49,38,46,43,19,17,0,347,385,210,256,191,204,239,172,73,27,1752
SAL10521,47,22,21,20,18,29,9,4,9,174,735,363,410,432,405,324,255,91,48,3065
SAL10522,0,4,0,0,4,3,3,0,0,17,22,13,9,11,23,22,17,6,0,125
SAL10523,0,0,0,0,0,0,0,0,0,0,17,8,8,4,6,7,6,0,0,60
SAL10524,22,20,13,12,4,13,5,0,0,95,315,237,214,222,240,198,124,35,9,1604
SAL10525,0,0,0,4,0,0,0,0,0,8,22,16,5,14,14,10,6,14,0,106
SAL10526,24,17,19,10,10,11,7,5,0,92,337,230,210,221,219,189,109,44,18,1581
SAL10527,82,43,33,38,40,36,20,10,5,312,423,242,218,208,270,257,203,145,71,2037
SAL10528,0,0,0,0,0,0,4,0,0,4,8,0,0,4,5,7,4,0,0,21
SAL10529,0,4,0,0,7,0,7,5,0,15,24,9,6,15,20,32,31,9,0,142
SAL10530,0,0,0,0,0,0,0,0,0,0,10,0,5,0,6,4,6,3,0,43
SAL10531,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15
SAL10532,0,0,0,0,0,0,0,0,0,6,25,13,9,15,17,26,6,0,0,115
SAL10533,15,8,12,4,3,6,14,4,0,63,98,64,54,67,101,80,85,37,10,596
SAL10534,101,56,32,57,73,81,92,96,90,673,1561,895,671,958,1289,1374,1804,1620,659,10821
SAL10535,28,35,7,21,19,40,12,8,5,176,229,157,96,109,143,200,141,72,29,1178
SAL10536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10537,65,23,65,68,24,18,13,4,0,277,1841,557,1318,1485,570,332,241,58,13,6414
SAL10538,12,3,0,5,3,6,0,3,0,34,48,35,16,36,40,35,37,14,4,255
SAL10539,3,0,4,0,5,3,3,0,0,16,16,7,11,5,9,26,22,8,0,94
SAL10540,244,126,98,105,88,70,37,33,0,805,2152,1151,1407,1320,1066,880,867,455,92,9403
SAL10541,0,0,0,0,0,4,0,0,0,8,5,5,10,5,7,18,10,5,0,69
SAL10542,8,4,9,8,10,5,9,0,5,49,241,94,169,151,101,72,79,40,12,961
SAL10543,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,18
SAL10544,35,13,16,25,27,31,27,16,0,190,276,126,166,187,224,245,243,206,54,1724
SAL10545,13,6,0,4,8,6,4,0,0,40,113,94,51,75,93,144,91,30,4,701
SAL10546,30,13,14,14,17,15,8,9,3,127,471,288,239,280,322,284,230,99,24,2242
SAL10547,0,0,0,0,0,0,6,0,0,17,53,28,23,24,34,46,50,13,9,283
SAL10548,0,0,0,0,0,0,0,0,0,0,4,3,3,0,5,0,3,0,0,19
SAL10549,21,16,10,9,3,7,4,0,0,70,159,107,71,89,92,118,88,57,16,801
SAL10550,10,4,0,0,0,3,0,0,0,17,28,8,4,16,17,33,19,4,0,118
SAL10551,6,4,0,7,3,7,9,4,0,34,41,24,18,28,24,36,27,23,5,222
SAL10552,0,0,0,0,0,0,0,0,0,4,19,18,9,14,19,21,6,5,0,105
SAL10553,0,0,0,0,0,0,3,0,0,5,0,6,0,0,15,9,7,4,0,42
SAL10554,47,15,36,50,31,33,33,13,4,263,591,274,617,725,631,650,667,396,90,4634
SAL10555,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,6,0,8
SAL10556,7,4,8,5,8,4,0,5,0,43,80,39,45,39,77,71,25,12,6,385
SAL10557,3,0,0,0,0,3,0,0,0,17,17,4,8,9,11,18,14,0,0,85
SAL10558,0,0,3,0,0,0,7,0,0,23,28,16,23,13,9,17,17,6,0,134
SAL10559,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,5,10,0,0,31
SAL10560,25,23,27,12,18,19,22,7,4,155,197,128,159,93,115,148,76,32,15,967
SAL10561,0,0,0,0,3,0,0,0,0,12,31,23,14,14,21,16,18,12,3,152
SAL10562,4,0,0,0,0,0,0,0,0,8,8,3,5,5,0,0,3,3,0,25
SAL10563,0,0,5,0,0,3,0,0,0,6,26,11,17,13,13,31,26,6,0,142
SAL10564,0,0,0,0,0,5,0,0,0,10,60,17,21,42,31,37,19,10,3,239
SAL10565,5,5,0,0,4,4,0,0,0,30,66,38,25,29,56,61,35,11,0,337
SAL10566,118,70,93,130,137,94,74,73,55,852,1173,759,1103,1307,1207,1055,899,622,270,8395
SAL10567,7,5,3,6,6,3,9,3,0,52,133,84,72,66,112,142,130,73,21,833
SAL10568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10569,4,0,0,0,0,0,0,0,4,8,13,4,11,3,7,13,15,6,4,74
SAL10570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,18
SAL10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10572,44,41,29,36,33,35,27,7,3,266,397,380,256,253,332,346,305,113,33,2422
SAL10573,4,0,4,0,0,0,0,0,0,3,11,9,5,3,9,9,6,5,0,45
SAL10574,3,3,0,0,0,0,3,5,0,21,20,31,8,10,24,29,27,3,0,145
SAL10575,21,33,49,22,22,7,0,0,0,156,250,258,358,238,209,169,136,46,25,1690
SAL10576,6,0,5,0,0,0,0,0,0,14,21,12,5,14,12,28,28,3,0,140
SAL10577,21,6,0,13,14,19,11,0,0,82,108,44,54,81,97,127,111,48,8,680
SAL10578,4,0,5,0,8,8,3,0,0,22,6,8,12,0,10,19,12,0,0,67
SAL10579,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,13
SAL10580,6,6,4,3,3,11,3,3,0,38,55,35,28,28,50,37,40,20,0,290
SAL10581,6,12,6,11,11,8,0,4,0,55,32,35,16,30,42,34,14,4,0,202
SAL10582,0,0,0,6,0,0,0,0,0,8,16,11,5,4,11,0,3,0,0,55
SAL10583,0,0,0,0,0,0,0,0,0,4,6,9,7,5,10,9,4,3,3,55
SAL10584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,8
SAL10585,0,0,0,0,0,0,0,0,0,3,5,0,3,4,4,11,14,0,0,53
