SAL_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
SAL20639,53,66,81,60,46,42,36,46,16,456
SAL20640,343,491,864,870,484,528,790,1210,169,5747
SAL20641,7,0,6,0,0,0,0,4,0,23
SAL20642,8,0,0,3,0,0,0,3,3,18
SAL20643,12,3,13,4,5,5,8,5,0,56
SAL20644,33,57,78,49,45,40,31,64,13,404
SAL20645,19,14,13,0,0,3,4,14,0,59
SAL20646,25,23,34,15,17,14,12,27,0,169
SAL20647,5,0,0,6,0,0,0,0,0,10
SAL20648,102,87,66,65,60,43,39,86,16,548
SAL20649,14,9,7,11,0,7,5,7,0,59
SAL20650,9,4,5,7,4,3,3,0,0,32
SAL20651,11,5,0,0,4,0,0,0,0,26
SAL20652,7,0,0,0,4,0,3,5,0,28
SAL20653,4,0,0,0,0,0,0,0,0,12
SAL20654,48,87,49,29,42,20,7,22,6,314
SAL20655,0,0,0,0,0,0,0,0,0,0
SAL20656,5,0,0,0,0,0,0,5,0,16
SAL20657,329,404,397,316,252,273,86,293,49,2390
SAL20658,13,0,3,0,0,0,0,3,0,19
SAL20659,31,31,27,13,15,14,17,19,6,175
SAL20660,0,7,4,11,0,5,3,9,0,34
SAL20661,2427,4561,4111,3671,3534,2416,3270,3234,646,27878
SAL20662,791,1043,1630,1206,1174,798,1220,1391,234,9476
SAL20663,961,1641,1668,1608,1309,983,1357,1282,255,11066
SAL20664,1122,1941,1751,1430,1445,1028,1274,1311,230,11520
SAL20665,215,334,298,193,231,140,127,186,44,1765
SAL20666,824,1380,1510,1234,1157,757,1171,1265,198,9500
SAL20667,9,3,3,0,0,0,0,0,0,22
SAL20668,15,0,0,3,4,0,0,0,0,26
SAL20669,28,17,16,10,8,3,5,13,0,105
SAL20670,339,704,92,90,177,88,18,47,27,1585
SAL20671,21,10,3,8,5,0,5,8,0,67
SAL20672,151,208,251,151,142,107,78,174,17,1272
SAL20673,5,4,3,4,0,0,5,3,0,29
SAL20674,144,179,359,232,173,164,113,199,31,1601
SAL20675,0,0,0,0,0,0,0,0,0,0
SAL20676,5,0,0,0,0,0,0,0,0,3
SAL20677,3,3,0,3,0,0,0,3,0,15
SAL20678,32,22,15,14,9,11,3,7,0,125
SAL20679,14,27,15,8,11,7,4,9,0,87
SAL20680,9,8,4,4,0,0,3,0,0,34
SAL20681,22,11,0,0,5,6,0,3,0,46
SAL20682,1764,3507,1993,1599,1814,1131,643,1202,250,13899
SAL20683,377,685,363,291,412,242,87,154,42,2645
SAL20684,627,1057,620,439,625,392,156,274,71,4264
SAL20685,297,603,385,241,343,200,116,173,47,2404
SAL20686,5,0,0,0,0,0,0,0,0,7
SAL20687,35,35,32,22,10,8,4,21,0,166
SAL20688,43,12,7,13,11,9,6,20,0,119
SAL20689,21,0,4,7,0,0,8,5,3,49
SAL20690,14,7,0,0,0,0,0,4,0,21
SAL20691,9,0,0,0,0,0,0,3,0,23
SAL20692,9,0,4,0,0,0,7,5,0,38
SAL20693,9,6,0,0,0,0,0,0,0,9
SAL20694,0,3,0,0,0,0,0,0,0,11
SAL20695,3,0,0,0,0,0,0,4,0,8
SAL20696,26,4,9,8,4,0,3,11,0,68
SAL20697,243,375,351,276,236,214,109,177,28,2013
SAL20698,9,4,0,0,0,0,0,0,0,19
SAL20699,15,0,4,8,0,0,0,0,0,35
SAL20700,24,16,22,21,16,18,11,22,6,155
SAL20701,11,27,54,26,17,18,27,19,6,207
SAL20702,124,222,300,231,164,132,262,264,67,1784
SAL20703,15,4,9,3,9,5,9,10,0,79
SAL20704,15,0,9,0,0,0,0,0,3,37
SAL20705,0,0,0,0,0,0,0,0,0,3
SAL20706,45,63,68,68,32,52,24,66,5,418
SAL20707,725,1454,2132,1308,1053,808,1646,2062,354,11546
SAL20708,760,1578,1517,1011,1143,786,1031,1251,221,9297
SAL20709,8,7,23,5,0,0,9,22,0,73
SAL20710,0,0,0,0,0,0,0,0,0,0
SAL20711,14,0,6,6,4,0,0,6,0,40
SAL20712,515,733,814,585,677,404,407,426,104,4667
SAL20713,4,6,3,4,6,4,0,3,0,27
SAL20714,12,6,0,5,0,0,4,8,0,39
SAL20715,61,62,64,41,36,31,29,40,10,366
SAL20716,27,29,38,16,29,9,8,25,5,194
SAL20717,5,3,0,0,0,0,0,4,0,9
SAL20718,33,13,14,19,15,9,24,25,0,139
SAL20719,4,3,0,4,0,0,3,3,0,25
SAL20720,10,0,0,0,0,0,3,0,0,16
SAL20721,207,288,178,149,125,84,28,118,21,1200
SAL20722,21,10,7,5,5,9,7,12,0,69
SAL20723,36,36,27,18,12,9,7,19,9,172
SAL20724,36,82,31,31,59,25,39,28,7,339
SAL20725,6,0,0,0,0,0,0,0,0,12
SAL20726,39,5,12,11,12,8,3,17,0,102
SAL20727,13,12,15,20,7,7,13,7,3,99
SAL20728,198,367,44,64,102,84,19,31,12,917
SAL20729,497,1065,1013,892,908,531,1029,1059,240,7234
SAL20730,200,362,348,342,301,267,154,328,33,2338
SAL20731,246,445,507,378,520,375,518,511,83,3580
SAL20732,0,0,0,0,0,0,0,0,0,6
SAL20733,5,8,0,9,0,3,0,6,0,24
SAL20734,3,0,0,0,0,5,0,3,0,20
SAL20735,3,0,0,0,6,3,0,0,0,11
SAL20736,85,12,29,16,11,13,12,46,0,226
SAL20737,89,143,199,131,127,128,76,139,17,1044
SAL20738,19,9,11,5,9,3,0,12,0,61
SAL20739,0,0,0,0,0,0,0,0,0,0
SAL20740,5,0,0,0,3,0,0,0,0,11
SAL20741,21,31,50,31,24,18,28,40,4,251
SAL20742,10,0,3,0,0,0,3,8,0,33
SAL20743,371,781,451,398,601,272,586,430,116,4006
SAL20744,14,11,7,3,7,5,5,5,0,43
SAL20745,47,14,22,16,10,9,8,22,9,153
SAL20746,23,5,9,4,14,0,6,9,0,78
SAL20747,0,8,0,0,0,0,0,0,0,12
SAL20748,112,67,150,56,99,57,65,99,18,728
SAL20749,35,13,21,15,18,10,15,21,0,150
SAL20750,10,19,18,7,11,8,0,7,0,79
SAL20751,36,9,17,9,5,10,3,14,3,110
SAL20752,1068,1674,1113,812,971,572,252,450,98,7007
SAL20753,13,3,3,4,3,0,3,11,3,44
SAL20754,298,574,474,354,484,243,283,273,74,3060
SAL20755,13,0,8,4,3,5,5,4,0,37
SAL20756,98,95,69,85,52,49,80,81,11,619
SAL20757,45,13,7,5,8,3,7,12,4,94
SAL20758,807,1104,770,455,849,560,244,383,71,5232
SAL20759,22,3,10,0,3,4,3,9,0,49
SAL20760,61,67,24,60,16,19,6,27,0,292
SAL20761,28,6,12,10,5,3,8,14,4,85
SAL20762,42,33,23,9,19,18,8,22,3,170
SAL20763,6,3,0,0,0,0,0,4,0,18
SAL20764,24,8,4,10,4,4,0,13,0,64
SAL20765,5,3,4,0,3,4,0,7,0,33
SAL20766,1535,3995,650,734,1070,632,232,447,176,9472
SAL20767,0,0,0,0,0,0,0,0,0,10
SAL20768,11,5,3,3,0,0,0,9,0,26
SAL20769,34,36,60,42,34,14,34,27,5,297
SAL20770,94,92,66,66,45,43,53,105,14,577
SAL20771,1752,3622,1167,1102,1494,1098,337,677,261,11515
SAL20772,2161,4306,1359,1373,1967,1410,428,777,295,14073
SAL20773,96,213,143,167,127,77,125,81,19,1057
SAL20774,1057,1821,582,501,815,597,158,319,97,5945
SAL20775,8,0,0,3,0,0,4,0,0,10
SAL20776,21,20,25,17,16,15,13,10,8,143
SAL20777,31,32,15,12,16,11,10,12,3,153
SAL20778,4,9,0,4,0,8,0,10,0,36
SAL20779,1681,2733,2174,1775,2008,1253,742,1073,250,13686
SAL20780,0,0,6,0,0,0,0,0,0,12
SAL20781,0,0,0,0,0,0,0,0,0,0
SAL20782,25,4,0,5,0,0,0,7,0,45
SAL20783,192,337,797,389,296,265,511,593,113,3498
SAL20784,13,3,0,4,5,0,3,3,0,29
SAL20785,3,0,3,0,0,0,0,0,0,14
SAL20786,4,8,10,5,3,4,6,9,4,47
SAL20787,13,0,0,0,0,0,0,0,4,23
SAL20788,402,468,582,344,323,284,115,243,59,2813
SAL20789,5,0,0,0,0,0,0,0,0,5
SAL20790,675,1051,1164,893,786,603,524,873,122,6682
SAL20791,15,16,20,13,5,10,6,14,0,92
SAL20792,49,22,22,19,22,8,11,26,0,184
SAL20793,48,32,32,14,19,5,10,25,6,193
SAL20794,9,4,0,0,3,0,0,6,0,17
SAL20795,37,5,8,6,3,0,13,8,0,85
SAL20796,50,98,25,35,26,22,9,15,13,293
SAL20797,8,4,0,0,0,0,0,0,0,21
SAL20798,12,37,16,13,10,9,8,14,4,132
SAL20799,22,27,21,9,5,8,4,5,8,97
SAL20800,27,13,4,5,4,6,5,8,4,85
SAL20801,7,0,3,4,0,0,0,4,0,15
SAL20802,241,378,317,302,241,202,127,208,40,2048
SAL20803,10,5,0,4,0,0,4,4,0,29
SAL20804,53,14,26,18,24,10,11,23,6,189
SAL20805,25,5,0,6,5,0,0,3,3,52
SAL20806,8,0,0,4,0,0,0,0,0,18
SAL20807,3,3,7,6,5,4,4,3,0,34
SAL20808,20,6,3,0,0,0,0,3,0,33
SAL20809,105,64,50,32,44,17,14,40,0,370
SAL20810,11,0,0,0,0,0,0,6,0,20
SAL20811,3,0,0,0,0,0,0,0,0,8
SAL20812,21,12,27,12,25,12,3,16,0,134
SAL20813,27,19,35,37,14,22,22,39,3,229
SAL20814,10,4,4,3,3,0,0,6,4,37
SAL20815,4,0,0,0,0,0,0,0,0,7
SAL20816,24,45,34,24,27,16,4,23,4,208
SAL20817,27,0,0,0,0,0,0,0,0,34
SAL20818,3,0,0,4,0,0,0,0,0,17
SAL20819,0,0,0,0,0,0,0,0,0,0
SAL20820,5,4,7,8,7,0,4,5,0,43
SAL20821,8,0,0,0,0,0,0,0,0,7
SAL20822,70,99,66,72,63,54,26,51,4,504
SAL20823,196,333,349,354,291,234,193,375,41,2374
SAL20824,0,0,0,0,0,0,0,0,0,3
SAL20825,414,819,129,148,277,147,26,88,19,2065
SAL20826,16,9,10,0,4,0,0,4,0,42
SAL20827,39,56,60,69,43,65,38,89,14,481
SAL20828,106,254,142,105,118,89,68,127,16,1026
SAL20829,279,674,279,248,267,173,73,157,31,2185
SAL20830,639,1532,131,235,357,156,29,66,56,3210
SAL20831,120,140,5,28,3,0,0,4,12,302
SAL20832,9,4,3,3,4,0,0,0,0,32
SAL20833,55,57,81,42,43,30,29,46,4,389
SAL20834,4,6,0,0,0,0,0,0,0,19
SAL20835,3,0,0,0,0,0,0,0,0,9
SAL20836,147,194,152,157,157,111,60,131,20,1131
SAL20837,7,5,14,0,10,11,8,5,0,55
SAL20838,852,1187,1073,1014,681,731,428,859,100,6921
SAL20839,47,33,79,29,38,27,22,32,0,307
SAL20840,47,26,40,32,21,21,20,34,4,246
SAL20841,65,13,10,4,7,9,4,18,3,128
SAL20842,20,3,5,4,5,0,5,10,0,54
SAL20843,85,88,111,59,90,54,39,55,14,597
SAL20844,88,58,39,45,38,20,24,51,20,380
SAL20845,15,5,12,3,4,5,0,4,0,54
SAL20846,11,3,4,0,5,0,0,3,0,25
SAL20847,15,7,10,3,6,9,8,10,0,59
SAL20848,561,996,443,355,439,278,109,157,65,3406
SAL20849,17,15,15,8,6,8,5,4,6,94
SAL20850,64,30,68,64,25,33,19,53,13,373
SAL20851,29,10,14,6,5,9,9,22,0,110
SAL20852,18,25,38,20,15,10,9,24,6,162
SAL20853,7,5,0,0,0,3,0,0,0,24
SAL20854,10,4,6,0,0,0,0,6,0,24
SAL20855,16,4,7,9,6,0,3,7,0,61
SAL20856,0,0,0,0,0,0,0,0,0,0
SAL20857,15,15,16,17,16,10,4,15,0,111
SAL20858,40,10,8,4,4,8,0,13,0,89
SAL20859,188,275,254,220,182,169,129,265,40,1724
SAL20860,26,25,13,7,15,16,7,12,0,120
SAL20861,11,15,4,6,3,4,0,14,0,58
SAL20862,59,30,41,28,34,15,34,38,4,288
SAL20863,53,68,42,34,36,25,20,33,6,306
SAL20864,1147,2377,394,513,689,443,91,203,115,5977
SAL20865,1733,2996,1178,923,1329,757,217,470,117,9726
SAL20866,649,1096,441,378,514,265,116,164,44,3668
SAL20867,1846,3605,710,796,946,725,138,305,141,9218
SAL20868,423,639,567,327,413,207,154,251,51,3023
SAL20869,6,0,0,0,0,0,0,0,0,14
SAL20870,31,47,32,24,35,13,10,14,0,206
SAL20871,1153,2213,1667,1168,1596,1020,928,1115,256,11115
SAL20872,22,39,44,40,35,25,22,38,9,265
SAL20873,7,0,0,0,0,3,0,0,0,15
SAL20874,0,0,0,0,0,0,0,0,0,0
SAL20875,33,3,4,3,3,0,3,7,4,70
SAL20876,9,0,0,0,0,0,0,0,0,15
SAL20877,42,77,53,40,47,43,22,33,8,358
SAL20878,1292,2484,2216,1896,2063,1447,1601,1726,353,15067
SAL20879,237,485,355,329,281,216,185,317,35,2442
SAL20880,9,11,0,5,8,6,4,0,0,37
SAL20881,15,10,17,14,15,5,8,6,0,98
SAL20882,0,0,0,0,0,0,0,0,0,0
SAL20883,34,11,8,14,9,3,6,14,0,109
SAL20884,5,0,0,0,0,0,0,0,0,3
SAL20885,2008,3862,1066,1069,1756,960,312,631,212,11872
SAL20886,0,45,0,3,0,0,0,0,3,52
SAL20887,254,456,189,164,289,138,66,119,37,1700
SAL20888,173,249,94,62,103,72,32,46,10,845
SAL20889,63,128,162,102,83,58,100,144,30,874
SAL20890,10,4,7,0,0,0,0,7,0,33
SAL20891,26,50,45,59,28,22,9,36,5,288
SAL20892,197,235,217,153,127,117,91,207,35,1377
SAL20893,27,15,11,11,16,5,0,29,0,114
SAL20894,8,15,11,8,4,0,7,3,0,55
SAL20895,5,0,0,0,0,0,0,0,0,4
SAL20896,29,10,17,14,4,8,7,4,3,94
SAL20897,23,21,3,9,7,5,4,7,0,78
SAL20898,9,11,14,7,8,3,6,5,0,65
SAL20899,220,290,231,151,234,164,100,83,24,1496
SAL20900,3,7,0,5,0,0,0,0,0,20
SAL20901,581,1546,290,313,407,226,73,148,49,3629
SAL20902,55,93,27,28,15,17,0,18,0,249
SAL20903,0,0,4,0,0,0,0,0,0,6
SAL20904,16,3,7,3,7,5,5,10,0,56
SAL20905,0,0,0,0,0,0,0,0,0,0
SAL20906,163,102,84,216,45,82,76,126,14,909
SAL20907,29,21,19,5,10,5,6,15,3,98
SAL20908,15,13,3,3,6,0,4,4,4,50
SAL20909,514,1326,762,666,603,470,498,610,176,5623
SAL20910,5,6,0,0,0,0,0,0,0,15
SAL20911,3,0,0,0,0,0,0,4,0,4
SAL20912,14,19,5,4,5,5,0,0,3,56
SAL20913,14,5,8,10,5,8,12,12,0,84
SAL20914,13,8,5,0,0,0,0,0,0,33
SAL20915,11,3,0,0,0,0,0,0,0,15
SAL20916,0,0,0,0,0,0,0,0,0,0
SAL20917,1653,2955,2275,1507,1997,1248,844,1202,236,13930
SAL20918,161,250,107,79,89,47,20,40,7,790
SAL20919,6,0,0,0,0,0,0,0,0,8
SAL20920,69,50,41,27,45,33,7,24,10,298
SAL20921,118,79,48,33,40,32,9,51,11,415
SAL20922,0,0,3,0,0,0,0,0,0,3
SAL20923,3,6,3,0,0,0,0,0,0,11
SAL20924,1073,2873,358,517,573,336,99,199,86,6118
SAL20925,1305,3631,427,597,745,408,81,173,98,7476
SAL20926,5,3,7,0,8,8,3,9,0,52
SAL20927,0,0,4,4,6,3,0,6,0,32
SAL20928,0,0,0,0,0,0,0,0,0,0
SAL20929,518,1374,226,361,412,224,118,265,74,3568
SAL20930,138,152,39,40,44,39,4,29,14,497
SAL20931,169,499,221,349,181,240,96,221,25,2009
SAL20932,47,38,75,37,28,10,26,53,3,329
SAL20933,26,9,20,6,10,8,7,3,0,90
SAL20934,0,0,4,0,0,0,3,0,0,12
SAL20935,1198,3246,940,1036,1225,672,472,772,191,9754
SAL20936,13,9,16,5,11,3,6,10,4,72
SAL20937,660,1518,494,501,692,478,184,334,80,4935
SAL20938,34,40,22,20,13,10,18,17,0,171
SAL20939,24,26,7,18,10,0,0,13,6,108
SAL20940,145,134,91,88,66,70,37,100,14,750
SAL20941,20,21,5,14,8,5,4,8,3,87
SAL20942,7,4,5,0,0,0,3,0,0,17
SAL20943,9,5,0,0,0,0,0,0,0,19
SAL20944,20,5,4,6,13,3,7,13,5,70
SAL20945,6,0,0,0,0,0,0,0,0,10
SAL20946,16,8,0,3,0,0,7,3,0,38
SAL20947,1844,3426,2843,2406,2025,1578,1059,1763,308,17251
SAL20948,157,180,409,283,198,160,239,352,51,2030
SAL20949,1511,2380,1219,955,1166,846,293,629,143,9150
SAL20950,465,992,613,511,757,398,449,373,96,4649
SAL20951,10,6,13,12,3,3,4,8,0,57
SAL20952,30,11,0,4,0,3,0,4,4,62
SAL20953,0,0,0,0,0,0,0,0,0,0
SAL20954,57,50,31,26,25,18,14,22,0,253
SAL20955,12,42,17,16,0,11,4,8,3,110
SAL20956,25,16,20,8,6,7,8,9,3,99
SAL20957,0,0,0,0,0,0,0,0,0,9
SAL20958,8,0,3,0,0,0,0,3,0,25
SAL20959,4,0,3,3,4,0,0,3,4,25
SAL20960,107,201,108,63,75,65,32,36,12,700
SAL20961,3,0,0,0,0,0,0,0,0,0
SAL20962,15,3,3,5,0,0,0,3,0,35
SAL20963,23,8,4,3,3,4,3,8,0,64
SAL20964,14,10,12,8,4,10,9,13,3,82
SAL20965,113,211,42,54,56,38,10,29,4,561
SAL20966,135,151,215,83,122,83,68,112,30,1010
SAL20967,26,18,19,12,19,10,0,13,7,118
SAL20968,3,12,9,10,8,3,4,3,0,46
SAL20969,49,7,19,16,11,8,5,24,0,132
SAL20970,0,0,0,0,0,0,0,0,0,3
SAL20971,14,0,0,0,0,0,0,9,0,29
SAL20972,16,7,0,0,6,0,0,8,0,32
SAL20973,446,1057,383,411,364,263,88,271,60,3344
SAL20974,613,1252,494,465,437,259,162,279,56,4020
SAL20975,8,4,0,0,0,0,0,0,0,12
SAL20976,26,21,11,10,7,3,8,17,0,94
SAL20977,4,0,0,0,0,0,0,0,0,12
SAL20978,3,0,0,0,0,0,0,3,0,17
SAL20979,174,228,256,153,128,80,73,118,21,1235
SAL20980,7,5,0,5,0,3,0,6,0,24
SAL20981,0,0,0,0,0,0,0,0,0,0
SAL20982,17,10,5,6,7,0,0,3,0,41
SAL20983,7,3,0,0,0,0,0,7,0,10
SAL20984,20,5,7,0,0,5,4,0,0,45
SAL20985,29,3,6,4,0,0,3,18,0,59
SAL20986,6,0,0,0,0,0,0,0,0,8
SAL20987,0,0,0,0,0,0,0,0,0,0
SAL20988,8,6,4,0,0,0,0,3,0,20
SAL20989,19,56,35,30,18,16,14,16,0,209
SAL20990,12,15,6,11,5,6,4,8,0,67
SAL20991,12,12,6,0,3,4,0,0,6,45
SAL20992,8,0,3,6,7,0,0,5,0,33
SAL20993,14,6,5,0,0,0,0,8,0,33
SAL20994,9,0,0,0,0,0,0,0,0,16
SAL20995,4,0,4,0,5,0,0,7,0,30
SAL20996,8,0,4,0,0,0,4,3,0,19
SAL20997,0,0,0,0,0,0,0,0,0,0
SAL20998,3,0,0,0,0,0,0,0,0,9
SAL20999,65,12,44,18,11,15,26,38,4,223
SAL21000,22,3,11,4,8,3,7,11,0,70
SAL21001,746,1242,815,574,697,375,242,352,61,5095
SAL21002,84,87,71,44,60,29,18,26,8,433
SAL21003,11,0,0,4,0,0,0,4,0,20
SAL21004,345,588,558,339,535,288,300,347,78,3378
SAL21005,33,30,44,21,20,10,21,28,3,218
SAL21006,27,18,14,14,19,11,0,8,0,100
SAL21007,5,9,8,3,4,0,0,0,4,39
SAL21008,14,7,7,9,11,9,6,10,0,66
SAL21009,360,1077,260,293,327,216,70,155,75,2835
SAL21010,2907,5631,787,1072,1694,1118,190,462,203,14070
SAL21011,8,15,7,4,7,0,3,3,0,55
SAL21012,4,0,0,3,0,0,0,0,3,6
SAL21013,2896,6495,1779,1820,2445,1668,702,1214,400,19425
SAL21014,0,0,0,0,0,0,0,0,0,5
SAL21015,11,0,0,0,0,0,0,0,0,18
SAL21016,16,3,0,0,0,0,0,0,0,20
SAL21017,0,0,3,0,0,0,4,0,0,9
SAL21018,31,13,8,8,10,5,14,16,0,110
SAL21019,9,0,0,0,7,0,6,0,0,18
SAL21020,45,25,38,12,16,10,17,24,7,197
SAL21021,11,3,4,0,3,0,0,3,0,22
SAL21022,4,0,0,0,0,0,0,4,0,4
SAL21023,0,0,0,0,0,0,0,0,0,3
SAL21024,33,8,6,0,3,0,5,10,0,68
SAL21025,92,71,110,57,62,39,56,60,14,570
SAL21026,12,12,25,8,11,9,16,7,0,103
SAL21027,12,9,13,10,11,3,6,4,4,74
SAL21028,3,0,0,0,0,3,0,0,0,9
SAL21029,19,3,14,0,4,8,0,6,0,40
SAL21030,0,0,0,0,6,0,0,0,0,10
SAL21031,0,5,0,0,0,0,0,0,0,10
SAL21032,21,4,5,0,3,0,3,0,0,41
SAL21033,5,3,0,0,0,0,0,0,0,6
SAL21034,5,5,0,0,0,3,0,0,0,11
SAL21035,0,0,0,0,0,0,0,0,0,0
SAL21036,5,0,0,0,0,0,0,0,0,12
SAL21037,0,4,0,0,0,4,0,0,0,7
SAL21038,47,48,26,23,7,12,3,16,0,194
SAL21039,18,13,19,23,14,11,11,11,9,124
SAL21040,5,4,8,4,0,6,4,5,0,32
SAL21041,18,5,5,0,9,0,0,8,0,58
SAL21042,13,3,0,8,3,4,0,3,0,34
SAL21043,15,8,3,11,3,7,6,9,0,53
SAL21044,5,3,0,3,0,0,0,0,0,14
SAL21045,72,93,78,71,63,42,35,54,8,518
SAL21046,13,15,10,3,6,3,0,4,0,51
SAL21047,1087,2593,1578,1370,1364,790,744,1312,222,11061
SAL21048,49,9,5,15,15,3,4,17,4,114
SAL21049,0,3,0,0,0,0,0,0,3,8
SAL21050,38,25,15,14,10,5,9,22,3,144
SAL21051,16,7,11,3,7,9,6,10,0,71
SAL21052,9,4,0,0,0,0,0,3,0,15
SAL21053,10,9,4,3,9,4,5,7,0,42
SAL21054,22,17,13,13,11,15,8,11,10,113
SAL21055,16,6,12,12,10,13,12,12,0,91
SAL21056,123,312,151,173,120,92,44,92,11,1119
SAL21057,5,15,7,8,0,0,0,6,0,45
SAL21058,424,923,587,589,534,386,261,522,66,4296
SAL21059,13,29,15,5,15,3,3,18,0,111
SAL21060,0,0,4,0,0,0,0,0,0,8
SAL21061,0,0,0,0,0,0,0,0,0,6
SAL21062,5,0,4,3,0,0,5,5,0,26
SAL21063,13,8,10,3,0,7,5,6,0,61
SAL21064,22,6,0,6,6,8,0,7,0,65
SAL21065,0,4,0,0,0,0,0,3,0,16
SAL21066,31,11,5,5,12,3,3,6,0,74
SAL21067,12,3,6,0,5,5,0,5,0,36
SAL21068,28,13,20,11,10,0,9,19,0,114
SAL21069,58,37,79,47,40,27,27,40,5,354
SAL21070,3,0,0,0,0,0,0,0,0,7
SAL21071,11,22,34,10,9,8,12,16,6,121
SAL21072,29,7,16,19,13,14,15,19,0,130
SAL21073,104,132,124,67,89,44,60,54,9,676
SAL21074,27,16,21,17,12,7,19,21,0,140
SAL21075,39,25,6,15,5,0,9,24,0,116
SAL21076,6,6,0,0,4,0,0,3,0,21
SAL21077,21,15,19,12,16,9,3,24,7,125
SAL21078,16,3,5,0,9,5,5,0,3,40
SAL21079,251,376,177,136,252,127,72,81,34,1520
SAL21080,6,0,0,0,0,0,0,0,0,12
SAL21081,9,0,0,0,0,0,0,0,0,9
SAL21082,9,4,0,0,0,0,0,0,0,13
SAL21083,0,6,9,0,3,0,0,4,0,25
SAL21084,71,61,56,19,63,29,26,34,3,367
SAL21085,0,0,0,0,0,0,0,0,0,0
SAL21086,0,0,0,0,0,0,0,0,0,0
SAL21087,9,0,13,4,4,7,9,5,3,47
SAL21088,13,20,20,26,14,14,5,13,4,131
SAL21089,59,70,70,63,53,47,51,59,8,484
SAL21090,16,11,4,0,5,0,3,3,0,44
SAL21091,14,0,0,5,6,0,0,3,0,37
SAL21092,70,34,26,23,15,19,9,16,5,216
SAL21093,0,0,0,0,0,0,0,0,0,0
SAL21094,9,5,3,5,3,0,4,6,0,31
SAL21095,0,3,0,0,0,0,0,0,0,3
SAL21096,11,0,0,0,0,0,0,0,0,13
SAL21097,3,0,0,0,3,0,0,0,0,3
SAL21098,44,37,27,38,21,7,11,17,11,207
SAL21099,6,0,0,0,0,0,0,0,0,7
SAL21100,5,9,3,4,6,0,0,0,0,29
SAL21101,38,46,52,38,36,24,21,46,7,310
SAL21102,3,4,5,3,0,0,0,0,7,23
SAL21103,11,0,0,3,0,3,6,6,0,22
SAL21104,1586,3052,1430,1108,1549,844,325,579,159,10639
SAL21105,1475,2159,1428,958,1593,1024,721,775,249,10377
SAL21106,11,0,4,6,8,3,0,0,0,28
SAL21107,5,16,9,0,3,0,7,8,3,54
SAL21108,16,12,11,3,4,8,4,4,0,56
SAL21109,24,10,13,3,9,0,7,6,0,69
SAL21110,19,9,11,7,13,3,4,10,0,77
SAL21111,0,0,0,0,0,0,0,0,0,0
SAL21112,9,0,0,0,5,0,0,3,0,18
SAL21113,18,4,0,0,3,0,0,0,0,29
SAL21114,669,1413,1136,1047,840,722,412,739,104,7080
SAL21115,125,101,102,48,63,35,23,53,14,558
SAL21116,21,41,16,6,10,9,5,12,3,131
SAL21117,66,26,33,25,25,13,19,51,6,270
SAL21118,44,23,5,6,8,4,3,10,4,124
SAL21119,0,0,0,0,0,0,0,0,0,0
SAL21120,3,0,0,0,0,0,0,0,0,7
SAL21121,30,52,36,15,26,24,7,12,3,206
SAL21122,19,0,5,4,0,0,0,4,0,30
SAL21123,69,120,110,76,79,53,58,74,14,655
SAL21124,312,635,422,291,387,221,193,211,58,2724
SAL21125,421,634,769,511,586,372,529,629,96,4558
SAL21126,18,10,3,3,5,6,8,4,3,58
SAL21127,86,61,41,48,16,16,13,39,4,331
SAL21128,35,16,7,3,6,5,7,8,0,90
SAL21129,571,865,729,633,513,497,262,568,74,4714
SAL21130,360,814,488,435,415,319,190,315,67,3396
SAL21131,1721,2363,389,585,786,573,93,215,108,6838
SAL21132,510,760,243,219,332,244,49,123,43,2522
SAL21133,717,1226,1899,1330,1298,863,1611,1805,310,11066
SAL21134,34,18,11,3,3,0,6,6,6,91
SAL21135,3,10,5,0,6,0,6,0,0,24
SAL21136,11,3,3,0,3,0,3,4,0,33
SAL21137,63,108,74,60,44,29,37,60,0,476
SAL21138,33,47,12,6,12,9,8,10,0,143
SAL21139,114,123,70,40,72,40,19,33,15,527
SAL21140,464,689,794,758,690,513,732,589,110,5331
SAL21141,4,12,5,5,3,0,0,0,0,26
SAL21142,40,39,49,26,13,7,7,28,7,224
SAL21143,38,15,10,9,6,4,4,17,0,104
SAL21144,36,9,12,11,11,7,6,8,0,87
SAL21145,451,452,874,582,420,402,293,576,88,4129
SAL21146,5,5,3,3,0,0,0,5,0,14
SAL21147,6,0,3,0,12,9,6,4,0,32
SAL21148,118,137,141,88,104,79,58,72,8,800
SAL21149,3,0,0,0,4,0,0,0,0,10
SAL21150,58,21,18,11,9,11,17,37,0,179
SAL21151,0,0,0,0,0,0,0,0,0,0
SAL21152,2224,5527,782,1097,1486,944,191,507,198,12958
SAL21153,1528,3581,506,633,974,623,143,248,114,8345
SAL21154,13,0,0,0,0,0,0,0,0,20
SAL21155,23,10,16,4,14,5,9,4,5,92
SAL21156,102,114,168,77,113,60,55,78,11,779
SAL21157,11,18,30,19,19,11,8,10,8,131
SAL21158,500,635,623,446,404,236,206,379,54,3471
SAL21159,20,8,17,0,8,10,10,12,0,89
SAL21160,141,151,165,102,104,85,83,142,28,999
