SAL_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
SAL10604,0,7,13,9,13,42,0,39
SAL10605,23,328,309,78,49,790,49,841
SAL10606,4,16,33,16,28,93,3,97
SAL10607,0,5,22,7,7,42,4,45
SAL10608,0,6,7,0,0,9,0,9
SAL10609,27,104,67,26,13,236,4,245
SAL10610,0,6,20,24,11,63,3,61
SAL10611,0,3,6,0,3,8,0,7
SAL10612,0,5,7,0,6,13,0,14
SAL10613,0,0,0,0,0,0,0,0
SAL10614,0,5,10,4,6,15,0,15
SAL10615,0,22,16,8,3,50,5,55
SAL10616,0,3,0,0,0,8,3,13
SAL10617,0,8,22,18,16,67,6,67
SAL10618,47,388,295,86,44,862,90,951
SAL10619,4,29,28,15,3,80,3,81
SAL10620,0,0,7,3,3,10,4,14
SAL10621,0,0,0,0,0,0,0,0
SAL10622,5,35,86,33,35,189,19,213
SAL10623,0,18,13,5,3,40,0,40
SAL10624,0,0,4,3,0,8,7,8
SAL10625,6,13,12,17,24,64,5,70
SAL10626,0,31,53,24,16,128,11,138
SAL10627,0,4,26,13,14,50,0,49
SAL10628,0,0,6,0,0,3,0,3
SAL10629,0,6,3,0,0,13,3,15
SAL10630,0,0,9,3,0,13,0,13
SAL10631,0,31,25,9,13,75,9,83
SAL10632,0,18,24,5,0,44,6,48
SAL10633,0,8,7,0,0,23,0,23
SAL10634,0,0,0,6,5,17,4,18
SAL10635,0,0,0,3,0,10,0,11
SAL10636,0,0,0,0,0,0,0,0
SAL10637,0,0,0,0,0,0,0,0
SAL10638,0,17,38,22,18,91,8,97
SAL10639,87,580,501,159,84,1411,107,1516
SAL10640,0,0,0,0,0,0,0,0
SAL10641,0,5,19,3,4,42,0,41
SAL10642,54,522,558,160,90,1381,63,1445
SAL10643,0,3,17,16,3,40,23,60
SAL10644,0,0,6,0,0,3,0,3
SAL10645,0,6,18,8,10,40,8,54
SAL10646,22,225,237,80,46,612,42,661
SAL10647,0,0,0,0,0,0,0,0
SAL10648,0,15,52,26,18,123,16,137
SAL10649,0,0,0,0,0,0,0,0
SAL10650,0,0,0,0,0,5,0,8
SAL10651,0,0,0,0,0,0,0,0
SAL10652,0,4,6,9,4,18,4,21
SAL10653,21,184,180,83,33,500,18,515
SAL10654,0,0,8,3,0,12,0,11
SAL10655,0,10,11,6,0,30,8,42
SAL10656,0,0,6,3,3,12,3,20
SAL10657,0,10,15,9,7,41,3,42
SAL10658,0,0,0,0,0,0,0,7
SAL10659,132,701,1005,326,186,2351,81,2434
SAL10660,0,8,8,3,0,16,4,19
SAL10661,0,12,7,5,0,27,3,30
SAL10662,0,0,0,0,0,8,7,8
SAL10663,0,10,8,10,9,42,0,39
SAL10664,0,0,0,0,0,0,0,0
SAL10665,0,18,28,11,0,61,6,67
SAL10666,0,22,22,0,0,43,6,45
SAL10667,36,523,458,145,88,1238,32,1271
SAL10668,5,62,81,46,28,220,34,258
SAL10669,40,294,329,94,54,809,31,843
SAL10670,0,6,7,0,9,19,6,22
SAL10671,0,0,4,3,4,9,0,12
SAL10672,0,3,10,3,0,17,0,17
SAL10673,0,18,10,7,3,42,8,47
SAL10674,0,0,0,0,0,3,0,3
SAL10675,0,6,17,6,5,35,5,40
SAL10676,0,0,0,3,0,0,0,3
SAL10677,0,7,4,6,8,24,6,30
SAL10678,0,12,19,8,0,37,3,38
SAL10679,12,156,451,116,59,797,22,813
SAL10680,0,11,16,5,5,40,10,49
SAL10681,14,317,716,299,228,1579,71,1647
SAL10682,3,37,72,34,21,169,29,192
SAL10683,0,7,23,13,12,57,5,58
SAL10684,5,35,44,11,9,99,12,114
SAL10685,0,0,9,8,10,33,4,40
SAL10686,0,8,15,8,5,42,0,39
SAL10687,0,10,26,12,6,54,6,58
SAL10688,0,11,33,13,14,67,7,70
SAL10689,0,11,10,4,4,31,6,35
SAL10690,0,4,11,7,4,24,0,29
SAL10691,3,11,3,5,4,21,6,32
SAL10692,0,5,8,0,5,16,0,16
SAL10693,16,156,172,68,31,449,51,493
SAL10694,0,38,124,77,42,273,13,290
SAL10695,0,0,7,8,4,16,3,17
SAL10696,0,5,13,10,0,32,3,38
SAL10697,0,4,13,6,10,30,14,42
SAL10698,14,292,496,157,94,1059,48,1110
SAL10699,0,8,6,8,3,26,10,30
SAL10700,0,18,19,8,0,52,4,50
SAL10701,0,0,6,0,0,10,0,9
SAL10702,36,227,535,232,171,1204,19,1221
SAL10703,0,24,37,14,16,92,3,96
SAL10704,0,16,7,3,0,24,4,30
SAL10705,0,53,73,27,20,168,10,181
SAL10706,0,29,38,17,11,94,3,100
SAL10707,0,22,26,16,17,82,17,101
SAL10708,0,7,3,5,6,21,0,23
SAL10709,27,308,305,80,32,746,40,791
SAL10710,0,69,133,57,34,300,31,331
SAL10711,0,6,6,4,0,14,0,17
SAL10712,0,0,15,8,15,45,3,49
SAL10713,4,29,54,23,21,130,22,151
SAL10714,0,7,22,9,14,49,4,54
SAL10715,4,13,6,0,0,20,18,33
SAL10716,2081,3107,1059,229,123,6600,484,7077
SAL10717,51,136,126,48,11,375,39,409
SAL10718,176,455,390,122,91,1228,162,1394
SAL10719,0,0,8,3,0,16,8,19
SAL10720,0,0,0,4,0,4,0,4
SAL10721,0,105,193,76,56,435,11,440
SAL10722,0,0,4,0,4,15,0,13
SAL10723,0,4,28,11,14,59,0,58
SAL10724,12,132,270,150,106,667,35,710
SAL10725,0,23,47,28,17,109,4,119
SAL10726,0,0,0,0,0,0,0,0
SAL10727,0,13,14,6,7,51,14,60
SAL10728,0,0,4,0,0,10,0,10
SAL10729,0,5,4,8,6,28,0,25
SAL10730,0,4,4,0,0,13,5,17
SAL10731,173,1114,797,252,146,2482,235,2715
SAL10732,0,17,18,4,3,48,15,59
SAL10733,0,59,179,114,95,454,9,465
SAL10734,27,256,329,71,42,723,20,740
SAL10735,0,15,12,3,5,38,5,41
SAL10736,6,0,0,0,0,12,14,23
SAL10737,0,0,0,0,0,3,0,4
SAL10738,1169,2806,1551,538,323,6391,465,6857
SAL10739,198,619,663,342,208,2025,169,2192
SAL10740,16,11,0,0,0,30,0,27
SAL10741,26,299,496,129,44,996,59,1057
SAL10742,0,0,0,7,0,11,0,12
SAL10743,0,0,0,0,0,0,0,4
SAL10744,5,21,25,11,5,64,4,70
SAL10745,0,10,12,3,0,27,0,30
SAL10746,0,0,0,0,0,0,0,0
SAL10747,29,487,669,225,122,1531,70,1603
SAL10748,0,6,0,5,0,8,3,12
SAL10749,10,190,566,139,64,968,14,983
SAL10750,0,0,8,0,3,11,0,17
SAL10751,0,11,16,4,15,43,9,51
SAL10752,0,0,3,0,0,5,0,5
SAL10753,0,7,10,8,6,23,8,28
SAL10754,0,0,0,0,0,0,0,0
SAL10755,0,0,0,0,4,6,0,6
SAL10756,16,335,361,120,74,912,27,941
SAL10757,12,163,140,42,11,362,13,375
SAL10758,0,9,6,5,4,28,4,33
SAL10759,0,3,4,8,4,21,3,27
SAL10760,0,0,3,0,0,10,0,10
SAL10761,0,13,14,4,3,30,10,38
SAL10762,0,13,30,22,18,84,5,88
SAL10763,0,90,185,76,60,412,11,425
SAL10764,0,6,9,3,0,22,5,27
SAL10765,0,0,5,0,0,7,4,6
SAL10766,17,221,287,97,70,692,29,716
SAL10767,176,986,892,250,136,2438,203,2639
SAL10768,0,0,0,0,0,0,0,0
SAL10769,105,463,444,161,104,1273,73,1350
SAL10770,0,29,38,11,0,78,0,78
SAL10771,3,90,319,123,135,668,4,676
SAL10772,34,444,698,273,167,1617,51,1665
SAL10773,0,5,0,0,0,3,0,3
SAL10774,60,628,1566,533,310,3098,57,3158
SAL10775,0,0,9,0,0,12,0,12
SAL10776,0,6,5,0,5,13,0,17
SAL10777,262,1741,849,146,36,3049,83,3131
SAL10778,0,10,0,3,0,16,5,25
SAL10779,839,2979,1746,425,212,6205,488,6696
SAL10780,1140,2203,603,71,29,4047,248,4294
SAL10781,1743,4358,2058,460,207,8823,917,9746
SAL10782,0,0,0,0,0,0,0,0
SAL10783,0,48,32,10,3,93,7,93
SAL10784,30,165,202,52,19,468,10,473
SAL10785,0,0,0,0,3,8,0,9
SAL10786,0,9,7,0,4,21,3,24
SAL10787,0,86,126,34,34,282,40,324
SAL10788,0,4,4,0,0,12,0,12
SAL10789,0,38,115,55,40,244,21,268
SAL10790,316,1097,1104,496,268,3280,269,3548
SAL10791,413,1189,872,336,202,3023,202,3219
SAL10792,6,27,75,36,28,177,10,185
SAL10793,0,8,22,11,12,55,0,59
SAL10794,0,5,3,0,0,11,3,17
SAL10795,34,313,336,150,90,925,99,1027
SAL10796,529,1893,897,181,97,3586,237,3821
SAL10797,86,385,114,34,6,631,45,676
SAL10798,0,31,69,29,34,164,12,173
SAL10799,4,7,13,4,0,26,0,30
SAL10800,0,3,0,0,0,10,0,10
SAL10801,0,14,26,16,4,61,10,67
SAL10802,0,0,0,0,0,0,0,0
SAL10803,0,95,91,29,22,237,12,250
SAL10804,3,3,12,10,4,28,0,25
SAL10805,0,18,17,10,9,58,11,66
SAL10806,0,6,8,11,4,27,0,29
SAL10807,0,36,38,23,12,116,13,127
SAL10808,144,1029,923,296,140,2534,92,2628
SAL10809,47,162,210,72,35,526,20,549
SAL10810,50,385,431,159,90,1105,38,1145
SAL10811,35,158,136,43,18,385,18,410
SAL10812,4,34,81,42,26,184,17,199
SAL10813,0,12,24,13,3,53,16,73
SAL10814,518,2368,1780,396,163,5230,245,5478
SAL10815,153,1115,2014,653,462,4396,127,4523
SAL10816,0,0,4,3,5,13,0,13
SAL10817,458,3401,3732,1028,415,9046,274,9317
SAL10818,472,1727,1075,322,126,3719,204,3922
SAL10819,22,154,427,145,88,835,40,877
SAL10820,0,0,0,0,0,4,0,4
SAL10821,0,14,29,10,4,62,7,70
SAL10822,4,25,16,16,0,65,0,70
SAL10823,0,0,0,0,0,0,0,0
SAL10824,0,0,0,0,0,0,0,0
SAL10825,212,499,271,86,73,1144,122,1261
SAL10826,4,20,29,11,12,76,8,84
SAL10827,0,8,17,12,7,42,27,67
SAL10828,0,9,3,0,0,12,0,12
SAL10829,77,365,337,73,18,869,37,908
SAL10830,0,0,4,4,0,7,0,11
SAL10831,3,28,39,20,17,106,14,115
SAL10832,0,4,13,0,0,19,0,17
SAL10833,3,15,29,10,9,56,12,73
SAL10834,0,0,0,0,0,8,0,8
SAL10835,0,0,3,0,0,6,0,6
SAL10836,36,129,164,55,55,440,18,459
SAL10837,224,343,198,54,39,865,115,981
SAL10838,0,16,23,12,7,64,10,65
SAL10839,0,3,6,4,0,13,0,15
SAL10840,9,59,173,139,117,498,33,533
SAL10841,0,0,0,0,0,5,0,5
SAL10842,342,1857,1375,445,218,4236,408,4647
SAL10843,3,21,39,21,17,100,11,113
SAL10844,16,253,397,130,69,874,28,909
SAL10845,0,3,23,19,3,53,0,54
SAL10846,645,4314,5378,1805,1027,13171,343,13513
SAL10847,0,0,19,9,10,38,3,42
SAL10848,24,276,451,159,62,972,21,991
SAL10849,0,52,104,72,121,354,8,365
SAL10850,20,315,545,145,61,1084,40,1123
SAL10851,349,1535,1844,767,419,4919,265,5186
SAL10852,58,403,335,98,52,948,77,1024
SAL10853,0,0,0,0,0,0,0,0
SAL10854,0,6,17,8,0,35,8,37
SAL10855,7,149,318,137,153,755,39,790
SAL10856,0,73,164,48,30,316,8,328
SAL10857,0,0,0,0,3,9,0,9
SAL10858,8,40,117,62,95,313,10,326
SAL10859,0,0,0,3,0,7,8,16
SAL10860,0,0,3,4,3,10,4,18
SAL10861,51,478,646,199,121,1499,46,1543
SAL10862,3,13,37,32,45,130,5,137
SAL10863,5,37,41,11,5,91,12,103
SAL10864,46,374,648,442,340,1845,55,1903
SAL10865,3,35,54,54,73,220,16,236
SAL10866,0,7,21,11,7,43,5,51
SAL10867,0,0,10,0,0,14,0,14
SAL10868,0,0,5,0,0,8,0,5
SAL10869,0,35,60,27,16,144,6,149
SAL10870,0,12,30,14,7,65,5,74
SAL10871,0,0,0,0,0,0,0,0
SAL10872,221,607,213,30,15,1081,46,1127
SAL10873,0,0,3,0,9,10,0,11
SAL10874,0,8,3,6,7,22,3,21
SAL10875,0,9,27,15,30,77,5,82
SAL10876,0,46,62,29,6,143,15,157
SAL10877,441,2270,1883,662,332,5591,383,5976
SAL10878,0,0,0,0,0,0,0,0
SAL10879,50,684,335,94,63,1236,106,1341
SAL10880,0,10,7,7,5,26,6,33
SAL10881,0,4,13,4,9,23,0,23
SAL10882,3,18,18,3,0,41,5,45
SAL10883,0,0,0,0,0,0,0,0
SAL10884,335,1878,2151,621,294,5276,157,5435
SAL10885,0,7,11,6,6,30,4,34
SAL10886,0,12,24,10,6,58,8,63
SAL10887,0,6,0,0,0,5,0,4
SAL10888,45,320,345,132,74,912,41,954
SAL10889,0,10,11,3,3,27,4,29
SAL10890,0,8,17,10,8,36,8,42
SAL10891,2095,5029,1844,385,144,9491,403,9890
SAL10892,19,164,213,69,29,499,15,514
SAL10893,4,19,28,6,13,70,0,70
SAL10894,0,17,21,4,0,42,0,43
SAL10895,16,196,328,106,45,692,14,710
SAL10896,0,0,14,3,0,23,0,20
SAL10897,142,1843,2751,784,387,5905,105,6016
SAL10898,443,1392,1314,524,257,3931,425,4356
SAL10899,0,4,5,0,0,12,0,11
SAL10900,124,343,440,155,85,1144,84,1226
SAL10901,0,0,0,0,0,8,0,8
SAL10902,0,9,33,24,20,85,0,85
SAL10903,4,24,37,20,4,88,9,98
SAL10904,107,497,159,60,28,848,85,933
SAL10905,0,0,0,4,0,7,0,7
SAL10906,2226,1261,187,29,12,3719,364,4082
SAL10907,97,799,1180,504,335,2915,150,3069
SAL10908,8,212,827,242,108,1397,22,1420
SAL10909,75,699,366,79,41,1254,42,1296
SAL10910,34,217,301,110,58,719,32,744
SAL10911,6,101,151,52,38,347,11,354
SAL10912,0,7,6,0,0,14,11,31
SAL10913,0,0,0,0,0,0,3,4
SAL10914,8,90,172,79,38,383,21,403
SAL10915,0,21,29,12,7,69,10,79
SAL10916,0,5,0,3,0,8,4,9
SAL10917,43,408,692,292,158,1588,62,1647
SAL10918,0,6,31,17,19,70,6,80
SAL10919,5,162,350,148,119,787,27,818
SAL10920,0,10,11,0,9,35,0,37
SAL10921,3,39,79,49,42,206,8,212
SAL10922,8,76,164,54,24,314,15,329
SAL10923,144,295,177,50,20,686,122,809
SAL10924,0,0,18,10,10,43,0,46
SAL10925,0,4,3,0,0,8,0,8
SAL10926,0,0,0,0,0,0,0,0
SAL10927,76,171,179,65,32,523,31,552
SAL10928,0,9,27,17,21,70,4,69
SAL10929,0,0,4,0,0,8,0,8
SAL10930,0,0,4,0,0,10,0,10
SAL10931,18,200,383,119,48,768,28,795
SAL10932,0,5,7,0,0,13,0,16
SAL10933,0,36,128,75,55,300,3,303
SAL10934,8,126,276,100,59,572,10,586
SAL10935,0,20,36,20,17,90,9,98
SAL10936,0,0,0,0,0,0,0,0
SAL10937,131,882,652,122,47,1835,55,1885
SAL10938,0,88,148,61,35,329,23,354
SAL10939,19,22,27,20,12,92,6,98
SAL10940,0,3,0,0,0,7,0,8
SAL10941,0,8,15,11,8,37,3,39
SAL10942,9,139,326,133,62,676,16,686
SAL10943,0,23,32,14,8,77,3,78
SAL10944,0,0,11,8,6,17,3,22
SAL10945,0,10,0,0,0,18,5,17
SAL10946,0,12,36,15,8,66,3,69
SAL10947,0,0,4,0,3,18,0,18
SAL10948,95,512,484,151,79,1315,269,1583
SAL10949,0,5,10,0,0,15,0,13
SAL10950,11,112,125,52,28,324,22,347
SAL10951,0,0,14,3,4,17,6,24
SAL10952,0,11,12,4,6,29,3,34
SAL10953,13,372,607,231,162,1400,44,1442
SAL10954,0,0,0,0,0,6,0,8
SAL10955,0,3,0,4,4,15,0,14
SAL10956,0,0,0,6,0,6,3,9
SAL10957,0,0,12,3,8,21,0,22
SAL10958,3,27,35,14,9,81,7,94
SAL10959,973,4618,3496,1054,509,10651,779,11433
SAL10960,0,0,5,0,0,5,0,4
SAL10961,0,3,0,0,0,6,0,6
SAL10962,0,3,6,3,0,17,6,28
SAL10963,0,4,6,3,4,20,0,24
SAL10964,21,131,156,70,61,437,42,477
SAL10965,21,210,703,245,108,1281,41,1330
SAL10966,5,113,206,80,47,457,16,471
SAL10967,0,5,7,5,3,19,0,21
SAL10968,0,11,25,8,7,41,8,52
SAL10969,36,86,48,20,13,203,60,264
SAL10970,161,1189,1117,322,189,2978,120,3094
SAL10971,36,316,659,242,184,1439,34,1470
SAL10972,4,33,59,22,22,131,4,142
SAL10973,0,11,12,9,4,33,9,39
SAL10974,0,0,4,0,0,3,3,3
SAL10975,0,5,24,13,11,53,14,63
SAL10976,0,12,33,16,13,71,14,90
SAL10977,0,3,6,6,0,17,0,20
SAL10978,0,21,25,7,9,62,12,72
SAL10979,6,44,93,42,34,220,31,251
SAL10980,0,0,0,0,0,0,0,0
SAL10981,0,0,3,0,0,7,0,7
SAL10982,0,0,0,0,0,0,0,0
SAL10983,0,4,8,0,7,12,3,20
SAL10984,0,17,28,21,32,102,4,109
SAL10985,4,145,256,100,97,598,25,624
SAL10986,0,0,0,0,0,0,0,0
SAL10987,195,1044,1035,374,214,2865,214,3073
SAL10988,0,9,6,0,0,11,0,14
SAL10989,0,3,14,9,7,33,0,34
SAL10990,0,5,5,0,0,13,4,12
SAL10991,0,4,0,0,4,10,3,10
SAL10992,3,59,63,30,16,167,19,186
SAL10993,0,3,12,0,3,15,14,26
SAL10994,0,0,0,0,0,10,0,10
SAL10995,0,10,10,0,0,14,3,19
SAL10996,49,398,593,151,102,1292,28,1322
SAL10997,0,0,8,7,0,20,0,20
SAL10998,0,13,19,8,4,44,6,46
SAL10999,421,1668,1827,615,350,4872,159,5035
SAL11000,205,740,739,236,125,2044,93,2135
SAL11001,241,1034,1299,525,362,3456,292,3754
SAL11002,84,428,393,149,100,1150,152,1301
SAL11003,0,22,46,15,10,99,8,105
SAL11004,0,3,0,0,0,0,0,0
SAL11005,3,21,69,25,11,136,3,139
SAL11006,0,37,50,26,17,140,15,152
SAL11007,0,24,39,15,12,89,0,88
SAL11008,0,31,42,15,13,103,10,113
SAL11009,0,4,10,0,0,13,3,11
SAL11010,90,395,258,99,42,885,49,931
SAL11011,0,7,14,15,13,50,0,52
SAL11012,0,48,47,20,6,120,9,134
SAL11013,29,232,398,152,108,923,19,945
SAL11014,123,558,473,156,92,1399,66,1466
SAL11015,925,3236,1617,330,105,6213,316,6527
SAL11016,0,12,21,16,6,59,4,66
SAL11017,0,6,13,3,3,27,0,30
SAL11018,3,36,85,28,30,188,17,204
SAL11019,240,782,518,128,44,1712,94,1808
SAL11020,0,0,7,4,6,17,0,18
SAL11021,0,4,8,0,0,17,0,17
SAL11022,3,15,26,15,18,81,13,93
SAL11023,0,30,54,24,21,124,5,126
SAL11024,18,138,161,62,50,427,81,509
SAL11025,36,250,321,135,91,825,44,870
SAL11026,0,14,53,19,26,112,6,121
SAL11027,0,0,0,0,0,0,0,0
SAL11028,0,9,18,6,4,42,10,45
SAL11029,0,0,0,0,0,0,0,0
SAL11030,0,0,0,0,0,0,0,0
SAL11031,0,9,18,12,7,40,0,39
SAL11032,3,39,48,22,24,139,24,160
SAL11033,0,3,7,10,7,28,0,24
SAL11034,0,0,0,0,0,0,0,0
SAL11035,0,0,0,0,0,0,0,0
SAL11036,210,1144,959,303,159,2769,151,2926
SAL11037,0,20,18,14,8,57,20,72
SAL11038,9,155,120,32,16,334,28,355
SAL11039,0,0,0,0,0,3,5,4
SAL11040,0,0,0,0,0,4,3,3
SAL11041,25,61,91,46,28,239,43,285
SAL11042,0,0,4,0,0,3,5,6
SAL11043,77,516,443,157,98,1294,212,1501
SAL11044,88,368,304,102,64,930,159,1093
SAL11045,0,0,3,0,0,3,0,3
SAL11046,0,26,30,20,19,97,7,100
SAL11047,3,71,90,41,24,228,17,246
SAL11048,3,17,23,12,7,63,7,72
SAL11049,4,44,52,22,27,142,14,159
SAL11050,0,5,6,0,0,7,3,11
SAL11051,0,36,70,27,16,150,26,172
SAL11052,109,818,934,366,256,2495,88,2575
SAL11053,248,1142,971,307,170,2846,186,3024
SAL11054,0,11,13,6,10,41,0,39
SAL11055,0,5,18,10,3,42,8,51
SAL11056,13,300,465,167,74,1019,32,1051
SAL11057,0,10,20,6,9,46,8,45
SAL11058,0,16,7,3,3,35,6,41
SAL11059,0,11,4,0,3,21,13,31
SAL11060,0,54,58,15,8,131,14,146
SAL11061,0,0,4,0,3,4,0,4
SAL11062,0,0,0,0,3,3,0,6
SAL11063,21,169,154,75,35,456,73,525
SAL11064,0,23,16,7,0,58,0,54
SAL11065,7,70,115,64,39,292,20,314
SAL11066,0,0,0,0,0,3,0,3
SAL11067,0,3,3,0,3,12,0,12
SAL11068,0,9,27,13,14,61,0,61
SAL11069,0,0,0,0,0,0,0,0
SAL11070,20,246,662,286,222,1433,24,1459
SAL11071,0,0,8,4,3,16,0,16
SAL11072,0,0,19,8,4,33,8,45
SAL11073,14,198,300,87,52,650,47,697
SAL11074,0,4,12,5,8,22,0,24
SAL11075,56,734,1010,272,138,2212,50,2259
SAL11076,0,27,50,23,18,124,12,140
SAL11077,3,16,9,0,0,29,0,30
SAL11078,0,6,6,6,0,16,0,16
SAL11079,0,0,7,5,5,15,0,21
SAL11080,157,1004,865,255,120,2394,143,2538
SAL11081,0,0,0,0,0,0,0,0
SAL11082,271,1099,1018,289,166,2840,103,2940
SAL11083,0,0,0,0,0,3,0,3
SAL11084,0,4,8,3,5,19,0,14
SAL11085,0,11,7,3,0,30,4,37
SAL11086,0,13,19,8,6,45,10,51
SAL11087,0,6,0,0,0,16,0,14
SAL11088,0,8,6,0,0,12,0,12
SAL11089,0,3,7,7,7,16,0,21
SAL11090,0,3,15,3,6,29,7,39
SAL11091,0,0,6,4,0,11,0,11
SAL11092,0,0,0,0,0,3,0,3
SAL11093,0,14,36,9,23,92,3,91
SAL11094,0,113,175,51,36,382,27,405
SAL11095,0,0,3,8,3,16,0,16
SAL11096,0,0,4,4,0,3,0,5
SAL11097,9,57,90,35,21,207,0,214
SAL11098,0,5,14,8,9,35,4,38
SAL11099,296,1566,1402,529,265,4060,314,4378
SAL11100,0,4,8,7,6,23,5,29
SAL11101,0,3,6,0,0,6,0,6
SAL11102,0,24,46,25,12,109,7,120
SAL11103,0,40,18,18,17,95,8,96
SAL11104,0,0,7,4,0,8,0,8
SAL11105,201,1423,2069,839,528,5056,266,5325
SAL11106,0,0,0,0,0,0,0,0
SAL11107,0,10,18,6,3,38,8,50
SAL11108,0,0,0,0,0,8,3,7
SAL11109,0,5,13,0,3,23,5,25
SAL11110,0,3,5,6,0,20,6,23
SAL11111,0,0,0,0,0,0,0,4
SAL11112,0,4,11,0,0,17,0,23
SAL11113,690,2883,1250,215,80,5121,170,5292
SAL11114,119,546,311,50,25,1043,32,1077
SAL11115,23,294,258,100,39,718,53,767
SAL11116,121,1011,687,174,111,2106,122,2227
SAL11117,97,250,233,81,36,701,43,741
SAL11118,0,4,7,0,0,15,5,14
SAL11119,158,716,1111,406,230,2618,95,2712
SAL11120,657,3651,2780,622,302,8008,377,8381
SAL11121,0,4,0,4,6,17,0,19
SAL11122,6,14,35,12,9,71,8,72
SAL11123,0,11,17,6,3,38,5,39
SAL11124,47,379,418,154,108,1105,73,1181
SAL11125,0,4,12,7,10,32,0,35
SAL11126,0,12,11,5,4,33,5,42
SAL11127,0,0,3,4,0,9,0,3
SAL11128,4,61,101,32,18,211,10,220
SAL11129,3,60,105,26,22,227,3,230
SAL11130,0,0,0,0,0,3,0,3
SAL11131,3,20,16,3,4,44,3,40
SAL11132,507,1384,406,51,23,2375,94,2470
SAL11133,0,10,7,9,5,31,0,32
SAL11134,0,0,0,0,0,0,0,0
SAL11135,436,1699,1118,296,125,3678,126,3800
SAL11136,427,1603,1304,412,204,3952,143,4095
SAL11137,0,6,11,4,5,25,4,26
SAL11138,0,0,4,0,0,6,6,16
SAL11139,0,25,32,18,17,92,9,105
SAL11140,0,6,0,3,5,8,0,8
SAL11141,6,65,94,42,30,229,9,237
SAL11142,0,6,10,0,3,24,3,31
SAL11143,0,0,8,3,0,8,0,8
SAL11144,7,76,129,71,33,310,19,327
SAL11145,0,18,51,18,19,107,16,124
SAL11146,7,60,32,25,11,129,15,139
SAL11147,59,568,510,131,63,1331,46,1380
SAL11148,19,211,183,78,53,545,38,586
SAL11149,0,19,28,7,9,63,4,65
SAL11150,0,4,3,3,4,15,0,17
SAL11151,0,0,0,0,0,5,0,5
SAL11152,0,5,3,4,0,14,3,17
SAL11153,0,0,0,0,0,4,0,4
SAL11154,0,5,0,0,0,9,0,9
SAL11155,0,150,392,105,67,718,29,742
SAL11156,0,0,0,0,7,7,0,5
SAL11157,0,7,25,8,10,59,10,70
SAL11158,0,0,0,0,0,0,0,0
SAL11159,8,62,42,10,0,126,16,141
SAL11160,10,51,71,40,14,178,21,198
SAL11161,0,6,0,0,0,3,0,6
SAL11162,16,252,274,122,71,735,46,777
SAL11163,0,0,3,4,3,11,0,11
SAL11164,4,29,19,10,4,64,5,68
SAL11165,0,12,22,13,14,70,7,76
SAL11166,0,0,4,0,0,6,0,8
SAL11167,0,9,27,10,4,50,5,55
SAL11168,22,208,336,122,60,746,24,772
SAL11169,0,0,0,0,0,9,0,4
SAL11170,0,81,112,60,35,286,18,299
SAL11171,0,33,58,38,16,146,50,197
SAL11172,0,11,7,4,0,21,0,26
SAL11173,0,36,45,30,15,126,10,132
SAL11174,0,0,0,0,0,0,0,0
SAL11175,0,6,22,15,21,67,4,70
SAL11176,49,507,776,292,161,1790,44,1836
SAL11177,8,90,108,20,9,237,15,248
SAL11178,0,13,24,20,11,61,0,62
SAL11179,0,9,30,16,14,66,5,75
SAL11180,0,3,9,9,4,25,0,25
SAL11181,0,0,0,5,0,3,0,3
SAL11182,0,3,4,3,4,16,9,32
SAL11183,0,9,0,3,5,11,3,14
SAL11184,0,7,18,3,0,33,3,29
SAL11185,0,6,4,3,3,13,4,13
SAL11186,186,228,64,14,6,496,65,566
SAL11187,0,3,11,0,0,18,3,24
SAL11188,0,3,0,0,0,11,0,13
SAL11189,0,14,29,14,10,70,11,74
SAL11190,14,126,107,24,18,298,36,327
SAL11191,0,33,37,26,10,108,8,113
SAL11192,26,375,344,106,19,867,76,943
SAL11193,0,0,0,0,0,0,0,0
SAL11194,0,9,8,7,0,25,4,28
SAL11195,0,15,26,22,14,77,10,89
SAL11196,0,18,31,15,16,83,4,85
SAL11197,0,0,12,12,5,26,4,29
SAL11198,0,4,5,3,4,14,0,14
SAL11199,0,9,10,0,0,19,6,23
SAL11200,37,74,27,0,0,142,5,147
SAL11201,0,3,26,13,7,49,0,47
SAL11202,0,0,6,0,0,3,0,3
SAL11203,282,1460,1545,562,311,4155,150,4309
SAL11204,0,43,47,32,23,155,28,179
SAL11205,0,6,3,4,6,18,4,24
SAL11206,3,22,49,8,17,98,15,113
SAL11207,26,55,43,11,13,147,57,204
SAL11208,0,17,11,13,0,42,0,48
SAL11209,0,10,0,4,0,19,5,23
SAL11210,0,3,11,4,10,26,0,24
SAL11211,0,38,34,11,5,92,21,105
SAL11212,225,983,514,84,34,1839,119,1955
SAL11213,2479,2376,443,67,23,5393,347,5743
SAL11214,3,51,72,21,10,164,8,162
SAL11215,262,387,126,30,11,815,65,881
SAL11216,15,150,149,51,39,410,53,460
SAL11217,0,0,5,0,0,11,0,14
